Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163,Slice164,Slice165,Slice166,Slice167
-28.500,11,4,20,19,26,36,0,15,22,8,23,42,7,3,34,31,42,18,0,0,7,5,3,67,1,12,20,0,5,11,0,0,12,32,10,5,0,29,2,0,5,4,29,17,5,0,0,0,43,15,6,3,8,72,74,0,0,3,0,0,0,0,0,0,0,0,0,10,88,1,3,8,0,3,0,39,5,24,0,7,34,23,0,12,60,0,18,0,33,64,15,9,10,2,18,9,1,22,20,4,25,24,36,6,4,2,28,14,0,0,34,16,16,0,29,41,27,6,0,3,16,57,6,11,3,17,0,28,8,59,14,40,19,4,11,73,24,61,57,94,38,0,24,21,6,21,2,75,2,4,38,39,43,16,90,0,9,10,15,4,33,6,41,0,14,7,23
-27.500,12,11,26,18,19,37,3,19,20,11,22,42,14,4,20,49,27,10,0,1,7,4,4,53,4,7,18,0,6,8,0,3,5,33,9,11,0,19,6,0,5,5,23,14,1,1,0,0,32,13,2,4,0,52,71,0,0,0,0,0,0,0,4,0,0,0,0,6,54,3,7,4,0,25,0,32,1,14,0,7,24,25,0,10,98,0,16,0,22,74,10,3,5,3,25,17,1,31,18,5,19,33,30,12,6,2,34,16,0,0,25,19,17,0,19,5,24,18,0,5,17,19,6,32,5,23,0,32,3,80,14,40,10,9,9,69,26,46,13,98,53,0,40,17,3,18,11,84,2,2,35,28,41,23,41,0,8,6,7,4,46,6,36,0,9,10,26
-26.500,12,33,34,29,18,32,0,26,16,6,14,36,7,1,14,29,20,16,0,1,10,5,2,56,4,13,12,0,4,7,0,4,7,23,11,9,0,17,5,0,2,4,31,16,1,2,0,0,48,9,0,2,0,34,113,0,2,0,4,0,0,0,1,0,0,0,0,5,44,0,7,10,0,21,0,36,1,23,0,0,6,28,0,8,114,0,20,0,16,111,14,5,2,0,20,24,0,20,26,8,18,44,32,7,5,1,35,18,0,0,27,16,8,0,27,0,25,6,0,2,14,9,5,27,2,19,0,31,5,85,20,48,13,10,13,49,22,42,12,78,56,0,43,17,3,14,4,74,4,0,32,45,47,13,13,0,5,9,14,2,36,5,50,0,7,10,21
-25.500,8,36,53,42,19,23,0,17,13,13,15,34,6,3,12,28,11,10,0,0,12,14,3,38,3,7,28,0,4,7,0,0,4,4,7,6,0,29,6,0,6,5,30,11,6,2,0,0,62,9,0,3,0,44,48,0,3,0,1,0,0,0,0,0,0,0,0,2,32,0,2,5,0,19,0,33,4,18,0,10,0,23,0,4,111,0,11,0,13,59,8,6,3,0,22,19,0,11,24,5,14,42,27,9,5,1,37,20,0,0,20,14,17,0,18,0,25,4,0,3,11,12,7,24,23,15,0,44,3,73,28,49,25,8,16,53,21,32,10,43,69,2,48,16,3,23,5,91,3,0,25,32,62,15,2,0,6,4,16,4,21,2,35,0,10,6,17
-24.500,11,41,46,29,21,35,2,12,24,10,16,38,9,3,10,41,16,10,0,3,19,12,3,42,4,13,10,0,3,7,0,0,5,1,11,12,0,14,6,0,2,3,19,15,1,5,0,0,70,6,0,2,0,34,34,0,0,7,0,0,0,0,0,0,0,0,0,3,30,0,5,2,0,9,0,38,0,17,0,3,0,31,0,10,135,0,12,0,6,55,12,1,0,0,24,30,0,11,30,3,15,9,35,4,4,1,30,16,0,0,15,13,6,0,19,0,34,5,0,3,8,11,9,30,21,19,0,56,2,61,41,17,34,9,15,37,23,23,8,30,120,7,35,14,1,23,2,95,2,4,35,28,55,10,7,0,4,2,25,2,22,5,25,0,7,8,21
-23.500,7,29,37,30,11,22,0,11,19,11,12,55,5,6,14,43,10,8,0,1,18,12,1,25,4,12,18,0,4,6,0,0,4,1,8,12,0,18,28,0,2,6,16,13,2,12,0,0,56,6,0,1,0,31,33,0,0,0,3,0,0,0,3,0,0,0,0,3,22,0,6,7,0,14,0,33,0,23,0,5,0,44,0,4,152,0,20,0,2,42,12,5,0,0,19,30,0,7,41,4,16,8,24,5,7,0,42,20,3,0,23,15,25,0,36,0,30,8,0,2,11,10,28,24,17,18,0,51,3,48,21,17,19,12,14,44,18,20,7,18,81,13,38,10,2,30,5,56,5,1,31,24,74,10,9,0,4,3,20,5,26,7,22,0,11,6,16
-22.500,9,18,36,50,18,30,0,9,20,8,15,36,17,9,11,40,11,6,0,2,9,9,3,12,6,13,21,0,3,5,0,0,3,3,12,11,0,21,16,0,4,2,14,11,3,35,0,0,48,16,0,2,0,24,20,0,0,0,2,0,0,0,1,0,0,0,0,4,19,0,4,4,0,24,0,37,0,12,0,3,0,44,0,2,121,0,17,0,4,47,11,4,1,0,22,17,0,11,58,10,9,5,24,5,21,0,37,13,4,0,15,12,46,0,35,0,11,1,0,2,5,8,24,22,21,18,0,78,0,82,13,12,25,37,8,31,19,21,7,19,50,19,14,10,1,21,2,35,4,1,25,17,53,10,4,0,4,0,27,4,22,1,20,0,7,10,19
-21.500,9,13,42,45,21,24,2,9,20,11,11,33,6,16,13,44,4,10,0,5,8,11,3,20,5,14,15,0,2,12,0,0,3,1,15,13,0,17,10,4,1,6,8,9,3,24,0,0,42,37,0,0,0,18,36,0,0,0,3,0,0,0,0,0,0,0,0,3,21,0,6,4,0,11,0,36,0,24,0,4,0,37,0,10,45,0,21,0,2,36,11,1,0,0,21,22,0,3,43,5,13,3,17,2,21,0,52,16,0,0,17,13,58,0,45,0,7,0,0,2,11,4,43,28,17,19,0,62,3,61,14,7,14,33,7,33,19,13,5,12,31,89,14,8,0,35,1,32,6,0,30,20,76,9,13,0,3,0,24,4,20,6,19,0,10,3,13
-20.500,5,9,45,29,15,19,0,5,25,11,14,26,9,6,14,47,9,7,0,1,6,9,4,7,8,15,20,0,5,13,0,0,3,4,16,8,0,21,11,10,3,3,9,13,2,9,0,0,43,19,0,0,0,13,36,0,0,0,2,0,0,0,0,0,0,0,0,3,18,0,3,2,0,10,0,41,3,14,0,1,0,43,0,3,21,0,20,0,5,33,13,4,0,0,20,18,0,11,19,3,8,4,25,2,19,0,51,17,5,0,15,12,22,0,51,0,9,0,0,0,6,8,9,31,16,15,0,54,2,56,15,6,14,31,8,37,15,15,3,14,40,52,14,16,0,23,4,23,3,7,29,10,51,9,0,0,3,0,32,1,10,4,17,0,7,8,13
-19.500,5,8,66,31,16,16,0,6,31,11,22,27,6,10,12,50,7,10,0,6,4,8,1,6,5,25,18,0,0,11,0,0,2,1,12,12,0,19,5,9,3,6,9,9,5,10,0,0,37,11,0,3,0,18,36,0,0,0,3,0,0,0,0,0,0,0,0,1,22,0,3,3,0,16,0,80,0,28,0,6,0,27,0,13,21,0,20,0,2,34,12,3,0,0,24,18,0,6,14,7,20,3,14,0,24,2,50,16,5,0,11,12,12,0,54,0,4,5,0,2,8,6,0,59,13,22,0,71,3,52,6,3,19,18,5,22,15,12,4,12,24,42,5,12,0,13,2,19,7,12,44,15,34,9,17,0,2,0,35,5,18,7,17,0,10,4,17
-18.500,8,6,43,40,14,18,1,5,40,7,11,28,12,7,11,55,3,8,0,2,4,5,3,7,10,14,10,0,5,21,0,0,3,1,9,8,0,21,9,11,1,24,8,4,1,7,0,0,41,17,0,6,0,12,26,0,0,4,4,0,0,0,3,5,0,0,0,6,20,0,4,3,0,5,0,63,0,21,0,2,0,26,0,12,17,0,21,0,5,33,13,2,0,0,23,16,0,4,9,9,9,3,16,0,25,4,42,16,3,0,12,13,10,0,50,0,8,2,0,4,10,7,0,52,11,17,0,33,1,58,7,6,32,16,6,20,22,9,3,7,24,26,7,12,0,21,1,22,8,24,22,11,25,7,2,0,4,0,31,4,18,4,15,0,6,7,13
-17.500,7,7,36,42,18,13,2,4,48,14,11,21,8,8,15,63,3,10,0,7,2,2,3,7,9,15,25,0,0,20,0,0,1,2,10,9,0,25,2,6,1,21,3,0,3,7,0,0,32,10,0,7,0,10,37,0,0,0,5,0,0,0,1,11,0,0,0,3,14,0,5,2,0,5,0,39,0,37,15,5,0,23,0,21,19,0,24,0,6,28,17,1,0,0,15,21,0,8,9,4,13,3,20,0,23,6,31,21,3,0,8,13,17,1,57,0,3,0,0,0,12,3,0,45,16,19,27,21,2,58,3,5,22,20,6,22,12,13,3,10,21,17,8,13,0,13,0,17,11,16,27,11,25,7,23,0,5,0,22,2,7,5,14,0,3,3,4
-16.500,7,2,21,60,12,14,0,5,7,9,10,23,7,6,11,77,8,10,0,11,4,2,5,3,8,5,8,0,5,19,0,0,4,1,7,8,0,31,3,8,2,0,3,0,6,8,0,0,39,9,0,4,0,9,46,0,0,0,7,0,0,0,0,8,0,0,0,4,9,0,3,3,0,7,0,40,0,27,44,2,0,26,0,10,7,0,29,0,9,30,13,5,0,0,32,18,0,3,7,10,19,3,14,0,48,5,31,19,5,0,11,13,6,7,39,0,8,0,0,0,20,7,0,32,8,18,29,21,3,49,7,2,20,14,8,23,14,7,2,9,23,16,2,11,0,21,4,14,19,13,21,11,16,6,17,0,10,0,17,6,3,6,14,0,9,5,3
-15.500,3,5,17,36,16,14,1,3,2,13,9,24,9,2,16,63,0,14,0,21,0,2,5,5,10,11,18,0,3,22,0,0,0,1,8,8,0,45,3,9,1,0,2,0,2,0,0,0,35,6,0,4,0,12,20,0,0,0,8,0,0,0,0,8,0,0,0,3,9,0,5,0,0,9,0,42,0,8,36,4,0,20,0,12,15,0,6,0,35,28,18,4,0,0,18,18,0,6,6,8,13,4,11,0,33,7,25,20,5,0,13,13,6,5,38,0,1,0,0,0,26,8,5,41,13,15,22,15,3,48,5,5,15,10,4,29,18,9,3,4,12,13,1,12,0,30,0,17,15,13,12,15,19,8,27,0,10,0,23,2,5,7,11,0,4,6,3
-14.500,3,4,22,36,14,13,2,3,1,6,5,41,10,10,15,56,0,14,0,20,0,2,5,1,13,3,18,0,2,12,0,0,1,2,4,9,0,13,1,2,1,0,0,0,10,9,0,0,35,11,0,8,0,6,19,0,0,0,8,0,0,0,0,9,0,0,0,5,7,0,3,0,0,4,0,23,0,6,20,4,0,22,0,15,10,0,8,15,29,27,30,1,0,0,24,10,0,7,2,11,27,6,17,0,27,8,17,20,5,0,6,8,6,6,43,0,1,2,0,0,33,5,4,44,12,27,18,13,4,37,1,2,10,14,6,16,11,11,2,8,11,13,1,10,0,26,0,13,9,10,20,14,14,6,21,0,11,0,13,4,9,5,17,0,4,4,2
-13.500,7,2,11,33,14,14,0,3,1,11,4,27,8,4,21,59,8,11,0,23,0,1,6,1,11,6,14,0,4,16,0,0,2,0,7,12,0,9,2,8,2,0,0,0,2,0,0,0,30,5,0,0,0,8,11,0,0,0,9,0,0,0,0,6,0,0,0,4,6,0,5,0,0,2,0,37,0,4,11,3,0,19,0,54,10,0,6,12,21,23,24,4,12,0,32,14,0,4,8,12,25,5,9,0,16,10,18,13,3,0,9,12,4,11,35,0,6,1,0,3,21,6,8,38,10,27,13,13,5,27,9,4,10,13,4,14,16,4,2,2,10,10,2,10,0,20,0,9,7,11,16,10,10,6,16,0,10,0,17,5,7,6,13,0,7,6,1
-12.500,5,0,11,36,13,15,2,2,1,8,3,7,8,10,24,54,1,12,0,21,0,1,5,3,7,7,17,0,3,14,0,0,0,0,9,11,0,9,3,5,0,0,0,0,9,6,0,0,32,8,0,7,0,7,15,0,0,0,8,0,0,0,3,6,0,0,0,5,7,0,6,0,0,1,0,25,0,10,4,3,0,19,1,63,8,0,8,11,19,26,23,4,18,0,20,5,0,4,0,14,37,6,16,0,13,12,16,13,5,0,16,12,5,7,12,0,5,0,0,0,22,6,31,26,15,18,13,11,4,20,4,2,9,15,4,16,15,7,0,5,22,13,0,8,0,23,0,7,9,17,9,24,15,6,18,0,11,0,9,5,10,8,18,0,6,3,1
-11.500,4,0,12,26,11,22,2,4,3,10,3,4,8,2,25,48,0,4,32,25,0,2,1,1,11,5,17,0,2,14,0,0,0,3,4,12,0,10,1,4,1,0,0,0,6,2,0,0,31,5,0,1,0,8,13,0,0,0,8,0,0,0,1,6,18,0,0,5,3,0,5,0,0,6,7,24,0,2,7,2,0,19,0,61,5,0,3,11,6,27,27,0,43,0,29,8,0,8,1,23,25,3,11,0,15,22,10,8,5,0,6,6,4,7,7,0,0,0,0,0,17,12,18,25,8,25,8,8,3,20,3,5,8,14,4,0,20,12,1,3,7,10,0,11,0,19,0,12,3,28,14,8,8,4,21,0,14,0,18,5,6,36,22,0,2,5,1
-10.500,6,3,9,22,12,17,1,1,10,5,5,8,10,10,18,48,7,2,17,15,0,0,4,5,7,5,16,0,4,14,0,0,2,0,6,11,0,5,1,1,0,0,0,0,10,4,0,0,31,8,0,5,0,6,15,0,0,0,8,0,0,0,0,8,7,0,0,6,5,0,3,0,4,0,16,29,0,6,2,6,0,18,1,30,6,0,12,8,4,18,23,1,25,0,33,9,0,5,5,37,31,7,7,0,10,12,16,13,4,0,18,12,12,11,8,0,1,0,0,0,24,5,14,15,22,12,13,10,5,15,5,0,7,19,6,0,10,6,2,2,10,7,0,8,0,23,0,9,7,35,12,4,6,7,22,0,7,0,9,4,11,29,17,0,5,4,1
-9.500,2,0,15,34,13,8,1,2,8,5,0,2,6,6,4,41,9,2,11,15,0,0,3,1,8,6,21,0,4,11,0,4,0,0,5,9,0,4,1,6,0,0,0,0,14,2,0,0,26,7,0,2,0,8,10,0,0,0,6,0,0,0,0,8,5,0,0,7,4,0,7,0,5,0,27,22,0,7,6,3,0,19,2,23,6,0,4,10,2,21,23,5,19,0,32,5,0,5,3,30,23,5,9,0,10,9,10,10,6,0,7,8,1,8,7,0,11,0,0,0,21,11,8,15,25,12,7,6,4,18,5,3,9,12,2,10,21,3,2,3,8,13,0,11,0,19,0,4,0,38,8,5,11,5,8,0,10,0,12,4,9,21,25,0,7,5,0
-8.500,6,0,15,19,11,10,4,1,5,7,4,6,11,5,4,27,10,2,12,14,0,0,2,1,5,5,27,0,4,14,0,6,3,3,6,10,0,3,3,3,0,0,0,0,16,3,0,0,31,8,0,3,0,5,7,0,0,0,8,0,0,0,0,11,0,0,0,4,3,0,5,0,5,1,29,19,0,4,3,4,0,18,1,17,2,0,9,5,1,21,24,0,18,0,26,8,0,9,0,31,17,8,6,0,7,10,11,10,4,0,18,11,3,11,8,0,0,0,0,0,23,7,10,8,12,16,9,8,3,10,7,3,5,13,7,0,16,3,1,3,6,5,0,7,0,22,0,6,4,31,8,4,7,4,5,0,9,0,11,7,12,18,19,0,3,3,0
-7.500,4,0,20,32,10,8,0,3,6,4,0,6,9,12,3,34,9,2,10,21,0,2,1,2,5,6,25,0,4,11,2,7,5,0,1,8,0,2,1,7,0,0,0,0,11,2,0,0,32,10,0,4,0,5,10,0,0,0,4,0,0,0,0,6,5,0,0,7,5,0,2,0,14,2,35,25,0,4,7,4,0,18,0,14,3,0,11,10,4,16,22,2,17,0,27,5,0,5,0,9,17,3,11,0,5,7,7,5,5,0,28,9,3,11,13,0,0,0,3,0,19,11,8,12,5,12,10,7,8,14,5,0,3,11,6,0,24,13,1,0,8,10,0,7,0,20,0,9,2,38,11,1,7,9,3,0,12,0,8,7,11,15,24,0,4,5,0
-6.500,5,0,12,19,9,5,1,4,2,8,0,3,12,8,3,33,11,1,47,14,0,0,2,1,5,6,14,0,4,12,3,5,6,0,1,8,0,2,0,8,0,0,0,0,12,2,0,0,32,9,0,1,0,9,4,0,0,0,8,0,0,0,2,4,5,0,0,8,2,0,0,0,30,4,13,18,0,8,4,6,0,13,2,11,10,0,14,7,5,16,23,1,21,0,27,3,0,4,1,4,17,5,6,0,5,6,8,10,8,0,16,11,2,12,5,0,0,0,17,0,23,6,8,5,6,9,2,3,1,12,3,6,10,12,4,3,26,6,0,1,12,9,0,10,0,37,0,4,0,34,6,6,8,3,1,0,6,0,17,3,13,11,16,0,6,3,0
-5.500,6,0,11,29,6,9,4,0,2,6,3,3,9,5,2,30,12,5,32,10,0,0,1,2,5,11,8,0,5,10,4,6,10,3,1,9,0,4,3,12,0,0,0,0,29,3,0,0,22,16,0,4,0,8,7,0,0,0,4,0,0,0,1,2,0,0,0,10,3,0,3,0,15,0,6,20,0,3,6,3,0,21,3,12,1,0,13,5,5,13,24,3,33,0,23,11,0,9,2,3,6,8,8,0,4,6,12,11,4,0,14,12,1,9,10,0,7,4,16,0,25,13,2,17,4,13,11,9,7,13,3,0,2,8,7,4,36,6,2,1,6,4,0,4,0,40,0,8,0,24,8,0,6,11,4,0,4,0,8,9,20,17,16,0,4,7,0
-4.500,2,0,15,32,13,3,0,2,1,6,0,2,9,15,4,28,14,0,31,7,0,0,1,1,4,27,9,0,5,8,7,4,11,0,3,7,0,1,1,9,0,0,0,0,23,2,0,0,17,10,0,2,0,3,4,0,0,0,5,0,1,0,1,0,5,0,0,6,1,0,2,0,18,0,14,23,0,9,6,5,0,14,3,9,4,0,19,6,9,18,21,1,1,0,17,4,0,3,0,2,17,3,10,0,7,8,5,5,6,0,21,11,3,13,6,0,5,5,14,0,13,6,9,10,5,8,6,7,5,12,3,0,8,11,3,3,29,2,1,5,7,9,0,8,0,12,0,8,0,21,3,2,8,5,1,0,2,0,0,6,9,12,19,0,6,3,0
-3.500,5,0,12,31,13,6,2,1,0,11,0,6,19,20,2,30,9,2,35,10,4,21,2,4,4,25,8,0,17,8,13,7,11,0,0,7,0,2,2,8,0,0,0,0,15,1,0,0,12,16,0,1,0,6,4,0,0,0,5,0,2,0,1,0,2,0,0,14,2,0,1,0,14,1,11,14,0,9,8,5,0,8,2,7,10,0,19,6,11,15,47,0,0,0,13,1,0,4,0,4,10,5,4,0,4,5,8,8,6,0,20,13,3,16,7,0,0,3,17,0,4,10,1,9,2,12,6,3,6,12,10,5,11,11,2,11,22,9,1,0,1,8,0,7,0,8,0,6,0,24,4,3,5,7,2,0,1,0,0,5,15,13,19,0,2,6,0
-2.500,4,0,10,37,7,8,4,3,4,11,0,3,21,23,2,37,8,6,39,7,0,22,0,0,4,9,6,0,34,9,26,4,8,8,1,8,0,2,1,6,0,0,0,0,13,3,0,0,11,16,0,1,0,9,6,0,0,0,8,0,1,0,0,0,2,0,0,11,3,0,3,2,15,3,11,15,0,11,10,8,0,12,2,7,4,0,26,8,11,15,50,4,0,0,13,12,0,3,0,2,10,3,13,0,4,7,10,6,7,0,26,10,7,11,11,0,4,5,15,0,8,8,4,11,1,9,7,3,5,12,5,0,8,8,4,14,4,8,1,1,7,6,0,7,0,8,0,7,0,16,10,1,5,14,1,0,2,0,11,9,6,11,20,0,7,5,0
-1.500,5,0,12,78,12,3,0,3,0,28,0,2,22,40,2,32,5,4,37,8,5,17,0,1,3,3,2,0,32,6,17,6,9,6,0,7,0,2,4,5,0,0,0,0,12,3,0,0,9,10,0,5,0,15,2,0,0,0,3,0,3,0,0,0,3,0,0,14,1,0,1,10,11,3,11,19,0,16,10,8,0,10,5,8,3,0,30,3,18,19,32,1,0,0,14,1,0,4,0,3,10,8,5,0,3,6,4,9,9,0,29,11,27,11,7,3,4,7,13,0,8,10,4,14,4,5,5,13,5,9,5,7,7,11,3,9,7,1,0,1,1,5,0,7,0,4,0,5,0,20,6,4,7,6,0,0,2,0,2,5,16,12,18,0,5,5,0
-0.500,8,0,15,66,7,4,2,1,0,17,0,5,33,24,2,35,8,3,36,14,10,18,0,2,3,4,3,0,26,9,10,2,7,6,2,7,0,4,0,10,0,0,9,0,19,1,0,0,11,17,0,2,0,11,3,0,0,0,6,0,3,0,2,5,3,0,0,17,2,0,1,30,13,0,13,16,0,23,6,7,0,11,4,7,5,0,22,8,11,12,24,2,0,0,10,5,1,4,0,3,7,3,4,0,3,8,9,7,4,0,42,10,30,15,8,3,3,6,14,0,6,6,3,14,1,11,7,3,7,11,3,3,14,7,2,14,1,3,4,2,9,9,0,9,0,10,0,12,0,14,3,0,6,7,2,0,1,0,0,9,10,11,24,0,3,7,2
0.500,10,0,10,26,8,5,4,1,0,9,0,3,38,6,2,41,9,6,19,19,19,17,0,1,5,4,1,0,27,3,12,4,9,5,2,7,0,2,5,4,0,0,15,0,23,1,0,0,7,10,0,1,0,12,2,0,0,0,4,0,2,0,1,15,2,0,0,19,2,0,4,38,8,1,9,19,0,57,4,13,0,14,5,9,11,0,12,4,13,13,19,1,0,0,12,8,0,6,0,1,8,5,12,0,5,6,9,10,9,0,98,10,22,13,13,2,7,11,15,1,3,11,0,11,1,7,6,3,7,13,4,3,13,10,0,6,4,1,4,0,6,8,0,8,0,2,0,5,0,14,3,2,6,2,1,0,2,0,7,8,15,10,22,0,3,7,0
1.500,10,0,9,13,10,4,1,1,7,8,0,0,21,5,1,61,14,5,26,20,10,13,0,2,3,2,2,0,21,5,13,5,4,7,1,8,0,8,1,5,2,0,18,0,18,3,0,0,5,14,0,2,0,18,1,0,0,0,4,0,7,0,1,13,4,0,0,25,1,0,2,21,15,1,12,15,0,19,3,14,0,8,8,6,5,0,11,2,10,13,18,3,0,3,17,6,2,2,0,3,7,5,5,0,2,5,6,5,1,0,52,7,17,10,10,2,6,7,12,2,2,7,3,20,1,6,6,7,6,10,14,9,25,10,0,5,7,1,8,0,3,5,0,10,0,2,0,6,0,12,5,3,5,12,0,0,3,0,3,8,9,10,21,0,9,10,4
2.500,9,0,18,9,12,6,2,2,11,6,0,9,37,2,3,53,10,4,20,28,4,12,0,2,4,3,2,0,20,7,9,3,8,7,1,6,0,3,4,3,2,0,13,0,16,1,0,0,8,15,0,3,0,17,3,0,0,0,6,0,6,0,1,10,6,0,0,36,1,1,3,14,10,3,10,17,0,16,1,26,0,11,4,5,6,0,11,4,13,18,15,2,0,5,8,15,2,3,0,4,4,6,7,0,3,7,6,10,8,0,25,11,15,12,14,1,6,9,11,2,2,9,0,18,0,8,5,6,9,15,7,12,20,9,0,3,1,7,12,1,4,8,0,2,0,4,0,11,0,11,9,1,5,16,1,0,3,0,1,20,14,11,10,0,5,5,2
3.500,10,0,17,14,6,3,6,2,9,5,0,2,27,0,2,18,12,6,26,39,0,12,3,1,6,2,0,0,19,4,12,6,5,6,0,8,0,9,3,0,1,0,7,0,15,1,0,0,4,19,0,2,0,8,0,0,0,0,4,0,11,0,0,11,1,0,0,30,3,3,3,10,6,2,13,18,0,15,0,16,0,7,9,12,12,0,2,6,12,10,15,3,0,8,24,20,2,5,0,1,8,4,6,0,2,8,11,12,0,0,23,15,18,13,10,0,8,7,14,3,2,9,2,19,0,5,7,2,8,4,13,7,13,8,0,5,1,4,10,2,3,10,0,12,0,3,0,6,0,15,4,2,4,12,3,2,1,0,1,13,13,9,17,0,3,4,3
4.500,0,0,19,10,13,3,3,3,2,4,0,1,1,0,2,19,6,5,26,23,0,17,4,1,6,4,1,2,21,3,8,3,7,7,1,9,0,6,4,5,3,0,6,0,12,4,0,0,7,24,0,0,0,8,2,0,0,0,6,0,34,0,2,10,0,0,0,33,0,4,7,4,12,0,10,18,0,12,0,10,0,7,6,2,10,0,10,3,12,11,12,3,0,13,22,18,2,6,0,1,6,5,10,0,1,7,11,12,2,0,20,14,9,12,7,0,11,11,11,6,2,4,0,23,0,7,5,1,9,5,10,3,12,11,0,2,3,1,10,0,4,9,3,10,0,0,0,11,0,10,4,3,6,3,3,6,2,0,8,9,13,12,11,0,7,3,2
5.500,0,0,22,12,11,4,4,1,5,5,0,6,0,0,2,19,8,5,17,23,0,22,0,1,5,1,1,2,24,8,6,4,5,5,2,9,4,14,0,1,3,0,6,0,13,1,0,0,8,42,0,4,0,24,2,0,0,0,4,0,22,0,2,15,0,0,0,23,1,3,13,9,9,2,12,29,0,17,0,9,0,3,10,4,15,0,1,6,13,6,15,3,0,11,18,24,2,2,0,4,4,5,6,0,1,6,16,10,5,0,20,11,14,12,7,0,13,12,14,6,4,19,0,20,0,5,5,2,7,4,11,3,8,8,0,4,1,2,3,0,7,13,0,9,0,1,0,9,0,10,1,1,4,1,2,9,4,0,2,4,19,10,10,0,7,3,0
6.500,0,0,21,9,12,2,5,1,6,0,1,1,0,0,3,23,7,6,10,35,0,15,5,2,7,5,0,14,9,20,5,4,5,9,1,11,3,13,0,1,3,0,2,0,12,0,0,0,5,14,0,2,0,5,1,0,0,3,2,0,12,0,1,13,0,0,0,19,1,8,7,5,7,1,10,66,0,10,0,9,0,10,8,5,16,0,10,1,17,10,7,2,0,6,22,21,3,3,0,1,7,6,6,0,1,0,16,12,0,0,13,18,10,9,6,0,24,10,14,9,1,4,0,24,0,9,6,2,4,3,25,5,10,11,0,3,4,0,0,0,7,12,0,6,0,1,0,6,0,16,3,3,5,2,0,11,3,0,1,7,20,7,13,0,6,3,0
7.500,0,0,26,12,10,5,3,2,0,1,2,6,0,0,3,19,7,8,11,46,0,12,5,3,8,4,2,13,17,14,6,5,9,8,1,10,2,12,0,1,3,0,5,0,9,4,0,0,8,23,0,1,5,9,3,0,0,6,6,0,15,0,1,15,4,0,0,12,5,9,5,5,10,4,10,59,0,14,0,3,0,4,12,5,11,0,1,2,26,17,11,5,0,9,15,13,3,9,0,3,3,3,9,0,7,0,21,9,4,0,11,22,5,14,4,0,13,8,9,23,2,19,0,33,0,8,6,1,2,6,21,0,12,7,0,8,1,1,2,2,4,14,3,6,0,10,0,15,0,8,12,5,1,0,6,13,4,0,6,6,22,12,9,0,8,2,0
8.500,0,0,20,10,13,4,4,1,0,2,3,5,5,0,3,20,5,6,8,57,0,7,6,2,8,2,1,14,14,10,12,4,6,4,1,11,3,18,0,1,7,0,2,0,12,2,0,39,4,9,0,1,6,16,0,0,0,25,4,0,12,0,1,15,0,0,0,18,2,12,7,3,3,1,13,2,0,8,0,6,0,4,13,3,10,0,1,6,60,9,9,0,0,9,21,13,3,2,0,4,7,6,9,0,4,0,22,11,3,0,13,26,8,10,4,0,10,12,15,16,5,7,0,32,0,9,5,4,2,3,24,8,6,8,0,9,0,3,4,0,7,14,1,7,0,2,0,10,8,6,3,0,3,1,3,15,2,3,3,5,27,6,8,0,6,2,0
