Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163,Slice164,Slice165,Slice166,Slice167,Slice168,Slice169,Slice170,Slice171,Slice172,Slice173,Slice174,Slice175,Slice176,Slice177,Slice178,Slice179,Slice180,Slice181,Slice182,Slice183,Slice184,Slice185
-79.500,13,3,0,26,3,0,0,0,0,0,8,56,15,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,88,110,7,20,0,7,21,1,0,0,0,0,0,0,9,0,0,0,0,0,0,14,8,0,20,0,38,12,7,0,0,4,0,34,0,19,17,0,11,11,0,2,0,19,9,11,9,1,0,4,2,0,18,0,9,0,6,2,0,6,0,2,0,0,2,9,0,8,3,1,0,0,9,4,12,7,0,0,11,5,3,0,0,0,3,0,0,0,0,0,3,6,12,2,0,5,0,0,31,0,5,18,0,0,0,0,0,0,0,19,50,7,0,3,1,0,16,0,5,0,2,7,0,19,0,0,0,7,5,4,2,0,0,13,0,0,3,0,0,13,0,0,0,0,0,0,21,17,0,3,15,21,2,6,7
-78.500,22,4,0,22,3,0,0,0,0,0,10,48,17,0,0,0,5,0,0,1,0,0,0,21,0,0,0,0,0,0,18,19,3,18,0,0,21,6,0,0,0,7,0,0,12,0,0,0,0,0,0,5,14,0,10,0,49,6,9,0,0,7,0,33,0,15,18,0,9,19,0,3,0,25,8,18,13,5,0,4,4,0,27,0,9,0,6,1,0,7,0,2,0,0,2,9,0,2,2,4,0,0,6,3,15,5,0,0,10,6,4,0,0,0,3,0,0,0,0,0,4,7,12,0,0,5,0,0,27,1,8,12,0,0,2,0,0,4,0,16,38,8,0,3,6,0,14,0,5,0,0,13,0,22,2,0,0,10,5,4,0,0,0,18,0,0,1,0,0,8,0,3,0,0,0,0,13,11,0,4,24,22,0,2,6
-77.500,6,2,0,21,7,0,0,0,0,0,13,37,14,0,0,0,3,0,0,3,0,0,0,25,0,1,0,0,0,0,7,0,10,13,0,5,23,3,0,0,0,3,0,0,12,0,2,0,0,0,0,12,13,3,17,0,63,10,17,6,0,5,0,32,0,26,20,0,12,14,0,9,0,26,5,8,16,4,0,6,6,0,14,0,10,0,5,5,0,7,0,3,2,0,2,5,1,5,3,3,0,0,6,4,13,3,0,0,14,7,3,0,0,0,1,0,0,0,0,0,2,11,12,0,0,5,0,0,26,3,7,23,0,2,17,0,0,1,0,13,25,7,0,4,0,0,16,3,8,0,0,13,0,17,0,0,0,6,5,7,2,0,0,14,0,0,2,0,0,16,0,15,0,0,0,0,16,14,0,6,24,29,0,6,9
-76.500,6,3,0,19,4,3,0,0,0,0,16,38,13,0,0,0,3,0,0,1,0,0,0,24,0,0,0,0,0,0,7,0,2,9,0,6,25,3,0,0,0,1,0,0,9,0,1,0,0,0,0,7,11,9,20,0,48,16,8,2,0,6,0,48,0,24,20,2,9,15,0,3,0,24,4,14,35,4,0,6,11,0,17,0,11,0,7,0,0,14,0,3,0,0,2,5,0,7,1,6,0,0,1,1,15,8,0,0,18,12,0,0,0,0,3,0,0,0,0,0,3,17,12,2,0,6,0,0,29,2,6,24,0,0,10,0,0,0,0,14,16,5,0,5,0,0,14,0,3,0,2,22,0,21,0,0,0,12,5,4,3,0,0,6,0,0,2,0,0,22,0,10,0,0,1,0,12,10,0,8,25,35,2,4,6
-75.500,3,5,0,19,5,0,0,0,0,0,24,46,12,0,0,0,1,0,0,1,0,0,0,24,0,1,0,0,0,0,4,0,8,15,0,5,26,5,0,0,0,5,0,0,18,0,1,0,0,0,0,13,9,16,14,0,31,7,7,0,0,6,0,1,0,21,28,3,12,12,0,6,0,25,13,7,25,8,0,6,11,0,9,0,8,0,8,4,0,9,0,3,0,0,1,11,0,7,5,6,0,0,0,4,15,5,0,0,31,18,7,0,0,0,2,0,0,0,0,0,1,10,10,1,0,13,0,0,26,2,11,11,0,3,8,0,0,0,0,17,10,9,0,2,0,0,13,1,6,0,1,19,0,20,1,0,3,12,4,8,2,0,0,5,0,0,1,0,0,29,0,6,0,0,3,0,16,11,0,22,30,46,0,7,7
-74.500,2,3,0,16,5,0,0,0,0,0,32,52,14,0,0,0,5,0,0,1,0,0,0,28,0,2,0,0,0,0,5,0,4,8,0,3,30,1,0,0,0,3,0,0,14,0,4,0,0,0,0,14,9,15,17,0,39,12,15,3,0,9,0,3,0,23,8,1,10,30,0,9,0,19,8,8,14,6,0,6,7,0,0,0,10,0,4,5,0,7,0,1,2,0,7,8,0,4,1,9,0,0,0,3,25,8,0,0,58,12,0,0,1,0,3,0,0,0,0,0,3,11,9,0,0,8,0,0,26,0,5,22,0,0,10,0,0,3,0,11,15,5,0,4,1,0,9,1,7,0,0,11,0,17,3,0,2,11,7,4,4,0,0,6,0,0,1,0,0,43,0,5,0,0,1,0,7,14,0,23,28,42,0,6,7
-73.500,3,7,0,16,10,0,0,0,0,0,40,38,18,0,0,0,2,0,0,1,0,0,0,25,0,1,0,0,0,0,2,0,9,10,0,9,30,5,0,0,0,3,0,0,18,0,1,3,0,0,0,15,14,10,25,0,34,15,10,4,0,11,0,3,0,17,1,1,14,14,0,5,0,18,5,7,6,13,0,6,9,0,3,0,6,0,8,7,0,12,0,4,1,0,5,5,4,4,3,7,0,0,0,3,22,7,0,0,0,9,5,0,2,0,3,0,0,0,0,0,5,4,9,0,0,5,0,0,28,6,1,14,0,3,3,0,0,2,0,12,8,7,0,5,5,0,15,2,5,0,1,11,0,20,16,0,3,17,2,11,4,0,0,2,0,6,4,0,0,52,0,4,0,0,0,0,10,14,0,30,36,32,2,8,9
-72.500,8,5,0,17,7,0,0,0,0,0,55,32,19,0,0,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,5,0,2,9,1,2,41,3,0,0,0,4,3,0,22,0,5,3,0,0,0,19,12,10,21,1,37,10,10,2,0,18,0,3,1,18,4,3,15,19,0,13,0,24,14,7,3,20,18,6,8,0,0,0,7,0,12,6,0,14,0,2,0,0,2,12,5,10,4,14,0,0,0,21,29,9,0,0,0,13,1,0,10,0,3,0,0,0,0,0,5,8,13,2,0,3,0,0,29,1,16,22,0,0,7,0,0,0,0,6,13,6,0,7,1,0,12,3,8,0,2,8,0,19,35,0,4,15,4,8,4,0,0,5,0,5,2,0,0,43,0,5,0,0,1,0,14,13,0,22,40,31,1,4,8
-71.500,29,8,0,13,8,0,0,0,0,0,50,26,16,0,0,0,4,0,0,3,0,0,0,23,0,0,0,0,0,0,2,0,9,11,2,8,29,5,0,0,0,5,6,0,24,0,3,4,0,0,0,14,5,14,22,0,46,19,21,4,5,34,0,5,1,22,6,4,13,47,0,5,0,18,4,4,3,14,17,5,10,0,0,0,4,0,10,11,0,15,0,4,2,0,3,8,10,4,2,17,0,0,0,22,31,10,0,0,0,4,3,0,9,0,3,0,0,0,0,0,4,7,4,0,0,2,0,0,20,1,13,18,0,5,9,0,0,2,0,10,12,7,0,6,0,0,10,4,7,0,2,10,0,20,46,0,3,18,6,10,4,0,0,3,0,5,1,0,0,28,0,5,0,0,2,0,3,6,0,14,49,31,1,7,7
-70.500,29,11,0,14,8,0,0,0,0,0,45,10,17,0,0,0,5,0,0,3,0,0,0,16,0,1,0,0,0,0,2,0,7,10,3,5,26,2,0,0,0,6,7,0,36,0,4,11,0,0,0,26,23,8,3,2,32,16,13,2,5,18,0,4,14,17,4,7,19,67,0,9,0,18,19,7,1,7,16,7,9,0,0,0,7,0,18,8,0,17,0,4,1,0,6,6,3,6,5,26,0,0,0,20,37,1,0,0,0,6,2,0,20,0,3,0,0,0,0,0,3,6,9,0,0,2,5,0,23,7,12,15,0,4,2,0,0,2,0,5,13,3,0,4,1,0,12,4,5,0,1,6,0,19,44,0,5,29,3,9,6,0,0,3,0,5,4,0,0,13,0,3,0,0,1,0,9,0,0,13,70,24,2,8,12
-69.500,26,13,0,14,14,0,0,0,0,0,43,11,16,0,0,0,1,0,0,3,1,0,0,14,0,1,0,0,0,0,3,0,3,10,2,8,20,4,0,0,0,5,10,0,36,0,3,36,0,0,0,45,52,16,5,5,25,27,10,3,5,27,0,6,16,17,5,5,16,30,0,13,0,14,7,5,3,9,14,5,9,0,0,0,7,0,16,12,0,15,0,4,3,0,8,14,11,7,2,29,0,0,0,15,34,0,0,0,1,14,1,0,33,0,4,0,0,0,0,0,2,6,15,0,0,2,9,0,28,63,13,20,0,7,10,0,0,1,0,8,13,6,0,11,3,0,10,4,11,0,7,5,0,16,66,0,5,41,4,12,5,15,0,5,0,7,2,0,2,13,2,6,0,0,1,0,9,0,0,13,117,27,1,7,9
-68.500,36,24,0,16,15,0,0,0,0,0,33,9,23,0,0,0,6,0,0,2,2,0,0,13,0,2,0,0,0,0,2,0,7,11,1,9,16,4,1,0,0,5,9,0,43,0,8,19,0,0,0,54,89,8,0,11,23,29,13,7,15,26,0,4,15,26,5,6,19,27,0,11,0,4,15,7,0,6,13,6,13,0,0,0,8,0,14,19,0,17,0,3,3,0,7,7,17,7,2,28,0,0,0,15,28,0,0,0,1,6,3,0,38,0,3,0,0,0,0,0,3,8,1,0,0,0,13,0,24,150,15,22,0,10,4,0,0,4,0,4,14,4,0,5,2,0,13,5,4,0,3,9,0,17,64,0,5,30,7,10,4,15,0,2,3,5,2,0,1,12,0,5,0,0,4,0,7,0,0,7,117,30,2,10,8
-67.500,37,66,0,13,27,0,0,5,0,0,34,6,30,0,0,0,4,0,0,3,3,0,0,19,0,1,0,0,0,0,2,0,0,12,5,9,19,2,1,0,0,5,20,0,38,0,4,13,0,0,0,42,63,12,6,14,23,33,9,3,25,25,0,12,17,21,11,5,13,23,0,10,0,5,11,4,0,8,12,8,8,0,0,0,7,0,8,11,0,36,0,7,4,0,7,8,5,7,6,30,0,0,0,16,29,0,0,0,3,8,2,0,41,0,4,0,0,0,0,0,2,5,9,0,0,2,15,0,21,114,17,19,0,8,7,0,0,1,0,12,15,4,0,9,1,0,10,5,7,0,4,5,0,12,41,0,4,26,4,11,4,18,1,3,2,8,5,0,1,9,0,5,0,0,1,5,9,0,0,14,84,28,2,14,12
-66.500,26,29,0,13,22,0,0,18,0,0,40,7,26,0,1,0,4,0,0,3,3,0,0,9,0,0,0,0,0,0,1,0,7,13,7,9,16,5,3,0,0,7,25,0,49,0,6,4,0,0,3,33,48,19,4,25,18,24,10,6,25,26,0,11,27,29,18,4,17,30,0,17,0,5,19,7,0,7,14,9,11,0,0,0,7,3,17,10,0,54,0,4,6,0,8,13,17,4,3,44,2,0,0,18,33,0,0,0,4,11,1,0,35,0,5,0,0,0,0,0,1,9,13,0,0,3,11,0,31,112,19,21,0,10,7,0,0,4,0,25,20,5,0,13,4,0,11,6,11,0,6,6,0,9,31,0,5,38,6,15,5,22,16,5,4,4,2,0,3,8,0,3,0,0,2,6,15,0,1,8,23,36,3,13,13
-65.500,24,0,0,15,26,0,0,15,0,4,27,12,39,0,1,0,15,0,0,2,3,0,0,12,0,0,0,0,0,0,2,0,0,21,4,0,22,3,2,0,0,10,30,0,50,0,8,0,9,0,1,38,52,11,5,34,20,27,8,11,25,33,0,14,34,32,20,9,12,23,0,12,0,5,18,15,0,8,24,18,19,0,0,0,9,0,16,6,0,16,0,6,14,0,9,3,16,8,4,27,3,0,0,18,26,0,0,0,1,11,2,0,27,0,2,0,0,0,0,0,1,7,3,0,0,2,9,0,18,73,22,22,0,7,4,0,0,6,0,20,18,4,0,34,1,0,16,9,5,0,6,10,0,7,26,0,6,42,4,9,2,20,19,19,10,9,2,0,2,10,1,7,0,0,3,6,13,0,3,12,18,32,3,15,11
-64.500,20,0,0,15,3,0,0,13,0,4,35,12,31,0,3,0,26,0,0,5,6,0,0,19,0,1,0,0,0,0,2,0,2,18,9,0,21,5,3,0,0,11,39,0,45,0,9,0,24,0,5,35,57,16,1,61,21,21,13,6,25,31,0,10,49,37,40,4,9,47,0,14,0,3,23,14,0,9,17,20,10,0,0,0,14,2,16,7,0,9,0,7,6,0,14,8,14,9,4,29,4,0,0,19,21,0,0,0,7,8,2,0,28,0,7,0,0,0,0,3,1,13,7,0,0,1,11,0,23,67,39,23,0,7,9,5,0,5,0,20,20,2,0,86,1,0,12,7,9,0,5,4,0,6,20,0,7,49,6,19,4,24,25,21,9,7,5,0,6,10,2,4,0,0,2,11,22,2,9,8,15,39,0,18,9
-63.500,17,0,0,12,2,0,0,9,0,16,30,7,36,0,1,0,25,0,0,7,7,0,1,12,0,2,2,0,0,0,1,0,5,13,16,0,25,2,4,0,0,14,31,0,61,0,8,0,24,0,8,31,52,16,5,77,20,30,7,12,11,36,0,14,51,68,58,4,16,42,0,17,0,5,21,17,0,3,20,30,4,0,0,0,10,5,16,6,0,22,0,6,5,0,7,4,21,7,8,22,3,0,0,20,27,0,0,0,5,10,1,0,32,0,4,0,0,0,0,2,0,16,15,0,0,4,19,0,31,62,24,22,0,9,2,9,0,3,0,27,23,5,0,136,4,0,18,6,8,0,11,5,0,8,20,0,7,44,6,18,6,26,32,29,16,13,3,0,6,7,1,5,0,2,3,7,21,1,2,11,13,48,1,16,21
-62.500,25,0,0,10,3,0,0,4,0,23,30,10,30,0,3,0,20,0,0,6,9,0,4,11,0,3,2,0,0,0,2,0,3,12,21,0,25,6,2,0,0,15,32,0,52,0,11,0,25,2,21,30,64,17,3,46,23,22,11,12,0,36,0,14,46,59,61,2,9,34,0,17,19,0,46,18,0,9,23,55,0,0,0,0,18,16,19,1,0,10,0,9,5,0,18,6,23,9,3,27,8,0,0,19,20,0,0,2,8,14,1,0,29,0,5,0,0,0,0,5,1,22,11,0,0,3,16,0,18,50,12,14,6,4,8,11,0,3,0,19,23,2,0,118,2,0,15,11,9,0,7,12,0,8,24,0,10,50,9,17,1,26,55,25,29,48,5,0,7,11,0,1,0,0,2,10,48,1,10,8,12,47,12,25,16
-61.500,31,0,0,15,2,0,0,10,0,41,35,9,41,0,3,0,25,0,1,4,12,0,4,13,0,0,1,0,0,0,2,0,8,16,19,0,26,4,5,0,0,23,38,0,69,0,8,0,28,5,19,37,88,29,5,35,27,32,11,22,0,42,0,14,59,80,61,5,11,37,0,17,26,0,71,17,0,10,26,47,2,0,0,0,41,30,9,11,0,13,0,7,5,0,16,9,32,9,5,30,13,0,0,20,24,0,0,2,7,17,3,0,31,0,6,0,0,0,0,4,4,25,18,0,0,2,14,2,20,41,4,16,19,0,3,11,0,1,4,20,25,2,0,95,3,0,15,10,6,0,10,11,0,16,19,0,11,55,10,22,8,32,54,26,30,41,3,0,12,10,2,5,0,2,3,6,61,1,8,13,12,45,10,22,22
-60.500,23,0,49,11,2,0,0,2,0,37,43,13,30,0,5,0,21,0,1,4,22,0,4,14,0,0,2,0,0,0,3,0,4,11,15,0,36,4,2,0,0,19,36,0,91,0,10,0,29,4,27,36,94,23,3,26,30,27,8,20,0,47,0,15,85,96,57,6,14,33,18,20,12,0,78,19,0,14,25,41,1,0,0,0,26,25,10,1,0,8,0,11,2,0,20,4,34,10,4,11,15,0,0,23,27,0,0,4,10,14,1,0,19,1,7,0,0,0,0,9,4,32,23,0,0,4,14,6,30,43,2,20,53,0,8,14,0,2,25,23,24,0,0,79,3,0,16,12,10,0,10,14,0,3,18,0,18,60,11,20,5,34,52,30,25,38,6,0,15,6,1,2,0,2,3,7,46,3,11,9,8,52,11,33,26
-59.500,25,10,25,8,4,0,3,9,0,36,48,9,40,0,2,0,22,0,5,8,3,0,6,15,0,1,3,0,0,0,0,0,10,18,17,0,29,5,4,1,0,15,28,0,100,0,13,0,40,4,32,47,76,32,5,19,43,30,10,18,1,55,0,18,97,116,67,3,43,35,32,17,6,0,65,28,0,21,29,43,2,0,0,0,17,35,10,7,0,12,0,11,4,9,16,13,29,8,8,0,14,0,0,24,30,0,0,4,12,18,1,47,20,4,10,0,0,0,0,11,0,34,27,0,0,2,3,4,27,41,15,22,65,0,2,15,0,2,32,22,26,4,3,71,3,0,4,13,6,0,17,10,0,0,21,0,35,75,14,23,4,38,59,30,21,27,5,0,39,12,1,2,0,3,6,10,44,0,13,12,10,62,14,32,57
-58.500,23,34,22,8,4,0,2,2,0,29,43,11,41,0,7,0,24,0,6,9,0,0,10,9,0,2,3,0,0,0,1,0,5,12,26,0,32,3,2,1,0,16,34,0,57,0,10,0,32,2,43,65,84,37,5,16,42,34,11,20,0,57,0,19,102,140,38,6,35,34,41,21,5,0,80,17,0,13,36,38,2,0,2,0,13,48,16,2,0,6,0,13,6,53,24,10,54,13,5,0,15,0,0,27,27,3,0,8,10,20,4,71,22,3,8,0,0,3,0,42,1,40,27,0,0,4,0,4,43,50,22,18,33,0,8,16,0,0,25,19,21,1,1,55,4,0,17,16,10,0,20,20,0,0,17,0,19,92,1,10,8,44,60,27,20,33,9,0,72,10,3,1,0,1,30,8,46,3,17,11,8,51,15,36,115
-57.500,24,51,10,11,3,4,7,5,0,27,42,7,57,0,2,0,23,0,8,9,0,0,15,16,0,4,1,0,0,0,1,0,14,16,13,0,36,6,5,0,0,24,36,0,36,0,12,0,29,5,89,99,66,36,7,9,38,38,9,23,4,75,0,19,107,113,26,2,31,36,40,16,1,0,68,13,0,15,46,36,1,0,0,0,15,59,8,6,0,13,0,14,0,55,32,11,51,12,6,0,17,0,0,36,42,3,4,14,23,20,1,66,18,5,7,0,0,1,0,48,4,42,27,0,0,5,0,2,34,43,14,27,37,0,2,26,0,0,22,21,22,1,0,55,15,0,10,15,7,0,38,14,0,0,17,0,10,77,0,15,6,50,66,33,29,29,9,0,34,8,2,2,2,4,60,9,45,2,19,12,11,45,17,44,89
-56.500,23,52,9,7,7,16,4,5,0,32,37,12,56,0,5,0,28,0,10,13,0,0,29,12,0,0,4,0,0,0,5,0,33,16,0,0,37,4,3,2,0,12,38,0,36,0,14,0,30,3,136,139,61,55,13,13,30,35,7,23,3,85,0,18,99,45,36,39,32,40,67,22,4,0,33,8,2,11,46,44,2,0,2,0,15,45,13,7,0,8,0,14,6,49,25,15,41,20,5,0,19,0,0,43,34,6,4,17,25,30,1,78,22,9,15,0,0,1,0,30,1,41,33,0,0,5,0,7,26,38,11,33,45,0,10,47,0,0,12,21,19,0,4,40,23,0,12,23,9,0,32,21,0,0,20,0,6,65,0,16,5,76,83,45,35,32,11,0,30,13,1,0,15,6,58,8,5,3,17,12,6,36,24,42,71
-55.500,33,33,12,14,7,13,8,5,0,27,47,11,49,0,6,0,26,0,13,11,0,0,18,19,0,0,4,0,0,0,2,0,43,12,0,0,39,4,4,1,0,21,41,0,47,0,14,2,39,3,87,90,58,63,8,10,30,40,15,23,5,107,0,21,99,42,24,32,28,37,86,23,0,0,27,8,1,10,48,49,2,4,2,0,13,35,18,2,0,7,0,7,6,49,37,16,46,29,8,0,21,0,0,45,47,9,0,17,40,34,3,64,15,9,20,0,0,4,0,37,6,39,38,0,0,4,0,8,26,41,11,42,37,0,6,55,0,0,13,18,20,2,2,39,22,0,13,21,8,0,31,28,0,0,21,0,8,59,55,16,4,57,105,47,57,36,11,0,20,13,4,2,9,2,69,9,10,2,32,18,11,32,27,57,59
-54.500,24,28,11,10,6,18,5,3,0,24,45,6,73,0,3,2,29,0,20,16,0,0,13,8,0,1,4,0,0,0,0,0,62,9,0,0,45,6,3,3,8,28,55,0,52,0,18,0,33,4,57,86,64,73,8,11,26,56,10,26,4,18,0,22,93,56,38,27,47,48,80,37,5,0,32,2,3,12,50,65,4,4,4,0,13,29,12,10,0,8,0,7,4,48,40,18,48,16,5,0,25,0,0,39,64,17,3,17,32,49,2,49,18,11,26,0,0,1,0,38,4,49,29,0,0,6,0,10,25,34,13,45,34,2,15,66,0,0,17,19,17,1,0,31,29,0,12,24,11,2,36,42,0,0,20,0,6,65,82,20,14,57,115,28,82,38,12,0,20,16,2,1,6,5,65,13,9,4,38,21,4,40,28,75,48
-53.500,42,29,19,20,8,18,12,7,0,23,56,9,74,0,8,2,34,0,58,20,0,0,13,18,0,7,5,0,0,0,0,0,57,15,0,0,43,8,4,1,7,32,72,0,73,4,16,0,43,2,43,75,48,56,14,13,30,49,11,36,6,13,23,23,115,87,29,36,63,55,60,25,5,0,28,9,3,11,28,46,10,7,3,0,15,31,19,3,0,10,0,5,6,49,40,20,41,18,6,0,26,0,0,43,88,12,1,23,48,44,1,43,20,12,14,0,0,4,0,33,6,31,25,0,0,6,0,11,22,40,13,56,33,0,19,27,0,48,15,17,20,0,5,26,37,0,11,24,6,7,51,36,0,0,21,0,3,69,85,18,10,54,121,26,67,35,16,0,20,24,4,2,2,6,78,10,3,3,53,21,8,41,29,94,50
-52.500,63,44,9,19,11,23,13,3,0,22,64,8,52,0,4,4,34,0,22,25,0,0,12,28,0,0,8,0,0,0,3,0,65,13,0,0,39,12,4,3,7,36,67,1,111,12,30,0,104,5,14,84,49,45,21,14,32,51,12,63,8,14,68,21,120,143,46,39,51,55,98,19,4,0,30,2,2,17,54,47,11,10,4,0,10,18,17,2,0,16,0,10,10,37,48,23,50,15,11,0,33,0,0,48,114,15,1,16,109,39,3,37,15,26,14,0,0,32,6,49,6,34,37,1,0,7,0,12,18,52,7,57,37,2,33,22,0,28,17,21,30,0,1,27,60,0,12,24,9,1,48,41,0,0,21,0,7,92,126,24,9,56,112,21,51,40,19,0,19,18,5,2,0,7,78,14,10,5,51,35,7,56,34,81,54
-51.500,41,51,16,32,12,30,16,5,0,19,72,11,57,0,8,3,64,0,17,18,0,1,7,38,0,0,2,0,0,0,8,0,43,15,0,0,32,9,3,2,5,34,68,3,66,11,39,2,79,4,9,73,45,45,21,11,18,42,10,62,6,15,17,26,114,77,61,47,65,69,107,18,8,0,29,8,6,14,48,41,37,23,4,0,12,17,24,15,0,11,0,0,13,29,58,23,54,29,8,0,44,0,0,38,68,23,2,23,36,38,2,31,17,15,15,0,0,36,19,42,37,18,25,3,0,5,0,17,13,55,10,62,52,0,40,15,0,28,23,17,48,0,4,22,60,0,14,25,10,3,45,48,0,0,21,0,2,100,93,20,16,46,93,20,53,38,19,0,16,27,3,14,0,15,69,14,7,2,43,34,6,80,44,71,46
-50.500,42,36,30,35,20,38,18,7,0,22,58,8,62,0,5,2,69,9,14,33,0,1,11,30,0,1,0,0,0,7,0,0,35,16,0,0,32,19,6,4,7,42,68,2,38,11,40,2,68,16,5,53,37,36,32,17,2,51,15,23,9,15,14,22,106,53,66,44,55,82,49,15,3,0,29,2,7,8,49,47,42,26,6,0,12,22,34,2,0,11,79,5,16,21,60,25,9,43,8,0,31,0,2,76,65,33,1,22,30,44,5,27,24,14,8,0,2,42,18,61,54,22,28,7,0,8,0,25,17,53,4,49,135,0,15,6,0,28,26,16,51,0,4,24,47,0,18,34,5,6,36,37,0,0,24,0,1,114,69,26,15,52,88,19,25,42,27,0,21,28,6,23,7,16,93,28,3,7,25,37,8,59,49,59,40
-49.500,41,38,41,37,16,43,17,16,0,21,67,8,84,0,11,0,60,14,12,45,0,3,10,42,0,8,0,0,9,9,4,0,40,18,1,0,30,31,3,5,6,54,2,4,31,11,38,0,73,20,4,35,39,38,37,17,2,59,13,31,7,15,15,25,119,56,36,43,52,137,36,17,6,0,37,7,8,24,77,53,44,32,5,0,12,14,50,10,0,11,117,4,11,22,45,34,12,46,11,0,24,0,0,68,49,31,1,21,14,44,4,29,21,15,17,0,14,54,15,84,99,26,26,8,0,3,0,31,15,61,12,66,141,0,12,4,0,20,27,27,63,0,2,12,36,0,17,26,11,5,54,60,0,0,21,0,4,107,56,41,24,69,85,20,24,35,20,0,12,27,6,12,27,54,70,34,10,6,28,36,6,54,49,33,38
-48.500,39,33,47,56,20,42,17,58,0,16,65,11,82,0,6,0,68,15,17,56,0,2,26,40,0,0,34,0,5,6,7,4,40,21,7,0,10,54,5,4,6,94,8,4,23,12,46,4,49,22,0,34,36,40,64,20,0,57,17,29,10,20,12,27,154,49,49,40,39,120,33,19,7,0,38,2,10,5,62,61,57,32,11,0,18,16,53,7,0,17,45,4,9,24,54,92,14,59,8,0,70,0,3,59,40,20,2,27,20,39,5,27,15,14,11,0,15,56,9,77,56,19,27,15,0,9,0,39,15,84,10,69,161,0,20,1,0,30,27,12,80,0,10,13,41,0,22,30,7,9,46,66,0,0,20,0,5,86,55,40,49,80,95,25,24,42,28,2,18,32,8,6,25,111,57,49,7,5,24,33,7,56,41,21,37
-47.500,51,33,45,30,16,65,21,66,0,17,68,6,15,0,14,0,83,17,18,86,0,3,31,44,0,3,20,22,3,9,7,13,49,30,2,0,4,171,3,6,4,65,11,6,20,16,59,1,44,16,2,32,34,29,13,19,0,62,16,30,14,19,14,29,119,61,71,34,55,96,29,23,3,0,30,5,13,13,42,74,55,44,2,0,16,29,55,13,0,20,27,4,6,28,63,121,14,93,12,0,55,0,3,57,28,19,1,28,13,45,8,33,28,12,16,2,10,47,14,62,31,20,31,24,0,6,0,53,14,76,11,59,129,0,8,3,0,30,31,21,61,0,4,6,35,0,64,28,7,8,58,81,0,0,20,0,0,83,55,56,63,76,97,19,14,37,26,4,15,78,13,4,13,155,57,69,8,7,18,30,5,52,48,17,32
-46.500,27,24,45,37,20,155,17,97,6,26,87,15,16,0,23,0,79,15,95,137,0,5,26,63,0,11,17,32,2,7,12,11,32,41,4,0,7,109,5,6,6,52,7,13,22,13,80,4,40,21,0,34,40,35,7,25,0,69,22,38,12,11,17,31,93,76,76,31,47,81,24,52,7,0,28,0,10,7,35,78,73,43,0,0,20,73,52,14,0,17,18,3,4,38,50,115,18,85,14,0,26,0,7,54,27,16,2,34,16,42,10,81,32,21,14,4,10,53,16,70,27,22,23,25,0,3,0,102,9,68,5,40,64,0,9,3,0,32,31,20,44,0,3,9,40,17,105,26,11,12,68,70,0,0,26,0,5,48,56,58,52,39,81,29,17,42,25,35,7,84,19,4,12,103,39,87,6,6,13,34,6,57,56,9,33
