Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163,Slice164,Slice165,Slice166,Slice167,Slice168,Slice169,Slice170,Slice171,Slice172,Slice173,Slice174,Slice175,Slice176,Slice177,Slice178,Slice179,Slice180,Slice181,Slice182,Slice183,Slice184,Slice185
-45.500,4,27,48,35,18,111,13,115,18,37,78,3,13,0,14,0,97,20,67,106,0,6,40,96,0,15,15,41,5,9,22,13,30,73,18,0,3,80,7,6,6,49,13,36,18,19,125,5,43,21,0,34,37,43,9,41,0,74,25,61,15,15,20,37,100,80,75,35,53,75,23,17,6,0,17,0,18,9,37,71,50,39,0,0,30,68,51,23,0,11,18,5,7,46,54,85,15,79,14,0,26,0,13,58,23,13,2,40,10,55,19,145,40,116,18,4,11,55,21,84,18,30,23,27,0,7,0,77,12,56,11,25,36,4,33,4,0,34,55,19,30,53,12,6,53,48,173,16,4,11,67,74,2,0,24,0,4,44,65,57,37,42,43,25,13,44,27,37,14,84,15,3,6,82,52,61,10,8,13,29,7,71,88,7,36
-44.500,14,30,55,31,17,60,14,106,41,38,81,11,13,0,10,0,99,45,43,89,0,7,38,76,0,9,21,47,0,7,21,10,24,58,17,0,6,77,2,6,4,36,10,169,15,23,180,15,43,24,0,40,48,39,4,37,0,77,26,81,17,23,21,32,71,52,95,36,61,51,22,10,5,0,24,0,17,6,35,80,19,37,0,0,27,75,48,25,0,16,3,4,8,33,57,72,18,73,20,0,22,0,15,62,22,19,3,51,11,65,45,152,48,78,15,9,12,55,39,86,25,42,23,35,0,6,0,81,15,71,21,34,32,10,21,7,0,39,42,22,44,43,5,9,29,77,105,17,8,15,86,91,7,0,22,0,0,28,39,47,16,71,19,33,12,37,35,26,5,87,14,2,6,68,36,53,7,8,11,28,5,83,64,5,34
-43.500,6,23,94,39,21,39,12,150,34,35,83,18,13,0,11,0,90,67,43,83,0,9,44,63,0,15,25,45,18,5,17,9,33,60,19,0,8,53,6,7,5,24,15,113,17,46,219,89,20,33,13,35,44,76,6,52,0,87,21,44,14,7,28,35,44,25,37,42,75,6,25,11,8,0,18,0,22,8,57,80,22,20,0,0,62,57,56,22,0,12,12,5,10,28,64,58,20,70,1,0,20,0,17,56,22,13,1,59,11,81,27,159,47,64,22,5,12,69,50,99,13,59,22,43,0,6,0,85,5,71,16,30,26,25,30,3,0,43,39,18,27,47,9,9,19,69,84,13,7,15,90,87,10,0,27,0,6,0,34,49,3,46,13,50,6,35,37,17,7,120,13,9,5,61,35,41,9,8,11,21,8,60,42,8,29
-42.500,28,23,111,33,21,41,13,159,27,37,106,15,14,6,7,0,123,58,46,79,0,15,45,56,0,21,53,53,19,7,16,14,20,58,41,1,7,50,4,8,6,15,17,31,12,42,172,146,18,22,24,28,31,45,7,40,0,88,0,36,18,10,30,38,39,16,30,44,60,7,24,15,9,0,14,0,28,6,19,161,29,36,0,0,67,51,36,11,0,9,6,8,10,30,62,58,22,70,0,0,23,0,26,60,26,14,0,133,8,59,22,129,51,61,21,9,15,69,66,89,17,61,20,52,0,5,0,105,14,69,31,28,25,17,29,4,0,66,41,27,19,104,10,9,18,66,89,12,4,19,95,70,13,47,28,5,2,0,42,43,3,44,18,88,5,44,40,13,4,86,14,4,3,69,41,38,9,9,9,20,5,54,36,3,31
-41.500,29,19,115,41,20,38,8,98,13,30,84,11,12,16,7,0,204,55,59,67,0,54,48,39,0,15,45,57,20,8,57,11,20,32,77,6,6,40,5,8,4,9,11,22,15,49,127,61,14,21,48,25,21,23,0,55,0,56,0,26,18,5,27,33,36,18,4,42,82,5,17,15,9,0,23,0,42,5,7,70,65,25,0,0,70,50,28,11,29,8,3,8,12,23,52,56,22,61,8,0,27,5,41,63,21,15,7,277,11,55,29,107,49,52,21,9,16,62,55,92,17,58,32,50,0,3,8,94,7,76,42,30,26,9,16,5,0,67,38,23,24,44,6,12,19,68,64,9,10,16,120,44,12,99,37,3,2,4,35,45,1,18,15,57,5,29,44,15,2,60,13,2,4,54,28,32,14,9,9,17,8,47,25,3,45
-40.500,60,19,107,46,20,31,12,75,13,29,46,5,18,26,5,0,217,74,141,60,0,226,53,50,1,18,32,76,20,6,72,17,24,47,94,12,16,40,5,14,5,5,19,25,14,50,97,42,18,23,53,25,20,13,7,51,0,44,0,35,12,4,32,24,33,16,4,60,50,7,26,28,15,0,13,0,95,10,10,62,93,19,0,0,99,42,21,10,31,16,9,0,12,14,51,50,24,74,63,0,46,10,57,30,23,14,1,149,6,58,29,90,49,25,23,35,45,49,47,104,16,34,33,61,0,6,13,91,8,79,38,23,23,10,31,4,0,96,46,23,19,19,14,13,17,108,53,3,6,24,87,47,46,73,23,4,14,0,30,39,5,71,14,56,6,46,44,13,4,73,14,11,3,73,23,31,9,10,11,17,5,30,18,5,61
-39.500,85,30,105,67,16,40,8,73,9,31,36,15,19,58,7,0,197,129,181,53,0,100,48,57,0,24,27,40,14,7,72,14,22,59,207,13,19,38,4,13,6,6,22,16,11,63,81,37,17,23,47,22,17,17,7,41,0,44,0,34,42,3,27,16,31,10,4,68,54,3,19,17,18,3,8,0,84,11,16,48,51,22,0,0,57,39,24,10,31,15,4,0,15,29,54,58,26,64,69,0,42,9,43,28,49,12,3,78,5,45,37,94,33,28,22,34,53,52,50,104,21,21,16,52,0,3,13,81,13,94,51,33,22,9,22,5,0,92,49,31,22,16,9,15,19,84,44,12,4,18,58,33,66,56,30,0,12,0,29,45,3,30,18,54,4,38,48,9,4,68,16,8,2,63,22,24,20,9,7,13,10,17,21,2,59
-38.500,79,54,132,66,10,31,11,56,8,25,37,3,29,76,3,0,171,140,103,56,0,49,68,92,2,14,21,31,19,12,79,16,15,43,129,10,31,29,4,25,4,8,26,17,12,84,91,56,13,42,50,23,14,15,3,38,0,43,0,13,118,4,33,10,24,5,3,82,47,8,36,16,24,9,2,0,88,22,12,29,36,27,0,0,47,34,19,10,32,8,4,0,14,19,68,57,25,50,71,0,34,6,34,27,49,12,2,52,10,55,23,75,23,26,22,38,61,45,41,111,18,18,16,76,0,4,8,54,9,94,57,34,23,6,22,5,0,72,55,28,13,9,14,18,14,70,31,2,8,25,64,35,90,64,15,4,18,0,40,31,4,34,12,47,3,52,44,11,1,55,16,4,3,80,25,22,15,13,8,10,5,25,12,4,48
-37.500,67,53,75,20,7,47,7,47,6,30,27,4,79,60,6,0,141,174,97,42,0,37,79,75,3,28,19,23,12,10,53,21,21,62,70,9,41,26,7,12,2,6,41,12,9,80,59,38,33,34,52,18,12,18,8,32,0,53,0,37,49,0,41,15,21,2,4,79,42,3,40,12,36,19,9,0,84,24,15,39,25,20,0,0,43,35,15,12,35,25,4,0,12,18,45,49,33,42,39,0,37,7,36,28,49,12,5,37,6,66,34,80,25,25,18,37,75,40,47,111,60,11,15,72,0,2,11,47,10,90,23,31,21,8,20,11,0,81,56,52,17,5,12,13,19,61,36,4,7,31,64,41,80,67,23,0,11,0,24,44,4,43,18,50,3,43,40,11,3,54,15,13,7,74,18,18,31,10,11,11,7,26,14,2,42
-36.500,61,38,72,13,4,34,5,54,5,30,40,10,55,65,54,0,116,233,118,56,0,27,125,89,5,16,17,26,12,17,53,20,15,60,84,4,84,25,0,16,10,10,35,10,12,101,37,32,65,27,48,18,11,72,6,41,0,59,0,24,38,0,38,8,16,1,4,61,42,4,32,10,69,22,14,0,62,18,17,39,16,20,0,0,54,40,14,14,35,10,6,0,20,24,35,42,31,46,35,0,49,9,33,34,58,14,3,12,7,50,33,76,19,29,24,44,66,49,33,67,80,13,29,71,0,4,14,38,8,93,22,34,31,4,26,13,4,98,63,43,13,5,21,11,13,58,32,6,5,18,63,37,56,60,20,4,23,0,24,37,4,49,39,36,3,56,43,9,2,51,17,38,18,77,20,18,66,17,9,11,10,23,12,2,54
-35.500,58,29,70,13,5,47,14,27,3,29,37,9,21,63,115,0,104,219,56,65,0,28,109,77,4,27,17,21,19,54,51,25,20,79,52,8,27,6,7,16,3,11,30,16,6,83,46,23,81,22,54,13,9,94,7,45,0,56,0,32,37,0,46,12,23,0,3,49,34,10,39,10,49,24,52,0,114,18,23,39,16,25,0,0,55,35,12,45,44,17,4,0,24,22,34,44,35,35,28,0,40,11,39,35,73,11,4,13,7,50,45,67,21,21,20,33,73,39,37,64,100,38,21,47,0,0,8,37,8,89,9,37,21,5,13,23,18,100,48,41,12,4,15,16,21,52,25,5,4,15,89,27,54,40,13,0,21,0,24,38,5,62,44,37,1,42,34,11,0,48,18,60,18,43,16,14,43,16,17,8,8,22,12,2,51
-34.500,58,23,80,14,1,50,44,48,5,33,31,3,8,63,122,0,108,176,36,68,0,24,123,51,8,22,16,22,9,74,48,27,19,67,24,3,0,10,0,7,5,9,30,6,6,76,29,18,33,19,56,15,9,81,13,26,0,53,0,39,29,0,8,11,20,0,3,44,41,0,22,14,33,25,35,6,134,23,19,35,11,20,4,0,63,48,14,63,50,22,7,0,14,21,30,36,41,33,29,2,31,12,37,28,67,11,5,9,13,36,38,77,16,30,22,29,77,43,34,55,42,41,22,44,0,2,17,25,9,86,9,31,25,0,27,20,38,86,55,33,22,3,11,9,18,53,34,2,8,12,53,33,47,29,18,2,35,0,30,34,6,60,38,35,4,50,34,12,2,50,14,43,26,29,20,10,62,20,38,8,9,18,7,2,100
-33.500,60,23,44,12,4,59,75,29,4,26,26,6,0,70,91,0,105,138,33,60,0,11,122,42,7,26,19,39,16,39,53,29,15,55,11,2,0,7,20,6,6,13,29,8,7,66,19,12,20,18,54,18,8,58,15,26,0,20,0,33,31,0,5,11,17,0,1,48,35,5,13,4,17,32,26,9,100,32,19,38,6,19,29,0,60,31,9,39,64,19,7,0,9,23,27,23,36,35,32,0,34,14,29,28,81,16,4,12,15,30,33,76,16,27,21,27,91,45,35,50,43,48,19,36,0,0,12,31,9,27,8,42,17,2,28,24,40,73,44,42,48,5,6,15,16,59,40,2,5,9,55,30,50,19,14,2,33,0,20,43,4,57,36,41,6,44,31,13,4,59,18,50,31,24,16,16,61,19,29,8,10,12,6,1,58
-32.500,64,12,34,14,1,53,20,31,2,30,20,7,3,67,106,0,82,127,28,51,0,21,87,29,11,28,9,53,6,34,59,54,22,37,4,8,0,10,22,9,5,6,39,12,34,68,24,6,18,13,45,16,6,38,25,18,0,11,0,37,34,0,3,9,17,0,4,57,38,8,14,14,15,39,25,9,107,26,23,49,9,26,37,0,35,52,16,24,110,23,12,0,5,23,24,24,47,21,22,0,35,21,23,35,73,16,5,10,24,24,30,76,23,28,23,35,77,45,49,42,44,53,23,33,0,6,15,27,8,28,6,38,22,0,36,12,51,65,47,36,82,9,8,9,17,52,33,130,6,9,38,31,45,17,18,0,33,0,18,36,6,57,36,35,1,34,36,14,0,60,12,59,41,21,19,7,47,26,18,4,10,9,13,1,41
-31.500,89,20,21,10,1,50,9,36,4,30,22,6,4,84,84,0,90,126,21,53,0,19,60,19,20,24,22,69,15,20,61,50,23,48,1,4,16,4,25,8,5,8,46,9,75,61,17,1,22,17,47,12,7,42,38,15,0,8,0,54,27,0,1,10,24,0,2,58,39,4,18,14,9,46,20,5,80,26,23,37,3,20,41,0,24,60,10,19,122,30,11,0,1,28,22,16,46,28,18,0,29,20,29,32,44,26,5,9,28,26,19,90,17,25,20,49,73,43,63,45,27,38,21,26,0,39,14,24,7,27,4,55,25,1,49,8,49,37,46,77,38,13,6,13,18,33,25,56,2,7,34,44,36,14,13,2,40,0,15,45,4,90,28,36,1,31,38,16,0,50,19,67,35,23,20,8,55,34,11,5,9,10,1,1,37
-30.500,66,9,20,11,3,42,6,25,1,50,21,7,0,106,36,0,80,120,16,55,9,18,75,11,17,35,6,91,18,20,48,74,24,45,0,5,13,5,26,12,7,8,70,5,46,60,14,3,16,13,42,16,7,43,57,23,0,4,2,70,27,0,0,11,19,0,4,57,36,3,18,22,5,44,18,6,61,27,25,44,3,40,43,0,21,79,10,16,149,44,8,0,4,32,21,21,53,25,14,5,30,19,21,35,34,31,8,12,38,19,10,118,12,27,17,49,71,31,110,36,19,37,26,26,0,33,20,14,9,23,4,36,22,1,44,6,55,35,62,88,29,14,4,9,13,22,24,33,8,6,34,63,32,11,12,2,36,0,27,41,6,54,23,39,0,35,32,12,0,51,10,81,51,14,17,9,54,36,7,6,14,7,8,2,34
-29.500,41,17,19,15,1,58,13,20,2,53,20,7,3,120,18,0,77,120,17,54,30,19,75,9,21,27,9,70,19,20,41,84,40,43,0,8,12,6,26,64,7,7,23,7,29,61,13,0,19,17,35,12,1,40,56,13,0,7,3,50,23,0,0,8,17,0,10,51,40,6,39,25,3,25,18,6,39,26,23,47,2,23,45,0,16,59,16,9,138,37,15,0,2,68,20,15,33,20,9,2,30,25,28,40,28,8,5,8,36,26,3,168,21,30,26,8,78,49,130,42,19,29,26,22,0,19,27,7,7,33,3,24,26,0,42,6,61,21,48,101,28,7,6,7,19,20,19,15,6,17,20,49,21,11,13,0,30,0,12,44,4,57,26,32,1,27,49,17,4,46,19,111,33,16,23,7,51,36,6,3,11,10,3,0,28
-28.500,24,9,13,17,6,43,4,34,1,40,14,10,1,103,17,0,52,130,19,54,44,17,86,13,74,38,7,62,10,16,44,120,46,35,0,7,13,8,24,86,7,7,2,14,29,65,9,0,14,10,32,9,5,41,17,19,0,6,3,33,25,0,0,8,13,0,10,46,31,6,17,43,4,22,15,4,38,26,24,29,4,46,55,0,17,29,9,9,150,28,10,0,3,42,17,16,42,25,9,0,28,31,23,48,27,9,8,18,19,13,2,127,22,24,18,22,67,65,143,37,13,35,27,19,0,22,27,8,8,33,2,19,32,2,38,4,63,31,42,111,21,8,5,9,13,11,19,15,6,20,34,53,25,9,9,2,1,0,19,38,4,35,20,45,3,27,41,16,0,38,9,87,27,11,49,6,61,29,5,4,12,6,8,1,31
-27.500,24,15,18,23,12,50,18,17,2,38,14,9,3,81,18,0,20,142,14,50,32,18,59,5,49,35,5,59,0,8,35,85,13,43,0,4,11,2,24,100,7,6,5,15,24,65,6,0,12,13,33,9,1,48,0,18,0,4,2,19,17,0,0,10,17,0,10,51,46,6,15,56,3,27,12,6,18,27,26,28,1,20,38,0,15,38,11,9,151,22,15,0,1,41,23,18,30,21,8,6,39,28,30,65,19,8,14,17,10,23,0,83,12,28,32,25,78,77,129,35,18,31,26,22,0,53,68,9,6,28,1,17,26,2,41,2,82,18,46,96,23,6,3,6,20,13,17,8,5,16,15,24,28,6,9,2,53,0,30,45,5,42,21,44,1,27,43,18,0,34,17,110,23,14,45,4,53,29,2,4,8,7,4,0,28
-26.500,18,8,9,25,14,62,28,26,0,33,16,11,5,64,10,0,20,179,15,50,24,24,46,11,34,22,4,65,0,16,38,60,0,19,0,8,11,7,24,90,10,7,8,40,19,180,7,0,16,11,31,13,2,58,0,26,0,3,4,21,19,0,0,11,15,0,7,49,34,7,12,31,5,9,10,4,8,22,38,18,2,15,42,0,16,26,14,5,138,28,11,0,1,47,15,11,34,10,4,3,55,33,20,39,16,5,12,18,13,17,0,63,22,27,31,13,99,65,104,33,7,29,27,12,0,50,58,6,7,24,1,13,24,0,46,4,84,20,45,89,20,5,4,7,12,8,15,4,7,11,22,17,23,5,7,0,37,0,31,59,4,39,12,55,1,25,64,19,0,38,14,90,24,9,39,7,58,22,5,1,9,6,4,1,29
-25.500,18,12,15,24,16,50,19,18,0,29,14,12,7,49,14,0,19,122,17,56,20,22,38,8,37,30,6,60,0,10,37,55,0,9,0,9,13,6,22,66,13,6,3,34,12,112,1,0,9,17,23,3,0,90,0,35,0,5,2,17,14,0,0,7,12,0,7,33,44,9,6,21,2,22,12,2,8,24,19,16,1,13,32,0,12,18,13,5,146,21,15,0,1,75,19,13,37,0,7,8,41,34,35,43,11,10,13,23,6,19,0,33,16,27,25,15,76,47,60,36,18,26,23,18,0,45,48,17,8,23,0,9,25,2,36,1,66,24,39,83,24,6,7,7,18,9,13,3,8,11,25,14,21,4,6,0,30,0,22,48,2,65,23,83,0,24,30,28,0,33,34,100,28,12,40,3,51,33,1,4,4,4,5,1,35
-24.500,20,14,11,21,20,43,18,25,0,28,12,21,7,57,29,0,13,96,19,37,28,34,43,7,29,26,5,54,0,9,28,31,0,6,0,10,12,8,49,42,42,5,4,31,12,63,0,0,13,9,24,17,0,100,0,17,0,2,5,16,13,0,0,8,10,0,5,40,41,9,4,14,6,19,8,5,1,14,21,15,0,15,31,0,15,15,14,1,113,28,12,0,3,137,11,14,47,0,7,3,36,37,26,34,11,3,19,28,11,13,0,27,15,24,22,15,61,55,67,41,6,31,16,8,0,48,50,29,3,26,0,4,14,2,23,2,57,23,32,42,30,4,3,5,16,6,8,2,4,7,17,14,19,6,8,3,23,0,15,53,3,97,13,79,1,20,28,35,0,32,50,104,22,5,35,5,45,23,4,3,4,5,2,0,21
-23.500,9,10,10,17,18,45,21,22,0,20,12,31,14,49,24,0,24,79,21,45,14,33,33,6,23,24,2,54,0,12,36,26,0,10,0,10,10,2,56,36,51,5,8,18,8,54,3,0,8,15,23,3,0,53,0,16,0,2,2,18,12,0,0,9,9,0,6,38,28,16,1,16,4,9,9,2,2,10,16,14,0,11,29,0,14,26,10,2,116,29,19,0,0,46,17,12,53,0,1,7,34,39,26,11,5,8,20,34,4,15,0,27,25,10,24,18,51,49,63,26,10,31,15,8,0,37,47,30,6,27,0,23,12,2,24,4,45,18,31,23,28,5,13,7,15,4,6,4,9,9,23,22,18,4,4,19,17,0,17,57,4,61,14,60,4,18,12,36,0,26,74,109,22,17,32,10,35,28,1,3,4,5,6,1,25
-22.500,21,21,1,23,13,36,27,18,0,25,13,133,19,52,22,0,20,76,30,13,30,29,36,4,20,25,5,39,0,7,31,26,0,8,0,9,9,8,43,30,51,5,6,22,5,51,0,0,8,10,25,5,0,33,0,12,0,3,3,17,12,0,0,9,13,0,5,26,17,11,0,11,4,21,7,4,1,13,18,6,0,12,27,0,14,9,16,0,123,38,11,3,0,33,22,16,41,0,3,11,26,48,24,14,7,5,29,50,5,12,0,17,21,11,18,27,50,50,77,28,12,34,15,15,0,43,37,35,4,31,0,15,13,4,17,0,48,27,31,12,17,3,17,6,9,9,3,1,6,32,15,12,23,4,5,55,14,0,17,63,3,18,15,66,2,21,5,29,0,22,53,119,23,17,32,6,37,27,1,3,1,7,4,0,41
-21.500,11,16,0,19,0,35,31,31,0,22,11,36,8,96,23,0,17,69,12,12,16,18,55,6,15,26,2,21,0,10,30,15,0,3,0,9,11,3,37,22,40,5,10,20,4,57,0,0,10,18,27,9,0,39,0,17,0,1,4,20,8,0,0,10,8,0,4,23,4,9,0,11,6,7,7,2,0,8,10,13,0,13,31,0,10,19,18,0,149,36,23,2,0,21,13,12,36,0,2,9,18,59,27,11,3,6,40,36,6,12,0,17,24,9,10,17,53,42,46,37,7,40,13,6,0,38,45,49,3,27,0,16,13,4,20,7,45,22,24,27,12,5,15,5,5,6,3,2,8,44,24,15,14,7,6,49,12,0,7,59,3,16,12,60,0,14,14,32,0,34,51,87,25,9,41,6,29,26,2,5,2,3,5,8,27
-20.500,13,19,0,29,0,30,38,24,0,18,10,19,7,83,20,0,17,59,1,5,24,23,42,9,11,30,3,9,0,5,28,26,0,9,0,9,11,4,33,18,49,6,12,24,3,49,0,0,8,23,16,5,0,27,0,9,0,1,3,18,8,0,0,8,9,0,6,15,5,8,0,13,9,21,6,0,0,11,13,12,0,7,38,0,16,20,10,1,73,57,19,0,0,19,17,15,31,0,5,14,26,87,40,7,5,7,44,27,4,12,0,14,43,8,9,17,41,31,36,35,8,19,9,7,0,41,52,106,4,44,0,14,14,0,20,11,44,22,24,6,21,3,8,5,4,3,4,4,17,30,22,20,23,4,5,47,9,0,20,39,6,10,13,53,1,18,11,24,0,28,66,90,23,11,36,6,17,24,0,15,8,8,4,7,30
-19.500,18,14,3,29,0,28,25,19,0,18,11,14,3,78,19,0,23,67,2,8,31,15,51,3,23,39,0,11,0,10,29,35,0,5,0,10,11,10,38,15,81,5,10,22,3,54,0,0,10,29,24,7,0,20,0,10,0,4,4,12,7,0,0,12,10,0,5,8,0,5,0,7,8,14,4,0,0,6,11,5,0,12,27,0,10,13,24,0,49,72,33,2,2,11,15,16,42,0,0,12,18,86,15,12,4,5,45,26,7,14,0,16,42,10,6,14,54,29,23,42,8,13,10,8,0,40,52,58,6,2,0,16,12,0,26,1,42,24,29,12,23,5,10,6,4,6,3,0,15,27,21,18,18,6,4,47,14,0,7,44,10,8,15,67,1,16,8,27,0,27,50,74,26,11,47,6,16,20,0,55,6,3,3,11,25
-18.500,13,18,0,29,0,24,22,30,0,23,10,11,5,84,16,0,21,83,0,12,27,16,56,7,11,33,4,8,0,10,27,27,0,3,0,12,7,4,28,12,59,4,12,28,4,55,0,0,5,54,24,5,0,13,0,8,0,0,3,17,5,0,0,12,5,0,2,6,6,6,0,6,17,18,5,0,0,12,12,13,0,13,27,0,16,19,13,0,55,39,32,3,3,12,13,18,36,0,0,19,19,60,19,9,3,6,49,22,2,8,0,17,53,10,6,13,35,25,26,35,10,14,6,8,0,40,65,24,0,0,0,7,14,0,16,4,32,29,18,15,24,3,16,4,4,7,2,0,20,19,26,16,24,5,3,36,8,0,17,26,10,18,20,64,4,17,21,30,0,33,36,81,18,11,37,6,13,20,0,39,6,7,5,14,43
-17.500,17,17,0,18,0,22,12,27,0,14,8,14,0,110,21,0,21,70,0,6,40,12,55,5,16,38,0,3,0,4,25,24,0,6,0,12,11,4,34,12,53,6,13,30,4,43,0,0,16,63,24,5,0,12,0,9,0,1,3,21,5,0,0,9,10,0,6,4,3,5,0,3,11,17,0,0,0,7,12,12,0,5,23,0,10,12,24,0,42,32,30,1,10,11,16,29,35,0,0,9,16,55,29,14,7,5,42,16,6,13,0,16,19,9,0,9,39,20,24,31,4,14,13,5,0,45,66,11,2,2,0,9,13,0,25,1,43,27,24,8,21,5,23,6,6,4,3,1,27,13,21,28,16,8,5,22,10,0,17,33,10,8,23,78,1,14,13,35,0,35,33,75,21,4,38,3,12,16,0,30,5,4,3,21,37
-16.500,18,11,0,23,1,19,11,25,0,24,8,11,1,60,22,0,23,53,0,11,58,20,81,7,15,32,4,9,0,6,29,20,0,6,0,13,5,7,44,9,52,5,17,37,4,50,0,0,28,69,22,4,0,11,0,8,0,1,2,22,3,0,1,7,9,0,4,5,0,3,0,6,11,27,0,0,0,8,8,6,0,3,23,0,5,15,34,0,38,15,25,3,7,3,25,22,41,0,0,24,18,64,12,10,3,7,36,23,8,9,0,14,18,8,0,13,31,16,21,34,3,11,5,9,0,45,87,15,7,1,1,11,13,0,13,9,89,28,21,19,20,18,16,6,3,4,1,4,17,8,23,33,26,5,4,23,14,0,20,23,9,12,16,79,1,15,5,33,0,46,29,83,19,8,28,6,9,17,0,35,13,7,4,22,27
-15.500,15,20,2,16,1,19,16,31,0,25,11,6,0,42,24,0,25,51,0,16,60,28,67,7,13,26,0,7,0,12,30,20,0,2,0,12,13,5,38,10,67,8,19,24,7,35,0,0,21,57,17,2,0,7,0,8,0,3,3,29,1,0,8,12,5,0,4,7,0,3,0,5,12,24,0,0,0,9,8,13,0,6,15,0,3,16,57,0,40,6,25,3,3,6,15,20,25,0,1,10,11,56,13,13,4,6,34,15,8,10,0,19,19,6,0,12,31,14,17,25,5,12,10,6,0,51,72,13,1,0,7,7,20,0,12,2,88,32,24,9,14,22,20,3,13,6,2,0,24,9,31,27,20,8,2,17,13,0,26,31,17,13,27,39,1,14,14,39,3,54,26,61,21,11,29,6,7,64,0,42,28,6,4,19,38
-14.500,22,10,3,12,2,14,15,26,0,33,9,11,0,40,23,0,25,44,0,8,57,27,73,6,18,18,0,0,0,7,35,21,0,6,0,13,9,8,50,8,91,4,33,25,7,34,0,0,24,48,17,2,0,4,0,7,0,0,3,7,6,0,5,14,6,0,5,3,10,3,0,5,12,21,0,0,0,10,8,6,0,6,23,0,6,25,56,0,51,9,41,2,2,3,15,16,22,0,0,17,8,18,21,21,3,7,15,17,10,14,0,18,16,8,0,6,31,8,11,20,4,15,8,8,1,55,89,10,0,0,34,11,41,0,21,0,52,30,22,13,21,20,25,7,13,6,1,0,19,5,28,25,11,9,5,9,16,0,48,24,10,16,17,33,4,13,11,37,20,53,23,42,17,3,30,3,7,88,0,45,29,4,2,25,38
-13.500,17,14,2,2,0,20,17,16,0,28,13,11,2,40,21,0,35,30,0,9,46,34,79,8,14,17,4,3,0,16,31,13,0,2,1,13,7,5,42,6,102,8,26,25,10,36,0,0,18,61,9,6,0,3,0,8,0,0,2,0,5,0,8,11,5,0,1,4,0,3,0,5,29,16,0,0,0,15,8,12,0,3,15,0,2,17,38,0,59,7,19,4,1,4,23,10,13,0,51,13,11,8,14,16,6,10,16,13,9,5,0,16,24,6,0,11,28,11,18,35,6,13,7,5,19,33,73,11,5,0,37,5,18,0,10,4,39,24,21,14,21,18,19,3,9,7,2,0,32,4,32,20,13,8,5,8,27,0,54,26,6,13,22,43,2,12,4,57,11,45,24,51,25,10,25,6,15,64,0,13,38,8,3,22,47
-12.500,22,6,1,0,1,9,13,4,0,20,8,7,1,32,16,0,34,24,0,6,56,43,77,13,22,15,0,3,0,37,27,27,0,1,2,19,8,3,48,4,85,9,25,29,14,31,0,0,21,61,10,2,0,2,0,1,0,0,4,0,0,0,4,16,4,0,4,1,0,2,0,3,17,11,0,0,0,18,9,16,0,4,17,0,4,17,35,0,31,5,15,3,1,4,20,11,22,0,44,16,5,9,14,13,5,12,12,16,7,16,0,16,21,11,0,11,29,6,9,16,3,11,11,11,28,28,65,7,5,0,46,8,13,0,10,5,25,34,7,20,25,14,20,11,10,5,0,0,35,5,48,20,11,13,44,9,23,0,30,28,4,18,20,34,3,16,8,29,10,34,15,43,22,9,28,4,10,56,0,14,37,7,2,24,60
