Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123
58.500,13,36,32,29,21,27,18,43,43,25,1,19,18,0,4,3,15,31,21,25,4,9,22,0,39,2,0,128,9,41,0,9,9,8,6,1,3,14,12,20,4,2,7,15,0,18,0,11,48,37,0,19,65,23,2,65,0,53,41,0,32,10,18,6,14,5,13,0,11,3,6,21,3,22,19,17,0,5,0,26,1,29,8,0,7,0,4,28,10,12,35,0,3,3,5,16,17,0,29,6,16,0,18,0,0,0,0,0,17,6,21,7,29,27,10,0,2,25,24,15,17,3,0
59.500,11,11,35,33,22,29,16,34,36,8,6,17,13,0,2,3,9,25,23,17,2,7,22,0,50,1,0,121,2,27,0,5,9,8,4,1,2,16,4,18,2,6,9,22,0,14,0,15,65,48,2,42,59,22,3,75,0,79,48,0,32,19,15,6,18,3,12,0,9,10,4,19,7,22,21,12,0,3,0,23,1,34,9,0,8,0,0,18,4,13,37,0,2,2,4,23,14,0,33,7,16,0,16,0,0,0,3,0,15,6,22,10,32,14,2,0,6,19,21,13,14,5,0
60.500,12,13,42,26,17,33,25,49,30,0,4,11,16,0,5,4,7,29,21,18,4,1,21,0,46,2,0,63,4,29,0,8,21,7,4,2,0,19,10,18,3,6,10,89,0,19,4,12,57,59,2,47,12,19,3,64,3,49,50,0,3,21,10,4,16,0,13,0,9,12,3,23,5,14,16,13,0,1,0,18,2,9,0,0,6,0,0,21,9,15,38,0,2,6,8,19,17,0,28,7,21,0,16,0,0,0,9,0,26,7,19,8,35,18,4,0,2,21,19,11,9,1,0
61.500,5,9,47,29,14,24,25,30,26,0,6,18,8,0,4,2,5,27,23,16,2,7,22,0,74,2,15,41,3,117,0,6,27,16,3,0,0,16,4,15,0,4,5,67,0,29,0,12,60,42,0,50,16,23,3,55,1,27,46,0,0,52,8,3,14,0,9,0,9,5,5,22,5,21,20,5,0,4,0,22,1,9,0,0,8,0,0,23,7,16,31,0,5,4,7,10,14,0,33,12,25,0,13,0,0,0,7,0,23,6,21,13,38,9,7,0,3,25,25,8,10,2,0
62.500,12,10,104,22,14,23,36,33,25,0,9,8,15,0,33,3,4,28,25,14,1,2,19,0,54,1,11,43,3,64,0,2,31,27,2,0,0,10,7,16,0,6,5,35,0,40,1,12,79,31,0,45,14,18,4,48,3,23,37,0,0,31,4,4,13,0,13,0,9,4,3,14,4,23,14,15,0,1,0,22,2,9,0,0,8,0,0,12,13,18,33,0,0,1,8,9,15,0,71,4,16,0,17,0,0,0,8,0,19,6,17,11,44,1,2,0,5,28,14,7,9,4,0
63.500,5,7,85,22,10,15,94,29,22,0,8,13,8,0,34,3,3,24,28,16,1,6,18,0,59,4,10,39,0,30,0,2,35,21,0,0,0,8,9,12,0,5,2,42,0,203,4,13,73,12,0,50,15,15,4,53,2,19,36,2,0,27,2,2,18,0,12,0,9,6,3,17,4,25,18,13,0,0,0,19,1,4,0,0,6,0,0,19,11,22,35,0,4,6,8,10,16,0,53,4,15,0,11,0,0,0,18,0,36,6,0,8,47,5,3,0,2,0,18,6,4,1,0
64.500,7,13,70,23,11,22,85,21,28,0,9,12,9,0,30,1,4,16,31,17,3,0,21,0,62,0,7,44,0,22,0,4,35,20,0,0,0,15,3,13,0,8,3,41,0,123,1,16,75,11,0,45,12,24,3,53,4,20,26,0,0,25,3,2,19,0,13,0,7,9,2,17,7,16,14,4,0,0,0,22,1,5,0,0,6,0,0,21,18,32,15,0,4,3,9,8,12,0,44,2,13,0,13,0,0,0,10,0,46,4,0,9,52,1,5,0,3,0,14,7,5,0,0
65.500,7,4,57,12,8,16,35,15,27,0,14,8,9,0,18,0,1,31,31,23,1,4,13,0,68,4,5,58,0,20,0,7,55,28,0,0,0,7,9,10,0,14,2,44,0,75,6,18,55,10,0,39,14,16,5,41,2,12,29,0,1,33,2,1,26,0,13,0,6,5,2,15,4,17,12,10,0,0,0,13,1,5,0,0,0,0,0,14,25,20,21,0,4,1,9,5,12,0,36,0,9,0,11,0,0,0,16,1,28,9,0,3,59,0,2,0,5,0,8,5,3,0,0
66.500,10,11,54,5,11,18,24,12,20,0,6,9,9,0,15,0,2,12,24,25,0,0,15,0,51,2,8,14,8,14,0,2,41,33,0,0,0,12,38,12,0,27,3,52,0,59,1,22,66,12,0,53,17,13,28,28,5,11,17,2,1,42,1,0,24,0,12,0,6,3,3,10,8,12,16,14,0,0,0,22,0,4,0,0,0,0,0,12,21,15,16,0,9,6,9,7,10,0,23,0,11,0,17,0,0,0,30,1,16,6,0,9,66,1,1,0,2,0,16,5,2,0,0
67.500,13,5,35,3,15,13,20,11,11,0,15,5,7,0,10,0,4,21,25,28,2,0,11,0,18,2,9,5,12,8,0,3,15,27,0,0,0,8,36,6,0,16,0,46,0,52,3,14,71,17,27,21,25,18,51,28,2,8,24,1,0,52,3,2,34,0,14,0,7,3,2,14,4,11,12,8,0,0,0,21,0,3,0,0,0,0,0,25,12,14,9,0,10,2,9,7,10,18,18,0,9,0,5,0,0,0,61,0,14,4,0,4,84,2,0,0,2,0,12,5,2,0,0
68.500,17,5,40,6,22,13,17,12,9,0,5,10,10,0,10,0,3,17,16,26,2,0,14,0,6,4,7,6,20,4,0,2,15,18,0,0,0,11,34,11,0,13,0,12,0,47,4,16,71,9,60,16,24,22,20,21,2,7,15,2,2,14,4,2,38,0,13,0,9,5,3,12,6,9,9,18,0,0,0,25,0,1,0,0,0,0,0,15,10,9,14,0,15,3,8,3,10,8,18,0,8,0,7,0,0,0,42,3,21,7,0,5,68,0,0,0,4,0,10,3,3,0,0
69.500,17,10,31,6,11,18,11,8,6,0,14,6,9,0,9,0,0,9,14,23,4,0,12,0,1,3,4,5,23,7,0,1,15,20,0,0,0,7,30,27,0,16,1,11,0,34,3,10,80,9,53,12,27,15,6,22,4,6,17,1,1,8,6,4,21,0,10,0,4,1,2,22,9,8,7,12,0,0,0,63,0,1,0,0,0,0,0,19,9,10,12,0,10,1,4,4,7,9,15,0,7,0,15,0,0,0,29,0,14,5,0,4,41,1,0,3,3,0,17,4,11,0,0
70.500,19,5,26,5,2,12,6,8,0,0,7,7,9,0,8,0,4,10,7,22,3,0,8,0,0,4,9,6,24,2,0,5,15,17,0,0,0,11,51,33,0,13,3,12,0,32,4,11,63,11,43,17,28,15,3,12,3,5,13,2,3,6,11,8,12,0,10,0,6,4,0,10,12,7,7,17,0,0,0,62,0,0,0,0,0,0,0,21,8,8,9,0,5,3,4,6,8,12,9,0,10,0,6,0,0,0,40,0,21,6,0,4,39,0,0,5,3,0,11,6,15,0,0
71.500,13,10,8,3,3,21,2,9,0,0,13,4,13,0,7,0,1,16,3,18,4,0,12,0,0,5,9,3,46,2,0,3,12,16,0,0,0,8,42,30,0,16,0,11,0,34,5,11,44,9,42,18,39,13,5,17,4,4,12,2,1,4,9,7,14,0,6,0,5,3,5,11,19,7,2,17,0,0,2,38,0,0,0,0,0,0,0,18,8,8,10,0,6,2,3,2,4,9,9,0,6,0,10,0,0,0,29,3,16,9,0,5,27,0,0,4,2,0,12,4,16,0,0
72.500,1,6,8,9,2,38,2,9,0,0,7,7,10,11,5,0,3,8,0,21,6,0,9,0,0,6,5,2,62,3,0,2,13,23,0,0,0,13,23,31,0,15,0,7,0,28,5,11,48,6,47,38,37,11,3,11,3,4,13,3,2,5,5,7,8,0,7,0,5,2,5,7,15,7,1,16,0,0,3,32,0,0,0,0,0,0,0,18,3,3,11,0,4,3,2,3,6,11,9,0,6,0,20,0,0,0,0,0,17,6,0,4,32,2,0,5,2,0,15,8,16,0,0
73.500,0,7,8,4,4,92,0,7,0,0,10,4,13,6,7,0,2,16,0,18,5,0,9,0,0,6,8,7,45,3,0,1,9,16,0,0,0,10,23,36,0,16,0,9,0,26,6,10,42,7,28,9,41,13,2,7,2,1,6,2,3,0,5,4,7,0,6,0,5,3,6,6,8,5,1,24,0,4,4,35,0,0,0,0,0,0,0,10,10,4,12,0,2,0,1,2,3,11,6,0,6,0,23,0,0,0,0,0,18,3,0,8,29,0,0,6,4,0,18,11,9,0,0
74.500,0,10,6,8,2,27,0,5,5,0,9,5,10,10,5,0,3,18,0,18,13,0,8,0,0,2,9,1,30,1,0,3,13,24,0,0,5,12,18,47,0,22,0,12,0,27,4,11,35,8,20,4,40,5,3,15,5,0,16,3,1,3,6,3,0,0,9,11,5,4,8,9,6,8,0,21,0,10,4,26,0,0,0,0,0,0,0,2,4,3,16,0,3,3,0,3,3,16,6,0,8,0,11,0,0,0,0,3,15,9,0,4,25,0,0,3,1,0,17,10,13,0,0
75.500,2,4,5,8,4,26,0,7,0,0,8,7,17,10,5,0,2,11,0,17,20,0,8,0,0,6,4,6,29,1,0,4,6,10,0,0,6,11,19,45,0,24,0,8,0,30,6,7,38,3,12,1,41,7,2,8,2,0,9,4,3,2,2,0,0,0,8,14,2,2,10,3,3,8,0,25,0,10,5,14,0,0,3,0,0,0,0,3,5,3,9,0,2,1,0,2,3,13,4,0,7,0,8,0,0,0,0,0,13,5,0,11,29,2,0,7,1,0,19,11,12,0,0
76.500,7,11,12,9,3,14,0,6,0,0,8,3,7,9,4,0,2,4,0,15,33,0,2,0,0,4,10,2,27,1,1,1,10,19,0,0,0,15,16,3,0,28,0,7,0,27,7,8,31,6,14,0,57,8,1,7,3,11,19,4,5,0,5,0,0,0,8,24,7,0,14,6,3,8,0,27,0,10,7,6,0,0,1,0,0,0,0,4,6,2,10,0,6,2,0,2,1,16,5,0,4,0,9,0,0,0,0,0,17,6,0,5,22,0,0,4,1,0,15,14,10,0,0
77.500,9,7,4,10,4,17,0,4,1,0,7,6,24,12,5,0,1,4,0,14,29,0,9,0,0,3,9,1,24,0,1,2,9,13,0,0,8,15,20,1,0,29,4,9,0,28,6,10,36,1,12,0,58,7,2,9,5,36,30,5,5,0,3,0,0,0,4,16,2,7,26,7,0,6,0,33,0,9,16,7,0,0,2,0,0,0,0,2,7,3,4,0,3,0,0,1,3,20,6,0,6,0,8,0,0,0,0,1,16,7,0,6,23,0,0,6,1,0,18,12,13,0,0
78.500,5,7,5,8,3,11,0,4,1,0,9,6,22,21,2,0,2,12,0,15,27,0,4,0,0,5,5,6,25,0,1,5,10,11,0,42,5,16,12,4,0,41,9,10,0,30,7,11,31,5,10,0,59,7,2,10,3,25,27,7,7,0,4,0,0,0,5,8,3,0,22,3,0,9,0,47,0,8,24,4,0,0,3,0,0,0,0,2,0,6,6,0,3,3,0,2,1,31,3,0,6,0,3,0,0,0,0,0,10,6,0,9,24,2,0,6,3,0,21,9,15,0,0
79.500,8,8,7,14,6,11,0,5,5,0,9,5,10,39,6,0,0,5,0,11,18,0,5,0,0,1,11,0,23,0,2,4,10,21,0,42,4,17,16,4,0,43,11,33,0,27,8,3,30,1,11,0,70,12,1,7,1,18,28,7,11,0,3,0,0,0,8,6,5,1,24,8,0,9,0,28,0,10,17,5,0,0,3,0,0,0,0,2,9,1,6,0,4,1,0,1,0,37,5,0,9,0,8,0,0,0,0,0,13,7,0,6,33,0,0,4,2,0,30,9,19,0,0
80.500,6,5,8,14,3,12,0,4,0,0,2,6,5,29,7,0,1,3,0,14,13,3,7,0,0,5,7,3,22,0,3,2,9,14,0,36,4,26,16,0,0,37,10,56,0,34,13,11,23,1,8,0,29,7,2,9,2,13,62,11,8,0,4,0,0,0,2,1,2,1,29,2,0,15,0,24,0,8,15,2,0,0,11,0,0,0,0,1,3,2,4,0,3,2,0,1,0,20,6,0,4,0,3,0,0,8,0,0,10,5,0,15,67,1,0,5,1,0,42,10,13,0,0
81.500,3,8,5,24,5,9,0,6,1,0,10,3,19,27,6,0,0,3,0,11,6,0,1,0,0,1,8,1,15,0,3,3,10,10,0,32,4,14,14,2,0,35,9,41,0,26,10,6,21,0,9,0,29,4,1,10,6,14,17,15,10,0,4,0,0,0,2,2,6,4,12,4,0,9,0,23,0,11,15,3,0,0,22,0,0,0,0,4,4,6,5,1,7,1,0,1,0,8,13,0,1,0,7,0,0,9,0,0,11,7,0,6,50,2,0,4,1,0,18,11,12,0,0
82.500,4,7,6,21,6,7,0,3,1,0,8,5,9,26,4,0,0,3,0,15,3,0,4,0,0,2,10,2,15,0,5,3,8,29,0,26,5,13,16,1,0,44,7,32,0,30,12,7,15,0,8,0,20,12,0,16,3,13,16,38,14,0,5,0,0,0,1,0,2,1,5,9,0,10,0,20,0,11,13,2,0,0,14,0,0,0,0,3,4,3,2,2,3,1,0,2,0,7,20,0,11,0,2,0,7,10,0,0,9,8,0,9,45,1,0,8,0,0,7,12,9,0,0
83.500,2,9,5,17,7,8,0,3,4,0,2,8,7,23,2,0,0,13,0,19,0,0,3,0,0,3,8,2,19,0,4,4,8,23,0,19,4,10,16,4,0,32,9,32,1,33,19,7,22,0,7,0,20,5,2,18,2,10,10,14,22,0,6,0,0,0,3,0,2,0,1,2,0,6,0,17,0,9,16,2,0,0,10,0,0,0,0,2,3,2,4,0,4,1,0,3,0,5,25,0,4,0,7,0,7,7,0,0,8,6,0,10,60,2,0,4,0,0,6,15,10,0,0
84.500,0,7,6,12,11,8,0,2,3,0,9,4,14,25,2,0,0,4,0,13,0,3,1,0,0,3,8,4,15,0,6,4,0,35,0,11,4,6,21,0,0,41,7,28,1,33,17,6,19,0,7,0,15,6,0,10,4,15,7,19,23,0,0,0,0,0,3,0,6,5,2,11,0,7,0,20,0,12,21,2,0,0,11,0,0,0,0,1,2,2,3,0,7,2,0,0,0,4,13,0,8,0,0,0,8,9,0,0,8,9,0,7,54,2,0,6,2,0,4,10,11,0,0
85.500,3,12,7,13,5,8,0,6,1,0,9,6,5,28,2,0,0,2,0,14,0,1,4,0,0,6,10,3,14,0,4,4,0,20,0,1,5,6,8,1,0,40,6,29,7,43,27,8,11,0,9,0,16,9,0,14,4,14,8,6,24,0,0,0,0,0,0,0,0,2,1,2,0,7,0,15,0,10,20,0,0,0,8,0,0,1,0,1,1,7,4,0,4,1,0,2,0,5,15,0,3,0,3,0,6,9,0,0,5,6,0,13,37,3,0,6,2,0,4,17,9,0,0
86.500,0,7,4,15,7,7,0,2,3,0,1,3,7,22,1,0,0,6,0,18,0,0,1,0,0,6,9,4,11,0,5,4,0,18,0,0,3,5,15,1,0,47,8,24,1,31,34,5,21,0,8,0,12,19,0,17,3,21,4,8,26,0,0,0,0,0,0,0,2,0,0,3,0,5,0,14,0,11,9,2,0,0,11,0,0,1,0,3,0,2,2,2,7,2,0,0,0,0,14,0,8,0,4,0,10,5,0,0,7,8,0,6,31,6,0,6,1,0,3,17,12,0,0
87.500,0,6,7,10,5,6,0,3,5,0,9,6,15,32,0,0,0,13,0,14,0,2,3,0,0,6,9,6,12,0,7,6,0,9,0,0,8,3,11,1,0,41,8,33,2,37,22,7,14,0,12,0,15,20,0,13,2,8,3,17,25,0,0,0,0,0,1,0,7,4,0,10,0,0,0,18,1,11,0,1,0,0,14,0,0,3,0,3,0,1,3,1,6,0,0,2,0,8,21,0,5,0,0,0,6,11,0,0,8,11,0,10,19,3,0,7,0,0,3,19,8,0,0
88.500,0,13,5,0,4,4,0,3,1,0,9,2,8,33,2,0,0,3,0,19,0,4,7,0,0,9,13,4,14,1,2,5,0,10,0,0,3,3,10,2,0,43,3,31,4,37,20,8,11,0,7,0,11,17,0,12,4,9,1,7,24,0,0,0,0,0,2,0,1,2,3,2,0,16,0,15,2,12,0,1,0,0,14,0,0,1,0,1,0,7,3,3,7,2,0,2,0,0,31,0,7,0,5,0,8,9,0,0,6,8,0,10,26,5,0,5,0,0,2,17,10,0,0
89.500,0,9,6,0,3,9,0,4,3,0,2,4,7,26,1,0,0,6,0,14,0,2,14,0,0,12,13,3,11,9,1,9,2,14,0,0,10,4,11,0,0,34,11,26,9,32,9,3,13,0,14,0,11,19,0,10,4,8,5,9,28,0,0,0,0,0,1,0,0,2,1,13,0,0,0,16,5,13,0,1,0,0,16,0,0,3,0,1,0,3,2,2,7,0,0,1,0,0,24,0,7,0,0,0,11,8,0,0,10,9,0,10,18,0,0,7,0,0,4,20,11,0,0
