Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123
5.500,0,2,0,17,37,2,1,5,6,1,0,6,0,1,6,6,0,0,14,4,19,0,0,11,12,6,5,5,5,0,5,2,0,12,9,0,3,0,18,15,0,0,0,0,4,0,9,4,0,1,0,4,3,12,0,9,0,3,4,0,0,0,13,7,11,21,32,9,4,26,0,26,0,10,0,3,2,0,17,0,10,0,11,22,9,7,10,6,0,1,0,13,2,4,7,0,0,0,0,0,12,5,7,0,8,4,0,4,39,2,7,4,0,8,30,6,16,33,0,3,6,0,13
6.500,0,3,0,4,23,4,13,2,3,3,0,1,0,1,11,10,0,0,2,3,14,0,0,11,11,7,5,7,5,0,6,3,0,9,11,1,4,0,12,31,0,0,0,0,9,0,8,1,0,10,0,8,2,13,0,0,0,6,4,0,0,5,12,7,6,27,29,46,11,19,0,18,0,3,0,5,1,0,17,0,8,1,28,35,9,10,14,10,0,5,0,16,1,0,5,2,0,0,0,0,10,9,3,0,7,4,0,5,39,5,6,7,0,6,43,2,19,38,0,2,6,2,11
7.500,0,2,0,0,27,2,0,5,3,3,0,5,0,3,8,32,0,0,4,2,16,0,0,12,7,6,8,7,2,0,5,2,0,11,12,1,1,7,10,16,0,0,0,0,8,0,4,1,0,3,0,3,3,8,0,9,0,4,3,0,0,5,11,2,6,27,30,42,4,23,0,25,0,9,0,2,4,0,17,0,7,0,26,47,12,14,10,6,0,5,0,11,0,1,8,2,0,0,0,0,8,6,3,0,9,4,0,10,24,6,6,7,0,9,34,5,27,60,0,1,25,3,10
8.500,0,5,0,0,38,6,6,3,8,1,0,5,0,0,1,31,0,0,11,5,16,0,0,11,9,8,8,5,3,0,10,1,0,11,11,1,1,3,6,5,0,0,0,0,5,0,10,2,0,10,0,5,2,11,0,2,0,4,4,0,0,3,10,6,6,30,38,25,8,22,0,26,0,7,0,7,1,0,15,0,6,2,19,50,5,16,16,9,0,7,0,14,2,2,2,1,0,0,0,0,13,11,9,0,10,3,0,8,22,2,10,7,0,9,28,4,24,22,2,5,10,1,12
9.500,0,4,0,0,21,4,8,3,6,2,0,8,1,2,11,28,0,0,3,5,16,0,0,16,7,4,7,5,5,0,15,3,0,7,12,2,1,0,2,3,0,0,0,0,5,0,5,3,0,21,0,6,2,11,0,8,0,7,2,0,0,3,11,2,7,26,41,16,10,23,3,40,0,11,0,19,2,0,13,0,2,0,16,39,10,13,15,11,0,6,0,12,2,1,4,0,0,0,1,0,9,14,5,0,8,5,0,8,18,4,3,10,0,9,42,3,22,11,0,1,22,1,6
10.500,0,3,0,0,21,10,4,9,2,5,0,6,3,1,5,32,0,0,3,2,16,0,0,15,6,8,9,7,3,0,11,1,0,8,10,0,2,5,3,3,0,0,0,0,13,0,6,1,0,17,0,5,2,11,0,4,0,3,5,0,0,2,15,2,3,21,63,13,6,24,5,34,0,8,0,39,2,0,12,0,0,2,14,38,5,8,48,11,0,13,0,12,0,4,6,1,0,0,4,0,9,13,7,5,13,3,0,9,15,3,3,6,0,8,42,4,27,7,0,4,17,1,4
11.500,0,2,9,0,12,11,4,0,6,2,3,9,0,4,3,26,0,0,1,3,17,0,0,18,5,5,10,7,3,0,8,2,0,7,5,1,1,5,1,3,0,0,0,0,8,0,3,4,0,13,0,3,12,9,2,7,0,5,3,0,0,9,10,4,4,22,83,18,7,23,8,29,0,12,0,16,3,0,14,0,0,0,21,35,12,9,35,10,0,43,0,12,0,0,2,0,0,0,3,0,9,24,3,4,13,4,0,11,14,3,8,8,0,6,37,3,26,9,0,3,15,4,3
12.500,0,6,18,0,16,5,8,0,5,4,0,10,0,1,5,31,0,0,14,3,18,0,0,19,7,6,15,7,2,0,9,2,0,6,3,1,3,0,2,6,0,0,0,0,13,0,5,3,0,14,0,6,18,12,3,6,0,7,3,0,0,5,13,0,3,29,21,4,18,26,18,32,0,12,0,9,3,0,11,0,0,1,21,40,10,12,32,24,0,24,0,13,1,1,3,2,0,0,3,0,6,30,9,2,13,2,0,6,13,5,3,21,0,2,51,4,53,4,0,2,17,1,3
13.500,0,5,11,0,11,5,5,8,26,5,0,13,0,3,8,40,0,0,0,11,11,0,0,8,9,7,21,3,3,0,7,4,3,6,4,1,5,6,1,3,0,0,0,0,9,0,8,10,0,21,0,10,14,8,2,8,0,3,7,0,0,1,14,0,5,24,0,19,5,41,52,33,0,10,0,14,4,0,12,0,0,0,24,3,11,15,37,13,0,28,0,12,2,2,6,1,0,0,0,3,6,16,10,5,21,3,0,9,6,9,6,17,0,7,59,3,79,4,0,4,18,2,2
14.500,0,3,7,0,16,2,3,2,64,8,0,15,0,4,5,48,0,0,3,2,0,0,0,0,5,7,12,14,4,0,11,2,4,8,2,2,1,4,3,5,0,0,0,0,26,0,6,10,0,11,0,3,11,8,2,5,0,5,3,0,0,10,10,0,3,36,0,7,13,28,35,30,0,14,0,7,3,0,18,0,0,1,10,6,8,8,44,16,0,37,0,12,2,4,7,1,0,0,0,2,3,11,4,2,43,4,0,9,12,4,4,24,0,6,69,3,44,5,0,3,14,2,2
15.500,0,4,8,3,12,2,11,0,41,7,3,26,1,2,2,42,0,0,11,4,0,0,0,0,5,8,0,6,1,0,5,0,7,3,0,5,1,3,1,2,0,0,0,0,22,0,3,13,0,18,0,6,7,18,2,9,0,7,12,0,0,8,20,0,3,46,0,15,15,36,23,27,0,14,0,7,3,0,32,0,0,1,14,11,13,9,39,14,0,30,0,15,0,1,4,1,0,0,0,2,2,9,16,5,41,3,0,8,7,5,7,22,0,6,56,3,24,2,0,4,20,2,4
16.500,0,7,6,2,9,1,3,3,32,7,4,21,2,4,11,62,0,0,7,2,3,0,0,0,5,0,0,3,4,0,8,5,4,9,2,3,1,4,3,3,0,0,0,4,15,0,3,14,0,18,0,8,6,14,2,8,0,4,5,0,0,7,10,0,4,29,13,6,13,50,9,25,0,13,0,3,7,0,19,0,0,1,19,4,13,13,27,14,0,23,0,9,1,1,5,0,0,0,0,2,3,7,6,3,26,3,0,13,3,8,4,18,0,6,52,4,32,4,0,3,20,2,3
17.500,0,2,4,2,7,1,6,3,25,3,1,15,2,4,6,87,0,0,2,11,5,0,0,0,7,0,0,16,2,0,9,2,4,2,0,1,1,3,4,6,0,0,2,28,15,0,9,19,0,17,0,4,3,14,4,7,0,7,9,0,0,17,13,0,4,31,19,14,13,30,6,26,0,10,0,10,6,0,14,0,0,1,9,8,14,12,31,14,0,19,10,13,1,4,6,1,0,0,0,3,4,5,14,1,25,2,0,10,8,6,5,17,0,6,36,4,14,7,0,4,13,3,2
18.500,0,3,8,6,13,0,8,5,24,0,3,16,0,4,4,71,0,0,4,11,4,0,0,0,6,0,0,7,2,0,5,1,9,5,0,2,2,7,8,3,0,0,0,14,16,0,9,19,0,24,12,8,5,9,4,6,0,5,10,0,0,17,17,0,2,33,20,8,15,32,8,25,0,12,0,1,10,0,18,0,0,2,19,9,10,12,27,15,0,14,17,12,2,3,14,0,0,0,0,0,1,5,17,5,24,3,0,10,3,6,4,20,0,6,34,5,24,5,0,5,23,3,2
19.500,0,12,8,3,14,0,6,3,29,0,6,14,1,5,3,82,0,0,14,5,11,0,0,0,6,0,0,13,6,0,13,4,7,5,0,4,3,5,3,2,0,0,0,6,10,0,4,18,0,23,33,7,2,18,11,13,0,5,11,0,0,13,15,0,6,18,27,15,31,34,10,8,0,11,0,1,12,0,14,0,0,0,14,10,13,13,29,14,0,18,28,14,2,2,12,3,0,0,0,4,4,4,20,3,16,3,0,10,4,13,5,18,0,11,23,7,19,5,0,3,22,0,4
20.500,0,3,1,7,9,0,5,6,22,0,5,11,2,0,13,74,0,0,5,8,6,0,3,0,2,0,0,12,1,0,6,5,7,4,0,4,5,5,4,5,0,0,0,6,15,0,8,35,0,22,24,5,5,21,5,10,0,5,10,0,0,9,16,0,9,22,11,13,37,35,5,7,0,5,0,10,16,0,16,0,0,1,13,14,32,19,37,14,0,15,28,9,0,5,24,1,0,0,0,2,4,1,16,1,25,4,0,14,6,7,6,17,0,12,25,4,28,9,0,5,20,7,4
21.500,0,9,8,5,5,0,10,1,14,0,6,15,5,0,5,67,0,0,7,12,8,0,6,0,6,0,0,10,4,0,14,3,8,1,0,5,1,9,4,4,0,0,1,0,11,0,11,35,0,27,24,7,1,15,5,3,0,7,13,0,0,9,19,0,10,22,16,20,40,42,9,9,0,5,1,0,20,0,10,0,0,0,17,21,23,13,30,13,0,18,38,14,1,2,14,7,0,0,0,2,1,1,9,6,18,3,0,10,2,9,6,10,0,15,24,8,19,6,0,5,22,2,4
22.500,0,6,4,7,17,0,9,1,27,0,8,15,1,0,6,58,0,0,13,14,18,0,7,0,10,0,0,18,5,0,13,5,7,4,0,3,1,9,8,4,0,0,5,5,13,0,4,69,4,20,27,10,4,24,6,12,0,7,8,2,0,6,23,0,9,25,9,19,51,28,11,9,0,4,1,1,28,1,9,0,0,2,16,13,33,20,24,12,3,21,66,15,2,3,16,18,0,0,0,3,3,0,10,3,18,3,0,13,4,9,5,15,0,2,25,8,18,13,2,5,27,0,3
23.500,0,8,6,7,10,3,9,5,14,0,16,13,2,0,3,84,0,0,12,10,9,0,10,0,4,0,0,11,2,0,13,1,9,3,0,7,2,15,6,4,0,0,0,0,20,0,13,57,24,25,28,5,1,23,7,11,0,3,1,2,0,7,14,0,7,17,10,21,68,26,8,6,0,5,3,2,31,5,16,0,0,2,12,0,28,26,26,8,1,16,46,7,3,4,23,21,0,3,0,4,4,0,9,2,19,4,0,11,5,12,8,11,0,4,23,6,16,9,2,5,33,8,2
24.500,2,9,7,12,8,10,10,2,13,0,21,16,6,0,17,71,0,0,14,19,18,0,7,0,41,0,0,16,5,0,27,4,9,1,0,5,5,8,5,7,0,0,0,5,15,0,10,43,60,28,32,9,4,24,13,10,0,9,2,1,0,6,24,0,10,19,15,24,51,18,16,7,0,5,2,8,0,7,12,0,0,1,19,0,29,15,17,8,15,19,43,5,1,4,32,26,0,1,0,5,2,0,7,4,11,3,0,12,1,15,6,32,0,2,24,14,12,17,1,6,37,2,6
25.500,1,9,3,17,11,12,16,3,13,2,10,23,4,0,8,76,0,0,20,6,29,0,9,0,85,0,0,44,4,0,29,7,5,4,0,7,3,4,6,2,0,0,3,3,23,0,11,26,29,25,27,6,0,34,12,10,0,6,2,4,0,6,20,0,5,23,11,8,49,20,10,9,0,5,3,0,0,8,16,0,0,2,17,0,33,18,20,0,34,26,16,3,0,5,9,31,0,3,0,9,4,0,11,6,10,4,0,14,3,16,4,25,0,1,15,16,16,15,7,7,29,6,4
26.500,1,14,7,43,16,13,17,7,17,8,10,18,4,0,5,53,0,0,20,17,26,0,13,0,30,0,0,55,9,1,29,7,12,1,0,7,5,3,9,5,0,0,5,3,34,0,13,21,26,36,30,8,0,28,12,10,0,8,3,1,0,10,31,0,10,14,15,5,27,13,11,6,0,5,4,6,0,12,18,0,0,0,16,0,34,20,15,1,27,51,13,4,4,4,0,40,0,5,0,15,3,0,10,4,11,5,0,13,2,37,15,39,0,3,20,27,15,21,10,5,18,3,4
27.500,1,12,3,28,7,13,27,3,17,10,10,18,4,0,15,68,0,0,23,22,24,0,13,0,5,7,0,54,13,1,26,3,6,1,0,11,1,2,7,2,0,0,1,4,33,0,14,18,19,57,43,5,0,38,22,13,0,3,1,4,0,8,40,0,5,15,8,8,26,18,13,10,2,28,4,12,0,21,22,0,0,3,17,0,38,23,39,2,30,15,9,3,7,5,0,42,0,4,0,34,2,0,12,4,3,4,0,11,4,46,7,18,0,5,15,17,10,34,12,11,18,6,9
28.500,1,23,6,29,9,15,20,3,8,17,14,20,8,0,18,112,0,0,32,10,24,0,17,0,8,8,0,50,17,1,32,7,10,2,0,11,6,0,9,4,0,0,4,4,34,0,22,24,23,56,45,8,0,51,39,20,0,9,1,3,0,11,36,0,9,12,22,7,42,17,17,7,0,24,4,12,0,22,31,4,0,3,13,0,45,17,55,0,49,7,8,3,7,8,4,40,0,5,0,16,5,0,5,8,13,5,0,14,1,55,8,3,0,1,16,12,14,19,19,5,15,4,14
29.500,2,9,3,27,15,15,21,5,19,26,25,19,9,0,10,65,0,0,40,19,46,0,21,0,5,9,0,65,21,1,42,8,5,3,0,13,4,0,14,4,0,0,6,2,35,0,36,15,16,68,1,8,0,53,24,22,0,6,5,5,0,8,55,0,6,11,74,11,32,25,18,5,0,20,6,19,0,35,35,22,0,1,16,0,30,24,74,0,44,8,10,5,3,1,0,26,0,6,0,23,2,0,0,8,2,5,0,16,9,82,7,13,0,1,21,11,15,21,25,12,13,7,18
30.500,3,9,3,29,10,19,17,2,26,34,15,12,23,0,18,44,0,0,36,12,83,0,30,0,11,10,0,79,25,3,46,5,7,0,0,19,5,0,11,4,0,0,1,4,35,0,56,20,21,80,4,9,0,79,13,36,0,11,2,4,0,9,49,4,6,12,51,21,39,13,8,8,0,23,7,9,0,71,37,26,0,2,12,0,28,23,47,3,27,6,8,6,17,10,0,41,0,6,0,15,4,0,0,7,5,6,0,19,15,94,22,6,0,3,17,7,12,18,38,11,14,7,16
31.500,4,8,2,34,8,16,22,8,26,38,10,18,74,0,20,35,0,0,31,22,37,1,0,0,5,12,0,62,40,1,56,14,10,1,0,51,7,2,11,5,0,0,9,6,33,0,108,17,18,137,2,8,0,64,6,56,0,8,2,5,0,9,48,4,11,8,33,20,45,15,7,7,4,26,8,12,0,71,21,41,0,1,24,0,35,25,16,1,26,8,7,6,15,5,0,40,0,7,0,19,4,0,0,8,8,9,0,15,10,72,14,6,0,7,25,5,11,16,34,6,9,9,13
32.500,2,7,0,49,14,18,18,5,20,55,11,15,86,0,17,45,0,0,37,18,38,2,0,0,10,14,0,54,43,4,59,24,5,3,0,26,4,0,18,3,0,0,4,2,25,0,35,25,45,92,3,11,0,41,8,104,0,23,2,6,0,8,81,12,10,12,27,18,62,15,11,7,0,23,9,13,0,45,12,44,0,5,43,0,23,39,9,4,29,2,11,8,16,7,0,37,0,6,0,21,4,0,0,15,4,4,0,17,7,67,13,12,0,1,18,6,10,12,19,16,14,8,12
33.500,3,8,0,97,9,18,21,9,29,222,12,12,28,2,20,54,0,14,66,27,28,2,0,0,7,21,0,48,61,4,43,16,11,0,0,15,11,0,17,4,0,0,7,1,21,0,23,18,50,77,9,12,0,33,6,36,0,31,4,8,0,12,37,36,15,7,21,11,94,14,0,8,1,20,13,14,0,38,8,32,0,5,61,0,27,43,17,5,29,6,8,6,20,6,4,35,2,7,0,21,3,0,0,9,6,8,0,21,6,49,24,6,0,2,28,4,21,23,17,11,10,8,28
34.500,6,6,0,26,17,18,23,7,26,120,8,24,16,9,26,51,0,12,46,18,20,2,0,0,6,19,0,40,53,3,36,17,5,3,0,13,6,2,15,3,0,0,6,9,22,0,16,34,68,63,13,11,0,29,2,24,0,34,3,6,0,6,25,40,10,11,20,8,165,10,0,8,2,24,20,16,0,41,5,24,0,2,42,0,34,46,10,4,38,2,9,9,29,8,0,35,3,7,0,23,4,0,0,27,7,5,4,22,11,54,20,9,2,4,17,4,8,45,10,13,10,11,40
35.500,5,5,0,17,9,21,30,18,14,63,11,19,18,0,25,46,0,10,44,30,30,4,0,0,12,12,0,35,51,6,36,14,5,6,0,13,12,1,10,9,0,0,6,29,20,0,13,34,73,71,16,18,0,23,5,27,0,35,2,12,0,10,23,29,16,5,19,5,106,16,8,7,3,12,26,24,0,24,5,23,0,2,44,0,30,48,16,8,30,7,13,9,18,7,0,40,3,5,0,30,4,0,0,23,4,7,0,24,2,61,29,12,5,6,29,4,24,35,11,15,14,14,40
36.500,6,4,0,15,12,19,25,25,12,64,16,19,14,0,23,51,0,11,56,37,17,2,0,0,10,10,0,30,34,5,31,15,10,12,0,11,14,1,19,9,0,0,8,2,22,2,10,38,74,82,33,14,0,19,1,17,0,46,3,12,0,9,27,17,14,7,20,6,77,10,4,7,0,15,21,20,0,30,0,20,0,7,59,0,32,45,15,9,22,1,9,15,30,6,0,40,3,10,0,25,4,0,0,29,6,9,0,24,10,44,31,12,6,2,37,1,15,40,12,16,10,15,38
37.500,9,3,0,9,19,18,21,42,16,92,11,21,9,0,25,51,0,8,58,51,22,5,0,0,8,5,0,47,36,8,29,13,7,11,2,18,18,1,12,18,0,0,9,0,21,0,6,40,59,104,15,20,0,13,7,14,0,55,4,9,0,5,27,16,15,7,13,3,59,14,6,13,7,12,23,26,0,16,0,19,0,3,31,0,29,56,15,13,25,4,18,22,26,9,3,27,4,15,0,42,4,0,2,34,5,3,7,24,5,48,32,46,6,4,22,1,12,28,12,17,15,18,46
38.500,11,4,0,7,6,21,15,80,15,76,5,25,10,0,20,62,0,14,83,67,16,2,0,0,15,7,0,22,38,10,36,14,6,14,5,46,27,2,14,17,0,0,4,0,20,3,3,47,57,82,13,19,0,15,4,13,0,73,4,17,0,11,20,15,12,2,20,3,42,14,2,5,3,5,22,33,0,20,0,15,0,5,28,0,25,67,26,22,20,4,24,9,38,8,1,60,5,38,0,55,5,0,3,49,5,7,0,15,8,39,46,25,6,6,23,0,28,17,9,19,10,23,72
39.500,15,4,0,0,14,18,16,76,12,48,4,26,11,0,21,71,0,7,97,16,15,5,0,0,14,6,0,19,45,11,30,13,7,14,6,24,30,2,13,26,0,1,6,0,24,0,0,35,50,92,13,21,0,12,4,9,3,58,3,20,0,8,27,6,6,0,13,2,37,9,7,12,2,11,25,31,0,22,15,18,0,8,22,0,31,64,13,33,21,2,14,11,49,5,1,87,6,90,0,58,4,0,5,80,7,4,0,16,4,46,52,25,5,6,21,0,33,17,10,19,14,16,52
40.500,21,3,0,0,16,23,14,38,16,23,7,23,19,0,25,84,0,11,65,18,15,5,0,0,16,4,0,17,55,16,27,15,11,14,9,18,26,3,9,22,0,0,8,0,24,4,0,49,52,97,9,17,0,10,11,10,0,51,2,21,0,8,36,8,5,0,20,0,27,11,8,8,5,6,31,52,0,19,13,16,0,7,11,0,27,52,8,30,22,5,17,6,43,10,0,75,37,62,0,75,5,0,12,98,7,3,8,11,9,45,130,27,3,4,20,0,37,16,10,21,11,11,49
41.500,50,0,0,0,18,19,13,39,9,11,1,34,48,0,15,98,0,10,62,19,14,5,0,0,17,3,0,17,37,22,34,20,6,13,13,22,30,1,12,24,0,0,0,0,29,0,0,43,57,78,10,19,0,9,11,7,3,55,8,28,0,12,44,6,7,0,16,0,32,16,5,12,4,11,35,68,0,22,6,13,0,9,13,0,26,59,11,32,18,2,21,8,44,8,2,72,87,24,0,94,3,0,24,78,14,5,0,3,6,56,196,24,4,7,15,0,20,21,11,29,17,13,51
42.500,52,6,0,0,11,21,16,28,5,11,4,31,30,0,15,84,4,14,80,14,15,6,0,0,19,4,0,21,35,22,31,14,9,20,18,20,28,4,14,13,0,3,9,0,25,4,0,54,29,74,4,14,0,10,8,7,5,50,1,50,0,5,42,3,6,0,20,0,24,11,7,10,8,10,61,83,0,19,0,13,0,8,14,0,24,64,13,34,22,5,28,7,12,9,2,81,36,18,0,44,6,0,45,88,21,0,3,0,9,65,212,27,2,8,25,0,28,19,9,24,8,14,45
43.500,15,4,1,9,15,24,12,32,14,11,2,29,17,0,21,41,0,10,84,17,19,6,0,0,20,0,0,20,31,36,39,25,5,16,21,20,23,2,13,26,0,0,0,0,30,0,0,64,15,69,2,22,6,6,6,8,5,43,5,26,0,12,47,1,4,0,19,2,17,13,8,10,3,11,79,126,0,22,4,14,0,24,11,0,31,61,12,29,17,4,39,8,2,12,1,72,34,13,0,32,4,0,29,54,25,2,8,0,8,79,138,27,3,8,19,0,22,20,11,35,17,16,74
44.500,0,0,3,11,21,22,15,35,7,7,2,39,18,0,20,19,5,12,91,14,15,8,0,0,19,1,0,18,33,41,34,24,9,15,41,20,24,4,16,21,2,4,9,0,46,4,0,81,10,66,3,35,19,7,7,5,12,46,6,5,0,8,57,0,5,0,22,8,23,13,9,15,16,15,60,64,0,26,16,19,0,35,14,0,36,64,12,36,15,3,34,5,4,9,1,73,27,10,0,29,4,0,21,41,28,0,4,0,11,67,121,26,2,11,20,0,16,35,14,23,11,27,53
45.500,4,9,2,12,17,20,12,34,6,11,1,39,13,0,27,5,3,15,98,14,18,10,0,0,23,3,0,25,26,59,49,22,12,16,47,21,18,4,16,27,3,0,0,0,48,3,0,51,8,35,3,32,14,7,2,6,5,46,3,0,0,10,59,0,7,0,26,12,19,14,12,13,16,17,48,55,0,27,26,14,0,37,12,0,26,56,11,42,11,5,31,5,6,13,2,71,32,7,0,24,6,0,22,17,25,0,2,0,10,54,117,37,2,13,19,0,15,24,20,37,17,61,48
46.500,2,8,20,14,20,23,15,36,14,46,2,39,9,0,16,0,4,13,112,17,18,12,0,0,21,0,0,29,22,79,51,23,6,19,40,15,21,4,15,23,4,5,0,0,44,2,0,27,15,16,1,29,16,5,6,6,2,49,7,0,0,12,45,0,3,0,32,26,12,18,10,13,26,20,46,49,0,20,8,15,0,48,13,0,16,17,12,46,12,4,29,6,1,20,1,70,24,6,0,25,3,0,15,20,22,0,10,0,10,49,91,43,4,47,18,0,0,29,17,25,17,42,37
47.500,4,6,39,14,22,21,9,34,3,33,1,61,16,0,18,0,5,18,102,11,17,21,0,0,28,0,0,36,22,46,28,16,13,12,30,18,19,6,18,17,3,0,7,0,86,4,0,21,13,12,5,34,19,8,3,4,1,54,4,0,0,12,41,0,4,0,43,25,16,19,14,22,29,29,36,40,0,23,7,15,0,72,10,0,21,16,14,69,11,11,33,2,4,11,2,67,22,7,0,22,2,0,19,13,19,0,4,0,14,49,78,46,3,45,19,0,6,58,22,27,10,33,37
48.500,4,13,40,17,21,17,13,35,10,21,2,96,8,0,6,0,6,21,81,18,17,8,0,0,24,0,0,34,19,37,20,13,12,21,27,12,21,3,16,13,8,3,0,0,45,3,0,20,14,11,1,34,22,5,2,3,0,50,5,0,0,12,36,0,4,0,31,4,11,22,21,20,38,39,39,42,0,24,4,20,0,65,13,0,11,16,15,111,10,16,28,3,4,12,3,53,18,2,0,20,8,0,15,13,17,0,9,0,17,46,62,60,3,48,13,0,4,76,21,21,18,30,30
49.500,6,12,41,20,26,25,12,30,12,22,1,78,11,0,6,0,25,23,36,12,22,5,0,0,22,0,0,37,21,35,16,13,11,21,24,11,31,6,19,16,8,2,0,0,45,5,0,21,16,6,2,30,25,8,5,3,0,61,7,0,0,13,42,0,6,0,22,4,15,19,23,31,22,37,53,34,0,11,1,15,0,69,12,0,16,17,48,88,6,16,32,3,1,19,1,51,24,3,5,23,2,0,19,11,12,0,20,0,24,51,55,41,4,43,10,0,4,107,18,25,15,22,27
50.500,6,17,44,26,22,22,12,31,9,25,2,58,11,0,8,0,27,34,39,16,30,4,0,0,29,0,0,21,34,28,16,12,9,17,23,7,19,6,15,10,13,0,0,0,34,2,0,32,41,7,5,18,24,4,2,6,0,54,6,0,0,9,31,2,3,0,19,0,9,18,14,30,15,67,28,27,0,8,0,21,0,70,11,0,10,17,44,65,6,14,31,5,5,24,3,41,13,2,8,24,7,0,16,8,10,0,16,0,27,40,45,36,4,44,13,0,3,78,21,25,19,14,29
51.500,8,21,73,30,28,19,10,33,13,26,1,43,13,0,4,0,31,23,22,14,30,4,1,0,29,0,0,21,20,22,11,11,7,22,18,7,17,7,9,22,33,3,5,16,27,4,0,22,30,8,1,25,31,9,3,4,0,57,8,0,2,7,34,18,4,6,14,3,15,16,15,29,18,61,22,20,0,7,0,15,0,77,11,0,10,6,43,64,9,18,85,2,2,34,3,36,24,1,10,20,7,0,21,4,3,0,26,0,29,39,42,29,12,39,11,0,5,70,23,20,23,14,28
52.500,10,25,75,40,26,27,13,36,14,22,2,36,25,0,4,7,47,22,27,15,53,5,6,0,28,0,0,13,12,25,8,15,7,29,28,4,7,7,5,7,34,0,5,18,24,10,0,21,37,11,2,18,39,4,3,4,0,58,7,0,5,10,32,20,8,32,15,2,8,13,7,27,6,26,18,14,0,7,0,24,0,58,11,0,10,0,61,55,4,22,115,1,2,25,3,33,13,3,14,19,10,0,13,2,0,0,40,0,17,37,31,26,6,47,9,0,4,54,30,19,26,10,22
53.500,13,52,62,44,29,27,16,31,19,6,3,32,17,0,5,18,25,20,26,15,14,4,11,0,29,0,0,32,11,25,0,10,10,41,23,6,8,8,2,21,21,0,5,20,22,9,0,14,36,20,3,24,53,5,3,11,0,65,9,0,12,8,31,20,5,24,10,0,16,8,11,32,10,10,26,22,0,5,0,17,0,55,14,12,6,0,44,43,10,15,95,0,4,13,2,39,20,0,18,10,13,0,21,1,0,0,67,0,22,36,32,26,7,69,11,0,1,25,22,19,23,6,20
54.500,16,108,49,37,28,37,8,36,22,6,2,31,19,0,4,13,23,24,22,18,10,0,13,0,37,0,0,47,11,21,0,8,5,56,27,4,8,7,7,18,14,0,14,14,8,14,0,15,47,24,1,19,94,4,2,13,0,75,7,0,16,7,30,20,31,19,14,0,7,12,5,52,12,6,22,20,0,5,0,24,0,38,9,20,10,0,21,32,1,16,65,1,3,7,4,31,15,0,25,10,11,0,14,1,0,0,38,0,19,13,25,14,11,55,8,0,5,27,38,21,34,6,15
55.500,16,107,34,33,35,44,14,33,24,8,1,24,19,0,5,6,22,21,20,16,8,8,21,0,32,0,0,50,5,25,0,8,7,21,5,2,8,10,10,25,14,4,11,12,5,13,0,19,47,22,2,21,159,8,5,36,0,28,10,0,8,11,32,18,55,20,14,0,12,10,7,33,8,10,32,14,2,6,0,23,0,36,13,21,9,0,14,31,6,11,51,1,3,5,3,31,19,0,30,12,16,0,17,0,0,0,44,0,14,6,24,19,11,60,6,0,3,23,43,24,21,7,12
56.500,18,79,41,29,39,32,9,44,31,11,3,20,21,0,4,7,19,27,25,19,6,2,36,0,35,0,0,48,10,24,0,9,11,10,10,2,5,10,14,23,8,2,9,14,1,16,0,12,63,24,2,18,185,21,1,66,0,28,10,0,9,7,23,10,30,14,12,0,16,8,6,27,6,11,29,14,0,5,0,17,0,35,15,10,8,0,13,33,9,15,53,2,3,1,5,48,15,0,29,7,17,0,19,0,0,0,20,0,17,7,25,13,24,45,8,0,5,19,32,23,26,6,3
57.500,16,58,30,32,28,34,19,36,52,12,4,22,26,0,4,5,16,24,21,29,4,0,21,0,46,0,0,62,2,27,0,6,2,14,7,4,3,9,16,27,5,5,6,14,0,13,1,15,52,31,0,29,76,23,3,69,0,42,16,0,14,8,20,8,16,6,11,0,8,10,5,27,9,27,25,11,0,3,0,24,0,32,10,0,7,0,9,19,2,9,43,2,2,6,4,45,16,0,33,4,18,0,13,0,0,0,9,0,21,7,22,15,21,30,3,0,3,22,25,16,16,4,0
