Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161
-26.500,22,0,6,76,39,33,0,0,19,97,9,9,30,13,7,7,55,8,3,21,16,0,0,11,11,27,5,16,24,27,17,2,8,4,22,3,0,0,0,0,0,0,8,5,11,21,65,11,0,9,6,12,4,15,15,22,13,0,55,9,5,5,3,7,47,34,16,0,32,23,51,19,50,2,38,20,9,0,0,4,6,9,12,3,0,0,0,32,12,0,44,4,63,13,18,5,27,29,55,8,23,8,4,9,24,3,0,34,9,44,52,15,6,81,35,11,0,5,0,48,7,0,10,15,42,5,8,5,68,13,126,38,71,13,49,29,56,5,12,0,13,5,11,47,11,4,42,16,23,47,5,7,25,40,27,25,11,36,19,8,3
-25.500,21,6,8,60,47,27,0,0,16,82,12,2,28,4,6,7,73,1,2,17,11,0,0,11,15,23,2,15,20,31,14,1,8,3,23,3,4,0,4,0,0,0,10,6,5,14,49,5,0,13,8,16,3,9,15,27,15,0,57,10,5,4,0,6,28,47,11,12,29,22,62,10,50,0,36,21,14,3,0,4,2,11,19,8,0,5,0,32,9,0,54,4,69,11,14,0,24,33,39,8,18,4,8,8,28,6,0,51,6,35,33,16,6,65,29,10,0,8,0,48,9,0,19,10,44,12,16,1,38,11,171,43,66,13,93,48,67,8,12,0,23,2,9,17,12,6,42,12,29,37,6,5,25,35,34,17,5,37,23,3,5
-24.500,19,0,4,35,43,22,0,0,16,56,24,5,18,7,6,8,54,7,2,19,10,0,0,9,15,17,3,11,15,20,11,0,4,6,17,5,0,0,4,0,0,0,3,2,12,10,47,11,0,14,8,10,4,18,14,21,16,0,72,7,8,4,18,7,23,30,14,0,18,23,44,12,56,0,31,24,23,0,0,1,8,17,11,6,0,12,0,30,6,0,62,5,46,11,13,0,29,18,38,6,13,7,5,11,33,4,0,16,7,30,28,10,4,49,32,11,0,8,0,54,9,0,12,10,37,13,22,4,35,8,71,39,44,16,103,38,70,9,15,0,16,0,8,4,12,6,37,11,25,35,6,6,31,34,34,18,12,39,26,6,0
-23.500,11,7,7,31,48,16,0,0,8,36,28,6,21,12,7,6,38,2,3,19,14,0,14,10,18,18,2,7,24,14,17,2,4,3,21,4,0,6,3,0,0,0,3,5,2,11,42,6,0,13,5,10,2,14,15,19,14,0,70,9,8,2,21,3,22,24,7,7,7,23,6,11,73,0,19,17,13,0,0,3,0,39,4,23,0,6,0,34,3,0,47,4,35,9,21,0,32,8,47,5,11,7,9,4,6,10,8,12,6,46,13,11,4,44,26,12,0,5,0,63,8,0,5,8,34,5,22,0,24,14,50,47,41,16,118,17,62,8,12,0,13,6,8,5,18,7,61,9,21,24,7,6,29,29,23,16,5,38,28,3,8
-22.500,21,5,5,28,52,16,0,0,9,42,42,5,15,5,7,10,31,0,1,22,4,0,15,7,27,18,1,5,45,13,9,3,3,5,1,3,0,5,3,0,0,0,1,6,3,14,44,9,0,13,8,10,4,21,14,22,16,0,33,5,5,4,26,6,19,21,14,6,9,19,2,8,51,0,20,14,8,0,0,5,0,50,7,33,0,9,0,42,6,0,39,3,31,12,21,1,48,5,30,4,11,4,7,11,9,14,0,18,6,24,9,10,3,49,31,9,0,7,0,70,14,0,5,7,32,13,13,0,17,11,44,48,38,18,117,13,68,5,12,0,7,0,6,1,26,5,36,12,25,24,7,9,28,41,11,10,8,29,26,4,0
-21.500,12,6,8,24,47,11,0,0,7,26,33,3,17,8,8,27,25,5,1,24,13,0,19,12,6,17,3,4,31,10,17,2,1,4,0,3,0,7,3,0,0,0,0,5,10,16,28,3,0,17,5,6,2,20,15,21,14,0,25,10,6,1,14,3,19,17,16,8,13,9,9,10,24,0,16,12,8,0,0,1,7,27,4,14,0,6,0,51,2,0,24,5,31,5,27,1,61,4,28,3,10,7,41,6,7,18,0,5,3,30,12,0,4,63,17,9,0,9,0,26,11,0,4,8,32,9,23,0,23,6,35,41,38,27,56,15,82,7,10,0,9,6,6,6,43,6,28,7,23,24,7,7,25,32,16,12,7,28,31,3,0
-20.500,16,7,4,29,40,16,0,0,6,19,31,5,10,3,0,14,15,3,4,19,4,0,12,8,5,18,2,5,4,11,8,1,0,6,0,4,0,5,4,0,0,1,0,4,3,10,9,5,0,21,6,5,2,32,11,19,20,0,18,7,6,3,12,0,15,10,14,27,10,9,4,11,14,0,13,18,8,2,0,6,0,11,3,16,0,7,0,46,5,0,31,4,15,13,32,7,55,4,26,4,8,3,32,7,5,30,0,3,7,25,6,0,1,81,10,13,0,5,0,4,19,0,3,5,28,9,12,0,15,10,35,42,33,35,83,11,38,8,12,0,6,0,5,0,0,7,23,12,21,18,9,9,22,46,15,8,6,31,10,2,3
-19.500,15,24,9,23,15,12,0,0,2,14,36,6,15,9,0,12,4,0,1,14,7,0,14,9,2,7,1,4,0,10,8,4,0,6,0,4,0,6,23,0,0,0,0,11,6,11,4,4,0,26,7,6,4,16,7,15,18,0,19,5,6,2,13,2,22,17,28,53,17,10,4,8,6,0,21,7,8,1,0,2,0,4,1,13,0,7,0,35,3,0,24,3,27,10,55,0,78,4,14,3,9,7,33,4,3,49,4,3,2,25,12,0,2,53,17,10,0,6,0,9,27,0,3,6,23,11,26,0,14,12,32,36,40,61,65,4,28,4,15,0,5,4,3,0,0,8,23,64,20,20,10,8,25,43,5,9,9,22,14,3,3
-18.500,12,0,6,20,16,11,3,0,4,17,30,2,8,13,0,9,5,5,1,10,8,0,8,11,3,0,2,4,1,10,18,1,0,3,0,8,0,8,16,0,0,0,0,12,5,11,12,2,0,31,5,6,1,22,8,21,16,0,11,8,5,3,2,1,15,11,22,22,34,7,6,13,11,0,37,8,5,0,0,3,0,6,0,7,0,7,0,24,7,0,23,2,11,2,32,0,56,1,38,1,9,3,27,9,3,81,3,1,5,45,10,0,2,43,11,12,0,8,0,3,14,0,2,5,18,7,8,0,11,8,38,82,23,43,73,11,22,7,10,0,2,2,4,5,0,7,21,80,23,16,16,13,20,52,3,9,6,28,12,5,0
-17.500,17,0,8,30,14,14,0,0,2,7,21,7,15,7,0,7,2,1,1,17,2,0,10,10,4,0,2,1,0,9,7,4,0,3,0,4,0,11,16,0,0,1,0,10,2,10,2,6,0,18,4,4,2,14,6,35,22,0,15,6,5,0,9,6,22,12,3,22,41,8,7,8,6,0,34,15,7,0,0,5,5,1,0,18,0,8,0,19,0,0,19,2,16,10,25,0,33,1,20,2,7,6,17,8,9,74,0,9,3,29,8,0,0,29,6,10,0,5,0,3,13,0,9,6,27,13,17,0,11,9,29,40,31,35,88,8,18,5,21,0,3,4,3,0,0,28,19,69,19,17,26,13,22,57,1,7,8,25,13,1,0
-16.500,14,0,9,23,22,13,0,0,3,15,14,4,6,9,0,10,0,4,2,37,8,0,7,7,7,0,0,8,1,8,10,4,0,4,0,6,0,10,16,0,0,0,0,8,9,9,4,3,0,18,8,7,4,19,7,27,26,0,9,4,6,2,7,22,15,12,2,18,63,8,10,11,6,0,31,7,4,0,0,1,0,0,0,3,0,10,0,9,9,0,16,2,13,12,20,0,26,2,22,0,8,5,21,7,4,43,0,5,4,35,5,0,1,25,12,15,0,7,0,6,10,0,4,5,32,4,17,0,10,9,9,25,21,36,74,2,27,6,19,0,1,2,3,0,0,33,17,66,12,21,18,11,20,57,0,7,8,27,6,2,2
-15.500,20,0,6,22,17,20,0,0,1,5,13,5,15,5,0,8,0,3,0,32,7,0,11,12,10,0,1,0,0,8,9,5,0,3,0,11,0,14,15,0,0,0,0,7,2,10,5,5,0,17,6,4,1,17,5,20,31,0,15,10,7,3,4,11,17,12,1,23,44,4,5,7,6,15,32,11,10,5,0,5,0,3,0,12,0,10,0,12,2,0,23,2,13,9,15,0,23,1,31,0,8,3,9,8,3,8,4,3,2,31,8,0,2,24,12,17,0,6,0,1,8,0,9,5,22,14,13,0,6,10,11,13,24,39,65,8,24,4,19,0,2,5,1,0,0,26,11,46,11,12,13,17,15,39,2,7,5,23,17,5,1
-14.500,17,0,8,25,29,9,3,0,3,4,9,4,9,9,0,8,0,2,2,28,2,0,5,9,12,0,2,0,0,7,7,8,0,1,0,22,0,15,11,0,0,0,0,6,2,9,8,3,0,9,4,5,1,11,2,21,45,0,6,4,5,0,7,9,16,18,0,20,45,6,7,12,7,20,23,7,5,3,0,3,0,2,0,7,0,14,0,11,7,0,14,1,14,8,15,0,19,0,28,0,8,4,21,3,5,7,1,0,4,25,6,0,1,19,7,25,0,7,0,7,13,0,11,4,25,10,18,0,10,7,10,12,33,33,68,7,19,5,20,0,3,5,3,0,0,21,15,45,12,14,13,7,19,36,2,6,10,26,2,0,0
-13.500,29,0,8,21,14,8,2,0,0,15,7,6,22,16,0,11,0,4,4,25,5,0,7,9,5,0,2,8,0,7,9,9,0,6,0,19,0,18,11,0,0,0,0,6,6,14,3,3,0,11,8,7,2,15,5,15,39,0,9,8,6,0,4,9,14,19,0,19,51,13,10,13,5,44,25,9,7,0,0,3,0,2,0,4,0,16,0,6,6,0,11,0,11,17,13,5,14,0,31,2,3,3,11,6,5,11,1,1,7,26,6,0,1,19,6,17,0,8,0,7,9,0,5,5,28,10,19,0,9,10,6,20,35,41,62,6,44,5,2,0,1,5,1,0,0,22,11,41,14,20,10,17,21,18,1,7,4,35,9,3,0
-12.500,31,0,12,23,22,7,0,0,0,4,5,5,12,10,0,8,0,3,6,29,7,0,8,15,4,0,0,0,0,8,3,7,0,1,0,3,0,17,9,0,0,0,0,5,3,6,3,6,0,9,4,3,2,13,2,17,35,0,7,5,4,5,6,3,11,25,0,9,45,27,8,10,2,47,14,8,4,0,0,4,2,3,0,10,0,8,0,15,8,0,21,0,14,28,7,3,20,0,34,5,12,5,14,8,4,13,2,2,4,22,6,0,1,23,16,18,0,3,0,1,16,0,9,4,30,10,14,0,5,8,7,19,30,36,51,11,33,6,0,0,4,5,1,0,0,20,13,47,15,10,11,15,16,14,0,5,12,49,13,5,0
-11.500,6,0,17,23,16,6,3,0,0,3,7,3,21,13,0,8,9,4,8,36,4,0,6,10,2,0,2,2,0,8,14,5,0,4,0,2,0,19,0,0,0,0,0,5,3,8,4,2,0,8,10,9,1,14,3,15,37,0,11,5,7,0,4,4,8,23,0,7,27,16,7,16,4,51,12,14,7,0,0,2,0,1,0,7,0,6,0,10,11,0,13,0,13,8,12,0,12,0,34,15,5,1,13,10,4,14,3,10,4,22,5,0,2,20,1,10,0,8,0,1,7,0,8,6,32,22,16,0,11,8,8,22,40,42,54,4,19,5,0,0,4,8,2,0,0,22,7,37,14,10,8,9,18,9,2,5,7,39,4,0,0
-10.500,2,0,16,21,28,4,1,0,0,10,6,7,17,11,0,12,27,4,0,23,7,0,5,11,2,0,1,3,1,9,3,4,0,2,0,0,0,27,9,0,0,0,16,7,4,10,5,6,0,6,4,3,1,15,2,16,60,0,4,6,4,0,7,8,7,26,0,4,23,14,11,23,2,59,11,3,4,0,0,5,0,2,0,2,0,4,0,11,4,0,16,0,8,2,11,0,12,0,35,17,6,7,12,21,6,16,1,2,7,22,8,0,0,22,9,9,0,5,0,9,0,0,11,5,31,18,15,0,6,12,4,20,36,35,48,2,12,0,0,0,5,13,1,0,0,18,10,27,0,16,7,16,41,9,2,6,11,43,16,3,0
-9.500,5,0,12,20,36,0,3,0,0,4,5,4,22,18,0,2,18,3,6,40,7,0,8,17,0,0,1,3,1,0,4,0,0,4,0,0,0,21,0,0,0,0,13,6,3,14,3,4,0,6,7,10,4,15,3,12,40,0,6,6,7,0,4,5,5,33,0,6,24,15,12,11,3,80,10,9,9,4,0,3,0,3,0,10,0,3,0,11,3,0,19,0,13,4,7,0,10,0,27,22,4,2,17,43,5,13,1,1,1,24,3,0,0,29,7,17,0,7,0,6,4,0,10,6,34,6,20,0,5,7,7,26,39,38,70,0,6,0,0,0,8,9,0,0,0,20,11,28,0,10,7,12,41,8,1,3,9,41,5,4,0
-8.500,3,0,18,11,17,2,3,0,0,3,1,5,23,22,0,16,21,7,0,13,7,0,7,17,0,0,1,2,1,0,7,0,0,4,0,0,0,31,0,0,0,0,10,3,4,8,5,8,0,6,9,7,0,11,1,10,46,0,7,2,6,5,6,3,2,31,0,3,19,20,6,7,2,56,14,9,8,0,0,4,0,1,0,9,0,3,0,9,0,0,16,0,12,2,10,0,8,0,33,19,5,6,7,18,7,14,4,0,3,17,7,0,2,24,10,4,0,9,0,1,4,0,9,4,37,8,17,0,11,8,3,26,46,40,75,1,13,0,0,0,6,12,2,0,0,22,7,20,0,8,6,19,50,1,0,7,14,46,15,1,0
-7.500,2,0,16,14,13,2,1,0,0,1,3,5,28,19,0,10,22,5,6,30,10,0,5,27,0,0,1,2,2,0,16,0,0,3,0,0,0,41,1,0,0,0,8,11,4,10,4,6,0,6,4,9,1,20,2,11,28,0,8,9,7,0,7,8,7,24,0,4,24,11,11,4,2,37,12,7,4,0,0,4,0,3,0,2,0,3,0,18,0,0,16,0,15,8,6,7,15,0,27,22,3,1,14,17,2,11,3,1,3,20,4,0,1,28,7,8,0,5,0,6,0,0,9,7,29,10,20,0,5,10,4,18,46,46,54,1,4,0,0,0,6,8,1,0,0,23,16,19,0,0,4,18,55,3,3,6,15,38,6,3,0
-6.500,1,0,22,5,6,1,4,0,0,11,0,8,44,36,0,12,18,9,5,27,14,0,4,23,0,0,1,2,3,0,7,0,0,5,0,0,0,65,7,0,0,0,9,2,3,8,12,9,0,3,9,8,2,8,2,15,44,0,2,3,7,0,5,1,4,21,0,5,20,6,9,8,1,28,22,9,8,0,0,1,0,2,0,3,0,2,0,11,0,0,5,0,13,2,11,21,8,0,13,24,3,3,6,14,9,11,3,9,5,16,7,0,0,30,3,9,0,8,0,7,4,0,10,8,46,7,14,0,8,8,6,13,55,79,46,0,6,0,0,0,7,5,0,0,0,18,11,22,0,14,5,28,57,4,1,3,20,53,18,5,0
-5.500,0,0,28,11,5,1,1,0,0,4,0,5,77,34,0,16,26,5,1,23,8,0,7,32,0,0,2,3,6,0,2,0,0,3,0,0,0,68,0,0,0,0,6,3,0,12,12,11,0,11,6,21,3,16,3,9,38,0,6,8,9,0,7,4,2,20,0,10,19,4,7,2,0,10,12,7,7,0,0,0,0,0,0,12,0,0,0,16,0,0,8,0,11,3,2,43,10,0,18,25,2,4,11,19,4,13,2,2,3,17,5,0,1,30,10,4,0,4,1,2,3,0,12,4,39,7,18,0,12,7,3,22,71,38,55,0,7,0,0,0,8,6,2,0,0,18,10,14,1,8,5,37,50,3,1,4,10,58,15,1,0
-4.500,0,12,28,6,5,3,5,0,0,2,0,3,60,32,0,12,25,8,5,24,7,0,3,35,0,0,1,3,17,0,5,0,0,4,0,0,0,46,0,0,0,0,5,11,0,9,11,17,0,3,10,12,2,14,1,6,20,0,5,4,4,6,3,4,5,18,0,15,20,4,11,2,2,2,19,7,10,5,0,0,0,9,0,4,0,0,0,20,4,0,11,0,14,1,10,35,6,0,25,35,2,3,14,9,5,7,3,1,0,24,6,0,2,31,4,7,0,9,4,8,2,0,6,0,23,7,16,0,6,10,4,22,67,19,32,0,6,0,0,0,5,2,0,0,0,23,17,15,1,4,5,21,45,1,2,8,9,68,17,5,0
-3.500,0,12,10,9,7,1,4,0,0,2,0,8,5,27,0,21,22,10,1,14,8,0,2,38,0,0,4,1,20,0,4,0,0,5,0,0,0,47,0,0,4,0,3,2,0,8,12,29,0,4,7,8,3,24,1,15,24,0,8,4,10,0,8,3,8,20,0,9,15,4,6,2,2,9,7,9,8,10,0,0,0,7,0,2,0,0,0,14,12,0,6,0,32,6,10,23,10,12,7,41,2,3,11,11,4,13,4,1,2,15,6,0,0,29,7,7,0,7,4,7,2,0,11,0,29,8,21,2,11,12,4,19,73,11,22,0,1,0,0,0,9,3,0,0,0,24,15,14,5,10,3,28,43,3,5,1,10,63,28,3,0
-2.500,0,9,17,12,2,0,3,0,0,9,0,4,2,30,0,27,16,8,5,17,5,0,0,65,0,0,5,3,7,0,2,0,0,7,0,0,0,38,1,0,7,0,3,10,0,3,8,14,0,5,7,8,5,21,2,8,11,0,9,5,4,0,7,6,9,15,0,7,17,5,12,3,0,2,8,7,11,14,0,0,0,3,0,6,0,0,0,29,10,0,9,0,13,3,4,17,6,12,13,10,2,4,16,9,7,7,4,7,5,17,8,0,0,39,8,4,0,7,7,8,2,0,7,0,17,19,14,4,8,7,3,17,83,9,27,0,7,0,0,0,4,1,1,0,0,32,49,13,3,5,5,16,46,6,1,3,7,89,33,5,0
-1.500,0,9,6,8,5,2,4,0,0,4,0,6,1,31,0,41,8,8,3,9,6,0,1,58,0,0,7,2,7,0,4,0,0,6,0,0,0,31,4,0,10,0,8,4,0,2,11,14,0,7,7,8,7,21,3,6,7,0,3,4,8,0,5,4,2,19,0,7,17,2,7,3,0,2,5,7,8,13,0,10,0,8,0,10,0,0,0,22,9,0,4,0,12,2,8,12,7,11,12,6,2,2,11,11,3,7,4,4,3,17,5,0,1,35,12,3,0,5,10,33,4,0,8,0,17,20,23,3,8,7,2,15,110,7,22,0,6,0,0,0,7,0,1,0,0,46,55,13,6,7,3,21,36,0,2,6,8,99,51,7,0
-0.500,0,9,10,9,5,2,4,0,0,3,0,7,3,31,0,41,8,9,3,16,8,0,3,43,0,0,8,1,6,0,1,0,0,0,0,0,0,28,1,0,6,2,5,9,0,1,11,17,0,5,9,4,4,19,0,10,12,0,8,7,8,6,9,1,7,20,0,4,19,4,9,1,0,6,7,7,7,18,0,12,0,4,0,8,0,0,0,23,13,0,6,0,12,2,5,9,5,7,5,6,20,2,18,9,7,16,6,2,0,22,8,0,1,29,4,7,0,11,10,72,2,0,10,0,15,18,25,4,12,6,4,16,124,25,20,0,1,0,0,0,6,0,0,0,0,38,52,12,13,9,4,26,50,0,4,3,6,105,81,14,0
0.500,0,8,5,11,7,0,5,0,0,2,0,5,1,50,0,0,10,7,4,7,6,0,1,42,0,0,13,3,3,0,4,0,0,0,0,0,0,26,0,0,4,0,9,4,0,0,5,12,0,5,16,4,5,23,0,12,1,0,2,2,5,0,5,7,4,20,0,3,18,8,11,2,0,1,8,5,19,11,0,12,0,5,0,3,0,0,0,22,13,0,19,0,20,2,9,6,5,11,7,3,37,4,14,7,1,22,7,1,0,24,10,0,0,24,1,55,0,3,16,79,3,0,8,0,14,17,26,2,7,5,4,15,86,22,24,0,0,0,0,0,2,0,0,0,0,28,44,12,10,8,2,14,44,2,5,4,6,85,42,5,0
1.500,0,10,8,21,7,1,6,0,0,6,0,6,3,64,2,4,5,9,4,14,8,0,0,41,0,0,13,2,3,0,4,0,0,0,0,0,0,22,0,0,3,0,12,11,0,4,16,12,0,11,12,2,7,15,1,10,9,0,10,5,8,0,6,1,4,20,0,2,16,8,14,1,0,2,4,0,10,12,0,10,0,7,1,6,0,0,0,24,9,0,2,0,9,5,11,3,6,7,6,3,32,2,11,5,6,24,9,6,6,26,13,0,0,34,15,30,0,10,14,33,2,0,8,0,11,19,24,3,19,11,3,10,68,22,23,0,4,0,0,0,8,0,0,0,0,25,63,11,13,4,4,27,55,6,3,4,6,93,15,16,0
2.500,0,6,38,12,4,1,8,0,0,6,0,5,2,35,2,2,5,10,5,6,7,0,1,22,0,0,13,2,4,0,7,0,0,0,0,0,0,13,0,0,1,2,14,5,0,2,10,12,0,5,28,2,5,18,1,5,0,0,7,3,8,0,10,2,6,20,0,3,18,0,10,4,0,6,9,0,8,13,7,12,0,6,3,15,0,0,0,22,14,0,4,1,8,3,5,6,4,10,6,3,16,4,11,8,5,30,20,6,4,26,11,0,0,31,11,26,0,9,11,24,4,0,5,0,6,30,22,1,11,11,3,9,63,17,25,0,2,0,0,0,3,0,0,0,0,39,56,12,9,11,3,19,36,2,5,4,5,95,11,15,0
3.500,0,6,38,8,6,3,9,0,0,3,0,8,2,25,0,0,2,6,5,13,4,0,1,4,0,0,16,3,2,0,6,0,0,0,0,0,0,6,0,0,5,1,14,13,0,4,9,16,0,11,13,5,5,20,4,8,1,0,8,3,6,8,6,5,24,23,0,0,16,0,14,3,0,0,4,2,26,13,15,13,0,6,2,5,0,0,0,23,13,0,12,3,10,0,13,6,6,6,9,1,15,1,10,13,4,35,24,3,1,22,9,0,2,21,15,21,0,6,15,24,2,0,9,0,9,29,23,3,17,4,4,6,59,16,28,0,2,0,0,0,5,0,0,0,0,34,70,2,13,8,3,20,47,28,6,6,8,80,14,21,0
4.500,0,5,25,7,11,0,17,0,0,3,0,4,4,50,2,4,4,5,5,6,6,0,2,9,0,0,16,2,3,0,4,0,0,0,0,0,0,4,2,0,5,0,15,12,0,4,11,13,0,11,25,1,3,28,0,11,1,0,6,4,7,5,10,2,36,32,0,1,19,0,11,1,0,0,7,0,20,10,16,10,0,5,0,10,0,0,0,23,16,0,10,1,11,2,3,9,6,5,10,2,14,4,13,4,1,69,19,4,0,30,5,0,0,24,9,9,0,18,12,21,3,0,7,0,2,41,19,2,16,9,3,5,58,30,33,0,3,0,0,0,6,0,0,0,0,48,74,0,14,5,2,28,36,19,8,3,6,75,9,34,0
5.500,0,5,22,6,6,0,29,0,0,2,8,8,2,57,3,2,2,10,5,10,6,0,0,2,0,0,16,2,2,0,2,0,0,0,0,0,0,8,2,0,6,2,18,22,0,4,10,17,0,9,18,2,8,12,0,7,1,0,6,6,5,5,8,6,27,32,0,2,18,0,9,4,0,1,7,0,29,16,15,12,0,6,3,15,0,0,0,30,17,0,11,4,16,3,27,4,7,6,4,0,11,2,5,6,8,22,16,7,2,22,12,0,0,26,16,1,0,11,12,16,2,0,7,0,3,43,24,3,17,9,3,2,45,28,43,3,2,0,0,0,3,0,0,0,0,95,100,0,15,17,5,24,34,15,2,12,6,71,7,28,0
6.500,0,3,24,6,10,1,21,0,0,8,12,6,4,40,3,0,3,7,5,7,8,0,1,7,0,0,20,4,2,0,1,0,0,0,0,0,0,3,0,0,5,1,12,15,0,5,10,25,2,12,33,5,7,16,0,8,2,0,5,4,9,13,11,2,36,27,0,0,18,0,7,3,0,6,3,0,58,13,11,9,0,7,11,19,0,0,0,27,16,0,17,4,10,4,39,7,6,7,6,0,6,2,16,6,4,13,20,4,7,25,10,0,0,19,13,12,0,12,16,8,4,0,6,0,1,25,25,1,16,7,4,2,32,16,44,0,3,0,0,0,5,0,0,0,0,98,59,0,40,4,2,23,41,19,13,1,8,78,15,11,0
7.500,0,2,11,8,11,2,17,0,0,6,7,4,3,2,6,4,4,5,6,8,5,0,0,4,0,0,18,1,2,0,2,0,0,0,0,0,0,4,0,0,6,0,12,8,0,4,9,15,0,5,55,0,5,12,0,4,2,0,10,8,9,16,8,3,50,21,0,0,11,0,8,2,0,0,6,0,40,20,9,14,0,5,12,8,0,0,0,29,22,0,17,5,11,0,46,13,4,5,4,0,10,2,6,10,1,10,16,7,1,34,9,0,1,23,22,1,0,15,13,12,2,0,10,0,6,24,19,2,17,11,3,3,28,7,28,3,3,0,0,0,5,0,0,0,0,29,43,0,12,12,3,36,41,20,4,12,6,40,6,6,0
8.500,0,4,20,6,17,2,16,0,0,3,8,8,6,0,9,2,2,4,5,11,0,0,2,6,0,0,23,4,2,0,0,0,0,0,2,0,0,5,0,0,4,3,10,7,0,9,13,11,3,3,34,8,5,18,2,14,5,0,12,8,6,26,11,4,68,18,0,0,12,0,6,4,0,0,5,1,39,29,9,10,0,8,28,6,0,0,0,31,37,0,23,6,9,3,31,5,6,4,6,0,9,0,13,9,7,9,20,8,1,34,19,0,2,23,22,7,0,9,18,9,3,0,8,2,1,17,25,3,15,9,2,3,20,10,36,2,3,0,0,0,4,0,0,0,0,15,41,0,6,13,3,37,35,12,13,4,8,44,5,7,0
9.500,0,3,16,5,24,1,14,0,0,3,12,5,3,0,7,2,6,9,4,8,2,0,1,5,0,0,16,4,3,0,0,0,0,0,0,0,0,4,0,3,7,1,13,2,0,7,5,8,0,2,34,17,7,30,3,13,0,0,7,9,8,62,17,4,47,17,0,0,4,0,8,2,0,0,6,0,41,23,6,14,0,7,29,11,0,0,0,43,31,0,24,11,13,2,29,17,10,8,10,0,7,1,7,8,6,6,16,7,0,38,33,0,0,24,40,8,0,11,27,11,2,0,9,1,2,29,23,1,18,9,5,3,22,5,21,1,5,0,0,0,6,0,0,0,0,12,23,0,6,16,4,41,49,16,16,9,10,33,12,3,0
10.500,0,3,15,6,44,0,14,0,0,4,15,5,7,0,2,2,1,7,3,5,3,0,1,4,0,0,26,6,0,0,0,0,0,0,0,0,0,4,0,6,4,3,9,4,0,9,6,10,3,1,25,17,8,16,0,4,0,0,11,10,8,5,13,7,36,16,0,0,8,0,4,5,0,5,3,1,29,29,10,12,0,8,22,11,4,0,0,41,23,0,43,7,16,3,25,16,7,4,7,0,9,0,11,5,1,6,17,9,7,45,18,0,0,32,16,4,0,15,24,6,3,0,10,0,2,15,34,5,16,11,3,7,13,4,24,2,3,0,0,15,4,0,0,4,0,19,10,0,4,14,4,55,39,26,21,4,11,41,7,4,0
11.500,2,4,20,4,32,2,13,0,0,8,9,8,9,0,5,4,4,4,4,8,4,0,1,8,0,0,27,9,1,0,13,0,0,0,0,0,0,5,4,4,24,3,10,2,0,12,10,7,0,0,27,13,9,10,0,7,0,0,6,9,8,1,26,5,40,14,0,0,12,0,4,4,0,0,4,0,23,20,7,15,0,6,29,8,4,0,0,73,18,0,37,11,10,7,25,21,9,7,4,0,6,1,12,9,2,4,29,15,3,46,3,0,2,13,16,7,6,15,22,11,1,0,12,5,2,31,27,0,15,10,6,2,3,4,21,1,5,0,0,20,7,0,0,4,0,5,7,0,7,17,3,58,42,8,36,12,41,25,9,5,3
12.500,0,1,11,6,16,3,14,0,0,7,6,5,9,0,4,3,4,1,5,5,0,0,1,10,0,0,36,11,1,0,17,0,0,0,3,0,0,1,2,7,15,6,14,2,0,8,7,5,3,0,24,15,10,21,0,13,1,0,10,8,6,11,36,6,34,13,0,0,8,0,5,3,0,3,0,4,17,24,8,17,0,13,32,4,6,0,0,67,16,0,31,11,17,3,23,36,11,5,4,0,8,1,11,15,9,7,31,17,1,52,3,0,0,0,16,7,5,11,20,9,0,0,13,1,6,25,30,0,14,12,2,4,4,5,22,1,7,0,0,22,4,0,0,7,0,9,9,0,3,15,6,58,60,3,38,4,38,12,5,1,8
