Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161
13.500,2,5,15,6,14,0,12,0,0,7,3,5,8,0,4,3,3,9,3,5,2,0,0,7,0,0,40,15,1,0,15,4,0,0,1,3,10,5,4,9,11,5,10,0,0,11,4,5,1,0,21,19,11,26,0,11,2,0,14,2,9,4,44,5,48,5,0,0,10,0,4,4,0,0,0,1,21,15,10,15,2,9,20,8,10,0,0,45,14,0,29,13,21,4,12,32,12,4,10,0,7,0,14,5,2,2,36,27,1,63,2,0,1,2,12,5,3,12,21,8,0,0,20,10,1,29,25,6,16,15,7,6,4,2,20,3,6,0,0,20,6,0,0,7,0,11,7,0,4,19,3,70,43,0,24,11,48,21,11,5,10
14.500,6,3,19,5,21,1,11,0,0,2,0,25,9,0,4,1,2,2,11,7,5,0,5,13,0,0,27,18,2,0,16,11,0,0,1,1,58,6,2,8,11,2,14,0,0,13,11,6,3,0,28,43,9,15,5,9,1,0,11,1,10,10,30,10,40,3,0,0,10,0,5,8,0,2,0,1,13,21,9,17,0,11,18,14,38,0,0,56,11,0,19,12,5,4,10,25,16,6,7,0,6,1,14,6,2,9,30,48,6,23,4,0,1,1,13,10,7,12,22,12,0,0,19,12,3,28,28,0,13,14,10,12,1,1,21,1,12,0,0,22,4,0,0,9,0,4,7,11,7,18,4,94,47,0,10,9,45,10,7,0,11
15.500,5,1,29,5,15,2,12,0,0,1,0,13,6,0,4,5,6,6,12,6,1,0,0,11,2,0,23,12,1,0,12,14,0,0,3,0,32,1,5,13,9,2,10,0,0,15,6,5,1,0,29,29,10,20,0,8,5,0,10,1,11,10,27,4,39,2,0,0,14,0,4,4,16,3,0,0,9,18,11,31,0,8,20,12,39,0,0,47,9,0,29,17,7,8,9,30,26,6,4,0,8,0,13,19,9,10,26,49,3,18,2,0,1,0,10,8,4,14,21,10,0,0,21,11,2,41,37,0,0,24,0,9,6,4,22,2,8,0,0,18,8,0,0,11,0,5,6,26,5,19,6,84,47,0,13,19,24,23,6,1,11
16.500,5,5,16,6,10,3,11,0,0,23,0,14,3,0,3,3,4,24,26,4,4,0,1,9,0,0,17,8,1,0,12,23,0,0,1,31,31,3,7,12,8,2,9,0,0,25,10,3,3,0,17,26,9,29,0,18,0,0,10,1,7,13,21,10,27,1,0,0,14,0,5,10,19,7,0,3,10,18,5,39,0,6,19,11,26,0,0,46,8,0,23,18,2,6,11,33,19,7,9,0,6,2,17,11,2,10,35,13,3,11,2,0,1,1,16,9,7,11,18,13,0,0,22,12,4,39,42,6,0,33,0,8,2,1,21,3,6,0,0,15,7,0,0,9,0,3,5,40,12,27,6,95,38,2,26,11,22,13,9,4,13
17.500,7,2,25,4,22,1,12,0,0,10,0,15,6,0,4,1,2,20,31,4,5,0,2,8,0,0,18,10,1,0,11,8,0,0,1,20,21,8,8,24,10,2,16,0,0,14,11,5,0,0,23,31,10,46,3,6,1,0,18,1,10,16,25,6,15,0,0,0,8,0,4,8,16,3,0,1,5,12,12,40,0,8,24,21,24,0,0,54,8,0,25,21,4,7,8,27,22,7,13,0,9,1,18,10,9,18,29,9,4,12,3,0,0,1,14,15,5,10,7,9,0,0,21,12,4,59,35,0,0,38,0,5,4,0,24,1,7,0,0,16,6,0,0,11,0,7,6,34,16,22,6,72,40,3,18,12,21,16,16,5,14
18.500,8,2,10,7,11,1,10,0,0,8,0,14,6,3,7,4,6,17,25,10,1,0,7,6,4,0,10,9,4,0,3,7,0,0,4,24,26,3,6,18,8,2,18,0,0,3,8,4,2,0,21,38,10,31,2,14,1,0,13,0,14,19,17,11,12,2,0,0,16,0,5,6,18,6,0,3,4,14,13,49,2,7,28,29,22,0,0,36,10,0,31,33,6,13,8,43,31,4,19,0,9,0,20,19,1,17,30,7,4,21,3,0,3,2,21,13,5,10,8,15,0,0,25,10,2,40,28,2,0,40,0,5,5,0,22,4,8,0,0,15,13,0,0,9,0,1,5,23,19,22,25,65,43,0,16,12,12,13,11,12,15
19.500,4,5,14,5,19,4,13,0,0,11,0,13,7,8,1,6,26,8,34,5,4,0,6,6,0,0,9,12,3,0,7,5,0,0,1,19,27,2,8,22,12,1,23,0,0,6,8,2,0,0,16,36,10,29,6,21,1,4,20,0,6,33,21,7,13,2,0,0,7,0,9,8,19,7,0,4,1,13,9,53,1,8,25,22,23,0,0,38,6,0,29,19,11,9,13,42,27,4,4,0,15,3,19,14,2,12,32,2,6,19,3,0,0,0,12,18,7,15,8,16,0,0,21,10,3,16,29,5,0,43,0,1,4,0,27,1,5,0,0,14,7,0,0,11,0,1,5,27,21,29,28,57,42,0,16,22,16,17,10,12,14
20.500,14,1,15,6,21,1,10,0,0,22,0,7,10,11,4,3,22,12,31,4,4,0,6,3,3,0,8,8,1,0,4,5,0,0,5,19,20,9,6,11,12,2,31,5,0,6,16,3,0,0,14,31,9,18,6,16,1,16,27,0,12,33,17,17,25,1,0,0,7,0,2,8,16,8,0,2,1,12,10,44,1,4,33,29,21,0,0,40,10,0,45,1,6,20,7,43,33,10,4,0,10,1,19,17,8,31,35,1,11,27,3,0,1,2,14,21,5,10,9,12,0,0,29,10,5,16,38,0,0,49,0,1,6,0,25,4,7,0,0,17,10,0,0,10,0,0,3,26,6,23,44,62,39,3,8,18,11,11,11,15,14
21.500,10,5,17,6,13,1,14,0,0,7,0,12,6,13,6,4,25,8,42,3,2,0,9,7,3,0,7,11,4,0,5,3,0,2,2,12,22,1,7,14,16,0,13,8,0,6,13,4,0,0,14,39,11,27,2,8,20,25,38,0,12,38,19,12,16,2,0,0,15,0,9,11,20,12,0,3,3,14,13,49,1,8,34,36,25,0,0,36,11,0,55,0,4,25,10,29,41,4,3,0,11,2,22,28,1,22,40,0,4,22,1,0,3,0,11,25,5,12,6,17,0,0,31,10,4,19,28,6,0,47,0,0,3,0,25,2,6,0,0,19,13,0,0,9,0,3,3,21,7,28,42,52,41,3,0,22,9,12,15,13,16
22.500,14,3,26,5,21,6,7,0,0,11,0,11,12,18,5,5,27,7,44,7,6,1,17,2,4,0,6,7,7,0,2,8,0,0,4,14,27,5,9,15,14,3,8,1,0,4,12,1,14,0,19,39,12,20,4,16,19,20,73,0,8,39,16,15,11,3,0,0,7,0,6,11,21,9,0,8,2,9,13,37,2,6,49,33,20,0,0,39,8,0,37,0,5,49,11,32,42,9,5,0,14,3,27,24,9,18,41,4,8,27,3,0,1,2,9,19,9,12,10,19,0,0,21,12,6,13,39,1,1,36,3,0,9,0,34,2,7,0,0,21,9,0,0,18,0,0,7,27,6,21,61,69,38,0,0,13,8,15,7,8,15
23.500,11,4,19,6,30,1,14,0,0,8,0,8,5,16,3,5,32,7,56,6,5,6,6,4,4,0,5,18,2,0,2,0,0,0,3,15,25,8,6,6,16,0,5,0,0,6,19,3,16,0,23,33,13,31,8,14,15,15,107,0,9,61,17,18,6,2,0,0,8,0,9,11,18,15,0,5,1,14,18,40,2,11,58,46,28,0,0,40,13,0,16,0,3,24,9,37,50,7,5,0,14,3,26,26,1,17,61,1,8,29,3,0,3,2,11,13,7,13,7,19,0,0,23,11,3,18,34,5,0,28,0,0,8,0,22,4,8,0,0,23,16,0,0,17,0,0,0,26,6,15,89,72,33,2,0,27,8,10,15,10,18
24.500,22,5,28,8,36,1,8,0,0,19,0,6,14,21,3,8,27,10,90,5,7,9,18,6,4,0,5,11,6,0,2,8,0,0,5,15,28,2,5,15,14,0,4,0,0,10,19,0,13,0,30,41,11,22,5,16,13,12,85,0,16,63,15,21,3,4,0,0,20,0,9,12,26,17,0,6,3,14,21,43,2,3,68,64,27,0,0,40,12,0,21,4,2,20,13,43,49,7,6,2,15,4,27,26,7,12,56,1,12,37,3,0,1,0,8,13,10,12,9,19,0,0,13,14,7,20,38,5,4,21,4,0,5,4,22,1,4,0,0,23,10,0,0,9,0,0,7,18,6,10,57,69,43,8,0,36,6,11,11,8,17
25.500,10,2,22,9,18,6,17,0,0,8,0,15,7,22,8,14,43,4,83,4,4,16,14,2,5,0,5,24,8,0,1,0,0,3,4,20,34,10,19,3,15,0,4,0,0,7,16,0,11,0,24,36,10,30,8,24,14,7,57,0,7,52,22,24,0,2,0,0,10,0,16,14,23,19,0,8,1,8,27,39,3,7,56,100,25,0,0,12,21,0,13,10,0,15,12,45,33,14,9,0,18,4,46,21,3,17,99,3,12,13,3,0,4,2,8,12,13,15,10,20,0,0,12,15,4,21,42,21,3,20,5,3,11,2,22,2,10,0,0,39,17,0,0,11,0,0,6,12,5,8,35,53,38,2,0,67,7,11,29,8,14
26.500,21,7,35,9,14,0,12,0,0,11,0,5,12,22,7,20,36,6,97,8,9,18,17,5,7,0,5,21,6,0,0,7,0,1,6,30,27,4,37,15,19,0,2,0,0,18,30,0,14,0,33,50,10,36,9,15,14,7,42,0,9,41,17,32,1,5,0,0,8,0,20,16,30,24,0,8,3,11,13,48,4,8,50,90,29,0,0,28,13,0,20,13,0,14,15,46,37,15,12,3,26,1,76,31,9,13,15,2,10,0,3,0,1,1,8,7,12,13,10,21,0,0,9,43,10,20,50,33,7,15,8,0,9,6,20,0,10,0,0,45,14,0,0,6,0,0,4,7,5,7,30,68,38,7,0,67,6,11,35,7,21
27.500,31,3,25,1,11,8,9,0,0,12,28,6,13,19,20,28,34,9,92,10,27,23,14,5,8,0,3,17,17,0,0,1,0,0,4,22,24,12,39,2,22,0,0,0,0,16,30,0,17,0,29,12,10,36,10,23,11,7,43,0,17,33,43,45,2,5,0,0,16,0,14,15,38,24,0,9,2,10,8,57,5,4,60,101,59,0,0,21,11,0,20,17,0,12,17,54,38,13,18,1,13,3,75,37,42,12,19,2,17,0,4,0,4,1,9,9,8,13,8,13,0,0,10,39,5,22,64,51,8,16,15,0,12,6,16,2,7,0,0,18,13,0,6,6,0,0,3,6,6,3,29,74,37,9,0,42,5,9,37,11,20
28.500,18,6,25,3,13,0,18,0,0,13,3,9,14,16,37,29,54,6,85,9,32,30,16,2,12,0,2,29,8,0,0,6,0,3,7,17,28,3,54,16,28,0,0,0,0,17,88,0,17,0,29,8,6,36,9,25,17,7,33,0,6,30,100,44,0,4,0,0,15,0,9,17,47,25,0,9,1,7,6,62,5,6,69,79,57,0,0,30,12,0,20,15,0,6,17,64,37,15,11,4,25,2,52,32,72,19,14,5,15,0,4,0,5,2,7,10,16,18,11,14,0,0,8,40,11,27,61,143,10,11,14,0,13,6,23,0,12,0,0,15,14,0,8,8,0,0,2,7,2,3,26,81,41,11,0,26,7,5,43,10,28
29.500,22,4,41,2,8,9,13,0,0,12,0,6,18,12,30,54,50,10,86,14,33,35,21,3,14,0,2,21,14,0,0,1,0,1,20,17,22,17,68,1,33,0,0,0,0,0,77,3,36,0,41,13,8,31,11,28,13,0,0,0,20,24,18,52,1,7,0,0,24,0,7,17,31,35,0,12,0,10,4,80,4,11,39,77,61,0,0,18,12,0,20,54,0,11,22,56,29,18,7,1,8,1,36,20,44,15,14,3,18,0,2,0,8,0,9,10,18,18,10,6,2,14,12,42,8,40,47,125,14,12,10,0,13,2,16,0,10,0,0,10,20,0,9,7,0,0,2,4,9,5,22,73,46,20,0,34,5,7,48,11,18
30.500,26,8,31,1,7,0,18,4,0,16,0,32,13,9,42,33,51,10,94,13,43,49,23,5,47,0,0,29,26,0,0,6,0,2,20,14,25,13,48,14,26,0,0,12,0,0,58,0,36,28,39,11,8,38,10,37,14,8,0,3,8,20,20,41,5,7,1,0,12,0,5,17,32,33,0,15,4,9,3,108,5,7,10,59,55,0,0,37,10,0,14,25,0,5,30,61,32,20,7,6,28,2,40,24,37,16,15,5,20,0,6,0,8,0,9,6,16,19,7,7,4,59,8,53,11,60,48,80,22,7,13,0,14,2,18,0,12,0,0,16,17,0,10,6,3,0,1,7,4,3,24,83,46,19,0,32,6,7,68,20,21
31.500,37,6,26,2,7,5,20,2,0,19,0,51,20,2,66,2,75,21,112,10,34,63,19,2,127,0,0,30,29,0,0,2,0,2,34,16,33,12,47,1,29,0,0,14,0,0,42,3,49,23,41,16,6,44,14,44,17,1,0,6,18,17,18,43,1,5,2,0,24,0,7,17,17,39,0,16,2,6,2,88,2,4,10,14,54,0,0,24,8,23,10,11,0,9,27,62,28,46,7,6,7,19,36,26,34,24,17,3,27,0,10,0,17,0,11,13,24,16,18,6,5,35,8,44,11,64,42,45,33,8,16,3,16,2,17,0,15,0,0,12,15,17,11,5,3,0,1,5,3,1,24,55,56,16,0,34,5,6,55,12,19
32.500,44,10,24,5,9,4,39,1,0,16,0,37,20,0,44,0,82,21,109,4,35,44,27,4,68,0,0,57,14,0,0,6,0,6,109,11,37,14,45,25,20,0,0,11,0,0,53,1,89,18,52,12,8,33,13,16,14,7,0,7,20,13,20,42,5,14,8,0,24,0,3,17,24,32,0,0,0,10,5,45,3,9,9,11,46,3,3,33,10,24,14,10,0,5,26,65,21,61,4,5,27,44,48,45,32,31,26,6,31,0,7,0,60,0,10,6,25,26,12,3,4,15,4,38,16,80,52,12,64,2,9,5,17,5,24,0,16,0,0,15,14,25,7,4,9,1,5,4,7,3,17,55,52,4,0,33,6,4,51,1,21
33.500,42,23,20,3,11,5,67,0,0,23,0,35,24,0,36,0,113,17,96,10,53,36,29,4,40,0,0,89,7,0,0,5,0,5,61,12,47,12,59,24,21,0,0,8,0,0,45,4,162,15,57,27,8,43,6,46,12,1,0,12,21,14,23,32,4,8,11,0,27,0,6,18,13,42,0,0,4,18,18,39,2,11,8,10,45,1,0,36,8,37,12,5,0,7,19,86,22,66,4,13,10,14,32,21,25,59,17,4,28,0,7,0,55,0,10,10,44,22,23,4,7,8,5,38,13,93,43,10,57,0,6,4,12,5,16,0,30,0,0,13,18,42,18,7,3,0,3,8,4,3,33,44,75,0,0,32,7,4,57,0,22
34.500,49,20,22,6,13,4,69,5,0,50,0,29,31,0,52,0,92,11,86,5,29,29,35,3,11,0,0,73,10,0,0,2,4,5,47,9,74,15,90,36,26,7,0,11,0,0,45,4,173,13,44,31,4,53,5,34,8,4,0,35,19,10,25,42,7,8,18,0,27,0,2,20,22,41,0,0,3,20,17,34,9,9,8,4,32,1,0,33,10,28,12,7,0,4,18,73,23,111,4,13,25,7,30,6,29,19,13,8,22,0,7,0,52,0,18,11,43,37,23,2,6,4,7,43,22,131,52,17,88,0,5,1,21,4,19,0,20,0,0,15,19,25,25,3,11,0,8,4,6,0,25,65,74,0,0,34,5,2,53,0,27
35.500,50,28,24,4,9,6,86,2,0,69,0,7,25,0,46,0,73,12,73,6,32,29,42,2,6,0,0,82,10,0,18,7,7,9,36,7,60,18,78,21,33,35,0,9,0,0,24,17,33,15,42,43,7,51,3,48,6,1,0,70,28,7,34,26,7,14,37,0,39,0,7,16,13,35,0,0,0,26,25,35,6,8,8,5,29,9,0,15,7,27,10,2,0,7,16,35,19,78,5,74,12,4,29,3,23,13,7,7,27,0,11,0,64,0,27,11,39,25,24,1,6,9,8,32,13,146,52,10,184,0,3,3,10,8,19,0,34,0,0,9,21,27,27,4,3,0,3,6,6,1,29,58,52,0,0,40,8,4,59,0,28
36.500,45,32,19,9,17,3,103,4,0,42,0,5,33,0,83,0,59,8,37,8,28,28,53,2,0,0,0,88,7,0,29,6,23,30,38,10,65,19,24,29,31,18,0,9,0,0,23,6,21,5,35,66,8,78,7,47,7,5,0,95,42,2,48,36,9,12,61,0,45,0,7,20,18,33,0,0,5,41,27,31,17,17,10,6,27,3,2,13,10,27,12,2,0,3,17,24,16,79,4,70,24,4,26,1,32,15,9,9,18,0,22,0,45,0,16,9,41,14,30,2,8,6,2,47,5,94,53,8,30,0,4,12,23,4,25,0,44,0,0,22,18,34,29,2,7,0,9,6,5,1,34,57,65,0,0,29,7,1,74,0,33
37.500,56,26,24,5,21,6,105,5,0,42,0,8,19,0,206,0,45,10,32,4,31,30,79,4,0,0,0,92,11,0,39,7,4,15,37,5,34,22,14,25,34,15,0,6,5,0,13,6,27,15,32,94,6,75,8,57,3,6,0,70,71,4,53,25,14,18,48,0,7,0,7,20,12,31,0,0,2,70,23,25,14,17,0,2,24,11,3,11,9,37,12,0,0,6,13,28,18,111,3,53,15,2,23,0,26,17,4,8,24,0,10,0,32,0,10,21,58,4,31,1,7,7,3,49,6,81,60,15,19,0,0,29,13,12,18,0,58,0,0,16,20,37,40,3,7,0,9,5,3,1,32,49,64,1,0,24,8,3,76,0,40
38.500,63,28,20,5,22,2,91,9,0,43,0,3,18,0,123,0,31,8,25,6,28,28,65,4,0,0,0,90,11,0,42,8,0,14,50,8,29,19,7,20,30,9,0,8,22,0,23,10,24,6,40,101,5,71,7,40,4,4,0,61,87,6,42,27,23,38,40,0,3,2,11,19,16,30,0,0,0,204,6,22,32,13,11,4,21,8,0,20,8,59,10,0,0,8,16,24,14,94,3,50,25,2,29,0,32,7,7,10,25,0,11,0,28,0,7,58,67,2,35,0,9,7,7,42,3,80,56,20,24,0,4,23,20,9,26,0,66,0,0,25,22,62,45,2,6,0,10,8,9,1,37,47,67,1,0,48,9,2,91,0,47
39.500,62,28,26,7,23,8,75,9,0,89,2,8,11,0,96,0,23,13,18,6,27,19,46,4,0,0,0,100,12,0,41,10,0,12,52,8,23,12,12,27,37,7,0,5,24,0,37,12,43,13,25,42,8,79,10,37,8,7,0,21,67,8,57,28,26,6,49,0,10,2,14,18,17,37,0,0,7,71,10,23,32,15,5,1,20,15,0,14,10,74,15,0,0,10,15,13,19,100,5,48,19,3,22,0,28,18,5,11,18,0,10,0,27,2,1,5,187,5,37,1,9,11,4,35,4,76,49,20,22,0,0,21,18,14,20,0,36,0,0,24,19,37,51,0,9,0,13,5,9,2,29,37,68,2,0,26,8,3,31,0,58
40.500,78,29,19,9,32,2,69,15,0,99,0,10,20,0,88,0,27,10,11,6,25,6,48,3,0,0,0,91,14,0,45,10,0,11,46,10,25,11,9,24,47,6,0,9,27,0,45,7,48,5,39,51,4,114,8,37,6,10,0,15,49,9,72,20,20,36,40,4,51,3,14,22,14,41,0,0,2,36,21,14,33,23,4,1,21,14,7,19,10,124,10,0,0,10,12,14,10,78,3,51,26,0,34,0,41,14,2,11,36,0,14,0,30,1,3,14,175,3,33,0,10,10,3,38,3,81,37,18,13,0,3,30,9,12,7,0,20,0,0,31,13,47,51,0,4,0,18,8,6,0,39,11,85,1,0,21,11,6,2,0,75
41.500,76,26,32,6,26,7,71,56,0,68,0,7,26,0,72,0,23,13,10,6,24,0,37,3,0,0,0,105,15,0,45,10,0,21,48,12,24,10,11,20,33,7,0,8,31,0,39,3,70,4,34,55,7,50,6,41,8,10,0,11,36,12,87,28,23,47,43,7,21,5,25,19,11,44,0,0,6,23,42,20,32,18,6,6,18,18,3,21,9,109,15,0,0,0,12,11,16,87,5,41,22,0,29,0,60,11,4,20,43,0,15,0,29,3,1,2,82,8,30,0,10,13,18,42,4,102,39,16,0,0,0,33,16,19,15,0,10,1,0,39,9,42,55,0,10,0,21,4,15,0,33,14,76,3,0,10,17,8,0,0,21
42.500,86,30,21,6,14,2,65,115,0,61,3,16,39,0,72,0,16,14,12,5,19,0,32,4,0,0,0,80,24,0,49,21,0,12,42,13,22,8,7,34,27,4,0,3,32,0,32,3,106,16,39,74,7,35,5,46,10,13,0,6,32,12,68,27,15,42,45,20,16,7,8,18,18,33,0,0,11,13,46,9,40,21,6,7,22,17,8,24,12,104,14,0,0,1,12,8,11,99,1,40,35,0,36,0,63,14,2,21,36,0,11,0,30,1,1,6,71,9,23,0,13,15,19,39,6,85,29,13,0,0,3,45,8,25,19,0,2,1,0,48,7,48,53,1,6,0,18,8,11,0,32,18,68,2,0,6,17,12,0,0,5
43.500,68,24,15,9,11,7,58,59,0,51,0,13,30,0,98,0,19,18,9,4,18,0,32,3,0,0,0,65,15,0,63,22,0,6,28,14,24,5,10,19,28,6,0,11,28,0,30,0,161,2,50,22,25,39,6,93,9,20,0,8,29,10,78,24,16,48,52,48,14,8,2,25,12,35,0,0,10,6,47,12,74,27,3,11,20,34,20,0,21,71,11,0,0,24,14,6,16,90,3,38,29,0,29,0,52,11,1,9,36,4,19,0,32,3,0,14,54,13,20,0,11,17,18,48,4,102,40,23,0,0,0,44,11,38,27,0,0,4,0,48,12,52,58,14,6,0,26,5,11,0,36,22,74,3,0,2,13,42,3,0,9
44.500,52,33,11,6,13,3,65,59,0,36,4,16,16,0,70,0,21,13,9,6,17,0,28,4,0,0,0,64,12,0,65,33,2,4,35,16,22,8,9,25,23,4,0,5,26,0,26,2,111,14,32,15,37,35,3,61,13,21,0,5,27,10,55,27,9,66,56,26,15,10,2,16,14,32,0,0,2,15,45,17,66,25,6,41,14,45,26,0,55,50,12,0,0,43,9,19,12,79,5,35,39,0,39,0,39,15,3,13,35,0,12,0,28,2,0,5,190,26,19,0,15,23,17,49,12,120,53,17,0,0,3,39,9,25,49,0,0,5,0,56,7,49,60,45,10,0,20,8,13,0,38,125,79,0,0,3,7,34,1,0,11
45.500,38,22,14,3,11,6,61,39,0,23,0,12,16,0,78,0,30,13,8,3,21,0,27,1,0,0,0,64,13,0,73,96,3,6,42,11,23,12,10,31,23,6,0,8,25,0,24,0,58,5,30,8,42,40,8,45,22,28,0,2,24,10,39,40,13,47,4,5,16,17,2,28,16,34,0,0,0,12,55,14,44,26,4,92,17,49,65,0,78,40,10,0,0,18,13,3,10,88,2,31,39,0,44,0,23,10,1,5,31,0,12,0,28,4,0,4,109,58,20,0,20,18,16,54,15,109,58,0,0,0,2,32,11,18,46,0,0,1,0,69,9,73,80,21,5,0,25,8,5,0,28,25,101,3,0,2,8,14,0,0,15
46.500,43,36,20,7,12,3,54,34,0,40,4,28,11,0,73,0,28,8,11,8,16,0,18,6,0,0,0,53,9,0,77,88,7,5,41,13,22,11,13,20,25,7,0,8,31,0,22,0,34,8,18,12,57,35,5,42,48,32,0,3,27,8,47,50,10,30,3,0,13,0,2,14,10,30,0,0,0,11,41,21,37,42,5,56,15,53,41,0,71,42,12,0,10,13,11,15,14,86,3,23,65,0,43,0,0,12,1,9,25,0,14,0,26,2,0,12,78,31,1,0,18,22,25,63,22,93,109,0,0,0,7,30,9,15,45,0,0,8,0,88,10,48,71,17,12,0,26,8,8,0,29,2,81,4,2,1,11,2,0,0,30
47.500,43,41,22,6,10,5,53,30,0,33,0,22,9,0,83,0,38,12,5,1,32,0,21,5,0,1,0,55,8,0,91,19,5,16,43,13,19,18,7,26,20,47,1,12,28,0,22,0,28,9,19,4,75,31,8,36,82,21,0,1,25,8,34,15,10,21,7,0,16,0,3,25,12,41,0,0,0,12,36,12,27,37,4,28,11,46,35,0,77,26,9,0,10,10,12,11,12,71,4,16,57,0,38,0,0,12,1,4,26,0,10,0,17,4,0,9,56,26,1,0,18,22,39,60,41,88,70,0,0,0,8,20,10,22,4,0,0,6,0,87,9,48,53,18,3,2,22,8,12,0,34,2,46,2,61,1,2,3,4,0,44
48.500,30,70,17,12,11,4,49,23,0,34,5,31,10,0,54,0,49,13,11,5,41,0,16,1,0,2,0,51,11,0,77,11,2,20,46,12,19,17,11,34,25,38,4,5,37,0,19,0,31,6,11,6,72,30,5,41,0,30,3,1,23,6,37,9,7,19,8,0,11,0,3,8,5,54,0,0,0,13,35,6,23,53,6,24,13,23,45,0,87,48,10,0,9,7,14,7,12,68,2,14,34,0,34,4,0,15,1,9,23,0,14,0,12,7,0,4,62,26,3,0,22,15,45,62,51,86,43,0,0,0,14,16,8,21,0,0,0,9,0,5,13,45,48,23,9,1,29,9,4,0,27,3,35,2,18,0,8,0,0,0,29
49.500,9,95,59,13,10,1,48,20,0,27,2,32,6,0,42,0,50,9,5,3,20,0,17,2,0,1,2,45,13,0,66,11,3,18,45,14,19,17,14,33,20,44,11,8,59,0,23,0,25,12,5,3,59,32,6,44,0,22,2,1,18,3,31,15,10,15,13,0,13,0,2,12,9,53,0,0,0,30,36,24,21,66,2,14,13,14,37,0,109,43,4,0,7,2,11,15,11,78,7,12,28,0,34,18,0,10,46,2,21,0,10,0,16,6,0,8,36,24,5,0,40,18,42,65,17,83,23,0,0,0,20,15,12,33,0,0,0,9,0,6,11,44,39,29,9,2,31,11,6,0,30,4,0,4,14,0,9,0,0,0,19
50.500,11,79,28,18,9,6,46,23,0,34,5,44,4,0,39,0,49,6,8,2,14,0,13,9,0,7,0,41,13,0,71,8,3,19,34,25,13,31,9,48,25,39,32,7,76,0,18,0,24,5,5,8,52,25,5,33,0,32,2,0,8,7,35,10,8,23,19,3,15,0,5,7,2,55,0,0,0,17,35,8,19,98,4,9,13,15,47,0,177,43,12,44,11,5,16,10,9,34,0,14,18,0,29,20,0,15,20,4,17,0,12,4,9,8,0,12,41,26,6,0,80,18,45,77,12,70,17,0,0,0,28,11,6,49,0,0,0,14,0,5,18,51,34,41,6,1,26,11,9,0,33,20,0,3,8,0,7,3,5,0,16
51.500,8,36,31,11,13,2,43,14,0,26,5,52,8,0,37,0,75,9,5,3,22,0,12,3,0,3,0,41,24,0,59,9,1,24,25,20,17,24,17,45,24,46,33,7,94,0,21,0,24,12,5,2,33,24,13,31,0,51,3,0,6,2,31,16,10,21,42,1,12,0,3,10,5,95,0,0,0,11,27,8,15,87,4,8,10,8,38,0,111,26,6,70,12,3,13,13,12,54,1,16,19,0,20,21,0,12,10,8,13,0,12,8,10,22,0,4,18,30,7,1,39,15,43,57,8,69,24,0,0,0,16,13,14,51,0,0,0,16,0,5,24,51,30,72,8,5,18,12,4,0,31,33,0,2,6,0,9,0,0,0,16
52.500,7,30,21,12,9,0,42,18,0,1,6,67,4,0,32,0,25,9,3,0,14,0,9,1,0,13,3,44,33,0,66,6,1,21,21,17,10,17,9,51,25,53,42,9,239,0,18,0,10,8,4,4,52,29,26,34,0,91,2,0,0,4,28,17,9,27,41,0,15,0,13,4,8,83,0,0,0,5,16,21,17,14,4,8,20,6,39,0,91,35,3,151,60,0,19,13,11,41,9,10,17,0,15,32,0,1,3,1,16,0,8,12,9,43,0,6,18,27,11,1,27,26,53,45,6,56,19,0,0,0,27,10,8,63,0,0,0,30,0,5,42,61,31,26,8,3,22,15,8,0,34,43,0,4,6,1,9,2,0,0,7
