Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131
-79.500,10,3,0,0,0,0,26,0,14,0,0,0,0,13,0,13,0,15,19,10,1,21,1,13,13,27,13,16,0,29,26,17,6,0,20,56,0,59,18,0,5,9,40,0,23,0,31,12,30,8,4,14,4,0,6,2,0,3,14,0,0,1,3,1,9,0,2,5,0,2,3,19,79,74,19,45,11,23,21,45,21,14,48,43,0,10,12,0,11,5,6,48,0,5,0,1,2,5,0,3,5,0,0,0,7,0,15,1,0,0,4,0,9,0,0,3,0,0,0,2,22,0,0,11,4,14,6,12,26,7,4
-78.500,13,7,0,0,0,0,17,0,14,0,3,0,0,23,3,10,0,20,17,10,7,28,0,11,11,37,6,18,0,35,22,21,5,0,19,40,0,56,14,0,8,13,53,0,19,0,41,6,47,3,5,16,5,0,10,4,4,4,14,0,0,2,2,4,5,0,4,0,1,1,23,17,53,84,20,43,8,17,26,52,22,13,39,37,0,6,19,0,10,1,5,31,0,9,0,4,4,7,0,1,2,0,0,0,10,0,9,0,0,0,4,0,9,0,0,3,0,1,0,4,20,0,0,11,6,20,4,8,25,8,2
-77.500,10,7,0,0,0,0,19,0,13,0,1,0,0,17,4,12,0,11,19,11,8,22,2,13,12,25,13,19,0,42,28,19,5,0,18,43,0,52,19,0,5,14,45,0,25,0,34,20,39,7,5,15,3,0,9,6,2,3,13,0,0,1,2,5,8,0,1,1,0,2,23,15,44,81,26,44,11,18,26,42,29,13,41,41,0,5,15,2,9,2,3,29,0,10,0,2,2,5,0,2,5,0,0,0,9,0,10,5,4,0,5,0,8,0,0,1,0,2,0,4,21,0,0,7,6,43,5,5,30,8,1
-76.500,8,5,0,0,0,0,16,0,10,0,2,0,0,16,0,14,1,23,24,10,0,21,1,11,20,24,9,17,0,75,16,26,12,0,16,57,0,41,16,0,5,11,49,2,22,0,50,13,43,5,2,16,2,0,8,3,2,7,11,0,0,11,1,14,5,0,2,4,3,3,22,18,59,95,39,51,4,19,17,34,37,14,42,33,0,6,18,1,10,3,1,27,0,6,0,3,3,5,0,3,3,0,0,0,10,1,8,5,3,0,3,0,6,0,0,3,0,2,0,6,25,0,0,14,7,39,5,9,34,6,1
-75.500,6,3,0,0,0,0,20,0,11,0,3,0,0,32,0,11,2,11,26,10,1,25,4,12,31,19,5,19,0,15,16,24,9,0,18,94,0,53,19,0,6,12,51,5,23,0,35,19,72,6,6,13,6,0,11,4,4,13,17,0,4,19,2,13,11,0,2,6,1,1,23,16,55,118,32,32,9,23,31,19,34,13,27,39,0,8,18,0,5,3,0,49,0,7,0,4,1,7,0,3,2,0,0,0,9,2,8,4,5,0,4,0,8,0,0,2,0,3,0,9,42,0,0,13,11,13,8,6,31,9,4
-74.500,4,5,0,0,1,0,21,0,13,0,1,0,11,21,5,15,8,16,25,12,7,23,1,8,50,17,16,16,0,12,22,26,14,0,9,57,0,39,22,0,6,13,52,5,25,0,4,14,35,5,2,12,5,0,9,7,1,2,22,0,6,16,5,5,7,0,3,4,2,2,23,15,50,88,21,37,10,26,21,16,33,13,24,39,0,9,25,2,11,3,0,33,0,7,0,2,4,6,0,0,4,0,0,0,8,5,6,6,16,0,5,0,5,0,0,3,0,4,0,17,23,0,0,8,12,5,6,8,34,7,2
-73.500,5,5,0,1,3,0,20,0,11,0,5,0,15,26,2,15,9,23,39,14,6,25,1,17,58,18,10,20,0,8,19,26,13,1,13,54,0,52,22,0,6,10,53,6,26,0,4,14,47,7,5,9,4,0,8,4,2,9,30,0,4,16,1,0,9,0,3,0,3,1,26,23,39,78,3,26,11,36,24,16,26,8,20,34,0,6,26,0,5,1,0,31,0,11,0,6,2,7,0,4,2,0,6,0,8,3,4,4,10,0,5,0,5,0,0,4,0,5,0,21,20,0,0,12,10,5,5,6,53,8,1
-72.500,5,3,0,2,2,0,19,0,16,0,2,0,16,31,0,15,13,13,32,15,0,30,1,10,58,16,10,19,0,9,19,31,23,1,11,48,1,47,28,0,6,18,62,2,30,0,7,19,41,8,2,9,7,0,11,7,5,11,31,0,8,17,2,0,12,0,1,0,1,3,21,19,36,88,0,31,10,49,24,15,27,10,24,45,0,4,17,2,11,4,0,29,0,18,0,2,2,8,0,3,2,0,7,0,10,6,6,8,6,0,10,0,7,0,0,2,0,5,0,19,16,0,0,13,8,7,6,7,48,14,1
-71.500,4,7,0,1,4,0,18,0,14,0,5,0,16,24,1,19,14,30,40,16,1,31,3,16,42,16,13,19,0,7,21,29,20,1,9,45,0,50,31,0,7,6,68,5,41,0,2,14,47,5,4,9,8,0,9,9,1,17,31,0,8,18,1,0,6,0,3,3,2,3,33,23,33,68,0,21,12,86,25,13,9,11,24,41,0,6,20,2,7,4,0,22,0,16,0,8,3,8,0,4,4,0,7,0,4,4,5,10,6,1,6,0,7,0,0,3,0,5,0,16,15,0,0,13,5,8,8,8,50,5,7
-70.500,7,5,0,1,3,1,20,0,19,0,4,0,18,38,5,22,16,5,37,20,2,32,6,9,17,14,10,27,0,6,19,34,91,4,8,42,2,53,29,0,24,15,44,6,28,0,9,14,55,8,2,11,9,0,11,12,4,12,41,4,6,16,5,0,6,0,6,8,7,3,25,23,36,63,0,37,14,55,20,15,9,17,30,39,0,8,25,1,6,4,0,27,3,33,0,2,2,8,0,2,3,0,5,2,9,8,3,8,1,9,5,0,6,0,0,3,0,9,0,25,14,0,0,8,5,5,12,3,40,6,2
-69.500,4,7,0,0,3,2,16,0,16,0,6,0,17,28,0,24,15,9,34,17,9,19,3,17,10,14,18,14,0,7,29,38,114,11,10,45,1,53,24,0,31,12,14,3,24,0,3,23,67,9,3,12,14,0,13,22,3,14,61,4,13,14,1,1,6,0,4,4,5,2,32,25,32,74,0,20,11,26,33,24,12,18,29,41,0,10,20,3,13,2,0,21,6,71,0,9,2,9,0,3,3,0,8,1,10,6,5,4,4,7,7,0,8,0,0,4,0,9,0,9,12,0,0,12,6,7,9,8,36,22,2
-68.500,6,6,0,18,6,5,21,0,21,0,5,0,15,42,0,43,16,6,42,25,0,24,4,13,5,16,9,29,0,3,33,41,182,11,8,43,5,41,23,0,31,14,14,4,25,2,10,22,79,12,6,13,4,0,5,35,2,21,37,5,9,71,2,0,7,0,5,0,2,5,29,27,30,59,0,24,17,20,30,21,11,19,30,34,0,4,24,1,7,5,0,24,8,60,0,6,5,10,0,7,2,0,3,1,4,9,3,5,4,7,10,0,6,4,0,3,0,9,0,6,11,0,0,13,9,8,12,7,34,8,9
-67.500,6,9,0,8,2,6,24,0,33,0,11,0,15,50,6,37,15,6,39,22,1,23,8,18,3,17,14,17,0,5,34,61,135,14,6,38,3,38,33,0,28,15,13,7,22,2,5,23,44,6,5,28,9,0,13,22,6,16,42,9,11,69,3,3,6,0,2,2,7,5,31,38,34,62,0,25,10,18,26,22,6,22,40,35,0,8,22,3,13,7,0,24,9,55,0,17,2,11,0,2,3,0,10,4,10,10,3,9,2,7,9,3,6,8,0,0,0,8,0,10,16,0,0,17,5,8,13,8,34,9,4
-66.500,7,9,0,2,8,15,21,0,42,0,11,0,16,38,0,28,21,9,37,19,1,23,9,16,11,11,17,27,0,3,47,56,83,13,7,40,9,49,48,0,12,15,16,4,19,2,8,27,20,6,4,4,17,0,11,11,2,16,37,15,12,42,4,0,2,0,7,3,11,5,35,47,38,67,0,30,21,8,38,19,18,25,44,28,0,10,29,3,6,7,0,25,16,54,0,18,3,12,0,10,2,0,3,3,8,11,3,3,0,5,8,0,8,6,0,8,0,15,0,8,12,0,0,18,7,11,22,4,35,14,7
-65.500,8,11,0,3,4,16,24,0,27,0,12,0,20,36,0,31,24,5,40,18,3,27,13,26,5,19,21,19,0,3,44,64,22,20,9,41,3,38,66,0,17,16,14,7,25,5,10,24,20,10,9,0,16,0,15,14,5,24,55,39,14,43,3,4,10,0,10,7,8,4,36,41,57,60,0,28,12,0,36,20,10,29,67,29,0,10,41,8,12,5,0,31,17,47,0,18,4,11,0,6,3,0,11,7,7,15,4,9,0,9,11,4,7,17,0,3,0,10,0,11,18,3,0,17,13,13,20,13,27,19,14
-64.500,8,8,0,4,9,15,22,0,15,0,17,0,20,24,1,25,17,11,45,26,0,24,18,29,3,19,19,21,0,4,43,63,10,22,7,28,8,34,52,0,14,16,18,5,17,5,5,20,10,8,9,1,27,0,11,15,4,14,34,19,16,49,5,1,7,0,12,6,15,10,29,0,56,66,0,33,23,0,42,16,13,33,84,27,0,6,30,3,19,8,0,19,26,41,0,22,5,13,0,13,4,0,12,7,7,11,5,4,7,7,10,6,14,33,0,2,0,11,0,6,21,4,0,14,8,17,19,10,43,18,10
-63.500,9,14,0,2,6,15,20,0,7,0,19,0,25,31,5,27,26,5,51,29,0,21,24,18,9,15,25,23,0,2,47,87,9,30,5,31,12,31,51,0,3,21,21,8,15,9,11,28,22,12,7,1,22,0,11,16,5,28,19,8,22,51,5,4,9,0,8,4,20,8,47,0,18,63,0,43,21,0,55,15,19,65,76,24,0,9,35,2,18,12,0,19,52,38,1,28,0,13,0,8,2,0,56,8,5,28,4,9,2,4,13,16,10,114,0,3,0,12,14,9,24,5,2,15,7,34,22,8,37,21,18
-62.500,10,11,2,6,13,19,18,0,7,0,23,0,27,24,0,29,27,6,58,18,1,28,40,16,5,22,36,21,0,2,43,80,2,44,9,31,10,35,45,0,15,22,18,7,17,19,12,29,16,7,11,0,27,0,15,18,4,21,22,7,34,34,8,1,3,0,17,2,19,17,47,0,6,56,0,47,26,0,56,20,10,48,104,30,0,14,27,7,13,9,0,13,36,20,14,29,0,22,2,13,4,1,45,11,14,20,3,5,0,8,11,7,15,45,0,6,0,11,15,12,31,15,4,19,6,20,19,41,30,31,24
-61.500,12,14,3,8,14,20,24,0,8,0,18,0,22,26,0,29,31,8,84,34,4,29,39,14,2,20,47,23,0,1,44,96,5,79,6,32,0,33,34,0,1,35,32,12,19,21,13,32,14,10,18,1,21,0,13,24,7,47,20,7,37,25,10,4,18,0,7,4,33,25,60,0,0,61,0,43,31,0,52,30,18,43,74,22,2,9,29,10,27,12,4,0,25,17,41,34,0,28,11,13,2,1,42,0,6,14,4,7,2,6,11,5,18,24,0,3,0,15,24,7,59,12,9,23,4,35,27,72,53,39,39
-60.500,12,14,5,10,16,22,22,0,12,0,26,0,16,27,6,33,41,7,65,39,0,31,46,8,9,30,36,20,0,2,38,58,5,86,10,28,1,38,34,0,4,25,31,14,20,29,13,37,17,12,30,1,29,0,18,29,4,97,19,3,57,27,31,5,4,0,7,16,52,32,72,0,4,47,0,37,49,0,63,24,23,62,61,23,3,11,29,2,26,19,5,0,14,20,28,42,0,33,17,12,4,3,39,0,9,10,8,8,6,7,16,4,25,22,0,3,0,13,19,20,66,2,19,16,8,27,23,61,40,28,54
-59.500,15,20,6,5,38,21,18,0,12,0,25,21,15,28,0,32,44,10,57,76,0,23,56,12,9,33,44,22,0,0,34,4,2,49,8,18,0,31,25,0,13,19,37,10,25,44,17,41,17,9,37,0,30,0,18,45,6,76,22,5,70,23,69,0,11,3,7,1,51,32,100,0,0,55,0,45,63,0,73,11,19,54,67,24,4,22,32,10,35,16,6,0,13,22,44,56,0,29,29,17,4,3,54,0,11,10,6,7,8,9,15,3,19,19,0,9,0,16,109,10,50,0,46,15,1,9,18,47,50,25,46
-58.500,15,25,4,6,38,23,29,0,11,0,26,6,13,25,0,42,61,6,48,72,2,27,82,11,6,23,53,21,0,0,31,3,10,41,10,17,0,35,24,0,2,20,34,12,40,69,19,63,20,40,51,2,31,0,15,29,6,69,27,4,62,24,60,6,20,1,8,6,44,25,73,0,0,58,0,41,81,0,34,9,81,63,51,24,5,21,32,9,51,18,7,1,11,17,69,46,0,37,12,20,3,4,56,0,9,8,4,12,7,13,19,1,11,20,0,4,0,16,94,14,46,0,67,14,5,8,12,55,77,20,50
-57.500,18,47,5,6,23,21,24,0,9,0,29,3,9,24,1,52,66,8,37,61,4,36,0,5,11,42,54,18,0,0,33,3,0,26,12,13,0,49,32,0,5,16,20,9,54,112,21,67,21,45,67,2,29,0,20,24,6,55,3,12,70,21,55,4,8,6,5,8,51,32,81,0,0,44,0,41,93,0,33,11,77,77,60,25,5,32,24,5,65,29,13,2,11,22,62,49,0,21,22,21,4,4,45,0,11,8,11,9,8,29,20,2,19,10,0,6,0,16,76,21,36,0,49,33,3,7,8,62,61,24,50
-56.500,26,83,8,6,15,34,28,0,11,2,32,3,9,21,4,44,72,9,30,65,0,13,0,4,10,42,58,19,0,0,24,5,1,23,13,9,0,52,20,0,4,13,31,10,47,97,19,48,15,60,69,2,33,0,23,21,6,54,8,23,63,21,50,2,16,6,8,14,55,32,73,0,0,56,0,8,55,0,33,7,100,109,53,20,6,28,17,23,46,23,17,1,10,28,80,54,0,30,10,21,3,10,66,18,12,6,8,11,11,38,29,0,20,20,0,7,0,16,67,14,27,0,36,25,4,4,7,60,55,23,48
-55.500,40,76,8,8,12,30,31,0,14,6,25,2,10,20,0,35,80,8,23,63,6,7,0,3,10,45,66,14,0,0,36,7,10,13,13,6,0,46,28,0,8,20,25,9,32,76,15,11,22,45,74,0,44,0,33,28,8,50,2,24,60,19,44,6,22,12,7,12,67,32,54,0,0,53,0,6,69,1,41,8,136,72,52,11,5,32,24,9,40,35,20,2,11,36,70,52,0,54,7,19,5,16,50,33,10,7,9,12,18,40,27,0,21,13,0,16,0,16,90,21,28,0,43,22,4,6,2,90,67,19,31
-54.500,67,90,12,13,12,27,29,4,17,9,28,0,10,17,0,36,84,10,18,63,9,25,0,2,17,30,66,17,0,0,28,10,0,9,12,9,0,35,29,0,3,18,25,12,31,74,16,6,16,44,69,2,56,0,50,3,5,61,5,23,64,22,53,5,15,12,11,25,66,32,54,0,0,61,0,10,69,0,44,4,103,71,63,7,6,42,24,23,35,40,41,2,10,27,49,58,2,71,14,29,5,25,72,33,35,9,9,12,31,36,58,0,32,15,0,17,0,15,140,25,22,0,39,39,1,7,8,82,72,22,30
-53.500,73,63,12,14,17,19,32,1,17,12,27,2,9,18,3,33,98,9,15,86,10,5,0,4,16,44,58,16,0,0,27,7,3,7,0,6,0,32,24,0,6,19,32,10,36,71,13,7,26,38,84,3,9,0,49,0,9,45,6,38,85,23,48,5,28,16,10,35,39,34,49,0,0,25,0,3,64,0,41,6,128,38,74,12,7,40,27,14,25,44,44,2,18,26,44,49,3,45,13,35,5,42,58,34,32,3,18,14,15,43,53,0,35,12,0,17,0,17,91,28,25,7,27,61,3,6,4,73,70,21,29
-52.500,92,47,24,33,33,22,44,6,17,23,17,2,7,19,2,36,66,14,20,67,4,13,0,6,20,40,43,10,0,0,30,4,13,6,0,6,0,27,26,0,5,22,29,15,38,48,13,4,25,51,89,2,9,0,61,0,24,63,15,25,127,23,29,7,25,27,11,29,35,26,44,0,0,33,0,7,69,0,51,3,170,51,46,10,6,28,20,23,25,54,12,4,19,92,33,47,1,41,4,44,4,41,49,26,42,11,39,18,22,42,62,0,89,17,0,21,0,15,106,63,21,3,34,87,2,2,0,70,74,21,21
-51.500,84,45,43,27,38,14,44,4,28,36,22,2,4,14,1,34,60,13,17,79,7,15,0,9,19,42,38,8,0,0,26,0,6,8,0,11,0,30,27,0,5,26,36,11,44,46,14,5,15,42,103,2,9,0,63,0,59,93,49,24,78,14,37,8,36,23,10,20,27,34,24,0,0,23,0,9,64,3,40,7,124,42,31,14,7,30,18,15,20,67,47,3,28,94,30,42,4,43,16,28,6,42,50,23,56,7,49,21,14,41,84,0,24,11,0,21,0,11,122,125,17,11,38,91,2,8,0,73,59,20,27
-50.500,66,40,68,15,19,14,63,8,24,71,36,4,5,12,8,36,25,14,7,79,14,18,0,7,35,44,36,8,0,0,24,0,19,5,0,10,13,25,27,0,9,20,41,11,36,38,32,6,20,46,130,2,8,0,127,0,74,69,28,17,44,22,35,7,44,29,16,19,31,35,25,0,0,30,0,4,59,0,50,3,89,32,36,15,7,39,5,31,8,73,58,2,24,109,31,37,2,38,13,37,7,61,52,19,70,21,130,16,87,32,71,0,0,17,3,30,0,7,76,109,27,16,46,88,1,3,13,75,68,15,18
-49.500,64,42,52,12,14,23,65,9,16,98,36,3,11,17,11,33,25,12,6,76,1,16,0,12,22,48,21,4,0,0,28,0,18,2,0,14,28,25,31,0,2,17,59,20,50,17,23,4,21,47,104,3,7,0,66,0,52,58,40,19,51,20,40,6,47,24,10,23,7,31,25,0,0,25,1,5,58,0,43,2,76,37,40,18,10,37,0,32,9,92,14,6,29,153,27,38,3,42,11,33,5,106,51,18,116,16,154,22,76,42,71,2,0,12,4,42,0,9,80,78,24,20,46,67,0,7,33,61,76,16,35
-48.500,71,41,19,10,9,14,58,11,28,102,29,3,5,11,5,56,35,22,6,71,11,22,0,11,20,52,8,3,2,0,27,0,27,0,0,16,38,10,29,22,9,16,53,24,51,0,33,4,19,47,68,2,7,2,18,0,57,63,26,17,60,18,44,9,66,27,21,14,7,35,24,0,0,28,1,10,55,3,32,5,68,33,32,25,5,44,0,37,11,132,5,4,31,138,23,36,4,36,13,39,3,62,45,21,163,20,125,17,74,32,60,5,0,13,8,53,2,13,88,55,31,24,25,57,0,5,32,76,61,13,25
-47.500,69,49,8,9,8,10,57,14,24,93,34,6,8,9,9,73,26,18,5,71,4,27,0,12,19,50,6,4,3,0,26,0,28,0,0,0,36,7,32,22,5,20,42,29,64,0,35,5,19,47,22,5,7,2,10,0,62,31,32,15,65,18,32,7,83,27,21,22,6,32,27,5,0,21,2,3,50,1,32,1,61,32,24,28,11,50,0,48,8,170,14,6,30,51,23,27,2,33,25,39,13,56,60,18,138,25,126,16,97,28,60,7,0,18,25,48,7,14,100,69,31,34,27,62,0,5,46,67,75,19,23
-46.500,72,36,11,13,8,17,65,27,29,74,37,6,25,12,7,64,38,24,7,79,7,41,0,19,13,63,4,2,3,0,24,0,15,0,0,0,38,5,28,30,8,17,64,28,101,2,36,4,20,46,24,3,6,9,9,0,55,28,39,23,57,26,34,6,63,27,29,17,13,32,28,7,0,23,2,8,40,0,32,2,55,29,24,42,9,63,0,35,7,112,14,5,31,51,22,24,5,28,13,52,3,74,50,20,109,32,127,21,92,25,49,8,0,14,23,37,12,10,109,56,39,40,23,72,0,5,39,74,75,11,31
-45.500,44,45,7,14,6,20,72,14,21,70,42,6,21,6,8,38,38,18,3,36,7,52,0,58,24,62,5,2,2,0,30,0,11,0,0,0,38,2,34,41,7,26,51,26,81,0,59,6,23,52,19,5,6,6,6,0,50,28,37,17,59,16,27,6,59,34,49,17,13,42,31,3,0,0,4,7,32,3,27,2,45,31,34,89,12,75,0,31,11,107,11,8,40,27,19,25,4,28,16,56,11,38,55,22,119,42,133,21,64,56,48,9,0,12,15,31,20,8,100,72,41,27,25,57,0,5,41,70,69,16,24
-44.500,34,33,12,25,3,14,61,5,18,74,52,10,19,9,8,42,43,23,5,27,8,82,0,81,21,95,2,2,6,0,31,0,14,0,0,0,32,2,22,25,10,27,62,23,83,0,37,4,16,64,14,6,5,4,5,0,49,32,41,19,69,28,31,4,28,26,27,19,15,32,81,3,0,9,4,9,25,2,20,4,36,26,41,72,7,96,0,37,9,91,31,5,43,22,18,17,3,27,25,69,4,30,69,42,153,35,79,20,54,51,37,11,0,19,14,25,23,6,88,75,58,21,20,53,0,5,37,75,94,17,30
-43.500,63,44,8,12,2,9,73,0,12,97,62,11,22,8,5,35,58,14,5,40,10,66,0,63,32,99,4,1,2,2,32,0,12,0,0,0,33,1,19,22,6,12,47,22,74,0,20,4,25,80,6,4,6,7,8,0,52,35,55,17,116,24,25,2,25,21,11,16,20,49,87,0,0,0,5,8,23,12,21,1,33,22,43,70,14,74,0,44,13,70,29,9,50,16,12,18,5,18,26,115,12,13,115,33,272,34,61,13,55,59,33,11,0,10,10,27,30,8,48,111,56,20,20,46,0,6,36,70,91,16,26
-42.500,141,59,8,2,0,18,79,4,13,109,64,10,26,5,8,34,46,18,5,25,5,12,0,55,35,95,4,1,5,2,33,3,13,0,0,0,37,1,18,28,10,8,51,21,71,0,22,3,15,85,9,8,5,5,7,0,54,30,52,15,50,29,22,3,24,23,4,19,20,51,21,3,0,0,5,7,22,8,25,1,25,23,6,50,8,55,0,70,15,68,29,11,60,14,11,16,3,28,23,136,5,14,113,27,155,34,55,20,42,40,37,15,0,4,9,21,31,6,31,77,35,20,21,42,0,5,38,57,121,17,37
-41.500,148,43,10,0,0,7,67,9,9,99,71,18,25,8,7,31,43,14,4,37,12,11,0,60,44,98,6,0,3,3,39,0,2,0,0,1,38,0,22,25,6,6,57,14,76,0,15,6,18,68,8,6,7,4,4,0,64,37,47,20,32,27,29,2,29,19,2,52,10,69,17,0,0,9,7,10,16,5,40,1,23,26,7,37,10,69,0,39,73,45,48,9,108,13,6,16,5,40,32,132,9,4,102,25,133,43,45,16,24,40,32,15,0,11,14,27,31,7,31,20,29,20,22,40,0,6,34,14,134,17,31
-40.500,46,44,8,0,0,9,50,11,14,81,77,14,22,3,9,33,47,11,3,38,5,14,0,75,51,82,4,0,6,6,49,6,0,0,0,24,43,0,35,26,9,4,47,19,58,0,11,7,15,51,7,11,7,7,2,0,70,38,45,15,23,38,22,1,33,19,0,45,7,92,10,1,0,0,4,12,11,6,41,3,18,19,6,30,14,72,0,38,52,42,30,14,108,11,4,11,65,37,37,126,8,12,63,26,65,50,55,6,19,39,26,22,0,6,11,20,38,5,28,19,53,16,25,38,0,15,33,14,92,22,30
-39.500,36,39,10,0,0,9,30,11,13,87,69,18,26,6,9,28,52,22,2,39,10,10,0,69,40,75,6,0,6,6,65,1,0,0,0,89,53,0,43,18,8,4,59,12,62,0,13,4,17,49,9,8,12,14,5,0,70,34,35,21,18,39,25,0,27,15,0,37,0,50,10,0,0,6,7,16,7,3,20,0,16,26,5,26,13,43,0,48,67,42,33,17,50,10,2,17,108,54,33,104,7,5,32,27,45,39,56,13,20,33,23,31,0,8,12,21,42,6,29,11,36,19,15,40,0,22,39,13,84,21,44
-38.500,46,33,9,0,0,7,38,12,12,78,76,17,23,2,5,36,47,19,5,44,8,5,0,62,31,58,5,0,5,7,50,6,0,0,0,42,35,0,14,26,12,3,79,15,60,0,8,10,19,38,7,10,7,28,3,0,80,52,19,12,15,53,20,0,37,12,0,28,2,36,2,0,0,2,7,11,9,3,25,0,13,21,6,15,10,35,0,33,50,43,29,21,36,7,2,11,67,46,48,98,17,3,22,10,44,35,44,5,19,37,28,23,0,8,8,21,41,5,28,15,27,16,25,60,0,29,47,12,57,30,34
-37.500,47,41,11,0,1,11,37,12,20,88,78,18,26,2,10,20,40,20,0,50,11,12,0,62,26,59,11,0,4,8,63,10,0,0,0,24,25,0,11,26,17,1,67,15,69,0,12,4,9,41,6,11,0,40,1,0,58,45,19,15,14,37,26,0,35,15,0,29,0,30,8,0,0,4,13,11,5,6,21,1,12,22,4,14,12,34,0,25,30,40,32,26,22,8,2,11,44,34,46,87,28,9,19,25,45,20,42,12,18,46,6,14,0,9,19,21,19,6,35,12,29,21,25,54,0,22,68,9,57,30,68
-36.500,45,36,8,0,13,9,26,9,26,95,117,24,30,1,6,26,38,21,4,59,8,5,0,27,22,63,25,0,8,9,81,16,0,0,0,18,25,0,11,24,11,3,61,22,51,0,4,8,15,45,5,12,0,55,3,0,43,61,19,12,7,37,28,0,45,8,0,28,0,26,0,0,0,3,15,12,3,5,22,1,10,18,5,13,12,48,0,16,34,48,35,31,17,10,3,14,42,40,61,46,29,2,15,21,42,37,31,12,21,42,14,1,0,7,26,17,14,6,37,12,28,38,22,70,0,32,42,7,55,41,55
-35.500,44,34,14,9,2,9,30,10,27,105,94,21,37,0,9,25,29,19,0,45,11,9,0,27,21,66,44,0,9,10,82,8,0,0,0,14,21,0,10,21,18,2,37,17,40,0,11,8,13,40,9,10,0,27,3,0,39,140,21,13,11,34,29,0,40,13,0,24,0,16,7,0,0,4,20,7,4,7,15,1,8,20,5,14,11,4,0,10,25,46,29,31,17,6,2,6,32,38,72,42,27,6,20,64,56,20,27,6,22,63,8,3,0,10,19,20,12,7,38,11,25,37,29,86,0,35,25,8,41,65,44
-34.500,43,41,8,40,0,7,29,12,22,84,61,23,38,0,8,20,26,23,4,52,13,9,0,29,18,50,29,0,0,9,70,7,0,0,0,11,11,0,10,34,9,1,32,20,22,0,5,7,12,28,6,12,0,19,4,0,38,73,21,10,2,50,30,0,44,6,0,28,0,15,2,0,0,2,32,10,3,11,18,0,4,13,4,12,9,0,0,13,24,13,27,39,15,14,3,9,37,27,50,3,18,6,11,95,98,24,25,14,23,63,8,1,0,7,11,29,3,9,6,11,25,27,13,51,0,51,26,8,47,57,58
-33.500,42,47,12,25,1,11,24,8,12,78,49,23,46,9,10,20,14,23,0,42,13,11,0,29,22,43,29,0,9,10,56,3,0,0,0,8,16,0,10,27,11,3,29,14,8,0,5,10,9,30,15,12,0,9,1,0,22,50,18,8,12,52,28,0,46,9,0,21,0,14,0,0,0,4,20,11,2,14,16,0,6,16,4,12,13,0,0,12,25,8,32,32,14,11,0,10,40,39,43,4,27,0,17,73,69,57,21,5,22,37,7,3,0,10,19,43,8,9,12,10,18,25,11,44,0,63,31,9,50,57,60
-32.500,50,54,14,26,3,10,27,9,9,75,50,28,61,33,8,18,18,19,3,14,17,15,0,34,54,40,18,0,5,10,8,3,0,0,0,11,18,0,7,39,13,0,28,27,11,0,7,10,9,28,5,13,0,6,2,0,2,47,19,6,0,34,41,0,47,10,0,24,0,19,6,0,0,4,24,9,1,20,14,0,3,11,3,11,8,0,0,9,18,8,39,35,12,16,2,7,40,32,34,3,20,9,71,79,79,80,18,13,23,31,6,4,0,11,8,49,2,7,15,13,31,32,5,36,0,63,56,6,50,63,58
-31.500,61,34,10,20,5,8,22,2,6,59,63,43,47,28,9,22,9,29,0,9,21,42,0,35,45,39,24,0,4,23,6,1,0,0,0,9,12,0,7,53,9,1,26,19,6,0,4,0,9,26,10,12,0,8,2,0,7,45,33,7,11,35,42,2,53,6,0,19,0,15,0,0,0,3,22,9,3,13,17,0,2,14,2,10,13,0,0,9,25,6,34,33,9,17,1,10,44,44,27,5,15,0,40,85,30,65,22,6,21,25,6,5,0,9,21,49,7,8,24,13,16,30,15,47,0,67,34,6,26,57,44
