Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118
51.500,5,12,11,14,0,4,4,11,7,42,7,8,71,0,0,14,0,0,0,60,35,0,0,16,4,35,26,1,29,0,11,7,40,77,18,9,21,2,0,7,45,54,0,9,20,1,0,2,17,37,7,3,22,8,5,36,9,19,2,4,5,23,3,0,3,0,0,3,0,17,0,49,7,0,20,67,37,8,3,3,30,14,25,9,1,30,0,5,27,46,16,5,10,8,50,48,23,9,17,18,18,2,6,15,6,0,8,17,0,21,0,12,6,6,5,0,23,4
52.500,1,24,12,11,0,6,4,9,6,41,9,3,85,0,0,53,0,0,0,54,35,0,0,18,4,34,21,3,32,0,13,4,30,71,18,3,12,5,0,5,37,61,0,9,17,4,0,4,14,29,14,14,27,7,6,39,12,11,0,1,5,27,17,0,2,0,0,6,0,19,0,39,3,0,15,40,30,2,12,5,33,15,31,13,10,36,0,7,24,57,12,5,11,8,31,59,17,7,20,18,12,4,1,9,4,0,9,12,0,25,0,21,8,6,5,0,23,5
53.500,2,22,7,16,0,4,2,9,6,43,9,1,94,2,0,31,0,0,0,56,44,0,0,13,0,73,16,0,113,0,8,6,23,68,18,8,20,1,0,6,30,60,0,10,13,2,0,2,14,22,9,20,40,10,8,22,12,19,0,1,6,26,24,0,7,0,0,5,0,17,0,38,8,0,13,33,29,7,7,5,27,10,27,13,14,37,0,8,38,81,13,4,13,13,26,93,27,11,16,20,16,1,4,8,5,0,5,14,0,25,0,53,3,11,2,0,20,3
54.500,2,23,12,10,0,5,4,9,5,51,11,0,100,1,0,24,0,0,1,53,54,0,0,16,0,90,13,0,98,0,13,4,34,56,16,7,17,4,0,7,22,88,0,11,22,6,1,5,14,20,17,15,28,6,8,31,12,18,0,1,6,26,13,0,2,0,0,6,4,15,0,28,3,0,10,22,22,2,5,4,24,13,30,5,11,28,0,10,30,87,17,5,12,15,24,90,13,16,19,39,18,2,4,6,3,0,6,10,0,135,0,24,9,11,8,0,23,5
55.500,3,28,10,9,0,9,2,7,5,70,12,0,102,0,0,17,0,0,1,53,69,0,1,15,0,64,14,2,54,0,9,7,26,52,18,7,23,9,0,11,22,78,0,11,13,4,3,3,11,22,10,11,34,6,11,32,14,16,0,20,6,29,10,0,2,0,0,6,2,14,0,30,7,0,8,24,28,7,7,5,24,6,38,15,12,33,0,17,68,101,15,0,15,18,15,81,15,22,10,31,16,5,3,6,3,0,6,13,0,100,0,19,2,17,0,0,22,3
56.500,0,28,7,20,0,5,3,11,3,75,13,0,108,0,0,13,0,0,3,43,61,0,4,13,0,46,13,3,41,0,11,8,16,42,20,9,14,6,0,11,18,111,0,13,19,4,4,4,14,15,30,10,25,10,16,22,12,22,0,53,10,38,12,0,6,0,0,8,1,17,0,29,4,8,5,19,16,2,6,5,47,11,55,10,11,37,0,10,42,68,15,6,13,23,17,67,23,46,20,20,15,1,6,3,3,0,3,13,0,25,0,14,8,18,0,0,18,3
57.500,2,31,10,21,0,8,4,8,5,42,16,0,118,0,0,13,0,0,3,46,46,0,7,15,0,35,11,0,29,0,9,9,37,37,18,4,19,9,0,12,17,54,2,14,12,7,4,4,17,17,34,6,23,8,16,29,11,25,0,105,7,33,9,0,3,59,0,5,7,20,0,21,6,13,5,18,23,5,3,8,43,7,40,11,14,38,0,7,36,45,20,4,17,27,17,50,21,36,12,21,19,3,10,3,4,0,6,13,0,22,0,11,5,22,10,0,22,3
58.500,2,37,8,15,0,7,3,7,3,19,21,0,152,0,0,17,0,0,1,42,52,0,5,20,0,25,13,1,24,0,11,11,23,36,18,9,17,11,0,21,20,54,7,14,27,7,7,7,29,14,28,10,16,8,18,27,13,19,0,61,10,44,12,0,4,66,0,8,7,15,0,32,4,11,4,22,14,3,5,3,44,7,35,14,16,45,8,6,34,21,19,0,13,18,9,38,22,19,9,16,18,3,11,3,4,0,4,11,0,13,0,8,4,29,1,0,15,4
59.500,3,40,7,18,0,6,1,8,2,24,23,0,118,0,0,5,0,0,5,41,31,0,2,0,0,26,7,5,22,0,6,15,23,33,16,10,19,10,0,34,9,38,11,16,18,6,7,5,28,15,20,7,19,10,22,38,18,27,6,56,17,42,13,0,6,45,0,8,7,16,0,17,6,12,6,19,16,5,5,9,51,10,0,10,18,58,27,5,25,10,24,0,17,13,13,33,25,14,12,14,20,2,22,3,3,0,3,12,0,16,0,7,5,31,2,0,16,3
60.500,0,34,8,14,0,14,2,8,6,21,30,0,34,0,0,12,0,0,4,45,28,0,2,0,0,15,13,0,23,0,10,19,39,31,21,8,7,15,0,17,12,48,11,23,27,7,5,8,24,14,27,7,21,7,23,27,9,30,20,45,24,49,14,0,5,42,0,9,20,20,0,29,4,11,3,17,9,3,3,10,41,8,0,15,24,118,40,5,31,8,24,9,15,15,12,33,16,5,9,13,22,5,20,3,2,0,7,1,7,10,0,8,5,27,7,0,13,0
61.500,0,37,10,13,0,11,4,6,3,20,20,0,27,0,0,8,0,0,2,59,17,0,2,0,69,14,8,3,17,0,10,33,26,25,21,9,12,13,0,8,11,38,31,28,24,8,16,12,29,29,43,3,15,11,26,23,15,34,16,41,22,59,18,0,4,35,12,11,14,16,0,25,6,14,2,25,17,3,4,13,38,6,0,4,16,49,35,3,19,9,33,0,17,9,12,25,32,3,10,15,24,2,16,2,3,0,6,2,26,8,0,5,8,27,3,0,12,3
62.500,1,27,9,15,0,11,3,13,2,18,13,0,14,0,0,12,0,0,5,34,15,0,0,0,15,14,8,5,20,0,7,16,23,25,31,9,6,18,0,2,10,34,28,23,38,10,5,14,21,23,47,7,16,9,37,48,30,53,16,45,20,102,16,0,8,58,17,5,15,20,0,32,7,12,1,25,8,5,5,15,37,9,0,10,12,14,25,4,24,9,93,0,17,12,11,23,23,2,5,12,22,4,14,1,2,0,13,2,19,6,0,6,6,30,4,0,7,4
63.500,2,32,10,22,0,12,1,4,6,17,17,0,14,0,0,6,0,0,2,13,18,0,0,0,5,13,12,2,17,0,8,14,34,29,44,8,9,16,0,0,11,40,28,15,35,9,9,17,27,20,115,6,16,12,53,42,65,49,18,36,18,86,16,0,2,52,16,14,13,23,0,30,4,14,3,32,6,3,2,14,31,6,0,2,12,0,21,5,18,16,58,0,7,9,13,19,29,4,12,12,24,4,12,4,2,0,9,1,6,12,0,5,9,36,5,0,9,1
64.500,2,23,7,10,0,10,5,4,3,17,11,0,7,0,0,4,3,0,5,3,11,0,0,0,3,14,5,5,15,8,6,14,15,31,35,11,9,29,0,0,9,30,22,23,48,10,10,16,22,21,63,10,16,12,49,42,75,59,14,34,17,66,20,0,10,57,18,8,13,24,0,38,5,12,2,25,12,4,5,4,57,27,5,9,8,0,19,1,17,16,45,8,0,7,17,28,25,2,7,10,30,2,7,1,3,0,5,2,2,9,0,4,7,1,4,0,6,0
65.500,0,22,11,6,0,15,7,13,2,20,15,0,14,0,0,13,11,0,4,7,12,0,0,0,0,10,8,6,17,21,7,9,14,35,30,8,6,26,0,3,7,38,18,23,51,11,12,17,23,14,50,6,17,16,50,43,69,82,19,24,39,51,16,0,7,83,13,13,21,23,2,25,6,15,1,33,9,6,1,1,50,48,8,6,11,0,20,3,18,16,27,0,0,10,21,20,21,5,7,9,31,4,7,3,3,0,3,1,3,6,0,2,15,0,6,0,9,0
66.500,0,15,13,5,0,14,8,5,6,11,13,0,5,0,0,6,30,0,4,6,18,0,0,0,21,15,3,6,15,16,5,7,17,24,10,12,10,17,0,6,9,36,18,21,52,10,9,21,21,23,45,2,17,12,42,44,65,22,20,23,44,44,16,0,5,151,15,12,20,40,2,23,7,11,1,30,3,5,3,0,41,40,13,6,35,7,25,3,16,12,16,0,0,6,13,19,35,3,6,13,23,5,5,1,0,0,6,1,0,9,0,5,16,0,4,0,5,4
67.500,0,15,16,2,0,8,15,3,3,20,16,0,7,0,0,3,24,0,3,4,21,0,0,0,41,14,6,8,12,14,4,8,12,27,1,12,8,16,0,9,6,31,11,16,42,17,6,19,23,15,34,8,19,17,44,43,65,10,15,27,27,44,15,0,12,99,17,9,16,51,2,26,3,13,1,37,16,9,5,0,31,48,12,6,25,0,29,2,17,17,17,1,0,7,10,17,36,5,10,13,39,6,4,0,3,7,4,0,0,7,0,3,21,0,5,0,3,1
68.500,6,16,32,1,2,13,22,11,2,24,10,0,9,0,0,9,21,0,5,3,10,0,0,0,51,12,3,8,14,16,6,7,10,27,0,11,9,7,0,12,10,34,7,8,48,19,11,27,22,7,35,3,21,14,37,49,94,14,17,17,43,29,16,0,8,85,18,14,21,77,6,36,7,11,2,48,15,7,2,0,37,49,9,6,18,0,28,3,16,9,9,5,0,7,12,23,30,5,11,10,33,7,2,1,3,9,5,1,0,11,0,3,21,0,6,0,5,0
69.500,9,26,21,1,26,12,23,6,8,27,13,0,4,0,0,8,13,0,5,5,8,0,0,0,40,10,3,9,18,15,3,4,17,22,0,13,13,11,0,21,7,38,16,7,36,18,8,22,22,14,34,8,19,16,42,55,61,20,17,18,40,43,20,0,14,77,32,34,20,64,12,30,6,11,1,49,22,5,4,0,40,53,9,6,19,0,27,3,13,17,8,2,0,5,8,17,30,7,7,12,34,5,0,4,0,9,0,2,0,7,0,2,10,0,8,0,5,0
70.500,5,22,17,2,27,10,19,6,4,37,9,0,5,0,0,5,10,0,4,2,0,0,0,0,33,12,5,11,18,6,5,5,9,19,0,13,7,17,0,12,6,37,6,6,39,18,10,29,25,17,34,6,18,16,38,71,49,19,23,17,32,30,17,0,15,75,18,36,33,57,15,23,7,13,13,65,27,7,5,0,48,38,12,6,14,0,30,0,18,10,11,0,0,8,8,20,19,5,10,14,32,10,0,1,2,6,1,0,0,16,0,2,16,0,6,0,4,0
71.500,4,16,16,2,32,17,20,8,7,21,13,0,5,0,0,3,2,0,5,2,0,0,0,0,25,16,1,12,15,17,1,5,8,16,0,13,14,2,0,7,11,29,7,8,38,25,6,24,25,16,35,7,16,17,32,66,47,16,15,10,36,37,18,0,34,76,31,39,28,65,14,18,9,13,12,72,35,7,3,0,43,35,7,8,24,5,35,0,11,19,7,1,0,9,7,18,34,6,9,14,32,6,0,2,1,8,7,1,0,14,0,1,6,0,13,0,3,0
72.500,4,15,13,2,30,11,13,8,5,18,11,0,3,0,0,8,7,0,5,4,0,0,0,0,14,18,4,13,26,6,6,2,24,10,0,15,11,12,0,4,4,36,7,2,35,31,8,31,24,9,39,7,11,16,32,56,42,24,17,18,41,26,19,8,37,86,22,40,38,64,9,32,6,13,10,78,28,4,7,0,38,31,11,3,14,1,28,3,20,9,9,4,0,6,8,24,31,8,15,23,33,14,0,0,1,7,1,1,0,9,0,2,11,0,33,0,3,0
73.500,5,11,14,0,24,15,16,6,9,17,12,0,2,0,0,7,0,0,4,0,0,0,0,0,12,20,1,12,12,15,1,2,17,11,0,11,12,15,0,6,11,21,11,9,36,32,10,30,46,25,47,6,13,16,27,56,38,29,16,12,59,33,21,27,47,86,50,53,43,55,14,22,5,11,12,81,28,8,7,0,39,23,5,9,12,0,23,5,13,18,8,2,0,9,9,17,29,6,17,18,24,6,0,1,2,7,2,0,0,7,0,2,6,0,20,0,2,0
74.500,2,13,12,0,33,13,14,11,10,12,13,0,6,0,0,5,5,0,5,2,0,0,0,0,8,18,1,12,12,3,2,0,13,10,0,16,13,13,0,5,7,28,6,3,37,30,5,33,81,44,47,8,11,17,26,47,58,22,15,9,56,27,23,32,41,64,181,53,38,69,13,32,5,12,14,84,17,5,17,0,29,28,12,8,14,0,16,0,18,12,6,1,0,10,6,24,26,11,23,21,21,8,0,1,1,11,3,0,0,5,0,1,9,0,22,0,2,0
75.500,3,16,13,2,18,24,13,8,14,11,17,0,0,0,0,4,0,0,8,1,0,0,0,0,8,18,0,15,9,4,5,0,14,12,0,15,18,4,0,4,10,25,3,7,30,31,9,47,89,42,47,7,12,18,26,40,60,47,19,10,46,34,26,36,45,50,170,49,31,64,17,21,16,10,10,111,22,2,63,0,30,23,5,8,19,0,21,0,16,18,5,3,0,13,9,18,28,9,37,14,21,14,0,0,1,8,2,1,0,7,0,1,6,0,17,0,4,0
76.500,3,17,12,2,29,20,12,7,13,16,26,0,0,0,0,7,0,0,7,0,0,0,0,0,3,17,3,11,8,9,0,0,18,17,0,18,10,6,0,3,7,23,8,3,28,31,6,47,97,45,81,7,10,32,23,41,50,106,12,10,34,35,25,38,46,53,127,56,28,84,19,30,10,9,13,67,18,7,88,0,24,15,8,12,16,0,11,0,21,9,6,2,0,12,11,36,29,8,38,14,23,9,0,3,2,10,2,0,0,1,0,2,7,0,11,0,3,0
77.500,6,21,12,1,8,18,13,9,11,9,72,0,0,0,0,4,0,0,11,0,0,0,0,0,7,8,1,8,7,0,1,0,3,19,0,15,18,4,0,0,14,31,5,8,19,32,11,51,64,56,90,8,11,41,19,49,46,178,18,11,52,21,24,43,56,58,136,46,37,86,22,27,6,20,17,73,19,7,92,0,31,20,6,8,13,4,15,0,20,6,2,1,0,16,8,33,26,12,25,14,19,21,0,2,1,9,0,0,0,5,0,2,6,0,15,0,2,0
78.500,2,8,15,2,5,15,12,9,9,12,44,0,0,0,0,8,0,0,11,0,0,0,1,0,3,0,1,11,7,1,6,0,2,0,0,18,15,2,0,1,12,18,6,3,22,34,31,37,63,37,74,6,10,18,18,35,33,95,13,13,53,38,35,51,66,54,106,50,32,113,28,27,8,27,16,69,13,5,42,0,26,20,4,7,20,0,13,7,18,4,0,1,0,20,12,53,24,10,19,17,26,28,0,1,2,12,5,0,0,2,0,3,6,0,6,0,3,0
79.500,4,4,7,4,8,26,11,8,9,13,41,0,7,0,0,6,0,0,13,0,0,0,1,0,0,0,1,8,5,5,0,0,10,0,0,15,13,4,0,0,8,15,3,4,16,43,38,33,47,29,93,18,12,30,13,44,38,65,19,13,42,28,29,80,70,69,91,58,37,88,102,18,12,31,18,61,17,4,37,0,23,15,8,5,17,0,12,0,19,0,0,5,0,27,14,46,30,12,19,15,20,24,0,1,0,17,2,0,0,3,0,5,5,1,18,0,3,0
80.500,2,13,16,3,5,29,12,3,8,7,34,0,0,0,0,5,0,0,14,0,0,0,1,0,0,0,2,8,6,0,0,0,1,0,0,18,14,2,0,0,16,14,7,5,15,32,37,33,44,23,90,18,10,29,20,35,42,57,21,16,40,39,34,97,62,61,75,56,39,77,78,35,17,48,26,48,14,1,31,0,30,16,5,5,17,0,10,6,11,0,0,2,0,24,22,55,18,13,17,13,21,26,0,1,1,16,1,0,0,3,0,36,3,6,4,0,6,0
81.500,6,3,11,5,4,79,15,6,11,17,50,0,0,0,0,6,0,0,15,0,0,0,1,0,0,0,0,5,5,0,7,0,5,0,0,15,16,7,0,0,13,9,6,4,15,44,44,22,42,32,58,22,18,24,13,34,28,51,20,35,37,36,38,74,72,72,79,59,47,68,52,23,21,57,31,61,16,7,35,0,26,14,3,7,19,0,9,12,16,0,0,3,0,24,30,23,27,11,20,17,35,32,0,0,2,16,1,0,0,3,0,48,4,10,14,0,8,0
82.500,3,2,15,7,3,75,13,7,14,4,79,0,0,0,0,5,0,0,16,0,0,0,2,0,0,0,1,6,6,4,0,0,7,0,0,22,12,3,0,0,17,9,4,3,12,51,44,32,28,24,51,28,23,39,7,29,35,50,23,96,38,35,41,80,78,84,78,92,63,48,49,32,29,123,48,55,14,3,30,0,27,15,7,6,22,3,15,18,12,0,0,3,0,29,5,41,24,15,19,11,44,29,0,3,0,14,1,1,0,1,0,35,4,17,6,0,10,0
83.500,3,3,12,6,4,25,14,4,10,16,65,0,0,0,0,4,0,0,15,0,0,0,1,0,0,0,1,1,5,1,0,0,1,0,0,14,13,5,0,0,20,10,2,5,10,49,42,19,42,25,49,26,20,32,9,41,32,49,18,69,45,31,52,94,74,89,68,77,44,41,44,26,31,159,76,68,11,3,34,0,30,16,4,3,22,0,3,17,14,0,0,2,0,42,2,26,23,15,15,14,54,34,0,2,1,14,4,0,0,3,0,25,5,16,8,0,9,0
84.500,7,9,15,9,4,21,14,10,13,10,35,0,0,0,5,8,0,0,22,0,0,0,3,2,0,0,1,10,3,0,7,0,10,0,0,20,6,5,0,0,26,8,8,6,20,47,59,17,48,30,51,23,23,45,12,24,30,45,22,69,48,22,52,68,78,109,47,85,45,46,52,28,36,104,79,49,21,5,40,0,36,15,3,7,21,0,18,21,10,0,0,6,0,25,0,47,21,11,19,18,33,36,0,2,0,17,3,0,0,2,0,19,4,14,13,0,11,0
85.500,2,2,12,6,3,29,12,5,12,19,36,0,6,0,6,8,0,0,22,0,0,0,2,2,0,0,2,1,4,0,0,0,2,0,0,13,7,5,0,0,25,7,7,3,14,34,64,28,43,21,35,33,26,30,11,42,32,53,25,64,40,34,56,68,51,126,59,85,38,37,73,31,47,91,183,57,16,2,31,9,61,17,3,4,19,0,7,23,7,0,0,4,0,22,0,31,21,17,19,18,16,34,0,1,2,22,2,0,0,1,0,11,12,9,5,0,9,0
86.500,6,1,18,11,2,20,8,4,15,23,30,0,0,0,10,8,0,0,20,0,0,0,2,3,0,0,0,8,6,2,0,0,1,0,0,18,6,6,0,0,17,7,10,6,14,47,67,28,44,29,31,21,36,33,11,25,33,47,24,81,29,29,81,52,50,146,50,113,37,31,72,35,60,74,131,63,21,6,45,7,114,12,7,5,25,3,14,21,11,0,0,4,0,36,0,37,22,10,23,13,25,34,0,1,0,18,2,2,0,4,0,19,3,9,8,1,12,0
87.500,5,0,15,11,5,21,11,10,10,21,26,0,0,0,16,10,2,0,30,0,0,0,4,3,0,0,0,2,3,1,7,0,12,0,0,15,3,4,0,1,18,5,5,5,11,45,67,14,55,31,19,74,38,27,17,38,27,44,21,89,34,27,74,56,51,118,50,101,50,28,62,32,81,72,102,68,30,2,45,8,136,17,4,6,26,1,9,27,4,0,0,8,0,20,0,34,22,10,29,17,22,25,0,0,1,19,3,0,0,1,0,5,1,11,12,24,12,0
88.500,4,0,17,13,3,16,9,8,15,24,27,0,2,0,13,9,2,0,23,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,16,4,6,0,1,15,4,10,5,17,35,52,28,47,32,14,67,28,31,14,32,32,60,31,99,37,26,68,43,58,41,53,104,47,31,67,43,79,68,113,89,18,4,57,9,109,12,3,3,28,0,10,34,8,0,0,11,0,12,0,42,20,18,27,15,17,27,0,4,1,16,11,0,0,2,0,17,4,8,8,31,15,0
89.500,6,2,27,12,2,25,11,8,12,15,21,0,2,0,19,11,3,0,19,0,0,0,4,3,0,0,0,6,6,0,0,0,8,0,0,14,2,5,0,2,9,6,11,6,18,44,41,33,52,44,14,78,35,28,12,37,28,48,24,86,29,31,73,44,47,36,42,122,62,24,64,33,81,61,104,86,15,5,64,11,59,7,3,6,25,0,11,25,7,0,0,24,0,13,0,35,23,11,22,11,19,22,0,3,0,24,9,1,0,1,0,8,1,11,7,29,14,0
