Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136
35.500,15,20,6,22,0,6,12,11,4,15,0,12,8,0,1,45,11,2,31,25,4,9,8,0,0,11,5,59,66,0,25,50,3,14,7,0,6,0,0,0,15,47,4,0,0,0,32,1,0,0,1,1,7,4,0,0,30,0,0,11,0,3,0,0,10,4,7,13,3,10,3,0,23,0,3,0,35,5,3,18,7,21,3,13,5,18,0,18,40,55,5,47,1,0,59,50,34,32,3,9,2,7,13,4,0,29,3,0,55,20,32,28,48,7,26,15,10,3,0,0,14,9,31,33,0,57,0,28,2,12,3,7,0,23,8,41
36.500,16,14,2,25,0,9,25,12,6,26,0,7,9,0,3,32,17,8,34,24,5,10,11,3,0,10,13,91,11,0,12,47,6,15,6,0,6,0,0,0,10,42,1,0,0,0,32,0,0,0,1,3,7,4,0,0,30,0,0,8,0,5,0,0,13,4,9,17,4,15,3,0,21,0,0,0,27,4,3,34,4,23,1,11,6,15,0,14,38,47,7,32,3,0,53,36,21,29,3,11,2,6,21,6,0,32,8,3,39,13,40,37,37,7,39,23,6,8,0,0,48,8,44,19,0,58,0,16,5,6,2,9,0,18,10,44
37.500,18,19,6,15,0,4,29,16,7,18,0,8,4,0,1,33,16,2,43,25,8,10,5,1,0,7,21,90,6,0,25,37,4,17,0,0,5,0,0,0,4,38,4,0,0,0,51,0,0,0,0,1,7,4,0,0,25,0,0,7,0,3,0,0,12,2,9,17,3,13,4,0,19,0,0,0,29,20,1,70,10,26,2,13,9,17,0,21,38,45,8,19,3,0,53,34,32,29,5,9,1,3,18,5,0,35,10,0,44,25,23,43,41,5,60,24,8,3,0,0,45,7,37,14,0,65,0,0,4,12,3,9,0,15,6,47
38.500,15,14,6,17,0,7,37,12,10,16,0,7,3,0,4,26,14,7,43,37,11,11,7,2,0,7,24,79,0,0,18,31,20,17,3,0,5,0,0,0,3,43,2,8,0,0,46,2,0,0,2,4,7,4,0,2,23,0,0,11,0,5,0,0,11,8,13,16,5,9,5,0,12,0,4,1,27,26,2,81,3,31,3,14,23,14,0,29,29,46,5,13,3,0,52,34,31,26,0,10,1,5,25,5,0,40,3,0,35,33,24,39,29,6,35,25,8,8,0,0,56,7,42,12,0,95,0,0,3,11,2,11,0,16,19,63
39.500,20,17,7,12,0,9,14,8,10,17,0,3,2,0,0,30,18,6,40,42,11,8,10,2,0,25,35,82,0,0,21,24,41,17,1,15,5,0,0,0,4,35,4,1,0,0,52,2,0,0,2,3,9,4,0,2,14,0,0,7,0,4,0,0,9,4,16,25,5,16,3,0,12,0,34,10,32,28,3,74,6,50,2,10,22,14,0,22,23,52,4,14,6,1,63,27,45,30,0,17,1,1,24,7,0,41,7,0,37,23,36,52,24,6,20,24,5,8,0,0,57,5,39,10,0,70,0,0,5,9,5,9,0,15,44,51
40.500,21,19,7,11,0,4,0,18,13,10,0,6,2,0,2,19,24,7,49,59,12,7,3,5,0,29,39,76,0,0,24,22,35,18,0,19,5,0,0,0,2,37,5,1,0,0,52,1,0,0,1,6,10,5,0,3,16,0,0,11,0,5,0,0,12,7,36,21,6,15,7,0,9,0,28,17,36,27,3,82,7,63,52,14,22,15,0,30,22,44,6,17,8,0,68,28,38,25,0,21,1,4,39,6,0,42,9,0,33,22,21,55,28,6,16,26,7,10,0,0,62,8,44,7,0,41,0,0,3,8,6,14,0,16,24,56
41.500,17,13,11,9,0,7,0,8,10,13,0,5,1,0,3,16,20,9,46,66,12,6,11,5,0,30,44,76,0,2,18,29,39,21,0,20,6,0,0,0,1,35,6,6,0,0,65,0,0,0,0,9,12,4,0,3,11,0,0,12,0,5,0,0,13,6,18,26,5,15,7,0,8,0,23,14,35,27,1,100,6,52,38,11,27,18,0,10,18,60,10,11,12,1,68,29,27,27,0,4,0,6,48,11,0,51,6,0,30,16,21,55,28,5,11,31,7,12,0,0,77,11,44,7,0,30,0,0,6,10,4,13,0,16,30,47
42.500,26,6,7,9,0,6,0,11,12,11,0,5,1,0,0,10,31,14,53,86,13,3,6,2,0,32,36,71,0,3,18,39,49,20,0,19,6,0,0,0,2,30,31,3,1,0,59,0,0,0,5,17,6,6,0,5,12,0,0,10,0,6,0,0,16,5,17,33,8,17,5,2,7,0,26,12,47,29,2,86,6,56,31,14,75,16,0,12,14,53,8,13,27,2,57,24,22,28,0,1,0,5,24,10,0,56,4,0,32,20,36,53,27,7,7,29,8,24,0,0,107,65,67,7,0,22,0,0,6,12,3,15,0,16,17,44
43.500,26,6,9,10,0,9,0,15,13,7,0,4,0,0,1,13,27,9,54,117,11,9,8,4,0,40,27,64,0,6,21,34,62,17,3,14,4,0,0,0,3,33,29,5,2,0,66,3,0,0,1,15,12,4,0,8,10,0,0,8,0,4,0,0,24,9,16,34,6,23,8,5,5,0,28,14,52,31,4,75,8,45,35,13,149,22,0,5,14,58,8,16,0,0,52,27,21,28,0,0,0,4,18,14,0,50,13,0,20,17,20,53,6,3,9,38,6,20,0,0,98,48,52,6,0,18,2,0,3,6,6,35,0,18,16,43
44.500,54,7,14,10,0,4,0,9,12,8,0,5,0,0,4,8,28,24,62,45,14,5,8,8,0,53,27,56,0,7,18,35,35,32,1,17,6,0,0,0,2,30,25,12,1,0,75,1,0,0,2,14,14,5,0,11,6,0,0,11,0,7,0,0,29,9,11,52,10,21,6,30,15,0,19,14,70,34,2,91,5,42,27,14,146,23,0,4,14,56,8,33,0,4,61,21,19,24,0,0,0,4,25,11,0,60,7,0,5,17,32,53,9,6,12,33,8,16,0,0,98,25,38,6,0,24,1,0,6,11,6,76,0,20,12,42
45.500,101,8,5,7,0,9,0,5,14,5,3,11,0,7,0,7,37,70,60,32,14,7,8,3,0,49,38,31,0,11,21,8,29,33,0,21,5,0,0,0,1,37,19,27,2,0,74,1,0,0,4,15,13,5,0,17,10,1,0,15,0,5,0,0,37,10,11,52,11,29,9,31,15,2,19,14,65,36,4,88,7,81,35,18,109,24,0,4,13,56,11,0,0,0,79,20,13,39,0,0,0,3,18,16,0,32,1,0,6,19,35,33,9,8,17,37,9,14,18,0,95,14,40,7,0,16,4,0,9,6,4,52,0,21,9,36
46.500,123,11,13,6,0,5,0,11,12,10,2,21,0,16,0,10,38,48,75,27,15,5,6,8,0,61,54,5,0,12,19,2,28,33,0,24,6,0,0,0,10,23,19,20,1,7,86,1,0,0,2,12,13,5,0,22,6,11,0,13,0,7,0,0,33,11,12,46,12,31,13,35,13,28,21,12,56,56,7,71,7,80,29,17,58,53,0,1,7,56,4,0,0,4,73,15,14,29,0,0,2,3,13,18,0,48,17,0,5,15,27,24,8,0,30,44,11,13,31,0,82,5,34,10,0,20,5,0,5,9,6,29,0,24,7,18
47.500,94,0,13,8,0,8,0,12,17,3,8,22,0,8,5,0,42,38,168,27,13,9,8,6,0,44,59,3,0,18,17,5,17,53,3,28,7,0,0,1,21,20,20,20,5,7,92,3,1,0,5,11,16,6,0,33,7,8,0,9,0,5,0,0,37,13,8,57,12,38,24,25,11,24,17,13,58,53,11,51,7,78,51,19,33,34,0,2,0,55,10,0,0,1,66,12,12,49,0,0,0,2,11,24,0,37,6,4,8,21,19,15,9,9,75,39,13,13,25,0,58,7,42,19,0,17,15,0,7,6,7,23,0,24,6,25
48.500,65,0,10,2,0,12,0,6,21,9,7,48,0,12,0,1,52,33,107,25,15,8,8,6,0,21,21,0,0,23,25,2,24,65,1,35,6,0,0,6,21,26,18,17,6,5,131,26,10,0,3,10,17,7,0,46,5,8,0,18,0,8,0,0,33,13,11,24,19,28,53,25,10,29,13,10,67,46,13,50,35,97,32,29,21,14,0,1,0,55,4,0,0,5,17,11,13,85,0,0,0,2,6,28,0,42,20,6,12,14,19,24,6,0,62,56,16,11,26,0,43,5,39,13,0,18,11,0,6,2,5,21,2,23,6,24
49.500,50,0,12,7,0,13,0,5,14,5,12,36,0,8,0,12,86,29,77,22,14,8,7,10,0,20,21,0,0,18,18,4,19,42,1,75,7,0,0,4,21,28,15,21,6,6,81,59,6,0,5,11,21,16,0,38,8,6,0,17,0,8,0,0,41,18,6,18,15,24,51,23,11,8,16,14,78,39,18,33,39,75,19,33,16,14,0,1,0,48,5,0,0,0,15,10,12,34,0,0,0,2,6,42,0,48,12,9,21,18,18,20,4,9,55,54,12,17,23,0,32,6,22,6,0,7,8,1,8,4,7,27,0,30,2,16
50.500,37,3,9,4,4,13,0,9,10,11,18,42,0,10,5,0,81,32,41,23,15,11,6,9,0,21,23,0,0,16,21,5,20,41,0,59,5,98,0,7,24,20,19,26,17,5,48,38,8,0,4,13,21,17,5,37,4,7,0,18,0,8,0,0,37,17,7,17,22,28,61,21,13,4,10,13,63,38,29,27,39,75,13,33,8,12,0,0,0,25,21,0,0,6,11,9,8,27,0,0,0,1,7,42,0,49,8,12,37,21,20,28,3,0,28,62,13,23,29,0,26,3,30,5,0,7,10,2,8,3,10,22,2,31,1,23
51.500,38,2,12,5,10,9,0,7,10,4,23,42,0,14,4,0,61,19,45,22,15,11,12,9,0,21,18,0,0,14,20,3,22,31,2,69,8,130,0,7,24,26,16,23,14,5,41,35,8,0,6,10,20,24,6,35,5,8,0,20,9,7,0,0,49,36,10,19,23,26,76,22,13,3,20,12,48,37,34,10,38,79,8,31,2,7,0,1,0,26,34,0,0,1,10,11,12,21,0,0,0,2,1,48,0,75,55,23,17,21,21,12,4,0,15,73,9,29,22,0,22,10,8,15,0,3,22,5,12,2,5,25,2,48,0,28
52.500,35,0,10,4,8,5,0,0,11,10,32,46,0,26,15,6,60,21,40,24,14,11,12,13,0,14,18,0,0,9,19,5,17,30,2,81,6,111,0,9,34,27,11,24,14,2,35,29,9,0,6,13,28,20,12,29,4,13,0,32,10,10,0,0,66,15,2,19,34,22,51,38,12,4,8,16,44,39,30,17,39,92,7,38,1,12,0,0,0,24,37,0,0,6,10,10,7,22,0,0,0,1,5,48,0,64,44,12,16,12,13,28,5,9,10,71,9,34,28,0,21,6,22,0,0,10,10,6,11,1,14,43,1,61,0,18
53.500,45,4,13,3,7,0,0,1,10,5,37,27,0,64,11,7,61,22,40,21,16,12,9,14,0,15,20,0,0,9,29,14,24,25,1,76,9,136,0,6,30,32,19,29,25,5,37,25,10,6,10,10,23,25,31,32,7,45,0,36,2,10,0,0,43,7,6,19,27,35,54,47,20,3,18,14,33,30,28,17,30,78,9,20,1,8,0,0,0,25,52,0,0,8,10,11,11,14,0,0,0,2,2,33,0,56,48,4,10,8,25,19,5,0,9,79,17,53,25,0,12,5,21,6,0,4,11,9,10,0,6,73,3,68,0,25
54.500,47,1,13,11,6,0,0,4,8,12,42,28,0,43,14,0,57,17,47,20,15,13,10,16,0,17,20,0,0,6,32,14,24,25,0,75,8,65,0,9,31,33,14,29,25,2,35,28,10,20,16,14,24,19,38,23,6,42,0,48,4,10,12,0,55,2,5,22,30,14,39,44,17,4,17,19,29,29,28,10,42,26,5,32,0,9,0,0,0,26,32,3,0,5,5,16,4,14,0,0,0,1,2,42,0,67,38,2,9,9,17,27,3,8,24,82,19,85,49,0,14,10,10,5,0,10,11,12,52,0,3,83,0,25,0,33
55.500,50,2,20,5,8,0,0,4,9,9,54,32,0,59,12,3,67,19,36,22,16,13,12,29,7,12,14,0,0,6,30,18,24,23,3,70,3,44,0,5,29,33,12,30,19,4,36,26,10,20,21,10,30,32,39,32,7,33,0,70,3,15,41,3,35,5,6,20,30,10,47,46,35,2,21,25,26,31,45,14,43,27,4,30,0,8,0,0,0,26,20,2,0,8,9,18,13,13,0,0,0,3,3,33,0,96,38,1,9,12,24,33,7,0,53,85,24,57,49,0,11,16,23,9,0,6,8,14,52,0,20,53,4,10,0,31
56.500,46,3,24,13,8,0,0,3,9,12,61,21,0,26,15,3,67,12,31,24,23,10,10,61,8,12,23,0,0,3,31,15,23,16,1,51,9,36,0,23,28,38,16,27,38,2,30,24,14,46,17,9,27,28,59,28,4,43,0,47,0,10,43,14,42,3,2,18,28,9,40,45,77,3,39,27,26,17,52,10,35,18,5,24,0,10,0,0,0,23,14,2,0,10,9,19,3,6,0,2,0,0,1,31,0,58,42,3,9,13,15,30,5,0,23,61,14,24,36,0,8,28,13,0,0,12,12,20,63,0,7,60,1,13,0,44
57.500,8,5,18,5,5,0,0,0,7,13,77,21,0,18,16,3,75,9,27,27,15,14,11,51,8,16,27,0,0,4,27,20,32,26,1,49,21,28,0,27,33,40,15,32,42,5,29,27,14,68,17,14,28,36,156,29,8,39,9,42,2,16,48,12,43,0,5,25,32,4,42,52,53,2,20,94,24,31,56,9,44,15,6,32,0,7,0,0,0,28,16,4,0,13,6,30,14,11,0,3,0,1,2,21,0,13,49,1,6,19,23,31,5,7,12,47,22,11,47,0,3,20,22,5,0,18,16,22,73,0,13,58,4,3,0,36
58.500,8,3,16,11,6,0,0,4,6,18,83,19,0,18,14,4,94,5,27,29,24,13,21,32,8,8,20,0,6,5,17,14,28,17,1,46,13,15,0,14,29,51,17,32,154,1,34,27,15,67,19,7,33,36,175,31,6,47,7,41,0,21,52,15,39,0,12,24,35,3,61,48,41,2,14,71,21,18,58,12,46,7,4,31,0,12,0,0,0,26,10,5,0,14,8,16,2,6,16,2,0,2,3,27,0,9,38,4,5,28,16,24,8,0,9,46,21,9,35,0,2,9,13,6,0,45,14,25,52,4,12,58,1,8,0,32
59.500,4,7,30,5,7,0,0,3,6,36,143,21,0,10,17,4,87,3,19,29,34,17,17,25,6,15,28,0,52,4,31,25,35,11,3,55,4,22,0,8,28,35,11,25,93,5,27,32,17,78,28,11,26,39,53,31,6,51,7,39,0,17,61,11,49,0,13,23,49,0,37,51,37,3,8,59,14,26,76,9,44,13,3,30,0,8,0,0,0,20,18,8,0,24,6,30,10,4,38,0,0,2,0,17,0,11,34,6,0,0,22,16,6,0,5,39,26,6,61,0,2,6,19,4,0,58,10,31,37,20,16,92,4,1,0,20
60.500,7,7,18,11,6,0,0,5,6,43,108,27,0,20,15,2,49,1,22,42,35,13,19,22,8,14,27,0,55,6,21,51,41,24,1,37,5,16,0,6,34,43,13,34,74,1,9,28,31,96,70,7,29,41,50,44,8,38,10,33,0,23,66,12,53,0,14,24,37,0,42,60,35,3,7,61,24,18,48,10,57,10,2,25,0,14,0,0,0,18,12,21,0,40,8,34,6,3,31,2,0,1,1,20,0,5,20,5,0,0,16,12,6,5,6,33,19,7,35,0,0,3,17,1,0,48,14,33,33,3,12,58,1,6,0,27
61.500,3,11,14,6,7,0,0,0,4,61,85,30,0,11,16,2,29,2,11,53,58,12,22,15,4,14,26,0,41,4,15,59,47,15,1,39,6,13,0,4,25,32,21,30,65,6,7,32,34,89,70,9,30,39,54,41,12,34,5,43,0,88,70,17,89,0,10,29,47,0,36,69,32,4,4,53,12,22,38,7,46,12,9,41,0,11,0,0,0,14,14,34,0,32,10,32,8,0,20,0,0,0,3,15,0,9,26,7,0,0,18,18,7,0,4,30,23,3,31,4,0,3,17,7,1,30,9,25,29,0,25,27,4,5,0,21
62.500,4,8,14,9,2,0,0,8,4,29,54,19,2,13,14,2,22,9,22,32,71,23,25,15,4,19,40,0,27,7,19,47,50,11,3,35,1,16,0,29,34,44,13,37,62,0,8,29,32,106,72,7,32,40,45,39,12,35,7,35,0,168,71,57,76,0,12,21,47,0,42,104,33,7,6,46,19,22,31,12,28,11,2,27,0,16,0,0,0,14,16,18,0,11,19,43,4,0,21,2,0,1,2,19,0,3,16,4,0,0,14,6,11,0,6,24,32,3,26,14,0,5,16,2,1,19,13,17,29,0,19,29,1,2,0,11
63.500,3,11,18,9,8,0,0,17,4,31,42,28,40,8,13,8,31,8,6,22,78,17,32,7,3,21,44,0,21,6,7,25,37,10,2,33,5,14,0,25,26,43,15,42,63,7,7,35,37,151,85,26,45,43,39,40,10,24,6,46,0,184,93,60,69,0,9,32,68,0,34,77,36,14,3,34,14,53,51,7,22,12,2,19,0,11,0,0,0,13,13,15,0,8,12,47,11,0,20,0,0,1,0,14,0,7,16,3,0,0,21,14,8,2,0,23,31,5,15,13,0,2,15,2,2,24,18,13,41,0,21,20,3,1,4,26
64.500,3,13,10,11,3,0,0,11,5,31,47,25,43,10,15,2,27,8,14,26,91,16,38,7,4,55,34,0,23,8,17,10,45,17,0,30,2,15,0,22,36,39,15,34,67,2,6,26,42,205,125,30,36,36,32,53,6,21,6,40,8,162,90,62,66,0,11,29,97,0,43,76,31,17,6,32,17,31,40,11,15,17,1,21,0,12,0,0,0,11,13,12,0,2,4,59,4,0,16,0,0,2,0,11,0,5,15,3,0,0,20,4,11,0,9,23,31,1,26,14,0,4,17,4,1,16,29,13,18,0,21,18,2,3,38,6
65.500,3,13,14,10,4,0,0,10,3,24,50,39,22,11,14,8,23,10,8,19,99,10,45,3,3,28,20,0,10,9,7,26,32,8,5,64,4,15,0,15,26,37,15,45,65,7,8,33,43,209,148,35,49,40,35,39,7,21,7,38,4,111,117,63,63,0,9,32,101,0,36,52,29,13,1,26,7,13,47,10,16,10,1,22,0,10,0,0,0,11,14,13,0,4,9,49,7,0,18,0,0,0,0,8,0,7,11,4,0,0,10,15,12,0,0,13,42,4,16,15,0,3,16,2,2,14,41,10,22,0,17,11,3,3,37,21
66.500,2,14,10,11,5,0,0,7,5,29,27,51,25,8,9,14,22,9,16,16,67,15,72,5,1,33,4,0,15,11,21,8,28,11,2,75,2,14,0,19,36,39,16,47,52,6,9,28,48,167,134,29,48,30,34,53,10,20,6,40,0,82,85,63,67,0,11,34,70,0,45,60,27,23,5,18,18,18,29,12,17,8,9,16,0,10,0,0,0,12,13,13,0,0,4,51,6,0,11,2,0,0,6,3,0,1,12,3,0,0,21,2,13,0,0,6,58,1,13,13,0,4,17,3,5,14,52,9,23,0,19,7,1,1,49,21
67.500,0,15,7,10,3,0,0,5,5,22,24,54,24,11,16,19,24,16,13,19,62,17,41,4,5,34,1,0,15,21,8,11,26,11,1,82,4,13,0,18,43,34,14,81,39,6,31,29,49,203,156,33,44,31,30,48,5,19,2,52,4,38,54,51,46,0,12,43,59,0,48,51,29,13,2,23,10,13,26,12,12,7,2,18,0,8,0,0,0,8,12,7,0,9,11,23,8,0,17,0,0,1,0,5,0,3,12,4,0,0,20,8,21,0,0,7,53,4,21,14,0,4,14,2,4,10,36,7,26,0,20,10,2,2,58,9
68.500,1,16,11,20,6,0,0,11,4,17,15,57,17,9,9,12,14,16,24,24,60,13,25,2,2,48,2,0,12,11,15,18,24,13,5,73,2,11,0,9,49,35,16,88,40,7,32,30,52,164,152,30,40,38,38,53,7,16,8,36,0,34,49,45,47,0,15,42,71,0,42,58,29,18,3,17,10,20,31,17,13,6,1,13,0,8,0,0,0,7,10,11,0,0,17,17,2,0,9,0,0,1,0,3,0,9,5,2,0,0,9,0,43,0,7,8,50,0,8,14,0,3,15,2,6,8,29,6,38,0,17,9,2,1,55,21
69.500,2,19,11,20,4,0,0,5,4,27,9,80,27,7,12,13,7,40,47,14,57,27,21,3,3,30,1,0,18,10,8,6,25,9,10,72,2,8,0,5,56,31,16,62,33,6,34,28,64,123,133,38,44,32,69,61,7,18,4,40,9,30,40,54,46,0,18,53,120,0,47,51,36,10,4,11,17,20,66,24,13,5,1,22,0,8,0,0,0,10,14,7,0,0,6,16,7,0,17,2,0,3,0,4,0,0,10,1,0,0,17,6,35,0,1,5,46,0,5,9,1,5,18,0,6,8,29,6,45,0,20,8,1,2,19,28
70.500,0,31,9,13,6,0,0,8,3,23,16,90,23,9,13,19,10,23,82,23,56,22,16,1,2,19,1,0,14,7,12,10,20,10,8,64,4,7,0,0,45,22,15,62,37,0,28,27,98,112,110,38,56,33,72,58,10,15,7,37,11,33,41,54,46,0,15,72,72,0,51,37,30,14,5,16,9,26,65,11,10,5,1,11,0,6,5,3,0,6,10,15,0,0,8,7,3,0,7,0,0,0,0,2,0,2,9,1,0,0,24,2,15,0,0,7,67,4,4,17,0,2,15,0,10,6,26,3,35,0,23,0,3,0,19,15
71.500,0,24,14,10,7,0,0,3,6,28,7,79,19,8,18,16,3,22,43,17,51,22,19,0,1,21,3,0,5,6,11,6,20,13,9,60,2,9,0,0,61,29,14,69,30,0,25,34,145,109,154,43,57,22,68,63,6,22,9,36,10,25,41,57,38,0,17,119,61,0,55,45,30,13,14,13,11,22,50,15,13,5,7,15,0,6,7,0,0,7,10,12,0,0,9,5,7,0,6,0,0,0,0,3,0,4,4,9,0,0,10,0,24,0,0,8,36,0,6,7,0,4,25,0,7,4,27,4,28,0,21,0,1,1,12,6
72.500,0,17,4,10,8,0,0,7,2,16,13,75,23,6,21,14,6,20,31,18,40,27,10,1,4,16,0,0,5,8,16,17,19,17,9,73,3,9,0,0,57,26,18,62,29,0,25,28,159,125,192,60,51,16,67,73,15,30,6,38,14,23,37,60,34,0,17,146,47,0,65,40,30,12,5,10,13,96,42,8,14,0,4,16,0,7,9,4,0,7,13,14,0,0,9,3,3,0,14,0,0,0,5,3,0,4,8,2,0,0,18,0,1,0,0,4,31,0,4,14,2,3,14,0,16,5,21,2,24,0,19,0,1,0,11,7
73.500,0,15,9,6,7,0,0,11,6,18,7,54,25,10,32,16,8,17,24,24,41,23,13,0,1,14,20,0,7,8,13,5,21,31,7,43,5,6,0,0,62,20,17,73,26,0,28,31,142,129,171,65,45,30,73,61,14,16,11,44,9,26,40,101,45,0,13,104,55,0,61,29,21,13,0,17,15,81,29,9,11,0,1,13,0,6,7,5,0,7,5,13,0,0,17,0,1,0,4,2,0,1,0,2,0,1,6,1,0,0,21,2,0,0,5,12,28,2,3,10,0,3,12,0,33,3,22,0,16,0,26,0,2,0,7,3
74.500,0,14,17,9,14,0,0,0,2,11,9,51,24,8,15,23,5,16,29,19,28,22,8,0,3,17,86,0,8,2,10,5,20,28,9,19,5,9,0,0,75,20,28,73,29,0,23,28,87,115,215,77,39,24,66,68,17,18,9,40,12,23,48,83,37,0,14,79,36,0,62,39,13,8,0,15,19,38,25,9,8,0,1,13,0,2,6,6,0,4,12,15,0,0,19,0,4,0,2,0,0,2,0,4,0,1,4,2,0,0,12,2,0,15,1,2,29,0,3,15,0,4,9,0,45,4,18,0,21,0,27,0,2,0,5,4
75.500,0,14,9,7,30,0,0,6,6,16,9,48,30,9,9,14,4,19,15,22,29,27,9,0,2,8,55,0,4,8,10,12,30,28,12,21,4,12,0,0,93,18,26,91,29,1,26,22,86,127,184,139,31,17,70,73,11,18,3,35,14,30,73,67,32,0,17,72,54,0,51,29,16,13,0,18,13,64,16,3,10,0,0,13,0,5,8,11,0,6,9,20,0,0,12,0,1,0,6,0,1,2,0,1,0,4,7,3,0,0,79,1,0,18,0,9,75,0,4,10,0,4,7,0,37,2,32,0,16,0,16,0,1,2,9,2
76.500,0,15,3,6,67,0,0,16,2,12,10,43,30,8,6,13,5,16,16,23,14,30,7,0,2,12,36,0,3,5,15,11,20,23,9,16,3,14,0,0,122,17,40,78,29,2,28,35,75,121,179,101,31,28,87,75,18,17,16,24,19,25,72,61,49,0,32,66,41,0,51,29,11,8,0,25,13,84,15,9,2,0,4,14,0,5,5,18,0,5,11,23,0,0,17,0,4,0,8,1,2,0,0,1,0,2,4,4,0,0,60,0,0,25,0,9,64,0,2,9,2,0,6,3,34,2,24,0,16,0,37,0,0,2,5,2
77.500,0,12,9,8,44,0,16,0,6,16,14,45,45,10,4,22,2,17,24,30,12,28,6,0,3,7,32,0,5,3,16,4,24,19,9,11,2,8,0,0,143,18,32,73,21,4,26,27,66,152,194,74,23,26,117,85,15,18,4,17,16,32,75,63,39,0,27,65,33,0,56,33,7,10,0,29,15,78,10,12,8,0,6,15,0,4,4,32,0,3,11,35,0,0,22,0,0,0,6,2,0,0,0,4,0,1,2,6,0,0,45,1,0,25,0,7,41,0,3,11,0,0,6,1,41,0,26,0,19,0,34,0,3,3,3,0
78.500,0,12,15,4,59,0,20,7,3,13,11,39,47,8,2,13,2,12,20,44,10,38,5,0,2,8,12,0,6,6,8,7,36,18,7,19,0,12,0,0,149,17,35,74,26,7,41,38,76,67,201,54,25,66,172,83,14,39,9,25,16,36,91,55,39,0,29,65,37,0,49,58,7,8,0,33,11,64,10,8,5,0,1,16,0,3,4,23,0,6,11,25,0,0,14,0,0,0,1,0,0,0,4,1,0,0,1,7,0,0,36,2,0,31,0,10,8,0,3,13,0,0,6,0,49,0,24,0,11,0,49,0,1,4,8,1
79.500,3,10,14,5,58,0,20,11,5,16,14,43,40,7,3,19,3,14,16,23,7,96,1,0,3,6,7,0,4,5,14,11,25,17,7,16,0,7,0,0,116,18,42,69,13,12,35,38,75,68,206,45,36,39,171,93,15,54,20,14,20,43,105,46,25,0,27,55,34,0,56,47,9,10,0,31,11,47,13,12,2,0,1,10,0,2,2,8,0,1,10,22,0,0,17,0,2,0,3,1,0,1,1,0,0,1,1,9,0,0,29,1,0,35,2,9,8,0,3,11,0,0,3,0,57,1,34,0,21,0,38,0,1,4,4,2
80.500,3,11,5,7,34,0,24,4,3,15,29,42,36,12,2,17,2,14,19,20,3,149,0,0,2,6,9,0,2,6,20,6,29,18,5,7,0,12,0,0,88,20,48,82,11,6,30,40,71,50,116,41,18,41,131,95,19,98,16,11,21,25,75,48,29,0,31,59,35,0,68,46,5,6,0,31,13,37,8,19,4,0,2,16,0,8,1,0,0,5,22,28,0,0,25,0,3,0,2,2,0,4,0,2,0,1,1,7,0,0,28,1,0,37,2,9,11,0,2,9,0,0,4,0,42,0,35,0,11,0,27,0,1,5,5,0
81.500,3,12,9,7,22,0,13,9,5,18,41,41,39,9,0,12,2,15,23,23,1,29,0,0,1,3,5,0,7,7,16,7,38,16,7,14,0,13,0,0,82,16,53,79,9,7,19,54,73,44,161,39,28,38,136,93,21,51,21,16,12,27,70,35,24,0,32,53,30,0,60,32,4,9,0,39,16,25,11,23,7,0,9,14,0,15,5,0,0,5,27,30,0,0,16,0,4,0,0,0,1,0,0,0,0,2,4,10,0,2,27,2,0,33,1,9,5,0,2,11,0,0,5,0,43,3,35,0,21,0,26,3,2,6,15,0
82.500,4,9,15,6,20,0,61,5,4,16,56,50,31,11,0,20,3,24,21,18,5,20,0,0,4,3,8,0,15,6,17,11,38,19,4,11,0,12,0,0,54,20,51,63,9,4,22,59,60,43,134,31,37,35,138,112,12,40,20,12,18,36,55,38,35,0,32,65,31,0,76,31,4,7,0,43,5,24,9,29,1,0,5,18,0,12,2,0,13,3,34,23,2,0,23,0,0,0,7,3,5,0,0,0,0,0,0,18,0,3,27,2,0,30,0,11,9,0,13,9,0,0,1,0,43,2,26,0,22,0,25,5,1,6,8,0
