Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136
-12.500,7,33,3,11,16,83,3,31,18,2,9,0,2,14,0,10,10,2,16,20,86,3,0,8,6,2,6,10,24,1,0,5,12,0,7,0,62,0,16,33,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,11,0,0,0,9,0,1,0,5,0,0,3,0,4,0,16,0,0,0,3,0,0,0,8,0,13,17,3,12,7,0,2,0,0,0,8,5,7,15,30,2,12,7,21,0,13,0,47,7,0,0,27,3,10,22,0,46,3,0,10,18,12,0,0,1,0,8,25,7,6,2,11,19,3,3
-11.500,2,30,2,8,11,77,2,17,19,4,3,0,0,15,0,2,14,0,13,15,76,0,0,2,7,4,4,9,18,6,0,2,13,0,9,0,37,0,18,33,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,12,0,0,0,1,0,3,0,7,0,0,3,0,4,0,16,0,3,0,1,0,0,0,7,3,10,17,1,7,13,1,5,0,0,0,15,4,8,9,26,3,10,2,24,0,12,0,37,3,0,0,26,14,9,14,0,40,8,0,9,19,12,0,0,4,0,15,17,8,5,2,3,14,3,7
-10.500,0,28,2,13,14,71,1,5,26,3,10,0,0,20,0,2,14,0,12,15,35,2,0,9,11,0,6,6,20,6,1,1,5,0,3,0,10,0,15,35,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,2,14,0,11,0,0,0,0,0,3,0,5,0,0,2,0,7,0,9,0,3,0,2,0,0,0,13,0,18,16,1,10,15,2,2,0,0,0,9,1,5,11,21,0,16,0,26,0,8,0,39,3,0,0,29,5,2,11,0,30,2,0,7,21,13,0,0,1,0,11,31,6,3,5,7,10,4,2
-9.500,6,21,1,5,13,78,4,7,31,4,9,0,0,18,0,5,12,0,7,10,0,2,0,4,7,2,4,8,15,1,2,1,13,0,7,0,0,0,18,28,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,16,0,0,0,2,0,1,0,1,0,0,0,0,6,0,0,0,3,0,3,0,0,0,11,0,13,12,5,10,0,3,3,0,0,0,13,3,8,10,33,1,13,0,20,0,12,3,40,7,0,0,26,4,3,8,0,24,0,0,9,24,8,2,0,0,0,17,26,8,6,0,7,18,1,2
-8.500,2,30,1,7,17,56,1,6,43,0,6,0,0,18,0,1,17,3,6,15,0,2,0,12,8,5,7,11,11,8,0,1,5,0,8,2,0,0,13,18,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,12,0,0,0,1,0,2,0,10,0,0,4,0,5,0,0,0,7,0,0,0,0,0,11,0,19,31,2,6,6,6,0,8,0,0,10,2,6,8,28,5,13,0,32,0,13,3,43,4,0,3,19,9,9,11,0,21,1,0,9,36,9,2,0,0,0,15,16,8,6,2,10,9,2,5
-7.500,4,26,0,9,16,63,2,5,19,7,9,0,0,15,0,0,24,2,8,5,0,2,0,10,5,0,8,5,11,3,0,4,4,0,1,1,0,0,19,11,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,10,0,0,0,1,0,4,0,1,0,0,2,0,7,0,0,0,4,0,1,0,0,0,12,0,13,13,0,11,10,1,0,9,0,0,16,6,9,10,27,0,13,0,26,0,8,3,62,3,0,30,32,5,8,9,0,25,2,0,8,50,8,0,0,0,0,16,18,5,7,5,15,7,0,2
-6.500,3,25,0,8,14,37,3,7,13,0,5,0,0,15,0,4,65,0,6,13,0,1,0,4,8,0,8,6,12,4,1,1,14,0,7,3,1,0,23,11,0,0,9,5,7,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,7,0,0,0,0,0,3,0,2,0,0,1,0,5,0,0,0,5,0,4,0,0,0,9,3,21,3,0,9,6,1,0,10,0,0,13,5,11,10,29,0,14,0,34,0,10,4,62,4,0,43,23,2,3,14,0,19,4,0,7,8,8,1,0,0,0,17,6,7,9,3,17,6,1,2
-5.500,1,26,0,4,21,29,4,7,10,3,16,0,0,15,0,0,62,1,2,8,0,3,0,2,4,0,11,10,10,8,3,1,6,0,11,6,3,7,21,10,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,7,0,0,0,1,0,1,0,2,0,0,2,0,8,0,0,0,6,0,2,0,0,0,0,2,19,2,0,5,9,1,0,8,0,0,13,2,8,2,21,2,12,0,40,0,14,7,41,8,0,24,16,10,2,14,0,19,5,0,10,4,13,3,4,0,0,28,3,9,8,0,7,6,0,0
-4.500,5,22,0,0,19,28,0,5,5,4,9,0,0,16,0,5,42,0,6,7,0,1,0,0,10,4,0,8,9,5,0,1,12,0,5,8,0,12,17,5,0,0,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,2,0,6,0,0,1,0,7,0,0,0,6,0,2,0,0,0,6,0,0,4,1,9,9,4,0,9,0,0,16,1,12,1,37,3,14,0,40,0,12,17,46,2,0,22,29,3,4,26,0,24,0,0,10,5,2,9,0,0,0,27,7,6,9,0,7,4,0,3
-3.500,3,22,0,0,29,29,2,5,5,0,9,0,0,14,0,3,30,2,4,12,0,1,0,0,1,0,0,7,7,8,1,1,6,0,2,4,1,20,21,10,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,1,0,3,0,1,0,0,0,0,12,0,0,0,6,0,2,0,0,0,5,5,0,1,2,7,4,4,0,4,0,0,17,2,14,2,33,0,11,0,52,0,13,15,49,4,0,14,23,2,10,23,0,26,1,0,8,0,6,29,4,0,0,15,1,8,9,10,10,3,0,3
-2.500,3,26,0,0,22,19,4,6,5,3,18,0,0,25,0,6,23,1,7,4,0,2,0,0,0,0,1,6,3,6,2,5,7,0,12,3,0,12,18,12,0,0,10,4,4,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,4,0,0,0,1,0,1,0,3,0,0,3,0,8,0,0,0,5,0,6,0,0,0,5,0,0,2,1,4,6,1,0,8,0,0,19,2,9,1,38,0,11,13,35,0,9,15,42,4,0,14,19,8,4,20,0,22,2,0,9,0,5,36,5,0,0,12,3,8,9,0,12,4,0,0
-1.500,4,16,0,0,49,29,1,7,5,2,13,0,0,16,0,5,25,1,1,6,0,2,0,0,0,0,1,11,5,9,2,2,14,0,5,0,7,12,5,5,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,5,0,2,0,0,0,0,7,0,0,0,7,0,1,0,0,0,3,18,0,1,1,6,3,1,0,7,0,0,27,3,32,1,45,0,10,8,42,0,13,15,35,8,8,13,21,3,4,25,0,29,3,0,7,1,6,58,6,0,0,1,8,7,17,0,7,3,0,0
-0.500,2,26,0,0,34,21,3,5,0,1,26,0,0,26,0,8,18,1,5,9,0,1,0,3,0,2,0,7,3,12,0,1,5,0,8,3,2,10,2,11,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,2,0,0,6,1,0,2,0,4,0,0,0,0,7,0,0,0,9,2,1,0,0,0,4,19,0,1,3,6,2,1,0,1,0,0,30,2,22,3,46,4,9,9,27,0,19,11,41,2,13,10,25,5,6,35,0,40,5,0,9,2,4,42,10,0,0,0,1,7,13,7,10,1,0,0
0.500,5,26,0,0,29,21,3,5,4,1,38,0,0,25,0,12,23,0,3,6,0,1,0,4,3,2,0,7,4,29,3,36,14,0,5,0,2,9,4,10,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,0,0,7,3,0,2,0,2,0,0,1,0,6,0,0,0,7,9,9,2,0,0,4,34,0,1,3,8,4,6,0,0,0,0,43,5,18,1,52,1,12,6,27,0,16,14,32,2,20,7,20,6,2,22,0,26,0,0,7,0,4,35,20,10,0,0,2,6,13,2,13,2,0,3
1.500,4,23,0,0,2,26,3,5,2,3,15,0,0,45,0,8,13,0,4,10,0,3,0,12,3,0,0,8,3,42,2,43,8,0,15,0,2,8,1,5,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,2,0,0,9,1,0,3,0,2,0,0,1,0,8,0,0,0,10,7,3,5,0,0,4,20,0,1,4,6,4,2,0,0,0,0,31,0,16,0,62,0,10,3,25,0,21,19,39,11,30,11,24,2,10,20,0,14,2,0,7,1,1,33,18,13,0,3,8,15,16,1,14,2,0,1
2.500,5,17,0,0,1,24,0,5,2,1,10,0,0,21,0,4,14,2,2,4,0,1,0,8,0,0,0,8,7,40,1,31,9,0,6,0,5,8,4,14,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,4,0,0,9,0,0,3,0,3,0,0,1,0,10,0,0,0,7,8,3,5,0,0,3,17,0,3,4,8,4,0,0,0,0,0,19,3,8,1,61,0,10,5,24,0,13,16,34,4,13,8,23,13,6,1,0,17,2,0,11,0,1,35,14,14,0,0,1,11,12,6,19,1,0,0
3.500,5,26,0,0,0,20,5,5,1,1,6,0,0,16,0,0,7,1,1,7,0,1,0,5,0,0,0,5,6,21,5,17,13,0,5,0,5,6,0,9,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,14,1,0,4,0,2,0,0,0,0,7,0,0,0,13,8,11,11,0,0,1,13,0,3,11,9,3,2,0,0,0,0,16,2,0,0,67,2,13,2,35,0,15,23,36,10,10,5,22,7,5,0,0,15,3,0,7,1,2,29,21,11,0,0,5,7,5,2,21,1,0,0
4.500,6,20,0,0,0,29,1,4,0,2,1,0,0,20,0,1,8,1,4,8,0,3,0,6,2,2,0,8,8,20,0,20,11,0,4,0,1,0,0,12,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,3,0,0,15,1,0,4,0,1,0,0,1,0,9,0,0,0,10,10,8,27,0,0,20,12,0,3,10,9,2,2,0,0,0,0,18,2,0,2,50,2,14,4,5,0,18,17,36,7,6,6,20,7,8,0,0,3,3,0,8,3,2,25,2,22,0,1,5,12,14,4,21,1,0,0
5.500,19,27,0,0,0,33,4,6,0,2,0,0,0,13,0,1,8,0,2,4,0,1,0,7,5,1,0,8,9,19,7,17,12,0,21,0,4,0,4,13,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,9,0,3,0,0,20,3,0,2,0,3,0,0,1,2,13,12,0,0,14,10,9,19,0,3,13,15,0,1,12,19,4,7,0,0,0,0,9,2,0,1,51,1,9,3,5,0,19,30,33,8,5,7,18,12,4,0,0,2,2,0,6,2,5,23,2,13,0,1,3,12,9,4,26,0,0,0
6.500,30,16,0,0,0,36,4,6,0,0,3,0,0,10,0,5,8,1,2,5,0,1,0,4,0,0,0,7,3,10,4,17,15,0,6,0,6,0,0,10,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,9,0,0,4,0,3,0,28,3,2,9,12,0,0,13,9,6,14,0,0,16,15,0,1,9,10,4,0,0,0,0,0,17,4,0,1,45,0,15,2,3,0,22,34,25,13,9,4,28,8,11,0,0,5,3,0,7,1,1,30,1,13,0,0,8,15,8,1,30,0,0,0
7.500,19,31,0,3,0,28,2,6,0,1,3,0,0,15,8,3,4,0,3,11,0,3,0,6,0,0,0,7,0,18,6,12,9,0,6,0,5,0,0,6,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,9,0,4,0,0,14,1,0,5,0,2,0,15,2,0,28,10,0,0,13,10,13,12,0,0,22,11,0,2,12,12,5,1,0,0,2,0,15,2,0,2,38,0,14,5,0,0,23,40,17,19,0,8,12,17,9,0,0,0,5,0,5,2,1,43,0,8,0,0,6,10,7,7,28,0,1,0
8.500,20,31,0,4,0,17,4,6,0,3,3,0,0,9,19,5,9,2,0,3,0,2,0,5,4,0,0,8,11,14,7,23,21,0,16,0,5,0,0,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,6,0,2,0,0,6,1,0,5,0,2,0,8,1,0,15,10,0,0,16,10,7,5,0,5,21,15,0,2,20,6,14,2,0,0,0,0,19,3,0,2,43,1,8,2,2,0,21,25,26,25,2,2,27,13,10,0,0,4,2,0,6,1,1,24,0,6,1,2,5,18,8,2,36,0,2,0
9.500,14,38,0,9,0,9,3,4,0,1,3,0,0,16,30,7,3,1,1,7,0,2,0,8,4,2,0,7,0,15,7,15,9,2,10,0,9,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,9,4,0,4,0,3,0,2,3,0,2,9,0,0,12,11,9,14,0,0,17,19,0,3,13,9,41,13,0,0,0,3,12,2,0,5,44,2,15,2,5,0,13,26,26,23,7,8,17,16,29,0,0,3,2,0,6,5,3,13,0,6,5,0,10,12,8,6,55,0,1,0
10.500,14,45,0,9,0,14,4,13,0,1,8,0,0,6,22,4,6,0,2,11,0,3,0,4,0,1,0,9,3,15,7,10,16,3,12,0,15,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7,0,5,0,0,7,0,0,1,0,3,0,0,3,0,4,11,0,0,13,8,13,15,0,6,15,15,0,3,18,6,54,5,0,0,0,12,14,3,0,3,48,2,8,4,0,0,17,19,28,23,1,2,22,20,85,0,0,2,6,0,7,3,3,9,0,5,8,2,10,16,8,4,56,0,1,0
11.500,14,29,0,5,0,8,6,5,0,1,6,3,0,14,15,6,6,1,1,6,0,2,0,8,8,0,0,7,0,15,11,22,21,2,11,0,5,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,5,0,0,10,0,0,0,0,1,0,2,11,0,0,14,11,10,2,0,0,10,23,0,3,22,8,43,6,0,0,0,9,16,4,0,5,62,0,10,2,0,2,24,17,33,15,4,8,23,17,12,0,0,7,3,0,6,2,5,3,0,4,6,4,10,17,6,6,60,0,2,0
12.500,15,30,0,4,0,12,2,10,0,2,17,3,0,10,11,6,2,0,3,4,0,3,0,5,0,0,0,9,6,21,8,15,20,4,23,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,7,1,0,3,0,4,0,0,4,0,0,11,0,0,9,9,12,15,0,7,10,22,0,2,17,8,30,18,0,0,0,12,17,3,0,5,60,1,8,2,4,4,18,17,23,10,4,6,13,22,12,0,2,2,3,0,7,4,1,0,0,2,4,4,14,15,4,7,99,0,3,0
13.500,17,21,0,3,0,10,8,17,0,6,28,4,0,9,6,10,4,1,4,11,0,3,0,9,0,0,0,17,5,13,7,15,23,3,10,2,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,9,5,0,4,0,2,0,0,3,0,2,9,0,0,11,13,11,5,0,0,7,18,0,2,26,5,19,17,0,0,0,45,15,3,0,9,57,1,3,3,3,8,13,20,23,7,0,7,26,25,10,0,0,3,5,0,6,4,3,0,0,2,6,0,15,18,10,4,88,0,3,0
14.500,21,22,0,3,0,2,12,14,0,3,41,4,0,14,7,8,5,2,6,7,0,4,0,7,10,0,0,47,0,21,8,10,22,3,16,3,3,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,6,0,5,9,0,2,0,0,3,0,4,12,0,0,8,6,10,13,0,7,10,23,0,2,25,8,20,13,0,0,0,36,12,3,0,12,58,2,7,4,0,33,22,15,28,10,3,9,20,25,2,0,2,3,5,0,7,4,1,0,0,2,4,1,17,21,3,8,81,0,2,0
15.500,13,23,0,2,0,12,20,20,0,1,11,2,0,17,9,15,3,1,9,3,0,5,0,11,8,3,0,29,0,19,6,14,23,4,17,3,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,9,7,0,4,0,0,3,0,2,11,2,0,7,16,10,5,0,6,6,37,0,3,31,5,11,40,0,0,0,9,19,2,0,15,54,1,5,1,1,57,18,17,18,8,5,9,23,29,9,0,3,9,7,0,4,4,5,4,0,3,5,2,15,31,4,6,41,0,5,0
16.500,12,19,0,0,0,9,15,30,0,2,0,4,0,27,5,18,2,1,10,16,0,3,0,8,8,1,0,19,9,19,9,20,18,3,11,2,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,6,0,9,10,0,3,0,0,2,0,0,16,2,0,9,6,8,12,0,3,7,23,0,4,34,7,10,43,0,0,5,3,19,6,0,15,74,1,7,1,5,43,16,15,27,3,0,8,19,39,4,0,1,5,8,0,6,6,4,3,0,3,7,4,11,37,4,12,24,0,4,0
17.500,12,19,0,2,0,8,12,20,0,2,0,5,0,56,6,20,5,0,17,3,0,4,2,11,20,1,0,21,2,32,6,15,20,3,8,2,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,5,7,10,5,0,3,0,0,4,0,0,12,1,0,2,17,7,2,0,8,8,0,0,3,38,6,15,73,0,0,0,9,15,4,0,23,69,1,4,3,0,44,22,16,15,7,1,14,16,45,11,0,3,4,17,0,8,5,4,3,0,4,6,7,8,37,4,11,23,0,6,0
18.500,15,24,0,0,0,7,6,17,0,6,0,3,0,22,5,24,2,0,25,11,0,5,8,11,18,0,0,29,0,8,9,14,13,8,12,4,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,8,0,10,14,11,3,0,0,4,0,3,12,2,0,8,9,4,16,0,8,3,0,0,2,46,5,11,106,2,0,0,4,16,4,0,81,55,4,9,3,1,36,20,14,20,5,7,14,31,61,3,0,10,5,1,0,6,5,1,5,0,3,11,4,12,41,5,16,33,0,9,0
19.500,10,17,0,0,0,7,8,16,0,3,0,4,0,7,4,24,3,3,27,12,0,7,12,16,30,0,0,22,5,0,7,21,17,0,15,4,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,9,15,15,4,0,0,4,0,1,13,1,0,2,11,4,2,0,9,9,0,0,3,61,8,6,82,7,0,0,7,20,6,0,24,58,6,3,2,5,40,20,7,24,5,0,19,17,62,1,0,7,12,2,0,9,8,4,5,0,5,4,3,10,38,3,24,2,0,15,0
20.500,15,31,0,0,0,15,8,13,0,3,0,5,0,5,3,26,8,1,34,17,0,4,9,12,43,5,0,36,4,0,7,11,10,8,2,1,6,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,8,0,8,11,16,4,0,0,4,0,2,4,2,0,8,13,5,16,0,7,2,0,0,7,66,5,10,74,16,0,2,9,20,5,0,19,32,26,8,5,0,34,25,18,17,8,0,23,21,41,14,0,4,7,3,0,3,9,8,4,0,6,9,6,7,29,4,12,0,0,10,0
21.500,13,30,0,0,0,5,6,14,0,4,0,3,0,0,2,31,4,2,43,7,0,6,8,19,26,2,0,32,2,0,7,14,12,4,7,2,6,0,0,2,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,5,6,6,12,21,3,0,0,5,0,0,0,2,0,2,12,3,2,0,7,4,0,0,4,70,9,9,101,8,0,3,18,13,5,0,9,27,23,6,6,6,31,26,8,21,3,0,31,28,32,4,0,8,4,7,0,13,4,2,7,0,7,11,8,6,27,4,16,0,0,12,7
22.500,12,41,0,0,0,11,8,13,0,4,0,6,1,1,2,40,3,0,26,11,0,7,9,26,31,2,0,41,3,0,7,27,8,3,7,0,3,0,0,30,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,8,1,6,8,22,5,0,0,4,0,0,0,1,0,5,15,4,8,0,10,6,0,0,2,49,5,10,76,7,0,1,13,21,8,0,11,34,17,5,5,3,20,14,8,26,7,10,30,21,27,1,0,3,13,5,3,6,13,2,7,0,9,14,6,7,29,5,8,0,0,7,10
23.500,15,33,0,0,0,7,6,18,0,5,0,5,4,0,1,63,1,3,17,7,0,7,9,46,42,1,0,43,8,0,6,15,11,6,3,0,5,0,0,22,0,1,8,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,7,0,4,0,0,9,0,5,8,10,5,0,0,4,0,1,0,2,0,3,12,1,14,0,9,4,0,0,5,55,9,4,45,10,0,4,23,17,6,0,7,29,15,12,7,10,22,24,6,20,10,3,24,27,30,11,0,4,8,16,2,10,14,4,8,0,9,20,6,6,38,4,13,0,0,7,11
24.500,13,29,0,0,0,14,4,11,0,4,0,3,12,0,0,95,9,2,17,9,0,7,9,37,37,6,0,53,2,0,10,12,6,7,16,0,4,0,0,11,0,5,2,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,8,3,3,9,10,6,0,0,8,0,1,0,0,0,1,11,4,7,0,10,4,0,0,7,58,6,3,26,6,0,3,44,18,8,0,6,31,16,6,4,3,19,11,1,27,10,4,26,21,21,7,0,2,13,14,3,11,21,8,7,0,11,31,6,9,46,6,7,0,0,8,9
25.500,19,23,1,3,0,11,10,10,0,5,0,7,16,0,0,84,7,0,17,8,0,8,14,19,40,5,0,39,6,0,7,29,10,8,1,0,5,0,0,6,0,20,2,0,0,0,29,5,0,0,0,0,4,2,0,0,0,0,0,7,0,1,0,0,7,3,4,8,10,4,0,0,6,0,2,0,3,0,5,15,0,10,0,18,4,0,0,4,50,7,8,19,12,0,20,67,22,9,0,7,35,20,8,12,5,15,18,6,20,13,8,26,35,16,3,0,1,13,24,1,5,40,1,9,0,15,57,10,4,47,3,13,0,3,8,9
26.500,13,26,1,0,0,14,3,10,0,6,0,7,11,0,0,60,2,2,10,10,0,11,16,7,33,2,0,46,8,0,15,16,5,7,11,0,4,4,0,3,0,21,3,0,0,0,32,4,0,0,0,0,0,2,0,0,0,0,0,10,0,5,0,0,13,1,4,8,2,8,0,0,9,0,0,0,0,0,2,27,0,15,0,13,4,0,0,6,60,10,8,18,10,0,13,62,22,11,0,6,31,19,9,9,5,19,14,6,34,14,16,25,32,12,14,0,4,15,33,2,9,35,6,8,0,16,24,9,6,28,4,7,0,2,8,8
27.500,20,20,4,4,0,35,7,16,0,4,0,4,16,0,2,61,10,4,16,14,0,15,17,6,25,5,0,52,1,0,32,18,8,8,5,0,5,34,0,4,0,21,1,0,0,0,37,2,0,0,0,0,5,3,0,0,0,0,0,8,0,2,0,0,8,2,5,9,12,6,0,0,7,0,0,0,2,0,1,37,4,10,2,14,4,0,0,8,84,7,5,21,0,0,31,45,20,13,0,8,37,22,7,13,6,15,8,11,23,18,17,30,33,12,5,0,0,17,54,1,6,27,13,11,0,14,0,10,6,26,13,8,0,3,7,10
28.500,19,18,2,1,0,20,7,11,0,7,0,7,18,0,5,62,7,2,17,18,0,19,21,5,28,4,0,68,14,0,35,23,4,7,10,0,5,15,0,3,0,22,3,0,0,0,51,3,0,0,0,0,3,4,0,0,0,0,0,7,0,2,0,0,10,4,3,5,3,9,0,0,15,0,0,0,5,0,4,26,1,15,0,15,3,0,0,11,66,12,6,13,0,0,42,39,25,17,0,9,9,24,12,9,12,18,18,19,34,20,20,24,39,10,10,0,4,20,21,2,9,33,7,11,0,21,0,11,6,19,12,11,0,3,8,10
29.500,19,28,1,6,0,15,5,12,0,5,0,9,19,0,12,47,5,1,16,18,0,30,18,3,26,7,0,36,6,0,23,31,8,8,18,0,4,8,0,0,5,25,1,0,0,0,55,0,0,0,0,0,4,3,0,0,0,0,0,10,0,4,0,0,14,2,3,11,3,9,0,0,15,0,1,0,24,6,3,18,3,14,0,13,4,0,0,10,60,10,6,18,0,0,69,40,21,24,0,10,11,28,12,14,15,18,7,7,34,33,31,29,39,6,12,0,4,20,23,0,10,44,9,14,0,28,0,10,6,30,6,7,0,8,8,8
30.500,14,20,1,7,0,11,10,10,0,7,0,8,21,0,57,36,11,3,16,19,0,29,15,4,23,4,0,10,13,0,23,20,4,10,28,0,3,8,0,0,6,35,3,0,0,0,42,2,0,0,0,0,4,3,0,0,0,0,0,7,0,2,0,0,15,3,5,9,7,6,0,0,16,0,3,0,26,10,1,20,8,16,3,11,4,0,0,5,54,20,3,17,0,0,87,39,30,62,0,19,9,42,8,19,4,18,4,0,35,20,36,34,45,7,7,0,2,23,22,2,8,42,15,12,0,73,0,14,8,30,10,9,0,21,3,13
31.500,18,27,5,10,0,12,3,17,0,10,0,13,26,0,24,39,9,4,19,24,0,8,12,0,26,6,0,25,10,0,16,23,5,11,43,0,6,6,0,2,6,36,1,0,0,0,38,2,0,0,0,0,5,4,0,0,9,0,0,8,0,4,0,0,14,3,5,11,2,11,0,0,28,0,0,0,23,15,1,20,2,17,0,16,4,0,0,13,43,39,8,11,0,0,63,62,21,40,0,20,5,93,12,6,0,19,18,0,47,21,36,30,66,7,17,0,4,30,0,0,8,35,12,12,0,59,0,18,5,14,0,11,0,24,6,12
32.500,14,20,4,12,0,7,12,8,0,6,0,14,32,0,52,31,11,2,18,26,0,4,11,0,44,9,0,22,20,0,24,34,6,10,37,0,6,1,0,0,8,32,3,0,0,0,37,0,0,0,0,0,5,2,0,0,20,0,0,9,0,3,0,0,9,3,6,11,7,13,0,0,28,0,0,0,32,14,5,20,10,15,1,14,6,0,0,7,51,54,8,24,0,0,60,77,28,60,0,13,3,72,12,4,0,21,3,4,43,11,42,32,64,7,11,0,5,7,0,1,11,11,20,14,0,49,0,18,7,16,5,9,0,21,8,13
33.500,14,18,1,16,0,12,5,14,5,12,0,28,63,0,19,28,11,2,27,30,3,6,7,0,20,9,6,31,23,0,16,37,5,13,20,0,8,0,0,0,14,49,2,0,0,0,32,0,0,0,2,0,5,5,0,0,19,0,0,11,0,3,0,0,12,5,7,12,2,10,0,0,21,0,1,0,24,6,2,13,2,19,3,12,2,0,0,11,45,76,5,45,0,0,56,78,29,41,0,12,4,49,17,5,0,25,10,0,38,15,43,29,51,6,21,0,6,3,0,0,8,15,18,18,0,50,0,27,5,9,4,9,0,22,11,13
34.500,16,19,4,17,0,9,17,16,2,12,0,17,17,0,4,26,14,7,24,43,3,9,10,0,0,6,1,41,32,0,18,41,6,11,18,0,9,0,0,0,12,41,2,0,0,0,34,3,0,0,0,2,7,3,0,0,31,0,0,6,0,4,0,0,11,2,6,20,2,9,0,0,25,0,1,0,36,8,1,22,6,26,1,13,6,21,0,13,47,69,5,78,0,0,58,63,23,38,2,9,1,22,15,16,0,24,10,0,50,14,32,31,52,6,19,0,7,5,0,0,12,8,31,22,0,45,0,29,5,14,2,10,0,17,4,18
