Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163
-30.500,19,7,34,2,7,13,57,51,16,25,13,47,0,56,10,66,0,15,0,13,18,31,19,76,19,0,7,0,5,39,4,1,13,5,5,0,0,17,5,4,13,28,7,11,7,8,11,6,46,6,0,24,0,0,0,4,23,17,0,32,5,10,75,32,1,18,20,36,20,23,32,51,4,65,10,37,15,14,75,9,16,22,2,54,7,10,1,45,0,98,20,23,10,2,0,4,5,0,22,7,4,7,85,11,63,98,9,24,4,0,14,42,53,18,70,46,4,36,33,27,62,116,2,3,0,118,0,0,39,73,32,43,33,1,34,4,0,9,0,20,11,40,9,102,34,61,15,129,153,4,8,62,52,68,53,26,11,33,91,86,0,9,19
-29.500,24,7,73,1,8,13,42,68,16,18,23,37,0,114,13,66,6,14,0,17,20,52,9,71,17,0,16,0,7,43,2,3,13,2,6,0,0,14,4,4,18,29,4,23,12,7,14,10,33,11,0,25,0,8,0,1,24,17,0,61,7,7,36,48,12,24,18,13,16,29,30,48,3,73,17,34,17,14,55,9,6,21,2,70,10,6,0,46,0,94,19,21,8,2,0,8,11,0,19,8,2,6,64,11,53,94,12,16,1,0,9,54,46,22,90,41,1,31,28,32,69,89,1,3,0,87,0,0,19,58,47,43,32,1,36,7,0,8,0,21,19,23,11,99,27,72,11,159,83,1,4,62,37,73,42,24,12,34,108,78,0,7,20
-28.500,32,12,56,2,17,10,44,111,15,15,32,34,0,175,10,54,0,13,0,13,34,38,10,78,18,0,14,1,5,32,1,1,15,8,3,0,0,14,5,3,12,26,4,26,13,10,5,3,30,10,0,23,1,6,0,2,38,12,1,34,7,6,32,33,3,17,9,7,18,33,36,60,0,74,9,31,19,13,68,7,14,24,1,46,7,5,6,29,1,102,15,20,12,30,0,14,17,0,18,7,2,5,62,7,62,74,12,16,2,0,9,47,41,19,42,46,3,19,28,5,56,111,2,2,0,68,0,0,18,61,41,48,28,0,36,3,0,9,36,13,58,20,5,147,26,69,13,99,63,5,7,64,46,62,46,24,12,34,127,76,1,7,14
-27.500,36,15,43,2,17,8,37,79,19,14,26,27,0,51,14,45,0,9,0,17,28,30,7,61,18,0,23,8,3,38,0,1,1,4,1,0,0,17,7,2,9,20,9,42,46,0,15,0,20,5,0,27,0,4,0,2,52,12,1,34,4,5,25,28,2,21,12,6,9,12,23,58,0,54,7,37,18,11,151,7,45,22,0,32,9,1,2,31,4,116,15,7,8,36,0,12,5,0,15,8,2,3,62,9,60,84,16,25,4,0,8,39,29,22,18,37,4,15,31,5,23,67,3,0,0,58,0,8,6,62,34,75,30,0,42,7,0,15,26,15,57,16,7,186,20,88,14,48,61,2,9,55,33,35,34,19,12,30,121,10,2,4,37
-26.500,21,28,63,2,64,9,34,61,20,7,25,27,0,7,33,43,7,12,0,20,28,27,10,56,16,0,38,7,2,27,0,2,1,3,1,0,0,21,3,0,6,31,1,33,58,6,10,0,21,3,0,27,0,3,0,9,68,14,3,34,9,6,21,24,0,8,9,0,14,11,32,51,0,56,4,36,21,12,145,7,41,28,1,26,7,0,0,32,0,123,8,11,12,20,0,9,17,0,11,10,1,0,62,7,50,81,12,15,0,0,7,63,31,27,15,43,0,26,20,4,14,50,1,3,0,85,0,35,4,50,36,53,32,0,49,3,0,10,19,16,36,12,2,106,29,101,14,44,50,5,6,39,33,26,38,23,4,34,96,13,2,10,51
-25.500,30,13,43,2,77,14,37,47,21,5,23,18,0,8,82,35,12,6,0,31,24,21,5,57,13,1,40,4,2,26,0,1,1,6,1,0,0,19,3,0,7,22,0,20,46,6,8,0,15,8,0,26,0,3,0,21,23,10,1,36,8,6,17,20,0,20,10,3,8,10,24,52,0,49,7,26,28,10,52,3,48,29,0,20,4,0,0,32,0,104,12,11,9,24,0,12,12,0,13,11,1,2,50,9,59,105,12,18,1,0,5,46,29,31,15,44,3,17,29,8,4,44,2,1,0,52,0,22,3,53,42,6,24,0,68,5,0,14,15,13,27,13,4,63,18,104,10,36,51,6,8,45,37,21,35,24,4,27,96,13,5,4,65
-24.500,23,18,21,5,78,9,38,37,17,4,9,13,0,5,70,31,9,8,0,22,23,15,5,54,17,4,18,6,31,38,0,0,2,13,0,0,0,24,3,0,7,25,10,19,30,2,15,0,11,37,0,29,7,2,0,18,15,17,3,72,6,4,19,19,0,12,9,0,9,8,20,37,0,58,5,29,30,9,42,3,29,33,0,18,10,0,7,37,0,102,10,9,7,20,0,8,16,0,5,11,2,0,41,5,55,92,12,18,6,0,5,39,34,16,7,32,9,14,29,2,4,26,0,0,0,37,0,22,1,49,34,4,25,0,99,3,0,20,10,11,16,15,1,44,18,91,13,38,66,4,7,34,27,21,36,11,10,36,75,10,2,7,63
-23.500,17,14,14,1,41,6,33,29,22,1,0,5,0,7,49,34,13,9,0,17,25,17,3,56,16,2,21,0,30,26,0,0,1,10,0,0,0,32,2,0,5,18,1,16,6,4,23,0,13,51,0,42,0,2,0,18,11,20,3,68,13,3,13,13,0,10,8,0,7,6,22,41,0,70,4,24,45,12,28,0,28,21,0,16,3,0,1,22,0,131,5,10,8,24,0,13,20,0,4,13,0,0,39,7,46,85,16,18,0,0,2,18,17,17,15,37,4,8,21,6,2,23,3,0,0,26,0,17,1,37,33,5,29,0,77,6,0,20,9,12,19,6,1,33,19,75,11,37,44,5,18,14,31,14,34,17,2,48,73,4,6,4,48
-22.500,14,11,15,3,31,10,16,22,12,0,0,10,0,7,53,50,3,4,0,18,17,16,6,35,9,5,17,6,24,23,0,1,1,15,0,0,0,30,1,0,4,28,2,18,4,2,20,0,13,52,0,41,0,1,0,15,7,24,4,55,10,4,14,14,0,11,6,0,7,6,17,35,0,61,3,32,35,9,20,0,11,6,0,19,6,0,0,15,0,128,11,9,6,21,0,5,19,0,7,15,0,0,35,4,36,81,16,18,0,0,4,16,29,13,7,34,45,15,29,7,5,19,2,4,0,27,0,18,0,44,28,5,24,0,55,2,0,31,6,11,20,0,2,24,18,80,13,25,27,8,17,13,29,13,32,14,8,41,83,9,5,9,49
-21.500,15,11,13,5,29,7,9,25,19,4,0,5,0,3,38,54,6,7,0,16,19,16,5,21,10,8,39,4,21,25,0,0,1,18,0,0,0,27,0,0,5,13,1,12,7,4,18,0,11,51,0,44,4,0,0,22,13,16,3,30,7,1,8,12,0,12,4,0,7,8,25,38,0,42,5,30,33,10,12,0,19,7,0,14,6,0,5,17,4,133,6,11,8,19,0,10,17,0,2,20,0,0,30,5,22,69,10,19,0,0,3,10,18,10,11,27,30,13,21,7,2,18,2,1,0,16,0,13,0,38,19,5,21,0,57,5,0,37,4,10,4,0,0,27,15,103,10,27,29,10,25,14,25,11,34,15,13,37,83,57,8,5,32
-20.500,10,12,3,4,41,5,8,7,12,0,0,2,0,2,18,38,6,4,0,19,18,22,1,0,6,12,24,2,18,33,0,0,2,19,0,2,0,22,0,0,5,22,9,11,5,2,18,0,11,54,0,28,5,0,0,23,4,17,5,27,5,3,9,13,0,8,8,0,3,4,23,25,0,36,4,28,75,12,10,0,10,3,0,15,4,0,2,14,0,116,4,7,7,31,0,5,18,0,0,27,0,0,26,7,13,71,17,21,6,0,3,11,13,7,7,24,25,4,25,8,1,12,6,0,0,21,0,16,0,55,25,5,21,0,57,6,0,32,2,11,12,0,0,20,14,97,14,30,29,13,37,8,28,9,25,15,2,33,63,93,10,18,53
-19.500,5,11,10,3,49,15,10,16,18,0,0,2,0,1,13,31,6,6,0,18,14,23,4,0,10,13,14,3,19,28,7,1,0,32,0,0,0,17,0,0,4,17,1,11,7,4,6,0,13,62,0,35,0,0,0,17,6,13,5,14,10,1,11,9,0,9,3,0,6,7,22,27,0,61,3,36,34,16,5,0,12,6,0,17,6,0,1,7,0,66,6,11,5,18,0,10,13,0,6,39,0,0,27,5,13,60,11,16,0,0,3,10,16,7,7,22,16,6,22,6,2,12,11,3,10,13,0,13,0,38,3,4,31,0,48,7,0,21,0,6,7,0,0,18,12,95,12,24,28,21,83,13,28,16,37,15,7,32,57,130,11,18,32
-18.500,11,9,5,9,98,9,12,14,15,4,0,4,3,3,6,26,8,2,0,28,12,15,3,0,6,7,14,3,14,36,19,0,0,31,0,0,0,22,0,0,2,20,2,10,25,2,1,0,9,46,0,22,6,0,0,35,9,9,3,14,5,0,6,9,0,8,4,0,2,2,21,17,0,73,5,41,24,9,9,0,10,13,0,15,4,0,5,0,0,44,7,7,3,15,0,5,15,0,1,54,0,11,22,1,9,56,15,33,0,0,1,10,11,2,9,27,13,5,21,26,1,11,12,1,12,21,0,11,0,50,8,5,14,0,43,10,0,14,0,12,2,0,0,15,14,60,8,19,67,21,103,4,25,21,26,9,8,42,46,89,19,12,44
-17.500,6,11,5,5,106,6,7,13,14,0,0,4,30,2,6,22,7,6,0,22,13,9,2,0,6,9,14,1,29,27,30,0,2,22,0,1,0,19,0,0,5,18,7,13,35,4,1,0,9,66,0,16,6,0,0,15,4,5,8,11,8,3,8,8,0,15,4,0,4,9,15,24,0,80,4,50,18,11,5,0,19,28,0,15,25,0,1,11,0,37,3,14,8,12,0,3,18,0,0,42,0,19,16,8,12,56,14,53,0,0,2,7,9,3,7,24,21,5,17,25,1,8,11,1,9,10,0,8,0,49,2,3,24,5,38,0,0,11,0,12,14,0,0,16,19,32,16,28,67,16,15,4,14,15,17,17,12,38,48,64,21,13,44
-16.500,6,12,2,8,42,11,11,6,15,0,0,1,27,5,3,24,9,2,0,0,7,10,2,0,9,3,35,4,26,23,28,0,2,18,0,2,0,18,0,0,4,16,5,5,22,2,3,0,11,22,0,12,5,0,0,18,5,3,8,15,3,1,8,8,0,32,2,0,5,2,20,15,0,55,5,50,12,9,7,0,46,52,0,18,62,0,5,13,0,37,11,12,3,12,1,1,15,2,0,34,0,15,13,3,7,60,13,35,2,0,1,10,13,1,7,15,8,5,21,22,0,8,9,3,4,11,0,8,0,42,2,4,24,4,44,0,0,14,0,3,3,0,0,10,8,25,8,16,44,12,5,7,4,15,25,7,12,52,49,61,40,13,33
-15.500,1,5,3,9,26,12,4,10,14,0,0,1,24,2,5,18,9,4,0,3,11,3,4,0,2,5,44,1,26,18,22,3,0,14,0,0,0,21,1,0,1,19,2,7,0,4,1,0,9,23,0,15,5,0,22,9,8,6,6,16,4,0,7,8,0,21,4,0,2,4,17,17,0,58,6,13,13,5,6,0,30,39,0,14,38,0,3,17,4,25,8,17,4,10,20,1,13,15,8,17,0,7,11,1,12,59,18,19,4,0,2,8,10,0,3,16,15,6,14,21,0,8,10,2,5,11,0,3,0,41,3,4,20,6,55,0,0,13,0,11,6,2,0,13,18,27,19,33,43,8,20,4,7,16,16,21,9,63,38,31,39,16,25
-14.500,5,13,1,12,22,27,10,12,18,3,0,1,21,0,1,18,8,3,0,1,3,8,2,0,6,6,28,4,27,17,19,0,0,12,0,1,0,23,25,0,5,20,0,4,0,1,0,0,14,19,0,10,11,0,23,13,4,5,8,22,9,2,3,5,0,14,2,0,3,6,5,17,0,53,6,20,8,8,9,0,22,42,0,14,35,0,4,13,0,28,8,9,6,9,19,3,14,14,1,12,0,21,14,9,6,51,14,22,0,0,0,4,9,0,5,12,12,3,18,27,0,4,10,1,4,18,0,10,0,28,3,3,18,5,35,0,0,9,0,6,7,2,0,7,11,23,10,38,38,8,21,2,13,12,23,20,15,105,43,30,33,13,30
-13.500,1,8,2,10,17,17,3,8,15,0,0,1,22,1,5,15,11,1,0,1,10,3,3,0,6,3,13,1,22,11,12,1,2,14,0,2,0,25,19,0,3,18,13,8,0,4,2,0,11,13,0,3,10,2,23,8,5,30,11,30,5,0,5,6,0,18,1,0,1,0,1,8,0,42,10,16,9,8,6,0,22,34,0,16,31,0,6,14,0,22,13,18,3,6,14,1,16,15,2,10,0,6,7,2,9,46,16,16,0,0,1,8,10,0,7,17,13,2,15,21,0,6,10,2,5,10,0,5,0,39,0,4,37,5,9,0,0,8,0,4,2,3,0,9,5,27,19,52,35,4,21,6,25,24,21,12,41,31,37,32,29,17,29
-12.500,6,10,0,13,14,12,2,5,15,0,0,0,28,0,5,18,11,4,0,0,2,3,2,0,5,3,8,3,21,12,9,5,2,13,0,2,0,24,11,0,6,15,2,3,0,1,1,0,10,13,0,15,21,3,24,9,4,17,9,33,6,0,9,6,0,17,3,0,6,2,9,19,0,29,19,20,9,7,5,0,20,61,0,12,34,0,7,14,0,23,22,12,6,4,21,0,20,19,2,10,0,14,9,0,7,45,13,20,0,0,0,8,7,0,5,18,9,2,14,27,0,6,11,2,2,17,0,3,0,28,0,1,24,8,5,0,0,7,2,12,4,4,0,9,17,22,18,23,36,8,18,5,33,36,38,9,52,23,44,17,36,23,22
-11.500,0,8,3,13,13,15,7,11,20,3,0,1,23,0,0,18,11,3,0,0,8,5,3,0,10,3,8,2,21,15,3,0,0,6,0,1,0,19,9,0,5,22,1,2,0,4,1,0,13,18,0,10,14,3,34,5,3,11,9,27,3,0,3,5,0,11,2,0,1,11,3,12,0,40,7,15,8,9,10,0,13,68,0,12,32,0,24,47,0,28,25,16,2,0,26,0,15,22,6,6,0,9,10,8,9,39,12,4,4,0,0,10,10,0,3,18,9,1,13,40,0,4,13,2,5,10,0,6,0,41,0,4,34,7,8,0,0,9,1,4,6,4,0,6,5,20,16,15,13,0,18,5,29,20,78,12,38,17,47,28,28,19,27
-10.500,7,9,2,9,9,20,0,11,13,0,0,1,20,3,4,15,13,2,0,0,2,0,1,0,6,11,4,1,29,11,5,1,0,12,0,2,0,25,10,0,6,20,13,3,0,1,1,0,10,13,0,5,7,5,42,10,5,8,13,31,3,0,4,5,0,8,2,0,3,0,3,11,0,27,10,26,5,6,6,0,17,57,0,10,51,0,17,93,0,18,37,20,0,0,24,0,10,11,4,12,0,7,9,2,10,44,8,6,2,0,0,10,7,0,5,17,10,2,13,53,0,5,19,3,2,19,0,5,0,30,0,2,18,4,6,0,0,8,2,3,5,3,0,5,12,23,11,15,19,10,20,1,23,28,56,5,30,10,36,40,33,22,26
-9.500,0,8,1,27,11,18,1,6,15,8,0,1,19,2,3,15,8,7,0,2,8,2,2,0,13,25,4,4,21,12,2,5,0,10,0,3,0,32,7,0,1,19,3,4,0,3,2,0,10,15,0,6,9,5,38,2,1,3,10,30,10,0,6,5,0,15,3,0,2,0,2,10,0,24,5,23,7,6,7,0,15,50,0,9,21,0,7,129,4,21,58,10,6,0,24,0,0,9,1,7,0,12,6,1,7,35,17,5,0,0,0,13,6,0,6,13,15,2,12,28,0,4,23,4,4,12,0,3,0,33,0,2,18,7,0,0,0,3,2,9,5,5,0,6,10,24,11,17,20,0,16,6,16,38,51,6,29,10,37,36,41,29,28
-8.500,7,9,1,45,12,3,2,3,30,6,0,0,16,1,5,15,9,6,0,1,4,2,3,0,9,11,3,1,23,9,4,1,4,6,0,1,13,27,8,0,9,23,2,2,0,2,0,0,11,11,0,10,6,38,41,5,5,9,11,25,4,0,5,5,0,22,7,0,4,6,1,11,0,24,7,33,5,7,8,0,16,52,0,9,20,0,3,84,1,35,47,23,0,0,21,0,0,14,2,10,0,10,5,7,10,34,15,3,0,8,0,29,9,0,3,10,5,3,20,8,0,5,46,1,3,5,0,4,0,28,0,3,21,11,1,0,0,9,3,7,4,3,0,7,16,22,13,9,19,5,10,5,28,85,54,8,29,9,33,30,42,24,23
-7.500,3,8,0,29,5,2,6,4,17,8,0,0,16,15,0,17,11,2,5,1,7,3,2,0,14,8,2,1,25,8,1,1,0,4,0,2,16,25,6,0,6,26,9,6,0,0,0,0,10,19,0,13,2,17,41,8,3,1,14,23,4,0,2,6,0,14,5,0,1,7,3,11,0,15,5,62,7,6,9,0,15,48,0,4,10,0,6,87,0,30,27,13,6,0,30,0,0,7,2,10,0,10,7,1,8,25,17,9,2,6,0,17,4,0,4,14,14,0,22,16,0,2,21,4,2,12,0,3,0,42,0,0,16,8,6,0,0,6,1,6,3,5,0,6,6,21,9,12,17,4,17,7,26,89,54,5,27,6,49,22,48,29,33
-6.500,4,8,0,25,7,3,0,10,19,7,0,0,16,21,3,15,6,2,4,1,8,0,2,0,8,9,1,4,21,9,13,2,0,1,0,2,15,5,6,0,7,40,6,4,0,4,1,0,11,9,0,0,0,13,29,2,3,0,15,22,3,0,4,3,0,34,4,6,2,0,2,9,0,23,5,36,5,11,8,0,15,43,0,7,24,0,0,89,0,18,14,18,0,0,16,0,0,7,4,10,0,12,7,2,8,26,21,4,2,3,0,6,10,0,8,9,7,1,17,9,0,4,21,3,4,20,0,2,0,32,0,0,21,11,0,0,0,6,5,23,4,3,0,3,8,22,12,12,14,2,16,3,26,53,60,9,21,5,27,30,75,45,34
-5.500,6,7,5,18,11,9,0,5,26,3,0,0,20,23,1,13,7,4,5,0,4,1,1,0,14,8,4,1,19,15,12,4,0,6,0,3,17,0,7,0,10,31,6,5,0,0,8,0,9,13,0,10,0,12,27,2,3,0,16,18,5,0,5,5,0,11,5,14,2,0,0,12,0,18,5,35,2,5,12,0,5,41,0,0,12,0,0,90,0,21,8,18,4,0,21,0,0,9,1,16,0,2,6,3,9,26,13,4,1,2,0,8,5,0,2,11,11,1,19,14,0,4,18,4,3,6,0,3,0,31,0,2,16,13,0,0,0,7,3,26,2,3,0,7,10,19,14,13,29,43,12,5,32,45,80,8,22,5,30,20,19,31,33
-4.500,2,5,1,26,4,0,1,6,19,8,0,1,17,20,2,18,7,0,7,0,8,0,3,0,2,7,2,1,23,6,8,2,4,8,0,3,20,4,18,0,7,26,8,6,0,0,5,2,9,16,0,9,0,15,19,4,3,0,14,16,3,0,2,2,0,14,1,14,4,5,0,10,0,16,4,32,6,11,11,0,7,40,0,0,25,0,5,57,3,23,8,16,3,0,11,0,0,8,1,14,0,14,3,5,1,22,15,4,1,4,0,14,5,0,37,9,8,1,7,15,0,2,16,6,2,7,0,3,0,39,0,0,21,12,5,0,0,8,5,36,9,5,0,7,10,2,10,11,21,45,16,25,23,36,76,7,17,7,36,20,9,14,43
-3.500,6,9,1,25,6,3,8,6,14,8,0,0,33,11,4,14,10,1,8,0,5,0,1,0,5,8,3,4,23,9,2,1,0,3,0,3,18,1,35,0,13,20,9,7,0,3,7,7,9,28,0,4,0,25,27,6,3,0,25,16,8,0,2,9,0,13,4,17,1,3,0,9,0,15,4,40,3,19,45,0,6,20,0,0,27,0,0,60,1,13,5,20,1,0,16,0,0,11,0,26,0,12,7,1,0,16,16,4,1,1,0,4,5,0,53,5,12,1,6,19,0,6,11,17,3,6,0,3,0,32,0,0,20,16,0,3,0,3,4,27,8,4,0,6,9,2,13,8,23,47,9,32,34,31,58,8,22,4,29,16,11,25,36
-2.500,2,2,2,15,5,10,0,5,33,7,0,0,57,9,4,22,4,4,9,2,9,0,3,0,2,11,0,2,20,14,7,7,0,1,0,3,11,0,24,0,10,25,6,8,0,0,9,17,10,14,0,10,0,15,13,1,2,0,30,0,5,0,2,0,0,6,3,15,2,4,0,11,0,18,4,32,4,10,67,0,4,14,0,0,21,0,0,39,2,10,7,19,12,0,13,0,0,5,3,13,0,6,3,1,0,15,15,3,2,3,0,0,10,0,58,9,11,2,5,17,0,3,18,17,3,8,0,3,0,39,0,0,17,20,0,12,0,10,7,23,6,1,0,4,11,2,16,5,27,38,15,27,40,35,40,7,10,3,18,23,10,24,20
-1.500,7,11,0,22,5,0,0,6,25,5,0,0,55,8,2,16,9,2,13,1,9,0,3,0,4,4,3,2,22,6,0,3,0,5,0,3,12,4,29,0,20,22,10,9,0,0,6,7,11,13,0,5,0,17,25,2,5,0,33,0,7,0,11,6,0,0,3,16,2,1,2,12,0,15,4,37,5,27,85,0,10,17,0,0,23,0,0,28,4,14,3,18,7,0,8,0,0,9,5,11,0,5,2,5,0,16,11,6,2,2,0,3,3,0,41,9,9,3,3,14,0,1,11,16,2,22,0,2,0,39,0,0,20,36,0,34,0,5,4,18,4,9,0,6,5,1,21,4,45,35,17,14,37,24,39,9,14,3,21,16,13,18,11
-0.500,6,5,3,12,0,3,0,5,34,8,3,1,33,11,3,23,6,0,14,1,7,0,2,0,2,11,2,3,23,14,5,5,0,4,0,2,12,2,34,0,19,17,7,12,0,2,8,4,9,14,0,12,0,11,14,2,3,0,16,0,2,0,13,2,0,3,11,15,3,4,1,8,0,14,4,29,1,11,112,0,1,14,0,0,19,0,4,10,8,16,5,19,8,0,10,0,0,11,22,13,0,12,6,2,0,8,20,4,0,1,0,5,5,0,33,9,15,0,0,12,0,4,9,17,4,28,0,2,0,46,0,0,18,28,0,22,0,6,8,16,8,0,0,9,16,1,14,18,51,52,15,10,27,25,33,9,13,4,14,15,11,31,20
0.500,2,8,0,19,3,10,1,2,27,5,3,2,34,8,3,20,4,1,17,1,7,0,0,0,4,10,2,2,21,11,4,9,4,2,0,5,12,2,26,0,24,26,11,13,0,3,4,8,10,14,0,4,0,6,20,1,3,0,14,9,1,0,64,6,0,4,6,16,1,2,0,14,0,20,5,40,4,5,67,2,9,16,0,0,20,0,0,25,15,13,4,20,14,0,10,0,0,3,11,5,0,9,7,2,0,8,14,8,3,8,0,4,8,0,25,6,7,0,0,10,1,4,14,10,2,2,0,2,0,48,0,0,23,24,2,17,0,7,5,17,4,1,0,5,8,1,19,14,33,34,18,9,44,22,30,10,11,4,19,15,15,20,18
1.500,7,4,3,14,4,1,8,6,37,12,5,0,34,6,3,30,3,6,26,0,7,0,6,0,2,13,1,2,29,9,0,17,0,6,0,2,13,3,19,0,36,16,8,17,0,6,9,1,11,19,0,9,0,8,8,1,3,0,10,14,2,0,105,3,0,0,6,22,2,3,0,11,0,15,5,42,6,5,45,4,2,8,0,0,27,0,0,9,8,7,6,16,20,0,13,0,0,4,13,11,0,7,2,1,0,6,18,5,3,7,0,0,5,0,16,6,9,1,0,9,3,2,12,19,5,0,5,2,0,56,0,0,28,34,1,12,0,11,6,20,6,9,0,6,12,2,18,17,26,45,15,25,28,26,26,9,11,3,16,15,23,35,16
2.500,2,6,3,17,4,4,0,7,49,7,5,0,22,10,3,24,3,2,39,0,6,0,4,0,4,20,2,3,22,9,7,32,0,8,0,7,17,1,28,0,53,21,11,13,0,7,5,8,4,10,0,5,0,5,17,3,4,0,24,12,13,0,51,4,0,0,2,21,2,2,0,13,0,14,3,30,1,2,51,3,7,19,0,0,22,0,0,21,5,11,5,22,29,0,5,0,0,4,12,7,0,10,4,1,0,8,16,6,0,7,0,4,3,0,27,6,8,1,0,11,1,2,7,9,4,0,5,1,0,71,0,0,20,33,5,13,0,7,8,6,7,0,0,3,4,0,14,18,30,29,16,20,44,19,21,16,9,2,24,19,25,23,25
3.500,8,5,2,14,3,8,0,9,45,8,5,39,31,6,1,21,0,1,40,2,8,0,2,0,3,9,4,11,25,15,2,38,0,8,0,3,26,4,17,0,108,27,8,13,0,4,8,0,1,12,0,9,0,7,6,2,3,0,15,13,6,2,40,2,0,0,6,26,3,1,0,15,0,18,3,32,2,3,45,4,6,8,0,0,23,0,0,11,4,18,6,19,69,0,14,0,0,6,10,7,0,6,4,5,0,9,22,7,1,10,0,2,10,0,13,7,11,1,0,6,1,5,13,21,5,3,1,4,0,44,0,0,36,25,10,15,0,4,10,13,7,1,0,4,19,3,23,24,26,39,19,20,54,18,27,17,10,3,15,19,16,28,28
4.500,7,7,2,15,3,2,0,0,24,11,5,27,31,8,4,24,0,6,43,1,8,0,7,0,4,3,1,8,27,9,0,62,3,6,0,8,11,2,25,0,71,28,11,14,0,3,6,8,1,11,0,8,0,9,11,1,3,0,12,14,1,0,21,4,0,6,3,42,1,6,0,12,0,15,4,29,7,1,30,3,7,11,1,0,7,0,4,23,6,13,7,23,68,0,6,0,0,2,11,6,0,11,4,2,0,5,24,10,4,4,0,5,1,0,12,7,10,1,0,10,3,3,7,9,3,8,0,1,0,53,0,0,30,31,8,7,0,18,10,13,6,2,0,1,9,3,19,17,26,31,27,15,43,23,17,29,8,3,24,15,21,26,32
5.500,3,6,1,14,4,13,0,5,9,13,7,22,25,7,2,14,3,7,51,1,7,0,0,0,4,2,1,11,37,16,3,53,1,8,5,4,0,4,26,0,48,26,11,13,0,5,6,1,1,18,2,10,0,7,12,3,5,0,11,7,5,4,8,6,0,0,5,36,3,2,0,15,0,17,5,30,3,1,22,7,5,10,1,0,1,0,0,22,2,5,6,18,52,0,11,0,0,5,8,6,0,10,2,2,0,9,28,8,1,7,0,4,4,0,16,7,11,3,0,6,3,1,14,21,9,0,0,25,0,53,0,0,41,21,18,10,0,7,10,10,9,7,0,0,9,0,27,15,17,36,25,22,43,21,23,16,9,3,22,13,19,27,36
6.500,9,4,3,14,5,1,9,4,12,17,7,27,21,11,3,25,0,5,60,0,8,0,3,0,4,0,4,8,35,16,6,34,0,11,29,7,0,1,30,0,38,29,13,14,0,4,8,1,4,20,2,23,0,8,10,3,2,0,15,16,14,5,7,15,0,0,4,43,4,2,0,11,0,15,4,4,1,1,8,3,0,10,1,0,0,0,0,15,4,10,7,22,49,0,11,0,0,10,13,8,0,8,7,0,0,9,18,7,4,9,0,2,9,0,8,5,11,0,0,10,2,1,8,12,5,0,0,25,0,49,0,0,32,25,20,7,0,12,12,8,8,0,0,4,14,2,22,9,19,30,24,15,40,19,15,24,9,2,37,25,14,26,43
7.500,13,7,3,14,1,14,0,11,2,17,5,44,25,8,2,19,0,3,82,1,4,0,6,0,4,0,2,11,36,19,2,26,0,16,17,5,0,5,14,0,40,30,8,9,0,2,9,8,1,24,0,30,0,8,14,4,5,0,9,4,22,0,6,12,0,0,5,38,1,1,0,8,0,25,4,4,4,5,21,9,4,9,2,0,6,0,0,2,3,19,9,19,43,0,8,0,0,3,8,3,0,2,3,4,0,6,17,10,1,4,0,2,2,0,11,6,9,1,0,7,3,7,12,21,6,0,0,24,0,25,0,0,34,20,19,5,0,27,20,7,15,2,0,2,13,1,30,17,24,53,32,11,48,16,25,24,9,2,83,20,19,38,48
