Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163
-69.500,3,3,1,28,12,13,8,3,0,9,0,9,8,5,12,12,5,0,17,13,0,15,0,0,2,0,17,1,0,0,0,0,38,4,8,18,0,64,17,20,0,20,15,0,41,5,13,0,0,0,3,2,17,17,0,11,11,0,0,3,0,13,1,0,0,0,16,3,6,4,2,1,9,0,0,0,1,0,0,0,3,1,1,5,2,9,0,6,19,0,0,0,21,8,0,0,3,0,0,3,10,3,12,0,8,0,3,0,8,4,7,18,4,10,13,7,0,8,0,0,4,0,1,0,0,1,8,0,3,0,21,0,3,0,0,30,0,21,9,2,2,6,6,0,0,0,16,0,5,0,10,6,2,0,7,14,0,8,0,0,3,15,0
-68.500,2,10,6,25,27,21,7,4,0,10,0,13,9,7,14,17,3,0,31,14,0,17,0,0,0,0,23,3,0,0,0,0,67,3,10,7,0,8,17,16,0,31,18,0,43,5,10,17,0,0,1,1,13,10,0,2,7,2,0,2,2,12,4,0,0,0,23,2,9,4,3,4,10,0,0,0,0,0,0,0,1,3,1,2,1,6,1,12,18,0,0,0,12,14,1,0,0,0,0,4,8,10,18,3,5,0,1,0,5,0,12,17,11,7,18,6,0,3,0,0,0,0,3,0,0,0,8,0,0,0,25,0,4,0,0,36,5,25,10,7,3,5,5,4,0,0,12,0,7,0,9,2,4,0,5,14,0,10,0,0,5,14,0
-67.500,1,2,2,27,9,20,11,9,0,7,0,12,6,10,14,14,3,0,93,17,0,14,0,0,1,0,38,2,0,0,0,0,19,2,7,19,0,10,20,13,0,19,11,0,39,7,11,24,0,0,1,3,14,13,0,12,7,10,0,5,3,10,2,0,0,0,31,1,9,5,2,1,8,0,0,0,0,0,0,0,2,5,3,0,0,1,3,8,17,0,0,0,15,17,2,0,1,0,0,19,7,9,20,1,10,0,1,0,6,0,9,15,12,14,7,9,0,5,0,0,6,0,2,0,0,0,14,0,1,0,26,32,4,0,0,32,11,28,9,7,2,8,9,3,0,0,16,0,3,0,8,4,6,0,5,9,0,11,0,0,2,10,0
-66.500,3,3,2,19,0,37,4,2,0,11,0,16,9,6,6,20,0,0,49,11,0,21,0,0,5,0,74,0,0,0,0,0,25,5,8,8,0,15,25,14,0,22,20,0,40,16,15,24,0,0,8,6,20,9,0,5,10,7,0,8,3,15,1,0,0,0,5,0,7,3,3,0,9,0,0,1,0,0,0,0,4,2,3,2,3,7,2,8,17,0,0,0,15,16,0,0,4,0,0,17,7,7,9,4,11,0,2,1,6,4,20,12,12,14,6,8,0,7,0,0,5,0,8,0,0,0,16,0,0,0,22,33,5,0,0,28,11,22,4,7,3,10,6,1,0,0,20,0,8,0,8,2,6,0,4,9,0,9,0,0,2,11,0
-65.500,3,13,6,23,0,30,11,5,0,9,0,13,9,8,4,17,2,0,36,16,0,16,0,0,1,0,70,3,0,0,0,0,22,6,11,15,0,25,17,18,0,33,14,0,31,12,11,30,0,0,3,2,12,7,0,11,9,6,0,7,5,6,4,0,0,0,7,0,12,11,3,1,12,0,0,1,0,0,0,0,2,4,6,3,0,8,2,13,12,0,0,0,11,24,0,0,0,0,0,26,7,6,27,4,7,0,2,3,7,0,17,14,12,12,7,7,0,9,0,0,0,0,5,0,0,0,8,0,1,0,31,42,7,0,0,42,34,23,7,15,3,14,10,5,0,0,18,0,7,0,8,3,4,0,10,12,0,11,0,0,7,7,0
-64.500,3,2,0,20,0,24,11,8,7,9,0,18,8,7,4,17,1,0,28,11,0,20,0,0,2,0,82,2,0,3,0,3,23,5,5,10,0,24,9,25,0,40,17,0,39,8,15,36,0,0,1,2,16,12,0,7,11,5,0,7,5,12,1,0,0,0,2,6,10,6,7,2,10,0,0,2,0,0,0,0,4,5,5,1,1,4,5,14,10,0,0,0,10,22,0,0,0,0,0,21,8,9,10,8,13,0,1,2,7,0,33,14,19,17,3,11,0,13,0,0,6,0,7,0,0,0,14,0,2,0,33,48,7,0,0,35,27,22,9,5,3,9,9,2,0,0,21,0,10,0,9,3,6,0,5,11,0,16,0,0,5,9,0
-63.500,2,4,6,19,0,28,7,4,10,4,0,15,3,9,7,17,2,0,48,11,0,22,0,0,2,0,60,1,0,2,0,9,25,2,14,13,0,33,10,33,0,56,23,0,39,10,15,25,0,0,9,5,14,9,0,14,13,6,0,8,8,16,3,0,0,0,7,3,8,15,3,2,9,0,0,4,0,0,0,0,5,7,8,1,7,5,3,7,10,0,0,0,11,21,0,0,2,0,0,32,7,8,36,12,16,0,1,3,8,5,44,9,46,17,1,8,0,11,0,0,5,2,11,0,0,2,16,0,1,0,38,50,8,0,0,42,15,26,5,2,1,6,6,8,0,0,19,0,5,0,6,3,3,0,9,13,0,17,0,0,5,12,0
-62.500,3,11,1,31,0,20,9,6,11,8,0,16,4,9,3,18,0,0,48,11,0,25,0,0,3,0,48,5,0,3,0,30,17,5,23,19,4,40,3,29,0,66,21,0,32,13,15,18,0,0,5,6,19,12,0,18,15,7,0,4,9,14,2,0,0,0,9,1,17,13,4,5,15,0,0,3,0,0,0,0,4,6,14,4,8,11,4,7,8,0,0,0,7,23,0,0,3,0,0,24,10,3,25,6,21,0,3,6,15,0,40,12,38,20,4,9,0,22,0,0,1,0,15,0,0,0,12,0,0,0,62,102,8,0,0,42,13,18,6,0,4,3,17,2,0,0,24,0,12,0,5,3,9,0,10,12,0,27,0,0,9,7,1
-61.500,4,2,2,26,0,24,8,5,12,4,0,20,5,9,7,23,0,0,27,10,0,25,0,0,9,0,53,2,0,5,0,30,26,5,28,13,7,17,6,37,0,65,24,0,35,10,22,20,0,0,8,3,15,12,0,12,15,5,0,6,22,25,2,4,0,0,10,1,9,18,7,5,13,0,0,6,0,0,0,0,7,11,48,1,6,7,11,21,9,0,0,0,8,23,0,0,0,0,32,25,6,6,40,4,18,0,0,6,12,0,36,9,37,22,3,12,0,17,0,1,9,0,16,0,0,0,13,0,1,0,48,74,10,0,0,36,14,33,8,0,3,10,8,8,0,0,20,0,11,0,12,4,5,0,11,10,0,19,0,0,3,10,2
-60.500,4,8,0,19,0,32,12,8,11,8,0,20,5,10,8,17,2,0,22,10,0,34,0,0,8,0,24,3,2,9,0,29,24,5,25,19,11,10,7,43,0,53,32,0,59,12,21,7,1,0,7,3,21,11,0,8,20,4,1,9,11,26,2,4,0,0,16,8,17,21,6,5,11,0,0,5,2,5,0,0,5,4,37,2,15,13,9,14,4,18,0,0,7,20,0,0,1,0,30,23,16,3,47,5,25,0,2,7,22,6,28,14,35,28,1,11,1,13,2,0,13,2,96,0,0,0,16,0,1,0,49,47,9,0,0,58,7,23,7,0,5,4,13,8,2,0,30,0,12,0,8,3,6,0,12,14,0,15,0,0,8,13,3
-59.500,4,4,45,20,0,39,10,9,13,8,1,25,4,8,7,32,0,0,23,10,0,30,0,0,16,0,24,3,2,14,0,21,21,8,33,17,9,6,4,62,0,60,30,0,41,16,18,10,1,0,13,10,21,18,0,10,21,6,1,7,12,33,2,6,0,0,15,2,11,33,7,7,18,0,0,12,5,52,0,0,7,12,28,4,13,8,11,13,6,25,0,0,4,23,0,0,5,0,29,27,6,4,66,3,34,0,1,8,16,0,42,11,45,19,5,11,1,13,50,2,27,1,83,3,0,0,14,0,2,0,45,34,12,0,0,52,12,24,7,0,3,5,17,7,1,0,19,0,14,0,5,5,7,0,12,13,0,17,0,0,11,13,3
-58.500,5,13,61,16,0,32,11,7,14,4,3,23,5,13,7,31,0,0,15,8,0,34,0,0,13,0,20,4,3,13,0,21,28,8,30,30,21,7,7,37,0,60,32,0,39,13,35,0,3,0,82,3,29,13,0,10,33,5,1,9,5,50,2,9,0,0,21,2,20,34,10,9,12,0,0,18,4,41,0,4,9,7,26,2,14,16,22,11,7,20,0,0,10,14,0,0,1,0,36,20,18,6,85,5,55,0,3,9,35,6,23,6,35,21,0,14,1,13,42,0,28,3,69,6,0,0,16,0,0,0,47,25,10,0,0,71,9,32,7,0,7,9,15,12,1,0,20,0,15,0,10,4,10,0,16,11,17,9,0,0,12,14,5
-57.500,4,5,61,15,0,31,14,3,13,9,3,21,7,27,7,32,0,0,19,10,0,35,0,0,13,0,15,3,8,12,0,16,20,11,28,21,25,5,9,29,0,54,28,0,57,13,31,7,2,0,151,7,17,14,0,11,34,4,2,8,11,58,1,12,0,0,22,8,18,39,6,9,18,0,0,23,13,31,0,7,9,15,28,2,15,15,11,16,3,18,0,0,7,12,0,0,1,0,45,20,11,2,47,1,35,0,7,11,36,1,37,11,31,21,4,10,2,15,36,1,28,1,60,14,0,3,12,0,1,0,48,30,13,0,0,88,8,28,9,0,2,13,27,16,2,0,20,0,16,0,8,6,7,0,22,15,31,26,0,0,16,11,5
-56.500,6,9,56,17,1,21,10,6,14,9,5,13,8,46,5,35,0,0,19,8,0,42,0,0,20,0,11,4,10,19,0,13,18,30,29,36,31,5,8,29,0,43,32,0,35,21,55,4,1,3,108,7,17,24,0,11,41,9,4,8,10,53,3,13,0,34,23,4,15,44,17,16,19,0,3,27,22,33,0,13,11,9,21,4,17,18,21,21,6,11,0,0,11,12,0,0,1,0,54,20,18,9,64,5,30,0,9,6,45,6,29,14,24,26,3,12,4,15,43,2,26,3,57,14,0,0,18,0,3,0,42,25,12,1,0,69,9,36,9,0,14,7,50,15,0,0,24,0,18,0,8,7,10,0,26,15,130,14,0,0,13,19,4
-55.500,7,12,92,15,2,19,16,2,17,8,6,18,6,59,1,40,0,0,23,10,0,43,0,3,16,0,13,4,19,29,0,13,3,61,25,25,45,3,7,30,0,56,29,0,47,20,47,6,6,4,69,11,28,22,0,14,36,4,3,14,10,44,1,13,0,27,20,12,20,25,13,26,17,0,56,26,27,32,0,12,18,15,25,3,21,19,10,19,2,8,0,0,5,14,0,3,5,0,74,17,23,2,55,4,18,0,10,11,62,7,35,12,26,17,6,16,3,24,33,1,26,5,66,34,0,0,15,0,9,0,43,23,13,17,0,93,6,37,7,3,25,13,63,24,0,0,27,0,18,0,5,10,11,0,41,14,189,9,0,0,17,13,8
-54.500,10,9,80,16,3,20,18,18,16,8,10,21,3,40,3,40,0,2,26,15,0,64,0,2,16,0,13,5,37,32,0,16,5,58,19,26,41,6,17,32,0,48,34,0,49,17,38,9,5,6,46,9,36,34,0,16,36,16,2,7,24,44,3,24,0,23,25,12,30,30,21,63,24,0,62,32,18,28,0,14,14,18,30,1,17,30,19,20,3,5,0,2,11,13,0,3,1,0,49,19,46,5,55,2,17,0,11,13,118,4,27,10,25,29,6,13,6,26,49,2,26,11,85,66,0,0,14,0,14,0,42,30,16,19,0,61,12,48,11,3,25,9,49,26,0,0,22,0,24,0,14,17,14,0,75,14,97,25,5,0,25,18,9
-53.500,14,13,54,15,3,15,11,17,20,12,11,6,4,28,1,61,0,6,32,8,0,30,0,0,17,0,9,3,19,31,17,14,4,61,23,23,43,3,11,71,0,44,31,0,38,30,26,6,5,8,33,13,41,52,0,20,37,14,6,14,27,41,0,34,1,20,23,24,23,23,37,53,24,0,39,35,13,26,0,25,18,31,32,6,27,20,11,22,5,6,0,4,11,15,0,4,2,0,47,15,36,7,55,5,12,0,11,17,217,10,35,23,28,15,9,14,10,19,46,2,25,16,118,69,0,0,12,0,17,0,43,46,15,13,0,57,7,33,12,9,28,15,41,45,0,0,31,0,23,0,7,26,13,0,111,14,91,12,6,3,37,18,9
-52.500,39,14,53,18,2,18,20,17,28,9,44,6,2,30,3,53,0,47,46,7,0,16,0,1,20,0,10,7,13,32,21,18,1,88,25,22,63,6,14,82,0,43,34,0,79,22,33,6,8,11,26,16,27,24,0,17,41,21,5,7,30,44,2,78,10,22,28,12,41,27,43,43,20,0,28,37,15,28,0,35,17,19,37,1,27,25,15,28,2,4,0,8,9,16,0,5,4,9,51,14,39,5,60,3,11,0,16,15,223,19,30,20,26,12,16,17,10,9,57,4,26,17,104,56,0,6,17,0,25,0,41,50,15,8,0,44,9,29,17,12,29,19,55,68,0,0,38,0,24,0,7,17,9,0,94,15,97,13,5,1,22,15,12
-51.500,58,17,40,12,2,18,19,20,22,14,59,7,3,21,2,35,0,135,72,12,0,15,0,8,16,0,10,5,12,40,7,21,6,87,18,21,71,2,18,54,6,53,45,0,100,32,27,10,7,9,23,15,23,12,0,29,47,27,4,13,33,42,0,34,20,15,24,8,72,28,51,50,36,0,17,47,12,18,0,46,19,24,47,8,25,28,12,29,3,9,0,10,6,20,2,7,8,31,51,18,46,11,65,5,10,0,9,18,198,22,38,25,25,13,7,16,17,10,58,2,24,31,64,53,0,1,13,0,21,0,46,44,11,10,0,44,7,29,18,36,30,20,42,34,0,2,41,0,24,0,11,13,29,0,74,16,95,28,3,4,21,22,24
-50.500,26,17,30,18,2,9,29,19,24,13,51,7,2,23,2,41,0,43,68,17,0,9,0,2,49,0,8,8,25,31,6,38,11,56,29,23,105,8,26,36,13,52,64,0,75,43,22,8,8,6,26,15,26,12,0,36,54,34,6,9,34,50,0,11,32,26,31,10,76,30,59,50,32,0,16,46,10,34,1,68,14,47,130,5,34,40,18,28,2,29,0,12,9,20,3,8,2,44,59,14,39,8,69,3,6,0,10,29,182,39,35,20,26,18,0,25,15,8,97,8,20,26,33,64,0,4,15,0,22,24,48,45,15,6,0,39,6,41,29,27,33,27,57,21,0,6,42,0,29,0,11,10,54,0,61,13,93,16,6,4,11,13,86
-49.500,36,21,34,20,2,15,25,19,23,20,36,12,1,12,8,35,2,40,52,18,0,11,0,1,44,0,9,8,61,33,3,28,7,28,27,24,91,19,37,27,11,45,49,0,60,71,28,11,8,10,18,10,23,11,0,51,47,43,8,20,45,48,0,5,49,9,34,12,71,33,66,54,32,0,16,80,15,30,3,47,19,55,165,7,29,48,15,28,4,30,0,14,7,25,1,11,4,81,56,11,50,8,66,4,12,0,16,31,70,7,40,23,32,15,0,48,23,15,125,9,26,18,29,35,0,4,18,0,19,40,57,47,12,10,0,43,10,59,53,21,38,55,80,20,0,2,43,0,29,0,13,14,74,0,61,16,98,22,5,17,15,23,71
-48.500,26,18,42,19,0,17,34,18,23,25,28,11,2,11,31,39,4,32,33,34,0,14,0,11,50,0,8,11,9,38,5,28,8,27,18,32,120,49,33,25,10,43,41,0,57,18,18,12,11,9,22,7,25,11,0,45,31,72,13,4,53,59,0,3,45,26,41,14,81,38,69,46,50,3,12,79,7,31,2,40,16,91,122,7,31,103,15,38,2,30,12,24,7,26,5,11,8,46,73,13,57,10,33,13,14,3,9,33,39,6,65,28,30,23,1,51,29,19,155,14,22,18,32,26,0,9,16,0,28,67,58,50,13,2,0,36,7,37,25,16,51,29,66,15,0,7,43,0,31,0,13,15,71,0,56,22,89,23,5,23,13,15,121
-47.500,24,19,46,21,0,15,39,22,23,32,24,14,1,8,30,33,5,43,23,28,0,11,0,4,89,0,10,8,0,40,5,27,9,25,25,24,94,38,28,14,13,28,42,0,53,6,9,12,10,19,18,6,25,10,0,24,28,86,12,16,85,38,0,12,43,12,47,15,83,52,75,55,50,35,15,86,12,60,6,48,15,41,121,15,29,72,19,28,2,32,9,25,8,30,3,8,9,30,81,13,65,14,37,8,19,6,7,28,20,9,75,31,38,24,2,52,113,18,117,15,21,13,21,14,0,5,21,0,34,68,73,44,15,4,0,46,9,31,9,16,73,21,52,19,0,4,47,0,25,0,14,17,92,0,60,19,88,2,5,29,13,16,129
-46.500,20,17,54,20,0,16,48,22,25,43,19,13,1,11,40,41,8,32,23,21,0,14,0,5,83,0,6,12,0,53,2,25,6,22,21,20,82,18,22,16,10,37,37,0,75,10,12,19,12,46,15,6,28,0,0,18,23,107,15,14,75,17,0,15,54,27,67,16,90,48,68,65,81,34,13,71,10,37,6,48,22,35,33,19,29,51,20,39,1,36,12,19,29,30,11,7,4,26,31,9,54,12,32,19,23,2,10,25,23,8,65,25,38,70,2,61,57,31,105,20,29,11,27,12,0,10,21,0,39,65,58,68,15,3,2,36,5,38,5,10,59,20,80,16,0,8,34,0,30,0,16,16,72,0,65,20,103,9,5,43,15,16,122
-45.500,18,17,52,9,0,13,63,24,24,41,19,55,1,4,28,37,12,72,16,26,0,13,0,14,80,0,8,9,0,42,7,22,7,26,17,23,73,17,17,7,11,33,34,0,20,13,9,22,12,49,16,3,29,5,0,18,25,84,21,15,46,10,5,14,31,10,61,15,91,47,79,66,63,38,15,87,8,34,5,19,17,38,32,27,29,56,24,48,4,36,10,16,33,29,5,5,13,19,24,14,52,18,36,16,70,7,9,22,16,10,68,29,37,46,2,69,39,70,100,25,61,15,20,11,0,14,26,0,53,71,56,45,24,0,1,52,9,35,5,25,44,18,104,16,0,5,40,0,24,0,24,18,71,0,76,13,107,9,6,66,15,13,92
-44.500,15,10,31,3,0,13,63,28,25,96,20,49,0,2,28,38,20,93,12,15,0,16,0,7,69,0,7,13,0,47,3,23,8,17,32,18,55,8,19,4,9,28,41,0,36,18,9,23,16,28,15,4,37,0,0,17,18,60,20,11,47,11,4,11,24,24,66,18,77,20,93,41,38,40,18,69,10,24,8,17,34,41,28,32,28,45,28,46,0,37,14,12,48,32,14,6,34,16,75,12,63,18,26,23,81,20,12,20,18,10,122,25,37,66,3,74,26,59,120,26,75,8,24,11,0,13,32,0,64,60,49,43,42,1,1,69,18,23,5,19,37,16,105,14,0,83,33,0,18,0,36,19,73,0,75,19,114,9,5,64,17,15,71
-43.500,17,6,30,1,0,19,71,79,26,96,16,43,0,7,28,47,20,104,5,16,7,26,0,14,96,0,9,13,0,50,10,22,10,25,16,18,82,9,21,4,13,33,30,1,25,26,4,21,13,13,18,4,56,5,0,15,18,78,24,20,42,7,1,13,17,18,40,17,64,14,87,31,43,48,25,63,10,26,9,18,21,37,34,38,30,49,30,69,1,36,19,10,38,34,25,6,70,16,43,12,50,22,31,23,82,31,7,18,14,11,102,41,40,79,2,83,21,31,85,28,77,13,24,11,0,20,39,0,94,66,45,49,27,4,5,38,17,20,2,22,26,14,97,11,0,136,31,0,19,0,24,21,68,0,76,12,104,11,7,57,14,14,72
-42.500,16,1,13,2,0,13,99,39,21,135,14,47,0,11,32,35,22,121,2,19,20,25,0,12,113,0,5,17,0,37,12,16,10,24,38,11,12,15,30,8,10,28,24,4,24,12,8,25,16,9,14,3,88,3,0,16,14,96,32,12,41,3,10,14,14,22,28,22,73,15,85,28,59,49,15,54,10,24,9,21,20,42,20,37,25,65,41,106,3,47,25,13,26,25,34,5,50,16,47,15,47,26,32,10,99,29,8,16,15,11,65,32,45,122,5,96,23,21,82,42,101,6,25,12,0,1,47,0,140,66,40,36,25,0,17,22,26,10,5,25,31,14,156,14,0,118,36,0,18,0,17,23,86,0,66,18,112,15,6,74,10,11,66
-41.500,14,2,16,3,0,12,79,34,26,149,17,49,0,2,53,27,15,93,0,15,24,21,0,9,97,0,4,18,0,26,12,4,7,26,34,1,9,3,21,4,9,35,16,11,43,6,6,32,19,8,12,2,56,4,0,17,13,96,38,17,35,4,7,17,13,24,18,18,62,17,88,24,57,62,12,78,10,22,11,22,21,43,32,35,33,42,27,119,2,41,41,14,19,12,46,5,24,16,42,10,49,32,33,9,122,32,8,57,12,14,58,37,57,101,6,107,18,22,72,43,139,19,32,18,0,4,31,0,151,59,26,38,21,0,29,18,40,14,2,35,32,9,125,12,0,134,28,0,15,0,11,26,95,0,80,27,117,18,9,51,10,17,64
-40.500,14,0,14,0,0,15,89,34,23,93,9,65,0,7,16,24,19,94,0,11,27,14,0,18,66,0,8,30,0,32,35,4,13,46,46,1,8,14,15,7,12,28,18,12,36,3,6,41,17,5,14,3,35,4,0,13,23,99,61,15,48,0,10,17,11,27,19,13,63,17,96,24,89,71,11,115,8,16,14,25,32,36,25,41,26,65,14,85,1,53,32,23,17,11,69,6,23,18,47,15,44,47,44,8,128,30,7,50,12,2,42,42,63,36,9,116,10,17,67,63,175,10,35,27,0,2,17,0,143,65,31,41,21,2,42,12,30,7,2,44,21,12,99,14,0,118,20,0,15,0,13,34,135,0,90,40,89,92,32,49,0,13,65
-39.500,16,0,8,1,0,9,45,36,19,42,17,95,0,2,12,18,5,92,0,20,37,14,0,12,61,0,5,17,0,29,18,4,9,44,67,1,2,3,13,4,8,28,14,7,63,0,6,51,30,6,12,3,27,3,0,17,32,62,55,24,52,0,14,22,8,21,15,8,63,14,96,25,79,75,7,89,12,39,12,25,49,41,15,41,26,62,11,70,1,86,34,19,13,6,97,4,16,18,84,17,16,27,44,12,142,58,9,44,10,0,34,42,68,26,13,226,13,15,71,69,168,18,47,27,0,5,5,0,113,64,20,35,19,3,69,12,29,12,3,73,28,8,98,12,2,105,37,0,19,0,10,44,143,0,78,31,103,49,70,73,0,17,65
-38.500,12,0,21,3,0,13,124,29,25,31,12,75,0,2,11,19,5,91,0,10,39,16,0,20,56,0,7,12,20,33,14,3,11,28,51,2,4,11,14,6,10,35,12,7,39,0,7,50,34,0,11,2,20,0,0,21,40,49,55,11,75,3,18,46,5,49,17,4,57,17,92,23,99,111,5,69,8,28,15,21,28,36,7,67,27,19,10,61,1,79,37,24,18,8,37,6,13,20,58,26,11,23,69,10,119,96,7,44,6,0,39,41,78,22,13,151,11,14,64,39,186,20,76,39,0,4,0,0,85,61,24,40,18,0,51,10,31,9,2,130,22,15,89,15,14,111,21,0,18,0,8,57,181,2,74,23,196,35,73,77,0,15,58
-37.500,16,0,10,0,0,14,93,33,15,26,11,72,0,13,10,15,4,104,0,16,60,14,0,13,51,0,7,11,34,28,12,3,7,33,53,0,1,12,7,5,13,31,15,0,23,0,6,67,66,4,11,2,16,0,0,27,31,39,40,27,104,0,23,56,0,84,22,3,58,18,96,28,78,108,1,59,9,17,46,23,15,30,6,44,31,16,7,57,3,82,30,18,11,4,0,3,23,22,65,15,10,15,72,13,147,45,9,38,2,0,24,35,115,19,17,108,7,14,57,41,180,19,45,46,0,4,0,0,90,64,26,42,21,0,42,10,18,10,3,76,24,10,106,14,27,101,17,22,19,0,11,46,164,1,80,29,118,40,70,84,0,16,53
-36.500,15,0,13,2,0,11,90,39,22,19,15,73,0,3,10,11,0,61,0,14,88,15,0,27,40,0,4,6,18,43,13,4,10,24,33,0,0,8,7,9,8,28,8,0,14,0,4,50,56,0,6,3,10,0,0,28,26,33,2,17,21,1,34,44,0,71,17,1,40,16,69,32,75,104,2,57,12,23,82,20,15,34,5,46,42,7,6,46,0,90,37,17,11,4,0,5,14,24,45,15,9,17,74,14,179,59,8,45,3,0,28,38,88,18,28,82,7,9,64,35,140,22,31,56,0,5,0,0,86,59,20,50,32,0,36,10,22,8,0,54,16,12,93,14,13,105,28,30,35,0,6,32,184,3,60,24,114,29,57,93,0,11,32
-35.500,15,0,11,1,0,14,89,33,20,12,11,71,0,5,9,16,0,48,0,10,106,22,0,24,43,0,7,6,15,42,9,2,9,18,24,1,0,12,12,7,12,38,13,0,9,0,17,41,44,9,0,3,11,0,0,30,11,30,1,18,20,7,45,28,0,77,24,0,38,21,46,57,62,116,0,49,8,19,63,20,10,30,4,40,28,6,3,58,1,88,34,21,15,5,0,9,10,0,38,12,6,11,65,15,122,55,9,35,4,0,15,38,54,17,57,60,4,17,35,26,83,24,3,48,0,4,0,0,77,71,26,52,32,3,40,6,19,7,2,43,23,15,80,20,16,102,26,30,27,2,66,36,128,3,67,27,92,36,63,91,0,9,27
-34.500,20,0,16,3,0,11,122,38,16,6,14,80,0,5,8,112,4,31,0,15,29,25,0,33,26,0,7,2,10,33,5,3,11,19,14,1,0,14,8,8,12,27,7,0,13,0,27,28,41,23,0,12,6,0,0,40,29,31,0,29,8,11,35,31,0,54,66,2,36,16,66,46,39,102,0,57,12,18,50,15,9,26,4,41,22,6,3,54,1,95,56,17,11,2,0,0,20,0,31,11,4,15,87,16,100,67,4,28,3,0,23,35,35,20,46,50,3,20,37,28,75,32,3,22,1,7,0,0,73,52,26,36,32,1,37,9,19,9,2,30,19,28,47,18,95,132,7,30,39,1,43,33,80,18,58,21,43,55,82,122,0,8,22
-33.500,18,2,13,1,0,14,91,41,21,0,11,78,0,2,9,108,0,23,0,14,11,28,0,35,32,0,7,2,8,56,5,2,9,14,10,1,0,11,7,6,7,34,9,0,10,0,54,20,46,41,0,26,4,0,0,33,21,21,0,22,5,6,27,25,0,36,39,0,31,18,44,46,24,70,0,32,14,21,44,14,10,25,2,36,15,8,3,48,1,121,49,20,17,2,0,9,11,0,31,8,6,11,98,23,91,78,13,21,5,0,11,45,33,18,47,56,5,29,32,28,72,35,7,14,4,15,0,0,73,73,22,37,34,0,30,5,26,9,0,32,17,39,25,19,58,102,17,28,45,3,21,39,83,75,55,29,21,47,87,116,0,4,27
-32.500,22,4,15,1,0,14,96,39,13,0,14,81,0,13,8,84,0,20,0,12,11,20,0,32,22,0,6,0,10,43,4,3,12,5,9,0,0,15,8,8,15,29,5,0,8,17,47,22,52,22,0,30,1,0,0,19,12,20,0,36,8,6,22,34,0,67,25,4,41,22,42,46,41,59,3,49,9,15,52,15,13,28,5,47,8,11,3,40,3,98,31,16,9,1,0,1,8,0,23,8,4,9,144,20,78,81,7,28,1,0,17,35,21,14,48,48,2,28,27,26,57,51,4,7,0,65,0,0,72,64,22,40,30,0,31,6,27,4,0,28,21,22,15,26,46,150,19,54,37,3,13,47,69,109,51,21,21,47,85,91,0,6,20
-31.500,22,3,18,2,4,15,106,60,19,20,20,57,0,8,8,63,5,18,0,11,19,14,37,70,28,0,11,0,5,59,4,2,12,10,8,0,0,11,6,6,12,27,8,0,14,20,22,12,76,17,0,32,0,0,0,8,28,23,0,28,4,7,51,30,0,49,30,13,27,22,38,43,45,63,6,33,17,15,54,12,4,20,1,49,13,10,4,40,0,98,26,17,11,3,0,8,18,0,29,6,3,7,105,13,63,88,9,17,2,0,15,49,19,19,56,46,3,23,29,28,58,79,1,10,0,182,0,0,98,56,31,43,34,0,33,8,42,10,0,20,9,34,17,31,37,83,16,121,45,2,6,66,58,77,49,25,21,41,86,81,0,6,26
