Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144
-89.500,0,4,5,0,2,0,9,20,0,1,3,5,0,2,10,18,0,8,4,0,0,23,12,9,13,2,1,6,0,0,0,5,0,0,2,13,0,0,0,0,0,0,0,0,4,0,10,0,0,0,18,0,0,19,43,8,10,15,0,15,0,0,14,0,17,0,7,26,5,8,5,0,0,3,11,3,0,0,1,2,5,0,0,0,0,3,0,0,2,1,16,7,3,33,11,5,0,4,8,0,0,9,4,0,0,29,5,4,0,24,29,1,0,11,8,59,0,1,5,0,0,6,7,0,1,6,2,12,4,17,1,1,2,0,16,1,2,9,5,0,6,18,0,3
-88.500,0,5,2,0,4,0,6,18,0,1,7,3,1,0,8,14,0,10,1,0,0,16,14,5,9,0,2,2,0,0,0,2,0,0,2,23,0,0,0,0,0,0,5,0,2,0,7,0,0,0,17,0,0,25,35,13,12,22,3,7,0,0,14,0,16,0,13,26,6,12,15,0,0,2,7,2,0,0,5,3,2,0,0,0,0,2,2,0,2,1,2,0,4,29,20,4,0,9,5,0,0,10,2,0,0,19,0,2,0,21,32,2,2,8,10,54,0,0,5,0,1,3,7,0,2,8,1,1,0,24,3,0,1,0,24,0,0,6,6,0,5,4,0,3
-87.500,1,3,5,0,4,5,7,17,0,3,4,8,5,2,8,0,0,2,4,0,0,15,11,2,10,0,0,7,0,0,0,4,0,0,1,20,0,0,0,0,0,0,2,0,2,0,13,0,0,0,18,0,0,17,33,15,15,16,0,18,0,0,20,0,15,0,11,37,8,5,40,0,0,2,11,2,0,0,3,1,5,0,0,0,0,7,1,0,2,3,2,0,2,0,22,7,0,5,11,2,0,11,1,0,0,17,2,0,0,26,21,1,2,6,5,9,0,1,7,0,1,4,8,0,2,11,3,9,0,33,1,2,7,0,19,0,0,7,4,0,6,8,0,2
-86.500,3,3,4,0,0,3,5,15,0,2,7,5,0,0,6,0,0,6,1,0,0,16,11,0,11,0,1,2,0,0,0,3,0,0,0,18,0,0,0,0,0,0,4,0,2,0,17,0,0,0,20,0,0,22,26,11,11,14,1,5,0,0,15,0,14,0,12,43,8,7,39,0,1,4,5,1,0,0,0,2,3,0,0,0,0,5,0,0,1,2,5,2,5,0,34,8,0,9,12,0,0,11,0,0,0,16,3,1,0,19,22,1,1,5,4,0,0,1,7,0,1,1,12,0,0,32,3,8,0,33,3,1,5,0,19,0,0,5,3,0,11,17,0,2
-85.500,4,2,4,0,3,1,6,12,0,2,14,5,0,1,0,0,0,9,4,0,0,13,9,1,11,0,0,4,0,0,0,4,0,0,0,23,0,0,0,0,0,0,6,0,1,0,22,0,0,0,37,0,0,18,25,12,13,14,3,14,0,0,23,0,12,0,12,36,4,6,23,0,1,1,9,4,0,0,5,1,6,0,0,0,0,7,0,0,3,1,2,3,2,0,20,18,0,8,6,2,0,17,4,0,0,16,3,1,0,19,17,1,0,4,9,7,0,1,6,0,0,6,15,0,1,53,3,6,0,25,4,1,2,0,17,0,0,2,3,0,10,6,1,5
-84.500,3,5,1,0,4,0,5,13,0,1,12,4,7,0,0,0,0,3,2,0,0,8,9,1,14,0,3,6,0,0,0,2,0,0,0,12,0,0,0,0,0,0,6,0,2,0,30,0,1,0,30,0,0,23,28,15,19,10,2,17,0,0,18,0,16,0,17,26,9,12,19,1,3,5,4,0,0,0,2,2,6,0,0,0,0,10,2,0,1,3,2,4,5,0,14,19,0,12,11,4,0,22,2,0,0,5,1,2,0,17,18,3,1,2,5,0,0,2,13,0,1,0,23,0,2,22,4,6,8,25,2,4,2,0,14,0,2,3,3,0,5,8,3,3
-83.500,6,3,3,0,4,6,6,5,0,5,38,8,0,2,0,0,0,2,3,0,0,1,11,0,10,0,0,2,0,0,0,1,0,0,2,18,0,0,0,0,0,0,0,0,2,0,4,0,2,0,27,0,0,18,24,17,9,20,3,19,0,0,21,0,20,0,17,21,6,5,19,1,4,3,8,3,0,0,3,1,6,0,0,0,0,10,2,0,1,1,1,0,4,0,13,22,0,10,8,0,0,20,1,0,0,17,4,7,0,20,17,0,0,4,5,0,0,0,12,0,0,0,24,0,0,19,5,14,0,22,4,10,5,0,18,0,0,0,1,0,7,16,2,3
-82.500,6,2,3,0,2,3,4,10,0,1,22,6,2,0,0,0,0,7,8,0,0,7,10,0,13,0,0,5,0,0,0,3,0,0,7,11,0,0,0,0,0,0,10,0,1,0,0,0,1,0,22,0,0,27,23,6,13,10,7,22,0,0,24,0,19,0,22,17,8,5,13,4,6,3,5,3,0,0,6,1,13,0,0,0,1,12,0,0,2,4,1,6,6,0,12,23,0,5,10,0,0,1,3,0,0,8,4,1,0,17,14,0,2,3,7,5,0,2,25,0,1,1,25,6,0,15,3,8,0,22,10,13,3,0,16,0,0,2,4,0,5,9,8,4
-81.500,7,4,2,0,1,3,5,3,0,5,22,5,4,4,0,0,0,6,2,0,0,1,9,0,18,0,0,5,0,0,0,1,0,0,9,12,0,0,0,0,0,0,11,0,2,0,0,0,2,0,31,0,0,13,20,17,18,11,3,38,0,0,20,0,23,0,29,25,6,7,12,11,7,3,4,4,0,0,3,1,22,0,0,0,4,8,4,0,2,3,5,17,2,0,9,28,0,10,10,0,0,0,3,0,0,3,1,3,0,17,16,0,2,3,5,2,0,1,28,0,3,3,16,21,0,7,29,11,0,29,7,20,3,0,16,0,0,0,2,0,6,18,4,1
-80.500,10,4,2,0,5,6,8,8,0,3,11,6,2,0,0,0,0,2,0,0,0,4,8,0,19,0,0,4,0,0,0,5,0,0,14,10,0,0,0,0,0,0,18,0,0,0,0,0,2,0,28,0,0,16,17,15,16,14,0,10,0,0,35,0,21,0,29,19,10,11,9,5,15,4,5,4,0,0,4,1,19,0,0,0,1,10,2,4,2,3,2,16,8,0,9,28,0,7,11,0,0,0,2,0,0,15,8,4,0,31,20,1,0,3,6,0,0,2,32,0,1,0,13,10,0,11,23,18,0,31,2,18,3,0,18,0,0,0,0,0,4,14,10,4
-79.500,12,1,4,0,3,9,3,5,0,7,18,8,4,2,0,0,0,2,0,0,0,2,9,0,35,0,2,3,0,7,0,2,0,0,17,8,0,0,0,0,0,0,15,0,3,0,0,0,2,0,38,0,0,15,9,11,16,10,0,3,0,0,23,0,25,0,19,18,5,9,8,5,11,4,2,3,0,0,6,1,14,0,0,0,2,4,4,30,4,5,3,18,3,0,4,43,0,5,8,0,0,0,2,0,0,7,0,5,0,27,10,47,1,3,6,5,3,2,11,0,1,0,9,12,0,8,41,25,7,36,4,9,4,0,16,0,0,0,3,0,4,23,13,6
-78.500,17,2,3,0,1,5,8,6,0,5,10,10,2,6,0,0,0,6,1,0,0,3,8,0,38,0,0,5,0,13,0,1,1,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,35,0,0,3,11,22,28,15,0,3,0,0,38,0,23,0,21,20,10,5,8,6,6,4,3,4,0,0,5,0,14,0,0,0,3,7,4,17,0,5,2,23,8,0,0,54,0,8,9,0,0,0,5,0,0,3,5,8,0,34,17,45,1,2,5,2,2,2,4,0,1,0,5,11,0,7,30,30,1,62,1,7,2,0,14,2,2,0,2,0,6,17,18,2
-77.500,10,4,3,0,3,18,4,7,0,7,17,9,5,2,0,0,0,9,1,0,0,2,11,0,5,0,0,6,0,26,0,1,4,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,24,2,0,8,10,13,23,14,0,1,0,0,49,0,27,0,8,17,9,11,11,4,7,8,1,5,0,0,6,1,10,0,0,0,3,9,9,18,1,5,3,16,7,1,0,66,0,5,14,0,0,0,1,0,0,6,4,8,0,26,19,33,0,5,7,1,6,1,2,0,1,0,2,12,0,6,19,17,1,28,2,7,4,0,17,1,1,0,0,0,3,24,15,3
-76.500,6,3,3,0,7,13,4,5,0,9,15,14,3,1,0,0,0,2,2,0,0,1,9,0,2,0,0,6,0,39,0,2,11,0,15,0,0,0,2,0,0,8,7,0,2,0,0,0,2,0,25,4,0,4,9,19,20,31,0,0,0,0,82,0,26,2,2,17,8,15,6,3,6,4,0,3,0,0,10,0,3,0,0,0,2,5,31,14,3,8,5,14,7,9,0,35,0,9,9,0,0,0,4,0,0,11,4,7,0,27,38,29,2,0,7,4,3,2,4,0,1,0,2,13,0,4,21,14,0,25,0,5,4,0,13,0,0,0,2,5,4,20,18,12
-75.500,6,2,3,0,1,25,7,6,0,24,15,27,5,6,2,0,0,2,1,0,0,2,10,0,2,0,0,4,0,36,0,2,14,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,18,5,0,5,12,24,12,15,0,0,0,0,51,0,31,0,10,22,8,12,6,4,6,7,0,4,0,0,9,0,2,0,0,0,6,6,18,13,2,11,2,18,7,10,0,11,0,7,14,0,3,0,5,0,0,1,5,6,0,33,2,28,2,3,7,2,4,2,4,0,3,0,0,14,0,6,20,13,5,10,2,3,3,0,12,0,0,1,2,6,4,5,22,3
-74.500,3,3,2,0,2,20,5,7,0,51,16,17,3,4,1,0,0,9,2,0,0,1,9,0,4,0,0,9,0,38,0,3,15,0,6,0,0,0,4,0,0,8,0,0,1,0,0,0,4,0,23,5,0,9,11,32,6,10,0,0,0,0,41,0,33,1,6,21,10,17,7,4,5,7,0,2,0,0,11,0,1,0,0,0,1,9,11,16,3,19,3,19,11,11,0,11,0,7,8,0,0,0,3,0,0,4,6,12,0,25,3,20,1,4,4,3,5,7,5,0,1,0,0,13,0,2,20,9,2,6,0,2,6,0,8,0,1,7,1,8,4,4,21,4
-73.500,5,3,3,0,4,20,6,6,0,27,18,8,10,4,0,0,0,5,3,0,0,3,9,0,2,0,0,4,0,34,0,1,15,0,5,0,0,0,3,0,0,11,0,0,0,17,0,1,3,0,21,9,0,4,15,37,12,14,0,0,0,0,43,0,37,2,6,19,15,35,5,5,6,7,0,4,0,1,22,1,1,0,0,0,5,3,14,7,5,13,5,20,11,10,0,14,20,9,14,0,0,0,5,0,0,10,2,13,0,25,1,24,2,0,0,4,4,5,4,0,2,0,0,15,0,4,10,15,1,7,0,1,2,0,10,4,2,20,0,7,4,1,22,9
-72.500,5,2,1,0,6,17,6,7,0,28,18,3,21,9,1,0,0,5,4,0,0,2,11,0,3,0,0,8,0,36,0,1,13,0,4,0,0,0,3,0,0,12,9,0,0,23,0,9,2,0,27,11,2,3,45,23,0,8,0,0,0,0,46,0,44,0,8,20,23,44,6,4,3,9,0,2,0,0,21,0,2,0,0,0,3,8,8,11,2,11,5,19,11,18,0,9,21,8,15,0,0,0,4,0,0,7,5,15,0,30,3,24,2,8,1,3,6,8,6,0,3,0,0,14,0,3,9,8,1,12,0,2,4,0,8,1,1,11,2,8,4,3,25,5
-71.500,2,2,7,0,1,25,6,4,0,23,17,6,34,10,1,0,2,10,4,0,0,0,11,0,7,0,0,8,0,33,0,2,13,0,4,0,0,0,5,0,0,15,2,0,0,24,0,7,4,0,21,7,2,9,31,7,5,12,0,0,0,0,36,0,42,2,14,17,31,46,1,4,5,8,0,3,0,0,28,0,1,0,0,0,7,5,8,7,6,7,3,23,15,24,0,12,28,12,16,0,7,0,7,0,0,1,0,17,0,31,0,17,2,0,2,3,9,7,7,0,5,0,0,14,0,4,11,10,7,7,0,2,4,0,6,0,0,10,2,4,3,2,28,17
-70.500,4,4,1,0,4,19,5,9,0,24,18,5,32,6,1,0,14,5,15,0,0,3,10,0,3,0,0,7,1,36,0,1,18,0,4,0,0,0,4,0,0,17,0,0,0,33,0,8,6,0,22,12,2,4,25,7,3,10,0,0,0,0,35,0,57,3,10,9,23,47,8,5,7,9,1,2,0,0,86,0,2,0,0,0,11,5,11,9,3,2,5,25,21,25,0,6,20,15,18,0,0,0,5,0,0,2,3,16,0,24,1,14,4,2,1,3,6,13,7,0,1,0,0,14,0,2,9,9,2,6,0,3,6,0,9,21,3,11,1,6,5,3,24,11
-69.500,2,2,5,0,7,19,7,9,0,25,22,5,32,9,1,0,18,12,19,0,0,5,14,0,9,1,0,8,1,39,0,4,15,0,2,0,0,0,7,0,0,24,0,0,4,38,0,8,2,0,21,8,2,3,20,6,5,11,0,0,0,0,44,0,58,3,8,6,30,65,1,5,3,10,3,1,0,0,53,0,2,0,0,0,11,8,5,6,7,7,5,22,39,29,0,11,33,24,21,0,0,0,8,0,0,15,0,22,0,36,2,26,5,5,1,3,16,14,7,0,4,0,0,20,0,4,14,10,2,13,0,0,3,0,3,30,1,9,0,3,3,19,22,18
-68.500,4,3,1,0,4,27,7,12,0,30,27,4,29,15,2,0,12,9,19,0,0,6,12,0,7,1,0,8,4,34,0,0,18,4,4,0,0,0,6,0,0,40,8,3,3,33,0,9,4,0,22,18,7,9,22,8,2,7,0,0,5,0,42,0,53,3,8,6,32,55,9,4,7,9,7,4,0,0,34,0,2,0,0,2,9,5,5,10,5,2,3,24,31,1,0,5,31,13,21,0,5,0,8,0,1,2,0,18,1,10,0,14,62,1,1,4,16,14,7,0,4,0,0,20,0,3,16,10,7,9,0,1,7,14,6,30,2,8,2,4,5,25,25,22
-67.500,1,2,6,0,9,51,6,11,0,32,44,3,27,10,3,0,16,11,27,0,0,8,17,0,3,4,0,9,3,45,0,1,16,9,1,0,0,0,9,0,0,29,3,5,0,31,0,11,4,0,16,10,9,3,15,6,6,12,0,0,1,0,42,0,75,3,11,8,36,51,4,7,5,10,3,3,9,0,27,1,3,0,0,0,9,6,9,7,6,7,8,35,40,0,0,10,38,14,24,1,5,0,8,0,0,1,0,18,3,17,0,14,44,5,1,4,17,18,10,0,7,0,0,20,0,2,21,7,2,9,0,6,4,13,7,29,3,10,2,3,4,17,26,21
-66.500,2,3,1,0,4,39,6,10,0,40,46,6,29,14,1,0,10,7,30,0,0,12,19,0,6,3,0,10,3,38,0,1,16,14,3,0,0,0,11,0,0,22,1,10,2,22,0,10,6,0,22,18,13,6,16,7,8,9,0,1,10,0,45,0,59,2,9,5,31,53,6,7,9,12,6,1,15,0,25,0,1,0,0,0,12,4,3,6,8,3,8,26,81,0,0,9,27,15,23,3,2,0,10,0,2,3,0,16,7,11,0,10,33,2,2,3,5,20,9,0,6,0,0,27,9,4,19,7,8,14,0,1,7,12,5,35,3,11,1,5,7,17,22,30
-65.500,5,3,4,3,10,31,7,12,0,31,42,3,29,16,4,0,8,17,31,0,0,12,23,0,5,5,0,7,5,54,0,2,17,11,1,0,2,0,10,0,2,16,4,0,3,29,0,17,4,0,21,19,7,7,22,9,10,8,0,1,69,0,51,0,54,5,9,8,31,59,7,7,6,15,10,4,16,0,20,1,5,0,0,0,12,6,7,11,6,5,9,39,73,0,0,7,36,15,16,9,10,0,12,0,0,14,0,25,18,17,0,18,25,6,2,3,2,21,11,0,10,0,0,35,3,2,23,10,6,11,0,1,7,14,6,47,23,11,0,4,7,17,19,17
-64.500,0,1,5,8,10,34,8,12,0,14,56,5,31,19,8,0,9,15,33,0,0,12,10,0,3,6,0,8,5,51,3,3,21,6,2,0,21,0,22,0,3,12,6,0,3,31,0,14,4,0,18,19,6,4,15,7,13,14,0,2,33,0,61,1,49,4,12,3,41,64,8,9,5,15,16,2,22,0,32,0,5,0,0,2,9,6,6,6,12,5,7,53,88,0,0,10,40,18,25,3,2,0,12,0,3,1,0,20,16,15,0,13,21,2,1,5,8,24,10,0,11,0,0,35,1,4,26,7,12,11,0,3,5,12,5,44,32,9,3,4,5,16,19,18
-63.500,1,4,6,8,17,34,8,13,0,0,68,6,29,20,4,0,6,21,25,0,0,13,3,0,5,9,0,11,9,80,12,1,21,10,2,0,33,0,16,0,9,13,3,0,8,43,0,22,5,0,18,32,3,7,15,8,10,9,37,2,28,0,80,2,54,9,15,8,56,64,9,12,3,17,70,1,39,0,21,2,4,0,0,3,12,4,5,10,19,6,12,64,71,0,0,8,21,15,21,13,5,0,15,0,2,2,0,28,11,17,0,12,23,6,2,3,7,28,10,0,12,0,0,50,4,4,28,7,11,20,0,4,9,14,8,6,20,18,15,5,0,21,11,13
-62.500,6,3,5,6,32,24,4,16,0,0,64,4,34,20,3,0,9,23,19,0,0,15,2,0,5,8,0,11,6,62,11,1,18,6,0,0,41,0,19,0,10,13,5,0,13,34,0,27,7,0,22,26,4,4,17,6,15,12,30,2,18,0,76,2,58,6,14,6,68,77,11,4,3,22,97,4,51,0,32,0,6,0,0,5,15,6,5,8,33,7,21,53,19,0,0,11,13,25,30,9,9,0,17,0,4,4,8,24,13,21,0,12,20,6,3,4,9,33,7,0,12,0,0,96,1,7,3,9,25,16,0,3,7,10,6,1,23,11,33,3,0,14,13,24
-61.500,0,3,3,4,43,17,9,19,2,0,60,7,58,24,3,0,5,22,21,0,0,14,5,0,10,13,0,13,12,54,14,2,30,7,4,0,35,0,26,2,7,6,6,0,11,31,0,39,5,0,19,17,3,7,22,0,16,9,33,3,12,0,69,3,59,11,36,4,59,76,19,8,4,19,58,1,67,0,22,1,11,0,0,6,19,4,7,11,47,8,37,53,17,0,0,8,8,22,33,12,4,3,15,0,4,13,10,30,10,13,0,27,19,4,1,9,7,42,10,0,26,0,0,68,3,5,4,7,39,18,0,2,11,12,3,0,25,11,17,5,0,16,20,13
-60.500,4,1,9,11,47,16,10,2,2,0,55,7,77,25,2,1,8,19,21,0,0,15,7,0,8,12,0,10,14,49,13,7,26,7,0,0,35,0,20,8,12,12,4,0,15,24,0,51,7,0,21,19,2,7,14,0,21,14,25,3,11,0,74,6,49,12,49,7,52,84,29,3,2,24,48,3,103,3,36,1,10,0,6,9,37,6,5,10,42,8,24,50,13,0,0,10,31,21,38,13,10,4,18,0,5,1,8,44,12,20,0,16,17,7,4,9,16,51,6,0,29,0,0,51,0,9,1,7,71,29,0,4,11,17,10,0,25,12,18,6,0,12,12,12
-59.500,3,6,7,8,28,16,8,1,1,0,77,6,68,38,2,1,6,20,18,0,0,13,6,0,22,23,0,15,13,55,15,7,38,11,0,0,34,0,21,9,10,5,10,0,20,28,0,76,7,5,19,17,1,6,16,2,12,8,20,6,7,0,61,16,64,17,29,6,46,89,20,9,4,22,5,3,82,38,27,1,20,0,30,9,42,3,5,12,57,16,23,21,12,0,0,15,42,28,31,19,7,8,16,0,8,2,6,38,21,29,0,33,24,6,3,7,9,60,8,0,40,0,0,45,3,9,2,8,129,34,0,4,11,13,5,0,43,15,15,7,0,10,11,10
-58.500,0,1,11,19,29,12,9,6,7,0,65,11,55,27,3,2,10,20,21,0,0,13,13,0,21,27,2,31,20,58,17,6,27,11,0,0,26,27,28,13,13,12,5,0,15,28,0,98,8,0,20,16,0,8,19,8,11,13,13,4,8,0,50,17,57,47,18,4,66,106,18,9,4,19,0,2,94,37,33,1,23,0,35,8,38,9,9,9,63,16,23,17,12,30,0,11,19,25,31,21,13,11,19,0,10,5,8,66,50,26,0,31,28,8,3,13,25,84,6,0,29,0,0,14,0,15,2,5,83,59,0,2,15,17,8,0,80,13,17,13,0,12,16,11
-57.500,4,4,14,17,24,12,10,2,2,0,60,9,48,49,2,5,10,22,27,0,0,10,16,0,25,65,2,43,23,44,18,7,2,13,1,0,34,50,26,18,9,7,10,0,24,28,0,92,13,0,26,17,0,5,19,10,17,15,13,3,11,0,52,21,83,35,19,7,55,130,17,10,3,15,0,3,129,37,36,3,15,0,44,8,41,2,11,14,87,30,17,15,11,47,0,16,16,34,29,25,4,18,23,0,13,11,6,80,41,24,0,32,20,21,5,12,23,61,8,0,33,0,0,27,3,11,3,6,70,32,5,4,18,21,7,0,65,14,12,12,0,9,23,8
-56.500,3,2,16,28,28,11,10,3,8,0,65,16,35,45,0,3,10,21,14,0,1,9,13,0,32,49,2,49,29,47,22,13,9,31,0,2,36,56,31,17,15,4,7,0,20,31,0,117,12,6,23,5,0,0,17,20,18,13,11,12,4,4,66,24,97,24,17,7,56,152,14,16,7,7,0,4,119,35,40,2,24,0,43,15,22,5,9,10,102,43,19,19,9,52,0,18,12,33,35,27,19,7,19,1,12,2,10,57,27,34,0,34,24,33,10,10,25,52,7,0,34,0,0,11,0,18,3,7,50,29,5,5,27,20,10,0,73,19,16,4,0,9,20,15
-55.500,0,5,15,40,32,11,14,8,6,0,66,22,35,70,2,3,13,25,27,0,2,12,26,0,43,38,5,45,27,46,18,20,11,30,0,0,34,64,33,24,12,12,12,0,23,29,0,75,14,2,25,8,0,0,24,22,23,16,10,7,10,2,65,33,56,20,11,7,29,123,19,8,0,6,0,2,134,47,39,4,38,0,46,12,28,4,31,15,74,52,17,12,12,71,0,23,10,38,27,36,19,4,23,4,10,4,9,53,16,43,2,32,18,18,6,12,20,54,8,7,36,0,0,15,2,20,2,8,39,18,7,4,27,25,8,0,59,43,17,6,0,8,19,7
-54.500,5,1,13,64,36,12,24,5,10,0,56,45,31,71,3,4,17,18,27,0,5,13,19,0,55,43,3,51,33,42,21,30,7,36,0,3,41,65,51,27,17,11,8,0,22,35,0,78,17,6,13,6,0,0,23,10,34,16,12,11,8,0,45,32,36,18,17,7,20,91,18,19,6,0,0,2,210,63,49,5,55,0,49,20,28,4,36,23,70,49,19,7,8,89,0,37,7,23,36,44,34,2,18,9,11,7,12,50,21,40,3,21,27,18,13,12,30,52,8,12,40,0,0,23,2,25,3,7,46,23,5,6,33,26,11,0,70,38,15,5,0,7,15,9
-53.500,2,6,22,94,53,9,11,10,11,0,54,19,29,54,8,3,31,30,28,0,6,6,33,0,37,45,6,63,34,44,20,62,12,40,0,0,39,99,88,28,16,7,15,0,24,42,0,71,24,2,0,0,0,0,19,5,65,19,8,15,6,3,46,37,29,10,14,8,25,85,0,10,5,0,0,5,143,109,55,8,43,0,51,34,34,3,56,80,60,48,18,11,12,147,10,63,9,29,30,68,27,3,26,47,10,8,12,77,42,40,6,30,26,18,14,9,30,57,12,10,49,0,3,14,0,28,3,6,41,20,15,2,38,22,13,0,64,31,22,7,3,5,33,13
-52.500,3,3,27,47,45,11,9,8,20,0,68,8,18,39,45,4,34,64,32,0,8,12,37,0,35,53,7,73,42,42,25,96,6,48,0,4,51,132,72,44,17,15,15,0,22,50,0,63,23,8,11,9,0,0,27,1,59,14,10,21,10,5,36,57,15,19,14,8,22,73,0,21,4,0,0,3,135,96,63,11,51,0,53,64,47,6,52,81,44,37,19,10,10,143,47,50,9,19,40,76,43,2,22,156,16,3,41,64,21,43,8,43,28,8,13,7,35,54,13,12,60,4,0,17,0,13,3,12,57,17,5,7,43,31,13,0,138,31,26,12,1,5,36,13
-51.500,4,6,18,21,41,7,6,9,38,0,76,6,21,49,52,1,17,92,29,0,14,9,50,4,39,56,6,99,44,46,32,41,12,33,0,0,60,129,72,30,17,4,14,0,26,46,0,67,22,5,0,9,1,0,23,0,73,21,13,42,7,7,39,75,13,15,53,11,34,80,0,17,4,0,0,4,191,88,83,33,50,2,51,58,22,2,16,75,30,32,23,21,13,135,54,17,9,28,31,76,40,2,39,87,26,7,31,69,17,35,12,47,28,19,11,10,38,53,12,11,59,11,6,18,3,18,4,10,34,19,14,4,61,29,13,0,77,28,33,12,2,4,31,9
-50.500,2,6,21,22,43,4,9,13,26,0,82,2,13,34,46,3,34,71,35,17,18,9,71,0,33,46,8,70,45,46,45,31,8,31,0,23,81,113,73,25,19,15,17,0,22,50,0,60,21,8,10,8,11,0,27,0,80,16,9,37,7,7,37,56,15,22,81,14,47,68,0,17,8,6,0,4,113,71,116,31,69,3,44,94,25,3,13,81,17,32,15,2,13,152,64,9,7,26,38,112,41,2,29,61,30,9,37,47,13,37,15,54,30,12,16,9,51,56,24,10,77,17,1,12,1,54,3,12,18,14,13,7,69,25,18,0,62,20,43,16,2,2,21,12
-49.500,4,5,22,19,37,4,24,11,22,0,103,2,14,40,50,2,31,61,33,44,23,9,75,0,32,53,10,71,59,47,38,19,15,31,0,49,92,126,83,23,16,15,22,0,21,46,0,61,21,11,1,8,44,0,32,0,52,19,10,29,10,13,56,43,12,25,92,15,72,69,0,23,8,6,0,5,115,73,83,24,73,4,49,76,27,12,22,68,15,31,24,0,12,169,61,11,9,29,37,101,44,3,22,49,15,4,41,52,12,35,20,45,22,39,21,12,58,40,30,9,89,29,7,13,4,33,7,25,33,13,13,6,77,33,21,0,60,23,76,17,6,2,19,27
-48.500,12,12,21,16,34,4,2,8,19,0,153,0,16,31,47,3,21,65,49,29,30,8,55,2,17,56,13,62,64,52,87,17,15,29,0,22,79,101,52,25,20,13,23,0,29,45,0,68,21,11,9,12,207,0,33,0,2,14,10,24,16,17,81,42,11,20,71,7,75,80,0,24,9,6,0,5,106,67,65,25,62,5,51,55,22,20,16,46,7,26,25,0,16,158,61,12,12,29,43,111,57,1,24,36,13,7,44,57,14,30,27,41,4,63,28,22,137,16,25,9,55,66,5,34,1,29,5,38,57,16,16,6,90,43,25,0,61,27,137,22,15,0,25,25
-47.500,45,7,20,18,31,4,4,14,12,0,111,0,10,36,50,1,24,48,32,25,46,9,50,3,17,60,12,70,87,44,64,18,26,27,0,14,72,73,51,22,24,12,32,0,26,47,0,99,17,11,2,18,106,0,38,0,7,14,8,26,21,11,35,41,10,21,59,7,58,73,0,29,16,12,0,6,107,68,55,22,60,4,57,66,27,26,33,33,7,26,23,13,17,190,69,10,9,31,41,71,54,2,26,35,9,10,51,50,6,40,35,38,1,40,43,27,125,0,38,13,41,30,6,46,4,29,14,29,58,11,17,6,66,39,20,0,75,13,92,20,61,0,18,18
-46.500,23,16,26,19,28,5,4,5,21,0,63,0,7,45,59,3,18,60,33,23,46,11,31,0,19,79,15,71,86,26,45,9,50,25,0,10,76,78,52,21,41,15,46,0,36,37,34,51,26,13,8,17,80,0,40,0,1,18,10,24,25,7,11,56,10,18,66,7,94,92,0,35,10,11,3,7,88,66,50,25,61,4,38,72,23,41,46,13,9,30,33,2,14,132,140,8,8,40,38,97,73,4,25,14,6,5,69,70,10,29,39,39,2,25,106,29,87,0,25,10,39,15,7,56,1,22,14,42,39,12,24,8,64,48,14,0,71,21,95,33,67,0,15,27
-45.500,17,9,21,14,19,4,6,13,23,2,44,0,11,36,53,1,7,48,38,23,53,5,34,6,18,78,20,62,44,20,41,13,46,53,0,11,85,56,65,22,30,20,51,0,32,40,51,34,30,15,2,7,62,4,97,0,4,16,10,28,6,6,8,71,4,25,63,5,75,97,0,56,7,16,8,8,47,75,46,21,61,5,42,14,21,32,83,15,8,25,41,3,16,95,73,4,14,54,39,95,74,5,30,25,5,10,72,82,11,42,42,38,5,33,110,34,21,4,38,16,36,13,8,61,5,28,14,54,51,10,24,8,70,65,0,0,47,22,37,29,31,0,14,30
