Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144
1.500,16,11,21,29,11,2,34,4,7,0,15,15,4,7,6,1,0,4,9,17,2,0,0,3,11,0,18,9,9,12,6,7,4,1,28,7,4,3,0,8,4,19,10,12,1,0,7,33,12,1,0,0,0,0,0,6,0,0,4,0,0,0,3,0,30,0,3,11,0,0,2,3,6,0,3,7,3,0,0,8,0,4,3,0,8,17,14,2,30,10,5,0,6,6,0,11,0,0,0,1,0,0,0,6,1,0,26,0,4,0,0,0,10,3,3,3,2,17,4,2,4,0,0,0,5,0,4,13,0,0,7,10,3,6,0,0,8,14,4,3,10,0,2,5
2.500,26,7,18,13,12,5,36,2,4,0,19,12,2,3,9,1,0,3,10,13,4,0,0,1,0,0,13,10,16,12,7,1,10,1,24,4,9,3,0,4,1,8,10,9,8,0,12,16,13,2,0,0,4,0,0,4,0,0,2,4,0,0,4,0,66,0,0,8,0,0,2,0,7,0,6,7,2,0,0,7,0,4,2,0,11,22,11,2,22,4,11,0,2,7,0,5,0,0,6,1,0,0,0,2,3,0,22,0,3,0,0,0,10,6,1,3,0,21,7,4,0,0,0,0,2,0,3,12,0,0,7,10,5,5,0,4,6,14,14,7,11,0,3,4
3.500,44,9,22,0,13,4,39,6,7,3,17,25,3,6,15,0,5,1,7,14,0,0,0,0,0,0,11,6,32,14,7,1,0,3,30,6,2,2,0,1,0,15,9,10,4,0,7,15,7,2,0,0,4,3,0,5,0,0,3,1,0,0,2,0,16,0,0,7,0,0,4,0,6,0,7,14,0,0,0,8,0,2,4,0,9,23,12,4,24,5,4,0,2,3,0,11,0,0,1,2,0,0,0,2,1,0,21,0,6,0,0,0,11,3,2,2,0,13,4,2,1,0,0,0,2,0,7,7,0,0,6,12,2,6,0,18,7,17,9,4,9,0,1,3
4.500,52,10,26,0,3,2,19,4,7,2,14,25,3,5,8,0,16,2,5,18,2,0,0,2,0,0,7,7,94,14,6,1,10,0,20,7,6,3,0,1,4,18,9,10,6,0,10,7,10,8,0,0,0,0,0,4,0,0,2,3,0,0,4,0,13,0,2,7,0,0,3,1,8,0,6,10,0,0,0,8,0,0,1,0,11,28,14,2,13,5,8,0,4,0,0,12,0,0,5,1,0,0,0,6,3,3,18,0,3,0,0,0,10,6,2,5,0,11,7,5,2,0,0,0,4,0,8,11,0,0,9,9,6,5,0,17,10,21,7,5,8,0,4,3
5.500,20,7,20,0,2,3,15,4,6,5,15,33,1,5,2,0,18,0,9,9,2,0,0,2,0,0,11,6,38,13,7,7,0,4,24,15,12,3,0,6,2,13,8,9,12,0,6,16,13,9,4,0,0,0,0,4,0,0,2,1,0,0,2,0,12,0,1,10,0,3,0,5,5,0,7,18,0,0,0,10,0,4,2,0,17,42,9,5,9,8,8,0,2,0,0,10,0,0,4,4,0,0,0,2,1,2,23,0,6,0,0,0,9,3,2,1,0,18,3,5,3,0,0,0,2,0,10,8,0,0,10,9,3,4,0,9,4,32,8,5,8,0,1,5
6.500,17,9,16,0,5,5,16,4,11,9,15,45,1,7,2,0,21,5,3,12,2,0,0,1,0,0,6,7,20,17,5,2,6,0,21,6,4,8,0,5,1,13,6,14,2,0,11,7,13,12,0,0,0,0,0,5,0,0,4,4,0,0,3,0,8,0,0,0,0,6,0,0,7,0,9,16,0,0,0,9,2,0,1,0,17,31,8,3,7,5,10,1,6,0,0,34,0,0,4,1,0,0,0,3,2,3,17,0,11,0,0,0,9,7,6,1,0,13,6,6,1,0,0,0,2,0,18,5,0,0,10,9,8,4,0,14,9,16,9,5,10,0,3,1
7.500,12,14,14,0,4,3,11,5,8,26,13,41,0,4,0,0,23,6,6,18,0,0,0,0,0,0,9,5,9,15,9,1,4,0,41,9,13,13,0,4,4,13,5,15,14,0,10,7,14,22,2,0,0,0,2,3,0,0,3,3,0,0,1,0,11,0,0,0,0,4,8,1,5,0,7,25,0,0,0,11,4,2,0,0,16,32,7,6,5,5,10,0,4,0,0,37,0,0,9,1,0,0,0,4,1,3,16,0,7,0,0,0,12,3,5,5,0,22,3,9,1,0,0,0,2,0,9,8,0,0,12,7,7,6,0,13,9,16,9,6,10,0,1,2
8.500,18,4,13,0,10,2,11,2,24,31,11,35,0,6,0,0,34,1,5,19,1,0,0,3,0,0,9,6,9,19,10,2,0,4,45,7,8,11,0,5,3,9,7,13,2,0,8,14,26,18,3,0,3,0,1,6,0,0,2,16,0,28,4,0,7,0,3,0,0,3,0,6,7,0,8,29,0,0,0,11,6,2,0,0,14,19,18,5,5,8,7,3,5,0,0,36,0,0,4,1,0,0,0,1,2,4,19,0,1,0,0,0,16,6,4,0,0,43,5,12,3,0,0,0,4,0,9,8,0,0,15,10,11,3,0,4,6,11,9,7,13,0,3,1
9.500,17,10,10,0,10,2,12,4,43,11,15,23,0,7,0,0,27,0,3,17,1,0,0,2,0,0,11,5,9,18,13,7,10,0,141,13,12,13,0,4,1,7,5,18,11,0,7,11,85,16,11,0,0,2,1,1,0,0,2,20,0,39,2,0,7,0,0,0,0,2,0,2,5,0,11,42,0,0,0,18,5,2,0,0,9,20,6,10,4,6,15,0,2,0,0,44,0,0,2,4,0,0,0,5,1,4,24,0,3,0,0,0,0,4,13,3,0,32,4,25,0,0,0,0,1,0,7,5,0,0,12,14,8,4,0,13,10,10,11,6,16,0,2,3
10.500,15,14,11,0,9,6,9,2,50,3,10,22,0,3,0,0,15,1,6,21,2,0,0,0,0,0,29,6,4,21,9,3,0,4,51,15,18,14,0,4,1,10,6,15,2,3,12,11,23,10,6,0,0,1,1,4,0,0,3,26,0,39,1,0,8,0,0,0,0,1,3,2,4,0,12,33,0,0,0,38,4,2,0,0,3,21,4,30,3,7,8,1,3,0,0,45,0,0,0,2,0,0,0,3,2,4,24,0,1,0,0,0,0,7,7,1,0,26,4,17,1,0,0,0,2,0,6,3,0,0,12,10,0,4,0,13,9,4,9,7,17,0,3,3
11.500,22,3,7,0,17,3,7,3,29,0,12,12,0,10,0,0,9,14,2,12,0,0,0,4,0,0,12,5,4,31,7,1,8,0,47,14,11,13,0,7,5,6,9,25,3,5,11,16,21,20,7,0,0,1,1,4,0,0,5,19,0,30,2,0,5,0,0,0,0,2,3,10,6,0,4,42,0,0,0,34,5,3,0,0,5,16,10,36,4,11,18,2,6,0,0,46,0,3,0,2,0,0,0,3,0,2,15,0,6,0,0,0,0,4,17,2,0,27,5,18,1,0,0,0,3,0,7,13,0,0,10,8,0,5,0,6,8,8,7,10,18,0,3,1
12.500,17,12,8,0,29,2,9,1,26,0,14,20,0,5,0,0,11,1,8,21,6,0,0,2,0,0,11,4,2,33,3,4,2,2,58,18,18,18,0,5,2,8,10,24,2,9,9,23,14,10,7,0,0,0,0,2,0,0,2,17,0,31,3,0,9,0,3,0,0,1,1,6,3,0,6,57,0,0,0,40,6,0,0,0,5,18,12,17,1,12,19,0,5,0,0,46,0,1,0,3,0,0,0,3,2,7,12,0,3,0,0,0,0,6,8,1,0,26,4,0,3,0,0,0,3,0,7,5,0,0,8,10,0,1,4,13,10,2,6,3,31,2,4,1
13.500,16,3,6,0,64,2,8,1,24,0,8,17,0,10,0,0,9,0,3,18,71,6,0,1,0,0,5,5,1,36,6,7,7,1,41,22,17,13,0,2,1,7,15,38,12,21,15,13,12,20,10,0,4,0,1,3,0,0,2,10,0,22,1,0,7,0,0,0,0,2,0,11,10,0,5,32,0,0,0,35,3,3,0,0,6,22,9,11,3,9,16,4,4,0,0,42,0,2,0,5,0,0,0,1,0,4,6,0,0,0,0,0,0,7,18,1,0,33,2,0,1,0,0,0,1,0,1,0,0,0,7,15,0,4,0,12,12,5,4,5,38,0,6,2
14.500,18,14,9,0,47,6,5,4,15,0,8,18,0,4,0,0,4,13,1,14,37,24,0,5,0,0,4,6,3,37,5,4,2,2,35,22,20,19,0,10,5,5,17,35,7,24,12,11,5,13,10,0,2,3,1,4,0,0,3,17,0,12,2,0,5,0,0,0,0,0,3,13,4,0,7,24,0,0,0,36,6,0,0,0,5,16,5,8,3,7,26,1,7,0,0,54,0,3,0,2,0,0,0,5,1,6,6,0,4,0,0,0,0,5,13,1,0,27,7,0,0,0,0,0,3,0,7,9,0,0,11,9,0,4,0,8,7,1,11,4,48,4,38,1
15.500,20,7,4,0,5,2,8,2,18,0,6,23,0,9,0,0,9,2,5,11,31,15,0,1,0,0,4,3,3,45,2,5,7,1,35,24,18,19,0,6,2,7,13,30,3,14,15,7,11,16,12,1,0,1,22,2,0,0,6,9,1,21,1,0,7,0,0,0,0,1,2,5,6,0,3,16,0,0,0,37,4,2,0,0,4,21,11,4,1,2,27,4,5,0,0,55,0,2,0,7,0,0,0,2,0,6,6,0,0,0,0,0,0,8,20,1,3,29,2,0,3,0,0,0,2,0,3,9,0,0,7,16,0,5,0,12,13,1,10,4,51,2,0,3
16.500,17,13,6,0,4,3,2,4,19,0,4,24,0,7,0,0,2,2,4,17,30,1,0,4,0,0,3,3,2,15,5,6,2,0,23,24,28,21,0,9,4,6,20,31,2,3,23,9,9,18,15,3,0,1,26,3,0,0,1,12,6,11,3,0,7,0,3,0,0,0,1,17,9,0,6,23,0,0,0,36,5,0,0,0,1,23,11,5,2,4,26,1,5,0,0,68,0,4,0,3,0,0,0,1,0,7,1,0,0,0,0,0,0,4,20,1,0,35,5,0,1,0,0,0,1,0,3,3,0,0,10,14,0,3,10,14,14,0,10,3,35,10,0,2
17.500,24,11,4,0,1,4,6,5,20,0,9,25,0,10,0,48,5,16,6,13,24,8,0,4,0,0,7,5,1,15,4,5,8,2,27,21,26,22,0,5,3,7,22,26,7,4,21,4,4,26,16,3,4,1,17,25,0,0,2,12,0,12,2,0,8,0,1,0,0,0,1,5,7,0,4,15,0,0,0,41,6,0,0,0,8,18,8,5,2,4,18,2,6,0,7,49,0,3,0,8,0,0,0,2,0,6,7,0,1,0,0,0,0,10,28,0,5,42,2,1,2,0,0,0,1,2,5,6,0,0,8,23,0,4,5,15,12,0,11,3,29,9,0,1
18.500,23,13,5,0,0,5,5,2,24,0,6,35,0,6,1,23,5,12,3,15,30,9,0,2,1,0,9,6,6,12,3,10,5,1,29,25,28,32,0,12,5,8,34,25,13,1,10,6,6,23,20,8,2,3,16,30,0,0,6,9,6,4,1,0,9,0,0,0,0,0,2,13,4,0,3,27,0,0,0,39,4,0,4,0,1,28,9,0,12,2,28,3,7,0,16,37,0,4,0,4,0,0,0,1,0,5,0,0,6,0,0,0,0,7,30,0,0,26,5,1,1,0,0,0,3,5,1,11,0,0,11,19,0,4,4,23,14,0,15,2,24,7,0,1
19.500,37,15,7,0,0,3,4,3,30,0,6,22,0,9,0,12,4,18,7,12,30,0,0,6,0,0,17,3,2,11,3,5,4,2,19,26,28,17,0,8,3,5,40,36,3,4,13,22,7,39,13,8,1,0,16,31,0,0,3,11,4,6,1,0,4,0,2,0,0,0,1,8,8,0,7,16,0,0,0,49,7,0,7,0,2,22,10,0,16,6,15,4,9,0,16,46,8,7,0,10,0,0,0,0,0,8,7,0,0,0,0,0,0,7,27,0,1,25,4,2,3,0,0,0,2,5,4,10,0,0,8,29,0,4,5,30,13,0,20,1,18,14,0,1
20.500,45,10,2,0,0,3,5,9,28,0,7,16,0,13,2,11,3,27,2,10,25,9,0,2,3,0,21,3,5,10,7,12,7,1,25,25,29,25,0,10,3,6,47,44,3,0,22,26,9,30,6,13,5,3,17,32,0,0,3,12,5,4,3,0,11,0,2,0,0,0,1,14,8,0,5,26,0,0,0,72,3,0,9,0,3,31,11,0,12,1,14,4,11,0,19,43,7,1,0,12,0,0,0,0,0,8,0,0,1,0,0,0,0,6,1,0,5,21,4,1,0,0,0,0,0,4,0,2,0,0,15,30,0,3,8,48,15,0,28,0,21,7,0,0
21.500,48,15,5,0,0,18,4,4,40,0,8,22,0,7,2,5,3,29,6,16,28,4,0,7,1,0,23,5,7,13,8,9,4,0,21,36,35,30,0,17,7,5,43,51,15,5,26,23,8,21,4,5,3,2,17,28,0,0,6,12,7,4,2,0,7,32,0,0,0,0,2,13,6,0,3,19,0,0,0,44,6,0,14,0,4,36,16,0,13,4,15,5,17,0,26,33,8,7,0,18,0,0,0,0,4,9,4,0,4,0,0,0,0,11,0,0,4,25,5,3,2,0,3,0,12,4,0,9,0,0,14,46,0,6,7,37,19,0,29,0,15,14,0,2
22.500,57,21,3,0,0,17,3,3,49,0,5,14,0,10,4,8,5,28,2,12,22,4,0,7,4,0,21,0,7,13,17,14,7,2,28,32,74,39,0,16,5,14,26,32,5,0,21,24,7,24,6,6,5,2,28,33,0,0,5,13,5,4,2,0,7,45,1,0,0,0,1,29,9,0,4,29,0,0,0,53,5,0,11,1,3,27,19,0,11,2,14,4,10,0,38,52,12,6,0,23,2,0,0,0,2,11,3,0,0,0,3,0,0,9,0,0,3,18,5,3,2,0,3,0,13,5,0,7,0,0,25,55,0,3,6,25,20,0,28,0,13,16,0,2
23.500,79,20,4,0,0,11,5,9,78,0,9,15,0,10,4,3,3,41,6,13,28,11,0,7,3,0,29,2,9,12,18,19,6,1,17,1,93,24,0,14,5,30,24,40,10,5,20,22,7,26,7,3,4,3,26,29,0,0,1,12,8,3,1,0,11,0,2,0,0,0,0,23,13,0,7,40,0,0,0,42,6,0,7,0,1,46,25,0,4,7,7,5,12,6,11,46,7,4,0,21,1,0,0,0,3,11,0,3,1,0,8,0,0,6,0,0,5,25,5,2,2,19,7,0,19,6,0,22,0,0,32,36,0,4,9,25,15,0,42,0,15,10,0,1
24.500,102,21,5,0,0,20,4,7,100,0,10,12,0,12,6,9,51,45,5,9,26,5,0,10,6,0,33,4,6,24,5,23,5,1,43,4,83,31,0,28,8,33,25,32,11,0,22,4,8,17,7,1,5,3,30,27,0,0,6,16,5,4,3,0,12,0,2,0,0,0,0,18,8,0,4,62,0,0,0,45,5,0,13,2,3,49,36,0,12,3,7,4,12,46,7,55,17,6,0,16,1,0,0,3,3,14,5,0,4,0,14,0,0,13,0,0,7,23,6,6,1,27,22,0,25,3,0,3,0,0,13,31,0,5,7,19,18,0,31,0,9,31,8,0
25.500,81,26,4,0,0,49,3,11,50,0,6,21,0,13,30,17,39,20,6,13,34,12,0,15,9,0,33,0,15,13,4,40,6,2,44,0,46,30,0,31,5,37,12,35,10,4,15,1,6,21,9,1,8,5,64,14,0,0,7,18,9,5,2,0,15,0,1,0,0,0,0,20,17,2,4,61,0,0,0,45,7,0,2,5,3,59,21,0,10,9,5,7,9,72,7,50,10,5,0,16,1,3,0,3,7,13,2,4,3,0,42,0,0,24,0,0,5,29,7,6,2,19,17,0,12,5,0,16,0,1,9,17,0,5,8,57,15,0,39,0,15,22,27,0
26.500,46,25,3,19,0,32,4,11,37,0,10,7,0,11,2,32,28,26,4,8,24,12,0,16,3,0,43,6,10,25,3,50,6,1,59,3,32,30,0,29,8,36,17,43,15,5,16,0,10,21,10,0,11,4,44,20,0,0,3,18,6,3,3,0,18,0,3,0,0,0,0,24,20,1,6,65,0,0,0,43,5,0,5,0,2,78,20,0,6,4,6,5,9,0,5,45,21,6,0,9,1,3,0,2,9,18,4,1,1,2,39,0,0,29,0,0,11,21,5,0,6,16,15,0,1,6,0,17,0,2,7,11,0,7,10,46,16,0,37,0,8,23,6,1
27.500,47,28,5,18,0,35,5,24,26,0,12,20,0,13,0,34,30,21,6,11,38,14,0,4,12,0,45,1,17,29,3,45,6,1,47,3,20,34,0,22,7,41,9,35,16,4,20,3,7,39,7,0,9,6,30,10,0,0,7,29,12,7,2,0,15,0,1,0,0,0,0,33,30,1,11,63,0,0,7,58,6,0,10,7,3,163,16,0,14,5,9,5,7,0,6,46,18,7,0,10,3,5,5,5,15,20,2,4,5,3,31,0,0,32,0,0,15,17,7,10,6,20,12,0,5,5,0,33,0,1,4,11,0,5,8,48,23,0,44,0,9,15,4,1
28.500,25,32,3,20,0,32,6,36,11,0,9,15,0,18,0,29,34,24,7,8,36,14,0,6,31,0,66,2,18,28,5,68,5,2,40,0,2,36,0,28,12,38,15,45,15,7,18,0,8,24,11,0,16,8,39,21,10,0,18,19,5,15,3,0,24,0,2,0,0,0,0,34,45,1,11,74,0,0,9,76,7,4,4,2,1,121,12,0,4,21,4,1,13,0,7,36,39,3,2,3,1,3,22,6,22,23,4,5,5,3,13,1,0,32,0,0,13,17,11,6,7,18,16,0,5,5,0,29,0,0,4,15,0,6,10,52,26,0,51,0,8,25,0,1
29.500,22,39,1,20,0,33,33,30,15,0,17,14,0,9,0,23,33,15,10,6,58,7,0,10,43,0,73,6,22,16,4,58,8,1,31,7,0,43,0,25,14,58,16,39,22,6,20,0,11,40,8,1,16,6,45,13,10,0,40,20,12,35,2,0,24,0,3,0,1,0,0,46,48,0,13,83,0,0,10,73,6,1,10,11,2,149,14,0,11,20,7,0,9,0,2,53,28,5,3,7,2,8,14,8,21,34,2,6,5,10,12,2,0,30,0,0,13,11,16,8,6,24,13,0,3,7,0,40,0,4,0,11,2,7,8,46,33,0,52,0,9,29,0,3
30.500,17,46,7,18,0,39,43,37,16,0,14,15,0,18,0,24,48,28,10,8,38,10,0,11,36,0,61,2,27,0,5,61,34,2,27,0,0,50,1,18,20,48,6,36,55,15,23,0,9,38,9,3,23,31,68,17,10,0,29,29,12,49,3,0,35,0,3,0,2,0,0,46,54,5,31,81,0,0,10,59,10,5,6,19,3,71,14,0,15,25,9,0,6,0,7,54,86,2,6,8,3,8,15,8,20,28,5,8,11,26,13,1,0,30,0,0,30,15,36,12,7,31,14,0,6,7,0,16,0,2,0,8,1,9,13,49,37,0,64,0,9,30,0,0
31.500,13,57,1,20,0,27,67,30,19,0,14,28,0,15,0,25,41,26,15,1,21,11,0,12,37,0,79,6,35,0,5,58,38,2,36,4,0,55,3,28,26,49,7,38,115,12,25,0,11,38,7,5,15,31,32,16,13,0,27,17,11,69,3,0,34,1,3,0,0,0,0,54,54,3,25,70,0,0,15,63,4,38,5,10,1,69,14,0,9,34,7,0,8,0,6,42,69,0,7,7,1,10,14,15,15,29,6,9,6,43,14,0,0,46,0,0,24,10,20,14,8,34,13,0,4,4,0,23,0,3,0,10,6,8,13,56,31,0,76,0,8,37,0,0
32.500,11,86,5,24,0,44,71,42,15,0,20,29,0,17,0,9,56,29,21,0,22,7,1,16,27,0,60,6,68,0,7,55,38,2,26,4,0,89,2,22,15,36,4,31,158,25,27,0,18,31,8,16,25,31,25,17,6,0,35,15,14,67,2,0,33,2,3,0,0,0,0,66,64,1,30,68,0,0,20,50,10,40,8,4,1,76,12,0,15,27,8,0,22,0,6,25,61,0,10,13,4,9,15,15,11,31,5,14,8,40,22,1,0,47,0,0,24,9,22,23,5,26,16,0,9,10,0,27,0,2,1,11,6,11,14,59,29,0,72,3,15,24,0,1
33.500,9,77,4,23,0,26,76,47,37,0,20,33,0,15,0,9,80,40,20,6,26,19,2,20,30,0,66,5,33,0,5,73,35,1,32,3,0,83,3,22,8,23,6,42,155,20,31,0,12,33,8,32,22,27,35,17,9,0,30,17,18,48,6,0,36,3,2,0,0,0,0,72,78,3,27,57,0,0,20,44,9,56,4,3,3,92,11,0,24,33,8,0,53,0,5,33,63,1,10,15,2,12,16,24,14,30,13,22,19,27,22,2,0,36,0,0,19,13,100,15,9,23,16,0,12,5,0,21,36,5,2,11,7,9,15,71,27,0,49,7,13,18,0,1
34.500,7,93,2,31,0,34,49,50,47,0,16,33,0,15,0,10,111,32,25,0,30,56,4,24,32,0,69,7,34,0,5,62,34,4,28,6,0,75,4,21,6,29,6,32,117,19,36,0,23,43,6,34,26,27,9,14,8,0,41,14,24,45,2,0,36,1,7,2,3,0,17,112,79,5,31,42,0,0,27,52,16,68,6,0,0,103,19,0,19,30,14,0,42,0,6,20,46,0,21,78,4,14,15,34,12,32,18,13,27,20,2,1,0,39,0,0,19,7,121,12,8,35,17,0,15,7,0,22,27,6,1,9,10,11,19,97,17,0,54,51,12,18,0,1
35.500,7,29,5,26,0,31,40,55,37,0,22,32,0,22,0,10,79,44,30,0,37,98,7,76,20,0,65,7,30,0,8,55,32,4,40,14,0,79,3,20,11,18,4,36,119,16,45,0,20,32,7,37,27,25,8,16,4,0,49,15,38,34,4,0,31,5,7,1,2,0,17,94,112,3,49,47,0,0,29,46,20,124,10,0,2,84,8,0,21,24,8,0,33,0,9,20,46,3,14,102,4,13,16,40,18,34,14,8,48,20,7,3,0,40,0,0,14,9,25,9,6,22,21,0,22,10,0,15,19,8,0,9,23,19,24,90,19,0,54,46,15,18,2,3
36.500,4,17,6,39,0,31,38,63,25,0,21,37,4,18,0,11,90,47,22,5,49,39,19,72,32,0,63,9,24,0,6,44,31,3,25,21,0,71,8,16,16,19,8,36,99,22,63,0,50,27,7,37,30,27,8,13,8,0,49,11,111,49,4,0,38,7,11,0,0,0,31,77,136,8,50,29,0,16,51,49,20,191,6,0,5,96,18,0,18,29,11,0,29,0,7,19,46,4,15,111,2,19,28,68,10,39,15,7,38,13,12,3,0,54,1,0,24,10,16,10,12,17,25,0,41,10,0,17,14,11,0,12,155,18,29,115,26,0,62,37,21,12,0,1
37.500,3,13,4,54,0,38,30,49,23,0,24,40,1,21,0,9,83,59,28,0,63,36,26,52,31,0,65,10,31,0,8,43,23,4,30,61,0,50,7,32,41,14,2,35,83,28,47,0,42,23,6,54,34,22,8,11,7,0,96,17,251,38,6,0,33,10,19,2,3,0,51,74,139,7,54,44,0,18,77,37,27,112,7,0,7,107,19,0,22,20,14,0,31,0,20,15,54,4,50,131,6,32,37,41,11,43,22,7,27,21,16,5,0,57,3,0,54,7,14,11,7,17,32,0,47,12,0,17,9,15,0,11,101,15,20,100,16,0,71,29,18,15,0,1
38.500,0,12,7,75,0,35,34,50,16,0,18,38,2,17,0,10,38,32,31,0,29,46,33,58,33,0,55,13,28,0,9,44,21,7,21,20,0,24,12,30,39,17,7,22,81,36,52,0,46,21,7,106,42,29,9,12,7,0,70,13,72,43,4,0,41,11,9,4,1,0,47,63,103,12,63,29,0,24,88,30,35,113,7,1,10,86,13,0,19,26,21,0,26,0,20,16,57,5,57,72,5,20,87,34,19,37,30,3,21,11,40,4,0,57,5,1,49,7,14,15,10,18,44,0,47,19,0,18,11,15,0,9,69,24,21,113,28,0,49,31,28,10,2,1
39.500,0,13,1,50,0,48,34,39,16,3,20,40,3,21,0,14,25,34,52,0,34,48,39,49,39,0,45,17,21,0,9,35,17,7,10,8,0,12,16,27,47,10,3,19,66,55,32,0,63,20,3,92,67,24,7,15,14,0,59,16,59,66,6,0,33,15,5,8,1,0,49,63,99,10,16,34,0,21,78,29,37,88,4,3,19,75,22,0,27,25,72,0,30,0,20,14,67,15,38,62,6,19,59,35,11,29,22,5,31,15,38,7,0,85,11,9,50,9,12,20,13,13,48,2,58,18,0,20,8,21,0,15,33,27,25,88,10,0,52,21,44,18,3,2
40.500,0,8,0,47,0,46,24,41,18,9,20,45,6,24,0,17,28,27,16,4,29,84,52,58,45,0,33,22,29,0,9,53,16,5,13,14,0,13,28,30,47,46,5,27,70,29,26,0,63,21,9,75,47,29,10,13,26,0,73,20,64,113,6,0,32,30,3,12,5,0,51,50,121,19,8,24,0,31,59,26,41,57,8,6,25,59,18,0,22,36,61,0,42,0,22,11,48,24,16,47,5,24,60,28,13,28,21,2,15,10,35,8,4,75,20,17,29,6,25,24,16,11,60,0,59,21,0,27,5,26,0,10,28,18,20,63,13,0,58,22,63,12,2,3
41.500,0,8,0,29,0,57,27,51,20,9,19,48,7,26,0,19,25,29,15,0,25,49,63,70,56,0,34,50,20,0,15,89,14,10,11,12,0,16,26,32,63,50,7,13,78,15,19,0,42,17,3,60,43,28,7,14,22,0,64,21,54,64,7,0,27,59,1,14,2,0,46,45,144,25,5,31,0,30,53,35,53,45,6,13,30,11,26,0,25,41,50,0,32,0,19,13,31,46,28,46,35,35,46,21,17,32,18,2,25,20,36,14,1,55,17,16,27,6,13,25,18,14,75,3,78,21,0,18,8,36,0,10,28,23,26,59,2,0,81,24,41,27,4,1
42.500,0,8,0,16,0,65,29,38,15,11,15,49,10,28,0,12,25,27,20,0,19,41,44,73,40,0,30,23,20,0,16,42,15,14,11,17,0,24,29,35,38,36,5,13,81,25,24,0,40,25,6,52,44,28,12,17,22,0,63,17,60,55,8,0,29,65,0,24,5,0,53,37,122,46,6,25,0,60,57,21,69,38,3,15,19,6,33,0,21,33,27,0,24,0,16,0,28,41,46,33,44,36,45,19,21,23,19,4,15,7,39,16,0,52,24,23,24,9,0,37,39,15,59,4,83,30,0,21,4,30,0,10,39,17,30,65,0,0,69,21,41,29,5,1
43.500,0,7,0,16,0,58,33,26,77,8,10,58,18,33,0,6,32,25,38,2,22,45,31,47,44,0,29,25,22,0,20,39,40,8,13,20,0,18,26,61,26,35,5,19,54,29,17,12,24,24,5,54,33,33,10,12,23,0,98,11,63,51,17,0,32,70,0,31,4,0,51,30,128,61,8,24,0,41,63,30,51,35,3,13,11,9,38,0,17,32,17,0,25,0,13,0,20,43,60,35,36,36,43,18,32,31,48,2,24,24,49,16,2,148,37,26,19,6,0,51,14,11,54,4,70,27,0,20,6,45,1,12,50,25,31,63,5,0,34,16,68,29,6,3
44.500,0,9,0,15,1,41,45,27,32,7,8,56,25,41,0,5,54,40,24,1,25,54,33,43,35,4,23,18,17,0,35,34,57,19,12,19,0,13,21,40,27,39,8,11,56,19,21,104,37,27,7,61,23,31,13,20,23,0,89,16,61,42,8,0,28,78,0,56,3,0,44,28,158,45,7,18,0,32,86,27,42,29,2,13,9,5,54,0,23,34,6,0,29,0,11,0,14,53,54,24,34,38,56,12,36,23,84,1,14,6,66,14,3,76,64,19,13,9,0,72,0,12,47,8,74,57,0,20,6,67,3,17,37,37,35,65,2,0,35,20,79,32,6,2
45.500,0,5,0,19,2,50,68,20,38,10,4,61,28,45,0,12,86,54,15,0,21,53,23,38,31,2,24,16,21,4,35,26,91,19,11,30,0,12,24,28,22,35,2,17,44,25,18,80,22,34,5,67,20,43,12,16,17,1,55,16,74,46,6,0,37,85,0,54,8,0,51,23,144,50,7,24,0,20,67,28,42,25,0,10,4,10,60,0,18,43,9,0,54,0,10,0,19,54,42,32,35,41,66,9,49,32,81,2,24,24,56,15,2,48,48,20,12,8,0,54,0,13,15,8,81,50,0,18,7,95,5,27,32,27,36,76,0,0,37,15,53,32,7,4
