Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111
-66.500,14,22,45,39,17,62,28,58,61,40,13,134,79,80,106,0,15,47,14,39,26,114,29,72,73,106,84,41,24,13,51,79,112,31,63,35,105,15,127,58,88,54,130,45,38,80,46,44,40,6,8,16,19,39,32,10,7,26,39,25,0,6,2,1,11,113,0,2,0,11,0,11,13,9,5,0,16,11,18,34,0,10,0,3,0,12,12,10,22,5,2,0,12,0,22,8,5,3,11,17,21,15,5,0,4,14,6,2,0,14,37
-65.500,13,30,40,42,15,73,27,38,34,36,13,98,98,63,81,0,16,45,3,37,23,117,31,78,70,108,70,35,0,13,66,82,129,21,54,106,128,31,131,49,101,51,110,53,42,34,41,42,25,26,11,12,18,40,64,6,7,36,55,29,8,15,0,8,13,94,0,2,0,18,0,13,7,13,10,0,22,21,17,35,0,6,0,5,0,11,10,11,50,5,3,0,12,0,22,6,5,5,15,18,21,17,7,0,10,16,5,5,0,6,26
-64.500,10,20,42,31,10,49,32,31,30,35,10,69,61,59,80,0,16,51,11,37,6,132,25,71,108,108,74,34,2,7,61,83,101,36,60,75,124,21,195,50,74,57,103,52,38,39,51,53,47,34,11,15,22,41,70,10,3,17,39,27,17,16,0,2,17,95,6,3,2,11,0,18,12,12,7,0,19,13,19,41,0,10,0,10,0,16,13,17,34,7,3,0,11,2,16,5,5,3,12,11,24,25,6,0,1,22,6,3,0,13,25
-63.500,13,22,45,37,6,27,37,29,25,37,17,50,69,15,54,0,22,43,16,27,0,125,27,64,82,77,62,34,4,12,63,103,75,27,60,53,113,36,187,63,84,49,128,46,43,31,44,55,43,34,18,17,19,46,65,10,8,12,35,37,31,15,0,7,25,65,8,0,2,19,0,14,14,12,10,0,21,18,25,47,0,6,0,6,0,21,8,21,34,9,3,0,5,0,16,6,6,5,12,19,46,28,6,0,4,36,7,5,0,8,29
-62.500,12,21,40,34,0,15,15,21,18,34,9,48,86,18,11,0,17,49,2,29,0,120,25,69,47,83,44,28,1,5,66,116,85,12,50,53,130,32,152,113,97,55,123,79,46,41,61,59,59,62,18,18,26,46,50,5,7,14,31,27,29,19,0,8,28,37,7,1,5,17,0,19,8,15,14,0,21,11,22,48,0,5,0,7,0,27,13,19,31,8,3,0,9,0,17,5,7,3,20,25,108,43,5,0,9,55,7,2,0,13,24
-61.500,12,21,55,35,0,10,12,21,5,32,14,18,113,13,6,0,14,45,9,22,0,113,22,15,42,66,54,28,1,13,82,85,92,18,53,50,118,45,158,50,99,62,118,57,55,35,79,83,61,82,32,21,23,42,49,10,6,18,35,26,24,16,0,8,32,28,9,2,4,24,0,18,13,15,12,0,25,14,42,47,0,3,0,10,0,41,10,17,43,13,2,0,3,0,17,3,4,5,18,14,174,51,6,0,1,38,9,4,0,8,25
-60.500,10,22,49,34,0,5,13,19,0,32,11,14,158,12,9,0,14,50,14,14,0,42,9,5,31,47,53,30,4,11,65,81,77,24,57,41,131,58,118,37,111,53,116,51,61,40,63,72,50,103,32,31,29,41,45,12,6,15,43,27,22,19,0,6,57,28,9,2,7,32,0,29,7,17,21,0,24,15,31,49,0,6,0,8,0,25,11,26,36,17,4,0,7,2,23,4,10,3,18,29,118,42,7,0,3,38,6,4,0,13,16
-59.500,11,18,4,33,0,3,14,17,0,36,14,14,116,9,6,0,15,62,3,12,0,27,9,3,28,35,49,17,1,5,48,65,67,41,45,47,99,55,100,48,76,85,118,55,68,37,64,75,105,85,3,32,36,53,34,9,10,21,50,28,29,28,0,8,42,20,8,2,7,42,0,29,12,19,18,0,26,11,19,40,0,5,0,12,0,24,14,25,48,25,1,0,5,2,21,5,3,3,29,23,95,20,6,0,10,32,9,6,0,11,21
-58.500,11,21,0,26,0,5,12,15,0,29,9,13,62,9,5,0,12,68,11,12,0,27,6,0,19,32,60,20,2,13,55,63,39,12,63,44,94,87,129,41,58,119,120,69,71,46,61,68,89,67,5,25,37,45,30,17,7,21,24,33,28,38,0,14,35,30,8,2,9,63,5,36,7,23,30,0,30,13,24,46,0,3,0,11,0,18,44,30,34,20,4,0,4,0,29,1,12,5,55,40,84,26,6,0,2,38,7,8,0,12,21
-57.500,13,28,0,29,0,1,16,15,0,33,14,8,60,7,7,0,11,31,11,13,0,14,4,0,19,32,53,18,4,9,43,58,30,9,62,64,101,111,154,65,44,133,138,76,89,34,52,76,71,85,3,27,58,53,31,20,12,43,20,35,29,54,0,11,46,18,8,1,10,55,18,53,11,25,37,0,32,8,19,43,0,3,0,18,0,19,45,34,7,19,2,0,3,4,38,3,7,1,45,30,92,16,11,0,3,39,8,10,0,12,13
-56.500,0,15,0,26,0,3,10,14,0,25,11,9,50,6,4,0,8,27,10,1,0,20,4,0,17,37,71,21,2,7,36,49,28,10,82,56,89,165,142,86,50,116,112,71,69,48,57,90,52,116,5,33,57,55,21,15,10,47,10,27,62,67,0,13,86,28,8,3,13,49,54,56,6,35,52,0,36,6,19,42,0,6,0,20,0,9,34,43,4,16,5,0,7,15,38,5,8,5,47,17,81,21,5,0,9,38,7,34,0,12,20
-55.500,0,17,0,21,0,0,15,12,0,23,7,4,49,6,9,0,0,22,9,0,0,18,8,0,12,56,81,23,1,11,33,54,19,7,94,29,101,257,94,72,33,81,99,58,53,48,71,111,53,245,5,32,60,58,31,27,22,40,16,42,51,72,0,15,99,23,8,2,16,54,38,64,10,56,51,0,43,4,26,52,0,3,0,40,0,13,32,51,13,17,5,0,2,27,44,0,10,2,55,20,55,19,9,0,1,44,12,50,0,17,21
-54.500,0,19,0,26,0,0,16,11,0,6,12,0,48,2,9,0,0,30,17,0,0,16,8,0,14,134,73,22,6,6,25,18,12,7,78,20,119,181,55,56,37,74,93,58,22,53,66,141,49,185,8,24,61,61,33,43,29,49,10,49,60,98,0,13,75,37,6,4,19,64,34,60,6,147,62,0,49,4,167,48,0,4,0,36,0,11,30,58,2,18,4,7,2,29,50,2,14,4,37,25,63,16,13,0,7,76,12,60,0,9,13
-53.500,0,16,0,19,0,0,14,0,0,6,6,0,46,2,5,0,0,30,18,0,0,19,3,0,12,43,39,23,1,12,34,9,7,11,64,20,138,138,42,61,35,70,70,52,27,73,62,185,53,136,10,17,80,66,87,53,42,46,10,43,57,56,0,15,64,26,4,1,18,40,20,43,5,173,64,0,59,1,113,78,0,3,0,34,0,9,37,68,10,5,5,19,4,33,68,5,17,3,24,14,60,16,14,0,4,69,10,33,0,16,19
-52.500,0,17,0,19,0,0,0,0,0,3,13,0,53,0,8,0,0,30,15,3,0,9,2,0,10,27,16,27,5,6,26,10,11,3,61,22,127,123,43,35,36,71,71,42,22,74,63,180,54,114,14,11,101,79,147,8,103,63,9,66,58,57,0,17,16,24,2,5,19,34,12,42,6,121,54,0,76,4,108,88,0,8,0,33,0,9,33,72,5,0,3,36,5,32,57,1,14,4,18,4,49,11,13,5,6,62,5,22,0,16,21
-51.500,0,6,0,22,0,0,0,0,0,5,5,0,49,0,5,0,0,20,10,3,0,18,7,0,14,30,12,32,3,7,25,15,6,6,60,20,111,103,34,33,35,53,82,54,23,67,61,141,61,87,27,13,129,71,87,10,72,53,8,111,60,53,0,25,22,15,0,3,26,27,8,27,5,79,52,0,63,0,95,70,0,4,0,42,0,9,26,46,5,0,5,68,2,24,39,1,18,2,18,3,48,15,18,3,6,67,16,15,0,23,16
-50.500,0,0,0,17,0,0,0,0,0,4,4,0,50,0,7,0,0,19,13,1,0,14,6,0,9,33,17,0,4,11,25,10,11,7,50,22,78,91,30,29,37,67,91,42,23,57,64,120,77,91,47,15,151,66,57,8,82,44,11,151,64,69,0,25,18,26,0,5,20,30,1,22,5,66,62,0,74,1,78,73,0,9,0,36,0,9,22,39,6,0,2,64,7,18,39,3,19,2,13,6,49,7,18,5,6,75,9,15,0,30,19
-49.500,0,0,0,9,0,0,0,0,0,4,9,0,56,0,11,0,0,17,9,4,0,11,6,0,7,24,11,0,4,5,25,12,12,4,47,18,64,76,29,38,34,59,47,40,17,68,68,111,89,74,66,12,107,85,41,8,50,55,5,121,59,108,0,29,17,20,0,7,29,23,5,8,6,57,53,0,82,38,71,71,0,19,0,75,0,10,21,32,7,0,5,54,12,22,35,1,19,3,17,2,48,13,21,6,7,50,13,21,0,10,19
-48.500,0,0,0,5,0,0,0,0,0,2,4,0,61,0,4,0,0,17,5,7,0,14,5,0,5,21,10,0,6,11,29,8,6,5,30,26,56,74,16,28,37,67,37,39,18,59,74,87,86,76,49,7,105,54,41,7,33,47,53,93,45,247,5,39,15,21,0,2,28,30,1,10,5,51,43,0,82,19,60,53,0,19,0,73,0,12,17,29,8,0,1,46,13,20,34,1,23,4,13,2,59,13,24,7,10,54,16,17,0,8,23
-47.500,0,0,0,2,0,0,0,0,0,2,4,0,57,0,6,0,0,18,8,3,0,13,6,0,12,16,9,0,6,4,27,12,12,6,17,30,53,66,13,39,31,83,48,30,22,79,110,36,78,71,35,6,96,66,57,10,36,54,59,89,31,280,2,51,14,36,0,5,34,26,3,6,3,21,43,0,103,13,56,66,0,4,0,86,0,8,17,31,3,0,4,58,16,22,31,1,24,3,8,4,66,19,15,7,10,45,18,22,0,10,23
-46.500,0,0,0,5,0,0,0,0,0,0,7,0,32,0,10,0,0,16,3,7,0,16,4,0,9,16,9,0,6,12,29,8,11,5,20,32,47,56,2,49,33,90,37,32,20,83,150,35,59,78,39,7,95,53,35,8,39,55,62,77,38,126,5,90,13,47,0,10,54,27,1,5,6,14,29,0,117,12,47,62,0,0,0,128,0,11,11,23,9,0,3,52,14,23,48,2,23,2,3,1,62,15,21,18,13,48,17,32,0,7,19
-45.500,0,0,0,4,0,0,0,0,0,0,2,0,33,0,8,0,0,14,2,7,0,11,6,0,5,13,9,0,8,5,34,9,0,0,18,42,27,54,1,45,35,65,33,29,20,62,175,34,69,70,37,7,108,48,19,9,36,74,70,93,28,95,6,95,17,37,0,5,37,40,0,8,3,14,33,0,173,9,48,76,0,0,0,89,0,9,18,31,6,0,3,56,21,37,83,1,22,3,3,4,97,19,18,15,13,52,28,49,0,14,31
-44.500,0,3,0,2,0,0,0,0,0,0,2,0,15,0,7,0,0,0,3,9,0,11,6,0,7,15,7,0,6,5,44,13,0,0,16,47,25,14,0,49,36,29,40,31,21,65,242,32,50,70,68,9,119,46,12,7,42,110,88,60,34,80,9,104,13,25,0,10,27,50,0,2,3,16,28,0,113,6,47,62,0,0,0,87,0,18,13,26,5,0,2,61,16,30,92,1,29,2,4,2,76,28,17,17,10,58,27,30,1,14,24
-43.500,0,3,0,6,0,0,0,0,0,0,4,0,14,0,13,0,0,0,2,11,0,19,6,0,4,16,9,0,10,2,39,11,0,0,14,96,20,7,0,41,40,18,34,20,24,50,151,33,48,71,80,6,85,37,6,7,42,115,56,58,27,78,13,108,13,25,0,6,30,79,0,10,5,13,22,13,70,4,46,48,0,0,0,80,0,12,16,34,11,0,3,61,22,41,91,2,23,4,2,1,64,26,27,21,9,47,121,20,6,14,38
-42.500,0,5,0,3,0,0,0,0,0,0,5,0,13,0,5,0,0,0,3,16,0,7,4,0,7,18,5,0,11,2,19,4,0,0,16,39,16,9,0,26,30,18,35,18,22,49,113,29,15,50,89,12,70,44,5,9,57,82,37,52,44,64,30,95,14,17,0,17,31,68,0,4,4,15,23,29,73,2,65,46,0,0,0,79,0,14,32,28,5,0,2,70,23,62,50,1,23,1,0,4,56,41,23,17,41,39,51,17,9,13,45
-41.500,0,4,0,6,1,0,0,0,0,0,1,0,13,0,13,0,0,0,2,26,0,15,4,0,7,18,10,0,13,4,31,0,0,0,13,29,14,4,0,31,32,18,31,18,7,15,78,33,10,34,117,10,74,24,5,7,69,65,34,45,62,20,45,92,12,15,0,12,30,67,0,16,3,17,17,31,54,0,87,40,0,0,11,90,0,19,24,28,9,0,3,63,25,79,55,1,22,4,0,0,58,33,30,21,59,34,35,14,12,2,31
-40.500,0,4,0,8,2,0,0,0,0,0,1,0,1,0,11,0,0,0,2,42,0,12,9,0,3,10,6,0,11,2,13,0,0,0,14,31,18,7,0,28,28,25,25,33,11,25,65,34,6,27,72,16,68,18,3,10,56,56,26,48,38,25,76,92,17,10,3,6,122,67,0,9,2,15,14,33,59,0,103,36,0,5,15,78,0,23,24,22,8,0,3,46,34,94,46,3,19,2,0,2,58,26,39,23,49,35,42,15,18,5,32
-39.500,0,6,0,13,3,0,0,0,0,0,4,0,0,0,14,0,0,0,4,23,0,16,6,0,3,8,10,1,18,2,21,0,0,0,13,1,15,3,0,17,28,16,10,36,12,23,74,35,14,19,41,17,87,14,0,11,41,50,27,48,44,15,144,85,10,16,6,3,211,74,2,22,55,13,13,30,50,0,100,22,6,9,3,87,0,34,28,23,9,0,2,49,69,153,55,9,18,2,0,12,64,20,36,25,41,25,55,14,24,5,25
-38.500,0,4,0,5,5,0,0,0,0,0,1,0,0,0,15,0,0,0,4,15,0,11,5,0,3,12,10,1,17,2,25,0,0,0,15,3,8,6,0,24,34,21,1,13,20,30,60,32,5,15,22,23,96,22,2,12,37,47,17,45,41,18,148,84,14,10,6,6,225,76,3,11,97,22,11,27,47,0,87,22,6,18,0,111,0,9,19,23,50,0,3,43,85,104,60,12,17,4,0,53,90,16,80,22,41,25,98,13,31,3,22
-37.500,0,3,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,5,14,0,14,7,0,3,5,10,0,6,3,22,0,0,0,8,2,13,2,0,20,22,20,0,0,10,44,59,29,6,4,0,21,60,18,2,28,93,41,19,35,29,21,117,94,18,20,11,8,133,85,5,19,29,18,8,39,55,0,121,19,16,32,0,62,0,14,27,29,30,0,2,37,53,90,60,19,17,7,0,32,68,17,90,23,38,30,137,12,42,5,21
-36.500,0,2,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,6,10,0,17,9,0,4,5,9,2,0,1,24,0,0,0,7,3,13,6,0,25,28,18,0,0,4,39,109,35,13,8,0,14,53,19,0,93,57,33,19,32,43,13,94,92,15,22,15,3,83,110,63,16,29,23,9,51,78,0,102,14,18,45,0,43,0,15,23,43,23,13,2,45,36,52,47,72,15,4,0,32,21,39,62,27,51,36,146,12,54,4,16
-35.500,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,6,0,3,7,0,0,0,2,34,0,0,0,8,2,8,2,0,19,22,19,0,0,2,36,80,34,4,4,0,17,53,20,1,84,51,34,14,27,44,13,96,112,12,25,8,8,80,139,73,19,22,24,7,58,39,0,74,12,19,65,0,43,0,21,26,29,20,34,3,51,20,42,31,37,13,9,0,33,16,52,39,28,50,35,136,10,74,3,15
-34.500,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,5,7,0,16,10,0,2,1,0,1,0,1,18,0,0,0,2,2,12,5,0,24,23,16,0,0,2,65,51,39,3,2,0,13,38,21,2,62,60,30,14,20,52,21,88,127,18,33,7,6,71,96,38,26,29,25,9,51,40,0,60,11,12,61,0,44,0,28,34,32,24,36,1,8,29,46,20,35,16,7,0,28,18,25,39,33,22,47,125,11,118,5,12
-33.500,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,18,7,0,3,0,0,0,0,0,23,0,0,0,6,0,15,1,0,31,26,13,0,0,2,84,45,29,12,6,0,13,36,23,2,48,48,30,10,10,33,16,60,125,13,43,4,10,57,57,28,19,36,40,4,38,42,11,52,8,9,49,0,41,3,35,27,28,17,30,4,12,17,28,9,30,19,8,0,24,17,24,30,38,24,61,96,5,106,3,13
-32.500,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,12,10,0,4,0,0,0,0,0,22,0,0,0,5,0,9,2,0,21,22,14,0,0,2,31,44,22,11,1,0,11,38,15,1,45,41,22,12,11,27,23,46,88,16,28,9,9,69,64,25,9,25,25,5,45,26,8,39,5,7,48,0,40,4,51,54,29,25,27,1,15,7,38,11,33,22,18,0,20,14,24,32,38,17,117,66,0,82,2,12
-31.500,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,17,14,0,4,2,0,0,0,0,5,0,0,0,2,0,13,4,0,29,23,7,0,0,1,24,35,20,8,1,0,13,32,0,2,36,38,20,10,8,16,22,60,38,19,24,10,10,48,42,14,8,27,24,1,43,26,8,40,7,8,46,0,34,5,26,31,26,16,26,2,9,17,27,8,36,13,17,0,27,13,18,41,7,24,124,51,0,61,7,10
-30.500,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,17,12,0,2,0,0,0,0,0,3,0,0,0,2,0,17,2,0,28,24,12,0,0,3,21,30,19,11,1,0,11,32,0,4,10,37,24,13,10,18,9,86,39,20,17,9,8,22,60,14,7,25,25,4,33,23,7,37,3,6,43,0,31,3,8,33,10,22,26,3,8,5,36,9,37,24,6,0,23,15,14,36,10,19,129,26,0,53,2,11
-29.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,14,19,0,3,0,0,0,0,0,3,0,0,0,4,0,20,2,0,27,22,7,0,0,3,17,31,14,16,4,0,5,28,0,1,10,42,21,10,11,17,4,35,30,16,13,7,9,19,32,12,1,23,17,2,37,22,6,36,2,8,43,0,18,4,22,24,0,19,22,1,16,7,26,8,44,17,1,0,22,13,25,24,7,17,89,23,0,43,7,10
-28.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,20,31,0,3,0,0,0,0,0,0,0,0,0,5,0,26,2,0,35,28,6,0,0,1,19,32,15,13,1,0,12,27,0,2,7,38,16,9,7,11,5,44,31,20,9,9,10,17,50,11,6,20,25,1,46,23,11,33,2,7,60,0,19,29,26,27,0,22,18,2,13,4,43,7,48,27,0,0,16,17,13,23,9,18,66,17,0,41,1,12
-27.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,12,0,7,0,0,0,0,0,0,0,0,0,6,0,24,2,0,34,35,8,0,0,2,15,22,14,16,0,0,5,32,0,4,12,35,17,12,7,12,1,25,29,22,1,10,11,16,42,12,1,22,22,1,72,26,9,31,4,7,90,0,17,24,19,22,1,20,24,3,17,12,32,9,29,29,0,0,27,12,19,24,10,15,48,23,0,42,5,11
-26.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,19,7,0,2,0,0,0,0,0,0,0,0,0,0,0,12,2,0,39,28,2,0,0,1,9,29,12,14,3,0,11,29,0,3,10,24,19,11,4,21,0,20,26,23,5,6,10,18,34,9,6,22,24,0,81,19,14,34,2,6,126,0,17,15,17,18,0,19,19,1,12,2,29,7,7,32,0,8,17,20,17,18,7,20,33,13,0,43,5,9
-25.500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,18,5,0,3,0,0,0,0,0,0,0,0,0,6,0,5,1,0,40,27,0,0,0,2,15,20,10,21,4,20,3,31,0,5,11,33,12,6,3,8,0,14,28,24,0,12,12,17,38,12,0,21,26,0,77,29,11,43,1,10,90,0,13,16,18,26,0,18,26,3,14,1,34,8,9,2,1,29,20,17,9,22,8,18,23,20,0,25,7,19
-24.500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,10,5,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,58,20,0,0,0,4,10,23,12,21,7,25,11,16,0,2,10,33,9,13,6,7,0,14,32,19,0,11,11,25,37,12,2,24,30,0,67,19,13,52,1,4,86,0,16,11,16,13,0,14,25,3,22,3,32,10,7,1,2,21,19,20,13,16,9,16,24,8,0,26,8,15
-23.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,0,2,16,44,7,0,0,0,2,10,21,10,10,6,23,7,9,0,6,11,47,15,7,4,11,0,11,53,23,0,10,13,1,31,14,1,20,34,0,24,16,13,20,4,8,68,0,13,10,15,29,0,12,31,0,18,3,57,6,6,1,2,15,16,23,8,19,6,26,24,20,0,17,6,19
-22.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,11,35,2,0,0,0,2,8,19,8,7,6,23,6,3,0,4,13,21,13,15,5,6,0,4,24,21,0,12,15,5,27,13,0,15,43,0,17,20,11,24,0,8,53,0,10,7,15,14,0,14,34,2,22,1,42,10,7,2,4,9,20,26,10,13,8,29,18,22,0,15,4,37
-21.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,10,27,0,0,0,0,2,10,19,9,8,4,15,9,2,0,7,11,13,7,7,4,4,0,16,21,21,0,12,14,0,22,17,2,20,71,0,62,14,17,24,0,8,50,0,7,7,14,26,0,9,22,5,16,0,37,8,8,1,6,3,20,30,8,26,7,22,16,19,0,17,5,12
-20.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,23,0,0,0,0,0,9,16,6,7,7,15,10,1,0,8,15,8,8,17,8,9,0,6,13,11,0,9,16,0,18,16,0,17,37,0,72,7,11,21,1,9,22,0,8,9,11,11,0,12,19,0,29,2,29,11,6,1,8,0,27,56,6,11,7,18,17,21,0,9,4,8
-19.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,7,25,0,0,0,0,7,9,17,4,13,2,8,9,0,0,12,16,7,13,9,10,5,0,6,15,19,0,14,16,4,6,22,2,20,9,0,56,3,13,19,3,8,17,0,10,6,12,17,0,4,13,0,35,2,34,11,9,1,9,0,81,13,8,15,6,17,14,21,0,11,3,6
-18.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,7,20,0,0,0,0,4,6,17,3,6,6,13,10,0,0,26,37,4,6,15,17,4,0,11,14,12,0,16,15,0,11,29,1,23,2,0,39,1,9,23,2,10,13,0,9,5,15,24,0,8,15,6,39,0,23,13,9,1,21,0,30,3,3,12,6,19,15,29,0,11,5,6
-17.500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,7,24,0,0,0,0,0,6,16,0,3,3,9,4,0,0,34,49,1,9,8,21,4,0,11,9,9,0,10,12,0,7,48,2,25,6,0,44,0,6,6,0,10,10,1,17,7,10,18,0,14,9,1,28,0,23,18,10,1,44,0,20,1,9,21,6,45,2,17,0,10,2,5
-16.500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,8,19,0,5,5,10,8,0,0,0,58,4,4,15,12,10,0,10,14,9,0,13,20,1,5,60,3,34,13,0,45,0,9,2,0,12,9,1,20,4,11,8,0,9,13,0,17,0,23,14,9,1,74,0,12,3,10,18,2,31,0,31,0,8,4,5
-15.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,12,5,12,0,7,3,9,7,0,0,0,44,3,11,20,9,3,0,16,9,6,0,16,19,0,4,76,2,24,17,0,51,0,6,0,0,11,10,3,13,6,13,21,0,3,6,0,19,0,19,10,7,1,99,0,8,1,9,32,10,28,0,27,0,10,4,1
-14.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,9,20,0,7,6,7,5,0,0,0,32,4,3,21,8,1,0,16,12,9,0,11,22,0,5,36,8,20,11,0,51,0,8,2,0,17,3,2,12,3,7,22,0,8,11,6,18,0,16,9,8,1,99,0,20,3,4,15,2,36,0,49,0,6,2,4
-13.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,9,3,20,0,0,6,7,3,0,0,0,23,5,5,18,8,9,0,26,13,4,0,18,23,0,2,19,5,23,5,0,49,0,2,3,4,20,7,6,9,6,14,13,0,14,3,1,20,0,19,9,7,1,58,0,2,1,11,5,10,27,0,34,0,8,6,2
-12.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,9,17,0,3,6,6,8,0,0,0,23,2,2,10,5,2,0,72,5,7,0,16,19,0,7,25,2,14,7,0,39,0,8,2,0,34,7,3,7,4,8,16,0,5,6,0,18,0,21,10,1,1,49,0,10,4,10,0,2,23,0,27,0,8,1,0
-11.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,11,4,20,0,4,9,12,4,0,0,0,18,4,3,7,8,4,0,41,3,4,0,12,21,0,5,23,9,22,5,0,35,0,3,2,0,28,2,10,8,5,13,18,0,11,8,4,15,0,12,0,0,1,42,0,6,1,8,5,1,22,0,41,0,4,2,0
-10.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,10,6,20,0,5,11,14,5,0,0,0,22,3,1,10,8,5,0,35,4,6,0,25,18,0,9,20,5,17,4,0,34,0,9,0,0,30,5,14,6,5,11,22,0,13,4,2,15,0,20,0,0,2,37,0,8,3,6,2,33,15,0,8,0,8,6,0
-9.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,18,8,22,0,4,19,14,6,0,0,0,22,4,1,12,10,1,0,23,2,3,0,7,7,0,3,13,4,15,5,0,28,0,8,2,0,29,2,8,6,5,12,14,0,3,7,1,13,0,17,0,0,1,38,0,4,1,11,1,29,11,0,0,0,4,2,0
-8.500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,26,8,20,0,3,9,6,4,0,0,0,0,0,3,3,5,1,0,20,2,2,0,10,14,0,6,20,3,9,1,0,25,0,4,3,0,32,0,8,3,5,11,20,0,10,7,3,23,0,15,0,0,2,29,0,6,3,5,6,22,18,0,0,0,9,4,0
