Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111
-7.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,11,7,16,0,1,9,5,9,0,0,0,0,8,2,6,0,4,0,21,1,3,0,6,20,0,7,13,1,8,4,0,26,0,4,1,2,28,0,6,6,2,16,18,0,16,8,2,13,0,14,0,0,3,36,0,8,1,9,0,24,17,0,0,0,6,2,0
-6.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,6,11,11,0,1,13,3,8,0,0,0,0,0,0,4,0,1,0,15,3,1,0,7,30,0,6,16,3,7,2,0,11,0,5,0,0,35,0,7,2,7,16,26,0,10,12,1,13,0,8,0,0,5,23,0,9,3,6,7,19,12,0,0,0,2,2,0
-5.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,13,11,0,5,10,0,7,0,0,0,0,7,3,10,0,2,0,9,3,3,0,7,32,8,4,18,3,7,6,0,9,0,1,2,0,32,0,7,6,1,19,36,0,8,15,2,15,10,13,0,0,5,23,0,7,1,8,1,16,12,0,0,0,5,4,0
-4.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,11,0,5,14,0,11,0,0,0,0,1,2,2,0,1,0,1,2,3,0,5,46,22,8,16,1,2,6,0,12,0,3,0,0,36,0,7,0,8,11,89,0,13,7,4,22,19,18,0,0,1,30,0,7,4,5,7,23,14,0,0,0,4,4,0
-3.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,7,10,0,5,9,2,6,0,0,0,0,6,1,2,0,4,0,1,0,0,0,8,34,41,5,14,3,10,6,0,9,0,3,2,0,36,0,7,1,4,15,50,0,15,7,1,18,19,21,0,0,0,24,0,11,1,1,8,12,16,0,0,0,6,4,0
-2.500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,0,0,1,11,0,10,0,0,0,0,2,4,3,0,0,0,4,1,2,0,7,25,27,5,17,1,3,11,0,8,0,6,4,0,22,0,4,7,6,7,24,0,17,3,3,15,22,28,0,0,0,24,0,12,4,0,3,17,20,0,0,0,5,3,0
-1.500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,0,0,1,9,2,9,0,0,0,0,5,2,8,0,1,0,3,2,4,0,4,25,22,5,15,1,4,10,0,11,0,2,0,2,18,0,9,0,5,9,23,0,14,15,3,17,27,25,0,0,0,29,0,12,1,0,7,11,13,0,0,0,5,5,0
-0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,3,14,3,12,0,0,0,0,4,3,2,0,1,0,1,2,3,0,8,31,20,8,20,3,5,12,1,9,0,5,2,0,22,0,8,0,6,9,15,0,24,13,2,24,31,20,4,0,0,25,0,13,4,2,10,11,15,0,0,0,7,3,0
0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,4,7,3,11,0,0,0,0,3,3,0,0,4,0,2,1,3,0,2,32,18,2,15,1,3,16,2,7,0,3,0,0,17,0,8,0,5,6,16,0,20,6,9,21,31,23,29,0,0,24,0,11,2,1,21,11,17,0,0,0,4,4,0
1.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,8,12,4,11,0,0,0,0,6,5,5,0,0,0,0,0,3,0,8,6,20,6,19,2,2,34,1,10,0,4,2,0,37,0,6,7,8,9,18,0,30,11,8,20,30,19,23,0,0,15,0,17,3,5,11,13,18,0,0,0,7,4,0
2.500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,2,10,4,12,0,0,0,0,5,4,5,0,1,0,1,1,5,0,2,5,18,4,18,3,4,18,2,8,0,7,4,0,37,0,7,0,5,8,17,0,21,5,8,25,21,25,22,0,0,17,0,11,2,4,0,9,10,0,0,0,8,6,0
3.500,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,14,6,14,0,0,0,0,7,8,2,0,1,0,5,0,4,0,0,5,20,6,15,2,1,6,2,7,0,5,0,1,48,0,6,0,7,5,18,0,19,10,8,26,15,30,30,0,0,16,0,22,5,6,0,11,10,0,0,0,9,3,0
4.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,3,8,6,15,0,0,0,0,11,16,6,0,1,0,2,1,6,0,0,1,18,5,17,7,1,10,3,8,0,4,2,3,38,0,7,0,8,4,19,0,22,7,11,26,13,20,12,0,0,14,0,19,3,9,0,16,11,0,0,0,6,7,0
5.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,11,18,16,0,0,0,0,4,22,3,0,4,0,1,1,5,0,0,4,23,2,9,4,4,4,1,4,0,6,1,0,40,0,4,5,10,5,9,0,18,5,11,33,13,26,14,1,0,14,0,24,7,19,0,9,12,0,0,0,5,6,0
6.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,10,11,26,0,0,0,0,4,29,5,0,0,0,3,1,8,0,0,2,27,4,8,7,1,4,5,8,0,10,4,0,36,0,6,0,9,6,10,0,19,8,13,54,11,21,9,0,0,35,0,27,9,16,0,9,13,0,0,0,9,6,0
7.500,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,8,19,4,29,0,0,0,0,1,43,4,0,0,0,0,0,9,0,0,0,21,4,21,11,2,4,6,6,0,6,1,1,33,0,3,0,9,3,8,0,15,6,14,45,11,20,7,4,0,43,0,31,6,16,0,12,13,0,0,0,6,15,0
8.500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,3,0,0,6,15,3,11,0,0,0,0,2,35,6,2,0,0,1,1,10,0,0,2,16,6,6,20,3,3,6,6,0,3,2,8,47,0,5,0,11,6,8,0,15,7,31,30,5,28,5,4,0,48,0,35,4,9,0,17,15,0,0,0,7,10,0
9.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,4,24,0,6,0,0,0,0,0,26,4,2,1,0,7,1,13,0,0,0,14,3,18,41,1,4,15,3,0,5,1,4,48,0,2,4,15,4,7,0,17,6,27,18,9,12,11,2,0,27,3,24,0,12,0,11,16,0,0,0,5,12,0
10.500,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,5,7,0,7,0,0,0,0,0,19,3,0,5,0,2,1,31,1,0,0,16,3,5,51,3,2,10,7,0,7,4,3,34,0,3,0,17,5,7,3,18,5,25,14,8,21,3,10,0,21,0,27,0,8,0,15,16,3,0,0,6,8,0
11.500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,20,6,0,0,0,3,0,30,0,0,0,13,3,13,52,2,3,12,1,0,4,2,3,25,0,1,0,15,5,7,1,18,6,8,17,1,22,6,8,0,17,2,23,0,4,0,13,19,0,0,0,3,12,0
12.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,3,0,0,0,0,0,12,3,0,0,22,2,0,28,1,0,0,10,3,12,27,1,3,11,5,0,1,3,4,22,0,4,1,28,7,6,0,20,6,6,16,5,19,7,8,0,9,2,20,0,3,0,21,21,4,0,0,5,8,0
13.500,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,7,0,0,0,0,0,12,8,0,0,20,2,1,29,2,0,0,13,3,10,13,4,4,13,6,0,11,4,23,17,0,0,5,24,3,8,5,17,2,23,15,0,17,3,8,0,8,0,25,0,1,0,31,19,0,3,1,3,10,3
14.500,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,15,4,0,0,3,9,1,38,0,0,0,7,2,15,14,2,0,15,2,0,3,2,21,15,0,5,2,50,6,4,0,23,7,27,14,4,21,6,6,0,12,4,23,0,2,1,37,27,5,1,2,2,4,0
15.500,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,0,11,5,2,6,2,5,4,52,0,0,0,0,3,14,14,1,1,18,6,0,7,5,23,16,0,6,4,71,7,3,6,19,7,30,17,3,21,2,7,0,10,1,23,0,0,0,34,25,6,0,5,1,14,0
16.500,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,5,0,0,0,0,0,7,6,2,0,0,7,6,45,3,0,0,0,3,10,16,4,3,20,5,0,4,2,16,14,3,5,7,54,6,3,1,10,4,24,0,2,23,7,7,0,9,4,18,0,2,2,41,29,6,0,8,0,7,1
17.500,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,5,0,0,0,0,0,12,3,1,0,0,8,8,35,0,0,13,0,4,19,22,1,5,20,5,0,4,6,21,13,6,14,13,51,7,1,5,9,6,18,0,5,20,3,8,0,16,2,21,0,1,3,36,28,10,3,9,0,11,3
18.500,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,0,0,0,0,0,11,3,1,0,0,12,25,12,1,9,20,0,3,12,17,4,0,20,9,0,10,4,15,4,24,14,10,53,6,1,1,9,5,32,0,2,21,3,4,0,8,2,26,0,6,5,39,27,15,4,10,2,13,0
19.500,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,1,0,0,0,0,7,8,1,0,0,14,17,7,3,12,19,0,2,16,32,2,0,20,2,0,8,5,20,4,17,9,0,56,18,0,6,10,10,26,5,4,32,3,5,0,14,3,24,0,8,5,40,0,0,0,14,0,7,0
20.500,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,5,1,0,0,0,0,10,6,2,5,0,8,14,9,0,11,26,0,3,15,40,1,0,18,7,0,8,6,19,13,13,10,0,70,16,0,4,9,6,44,0,5,26,6,6,0,18,1,29,0,7,8,49,0,0,1,20,0,9,5
21.500,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,2,2,0,0,0,0,10,5,3,1,0,21,10,5,4,12,53,0,4,16,21,4,8,14,5,0,11,6,24,4,12,8,3,106,13,5,3,9,8,34,6,8,20,2,6,3,13,3,37,0,4,14,42,0,0,6,41,0,8,0
22.500,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,5,9,0,0,0,0,5,2,1,0,0,21,12,4,1,15,28,0,3,16,25,1,2,16,5,0,13,7,24,5,9,7,3,71,12,0,6,9,8,35,0,4,19,5,10,2,17,3,29,0,5,32,50,0,0,2,31,0,10,0
23.500,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,11,0,0,0,0,9,4,1,0,0,41,11,3,5,10,22,0,3,22,25,4,0,14,7,0,13,7,29,1,6,10,0,54,11,0,9,4,10,29,6,7,0,6,11,4,18,2,38,0,15,34,53,0,0,0,34,2,10,6
24.500,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,0,0,2,13,0,0,0,0,4,2,4,2,0,41,9,2,3,20,19,0,3,17,24,1,6,13,5,0,9,9,31,4,9,8,0,72,11,3,6,0,13,27,1,10,0,3,3,2,24,2,44,0,9,27,56,0,0,10,29,5,7,0
25.500,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,24,0,0,4,10,0,0,2,0,7,7,3,3,0,52,7,1,9,14,17,0,3,17,30,1,2,12,7,0,22,10,39,1,3,27,6,80,10,2,6,2,13,19,8,6,9,4,13,5,32,3,39,0,8,63,64,0,0,1,22,0,3,0
26.500,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,34,0,0,5,12,0,0,0,0,7,9,4,1,0,21,6,6,15,7,15,0,6,23,24,4,5,14,6,0,24,13,69,3,10,22,3,50,9,2,10,1,15,26,8,15,0,8,10,2,35,2,44,0,10,48,78,0,0,10,22,8,1,5
27.500,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,11,0,0,0,0,7,7,4,0,0,1,9,1,14,15,14,0,6,21,24,2,6,11,6,0,34,8,30,1,8,37,2,58,10,3,9,1,10,24,10,11,0,4,8,3,35,3,34,0,18,36,122,0,0,3,20,10,2,2
28.500,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,6,8,0,0,1,0,6,14,5,6,0,1,4,4,3,11,6,0,4,18,29,1,3,9,6,0,25,7,39,1,9,40,9,83,7,2,12,0,11,26,14,10,6,5,8,5,46,3,48,0,8,26,104,0,0,13,16,5,1,3
29.500,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,7,0,0,2,0,6,10,5,8,0,0,8,4,3,10,4,0,3,26,23,4,6,11,9,0,20,7,33,8,11,49,4,52,8,4,9,2,16,20,16,16,3,5,6,3,59,3,44,0,10,18,71,0,0,24,9,21,3,2
30.500,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,9,0,0,0,0,9,18,8,18,0,0,10,3,5,13,2,0,4,22,24,1,8,8,7,0,17,8,22,8,9,53,12,43,6,4,13,2,10,21,17,20,3,9,7,3,38,6,48,0,19,15,75,0,0,23,3,71,1,2
31.500,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,3,15,7,19,0,0,8,5,4,11,2,0,7,26,23,0,6,8,11,0,20,11,15,25,13,66,3,79,8,4,12,4,12,72,12,20,4,7,8,3,34,9,53,0,14,11,71,0,0,19,4,48,1,5
32.500,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,9,0,0,2,5,0,0,3,0,8,15,13,22,0,0,13,11,5,11,4,0,5,29,8,3,7,7,10,0,22,10,15,38,9,83,16,75,9,7,12,7,18,97,9,23,4,11,9,5,54,9,29,0,21,15,68,0,4,19,5,35,1,2
33.500,0,0,0,4,0,1,66,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,7,5,0,0,1,0,7,21,18,18,0,0,12,15,6,9,1,0,12,20,9,21,10,7,14,3,19,11,12,76,8,101,24,86,8,13,13,3,17,68,7,27,4,6,8,3,36,11,15,0,16,9,58,0,0,20,5,30,1,7
34.500,0,0,0,3,0,1,64,0,0,0,6,0,0,0,0,2,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,4,5,0,0,0,0,7,13,26,17,0,0,14,14,8,20,1,0,7,33,5,20,15,6,15,0,26,9,7,49,13,85,43,37,0,13,17,8,17,63,7,23,6,5,7,4,64,36,7,0,22,11,55,0,0,17,4,29,1,4
35.500,0,0,0,2,0,0,50,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,6,0,28,0,0,7,18,13,20,0,0,19,19,9,15,2,0,6,26,6,23,14,13,15,6,23,4,8,28,12,70,33,23,2,23,13,6,21,68,8,30,6,6,10,6,43,49,8,0,22,12,50,0,7,15,4,26,4,4
36.500,0,0,0,6,0,3,23,0,0,0,3,0,0,0,0,3,1,0,3,0,0,0,0,0,0,19,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18,5,0,7,29,13,18,0,0,11,20,18,13,3,0,8,13,13,35,23,9,17,4,30,7,4,18,12,57,24,17,2,29,18,9,21,68,5,30,7,7,9,5,54,34,5,0,27,10,56,0,0,13,5,9,2,7
37.500,0,0,0,2,0,4,13,0,0,0,10,0,0,0,0,4,2,0,1,9,0,0,0,0,0,13,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,0,0,11,18,9,21,0,0,14,31,18,19,1,0,15,11,8,66,33,10,17,4,38,8,5,19,14,62,22,17,0,31,17,11,25,69,6,19,11,8,9,5,78,29,6,0,30,12,57,0,0,11,4,6,26,8
38.500,0,0,0,5,0,1,11,0,0,0,4,0,0,0,0,4,3,0,1,12,0,0,0,0,0,11,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,6,22,11,20,0,0,18,45,25,19,1,4,14,12,14,113,28,11,15,7,42,2,1,16,17,60,22,12,0,32,19,10,28,82,6,30,15,8,10,2,82,27,2,0,36,10,55,0,9,10,4,8,38,9
39.500,0,0,0,3,0,2,8,0,0,0,3,0,0,0,0,7,2,0,2,13,0,0,0,0,0,10,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,11,35,7,15,0,0,14,13,31,19,1,2,24,14,16,62,32,13,15,7,42,7,1,15,13,64,27,16,0,28,21,13,35,86,4,29,21,9,9,11,143,11,1,0,95,14,37,0,0,9,5,5,46,13
40.500,0,2,0,4,0,1,0,0,0,0,4,0,0,0,0,11,5,0,3,10,0,0,1,0,0,9,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,5,6,0,2,5,0,9,26,9,13,0,0,16,14,36,22,3,6,20,13,16,49,31,16,12,8,74,6,0,15,16,51,8,11,0,26,26,16,35,101,3,59,11,11,12,6,53,10,3,0,109,18,33,0,9,7,4,7,38,15
41.500,0,2,0,6,0,5,5,0,0,0,8,0,0,0,0,6,2,0,1,11,0,0,0,0,0,6,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,0,0,6,3,0,0,0,0,13,39,8,17,0,0,11,10,65,24,1,8,32,11,20,45,35,27,11,5,106,11,0,14,21,63,2,19,0,18,28,23,54,75,3,55,9,10,13,7,43,9,2,0,86,26,33,0,2,3,5,10,38,11
42.500,0,1,0,3,0,4,0,0,0,0,5,0,0,0,0,3,3,0,1,11,0,0,1,0,0,5,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,11,7,3,0,0,0,13,63,5,10,0,0,11,1,51,31,0,3,56,12,24,46,67,19,13,4,62,22,0,13,24,80,0,31,2,13,34,32,52,71,2,52,4,14,12,11,37,14,2,0,81,44,50,0,10,6,3,10,33,5
43.500,0,10,0,5,0,3,3,0,0,0,4,0,0,0,0,4,4,0,1,9,0,0,3,0,0,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,0,0,0,9,3,15,0,3,1,15,27,8,16,0,0,6,3,30,25,1,11,89,59,28,56,83,20,11,12,31,5,0,17,21,59,0,42,0,14,41,33,63,63,0,67,5,18,14,10,9,9,2,0,79,26,40,0,9,5,5,11,33,5
44.500,0,11,5,4,0,2,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,3,0,0,4,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,15,7,12,0,3,2,15,27,7,16,0,0,4,3,30,40,2,3,42,73,36,45,86,22,8,17,27,3,0,18,23,55,0,25,0,15,62,29,67,62,0,44,3,17,16,19,0,12,3,0,87,24,55,0,12,7,3,13,42,6
45.500,0,17,9,7,0,7,0,0,0,0,6,0,0,0,0,1,4,0,2,2,0,0,3,0,0,4,3,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,27,0,0,0,21,4,13,0,0,3,16,29,5,12,0,0,1,4,23,43,2,19,27,43,39,51,92,23,10,26,32,0,0,15,28,60,0,11,0,11,66,36,77,65,1,17,2,17,19,23,3,6,4,0,73,24,79,0,17,9,4,19,35,2
46.500,0,29,12,5,0,6,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,5,0,0,3,13,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,24,24,0,0,0,24,6,8,0,0,4,20,10,7,22,0,0,0,5,23,43,0,21,19,38,85,57,59,33,9,45,31,1,0,14,37,68,0,8,0,14,49,81,93,66,5,19,2,28,30,20,8,16,5,0,66,24,70,0,103,9,3,34,26,5
47.500,0,17,11,4,0,6,0,0,0,0,5,0,0,5,0,3,4,0,0,0,0,0,5,0,0,1,11,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,1,0,0,0,38,28,0,0,0,21,5,13,0,5,22,24,19,3,27,0,0,0,3,20,66,1,19,14,32,118,67,41,29,7,24,26,2,0,13,29,71,0,6,0,17,46,91,49,64,5,18,0,26,42,28,2,6,6,0,49,23,56,0,35,8,4,21,23,3
48.500,0,17,7,9,0,7,0,0,0,0,0,0,0,20,0,1,2,0,1,0,0,0,6,0,0,4,8,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,30,28,0,0,0,26,9,7,0,1,34,22,19,6,27,0,0,0,5,23,76,1,18,15,47,41,43,23,34,9,11,28,0,0,15,17,39,0,1,0,16,34,68,33,58,7,17,0,34,52,33,1,15,11,0,42,22,49,0,22,10,3,15,25,3
49.500,0,7,16,6,0,12,0,0,0,0,5,0,0,16,0,4,3,0,0,0,0,0,7,0,0,4,9,0,8,0,0,10,0,0,0,0,0,5,0,0,0,0,4,0,0,0,8,27,0,0,0,24,4,11,0,0,19,26,15,7,24,0,0,0,7,23,124,3,11,14,36,38,39,29,36,9,10,27,3,0,12,14,16,0,0,0,40,37,39,33,51,4,14,0,33,75,121,8,8,12,0,38,27,39,0,19,15,3,16,22,23
50.500,0,18,15,8,0,11,0,1,0,0,4,0,0,18,0,1,3,0,0,0,0,0,10,0,0,1,10,2,19,0,0,7,0,0,0,0,0,5,0,0,0,0,6,0,0,0,10,27,0,0,0,31,10,7,3,4,16,28,19,2,22,0,0,0,5,25,105,0,15,13,31,50,42,18,30,8,8,25,0,0,9,14,23,0,0,17,46,29,35,35,36,3,13,0,58,104,115,4,23,11,0,35,27,31,0,15,8,1,14,22,23
